date,AS_FTSE_DM_STAY_2022_Q1,meta
2022-01-07 00:00:00,220.87864680946925,
2022-01-07 01:00:00,214.09719956351267,
2022-01-07 02:30:00,214.11891523264148,
2022-01-07 03:00:00,213.4191141937034,
2022-01-07 18:30:00,213.4191141937034,
2022-01-07 20:00:00,213.4191141937034,
2022-01-07 23:00:00,213.4191141937034,
2022-01-07 23:59:59,212.61873130686226,w
2022-01-10 00:00:00,203.22633771339636,
2022-01-10 01:00:00,199.08711949484768,
2022-01-10 02:30:00,198.53242658887024,
2022-01-10 03:00:00,198.16945183063433,
2022-01-10 18:30:00,195.6674215290067,
2022-01-10 20:00:00,214.15703947388695,
2022-01-10 23:00:00,178.1394561724066,
2022-01-10 23:59:59,183.24876532602872,c
2022-01-11 00:00:00,176.85394605998553,
2022-01-11 01:00:00,179.85954906594588,
2022-01-11 02:30:00,177.5173616011058,
2022-01-11 03:00:00,176.54961617208886,
2022-01-11 18:30:00,174.36009836285604,
2022-01-11 20:00:00,208.90963672174834,
2022-01-11 23:00:00,204.2487162873615,
2022-01-11 23:59:59,196.72846844984832,c
2022-01-12 00:00:00,198.9328954904447,
2022-01-12 01:00:00,195.72588844727605,
2022-01-12 02:30:00,198.21015384408162,
2022-01-12 03:00:00,198.0394045939654,
2022-01-12 18:30:00,194.32977485659387,
2022-01-12 20:00:00,161.07594544337303,
2022-01-12 23:00:00,136.4626244766297,
2022-01-12 23:59:59,140.0898480764222,c
2022-01-13 00:00:00,139.51773664391018,
2022-01-13 01:00:00,130.2882430226102,
2022-01-13 02:30:00,129.12327782233174,
2022-01-13 03:00:00,129.47298782156312,
2022-01-13 18:30:00,126.15656481323592,
2022-01-13 20:00:00,151.74537806423973,
2022-01-13 23:00:00,150.77291221105568,
2022-01-13 23:59:59,160.70923835088195,c
2022-01-14 00:00:00,122.41249402143708,
2022-01-14 01:00:00,118.13770069443586,
2022-01-14 02:30:00,117.27550445066808,
2022-01-14 03:00:00,117.79501361534756,
