date,FVD_2021_Dec,meta
2021-12-13 00:00:00,188.6787624225395,
2021-12-13 10:00:00,169.13451617978419,
2021-12-13 10:30:00,159.73840196098365,
2021-12-13 12:00:00,141.5892808653891,
2021-12-13 13:30:00,141.39885533705475,
2021-12-13 15:00:00,135.86723574717675,
2021-12-13 15:30:30,135.86723574717675,
2021-12-13 23:59:59,143.24662259566105,c
2021-12-14 00:00:00,140.2818844086884,
2021-12-14 10:00:00,153.30645491280018,
2021-12-14 10:30:00,157.10417694393104,
2021-12-14 12:00:00,153.30514875489916,
2021-12-14 13:30:00,148.35200465543224,
2021-12-14 15:00:00,143.75475630043388,
2021-12-14 15:30:30,143.75475630043388,
2021-12-14 23:59:59,142.20011362643174,c
2021-12-15 00:00:00,135.81545293711633,
2021-12-15 10:00:00,110.02485284930532,
2021-12-15 10:30:00,103.87215982327253,
2021-12-15 12:00:00,104.5885477932444,
2021-12-15 13:30:00,106.15059427368425,
2021-12-15 15:00:00,102.98840425234107,
2021-12-15 15:30:30,102.98840425234107,
2021-12-15 23:59:59,108.02490686920682,c
2021-12-16 00:00:00,126.77877954558319,
2021-12-16 10:00:00,115.62937466610634,
2021-12-16 10:30:00,110.9831203517388,
2021-12-16 12:00:00,92.69214654934878,
2021-12-16 13:30:00,96.76477992919301,
2021-12-16 15:00:00,85.09168740939282,
2021-12-16 15:30:30,85.09168740939282,
2021-12-16 23:59:59,89.45524453349309,c
2021-12-17 00:00:00,48.2363660371976,
2021-12-17 10:00:00,11.199465019492175,
2021-12-17 10:30:00,12.168058205236864,
2021-12-17 12:00:00,14.363521924682834,
2021-12-17 13:30:00,24.862252402964998,
2021-12-17 15:00:00,22.82500886400926,
2021-12-17 15:30:30,22.82500886400926,s
2021-12-17 23:59:59,4.600880276282661,w
2021-12-20 00:00:00,-23.02981709377425,
2021-12-20 10:00:00,-36.952537974048845,
2021-12-20 10:30:00,-38.4128240821973,
2021-12-20 12:00:00,-49.40722903933229,
2021-12-20 13:30:00,-62.95168799073655,
2021-12-20 15:00:00,-59.72019831379803,
2021-12-20 15:30:30,-59.72019831379803,
2021-12-20 23:59:59,-55.93977701360806,c
2021-12-21 00:00:00,-45.25891052853734,
2021-12-21 10:00:00,-17.17590686421863,
2021-12-21 10:30:00,-16.073393322749798,
2021-12-21 12:00:00,-15.394905463688723,
2021-12-21 13:30:00,-4.992678544238699,
2021-12-21 15:00:00,-1.6681968248714822,
2021-12-21 15:30:30,-1.6681968248714822,
2021-12-21 23:59:59,-7.194448969372054,c
2021-12-22 00:00:00,-9.5871337437171,
2021-12-22 10:00:00,-9.792088782359995,
2021-12-22 10:30:00,-10.072976683169253,
2021-12-22 12:00:00,-29.781274757569363,
2021-12-22 13:30:00,-34.96695797139662,
2021-12-22 15:00:00,-34.739130143773195,
2021-12-22 15:30:30,-34.739130143773195,
2021-12-22 23:59:59,-38.32364268333327,c
2021-12-23 00:00:00,-34.6306378331769,
2021-12-23 10:00:00,-35.13465561005396,
2021-12-23 10:30:00,-23.980104174094055,
2021-12-23 12:00:00,-21.20093173995543,
2021-12-23 13:30:00,-15.132871243736538,
2021-12-23 15:00:00,-20.793267335918475,
2021-12-23 15:30:30,-20.793267335918475,
2021-12-23 23:59:59,-19.78595976598964,c
2021-12-24 00:00:00,-19.78595976598964,
2021-12-24 10:00:00,-19.78595976598964,
2021-12-24 10:30:00,-19.78595976598964,
2021-12-24 12:00:00,-19.78595976598964,
2021-12-24 13:30:00,-19.78595976598964,
2021-12-24 15:00:00,-19.78595976598964,
2021-12-24 15:30:30,-19.78595976598964,
2021-12-24 23:59:59,-19.78595976598964,w
2021-12-27 00:00:00,-24.79847918353006,
2021-12-27 10:00:00,-33.95719515703362,
2021-12-27 10:30:00,-18.75508537710752,
2021-12-27 12:00:00,-10.550261119310546,
2021-12-27 13:30:00,-5.3949931032458345,
2021-12-27 15:00:00,-5.0816855475187594,
2021-12-27 15:30:30,-5.0816855475187594,
2021-12-27 23:59:59,0.0,a
2021-12-28 00:00:00,17.352012826167524,
2021-12-28 10:00:00,4.577073953801015,
2021-12-28 10:30:00,20.82336920554612,
2021-12-28 12:00:00,18.883053454329172,
2021-12-28 13:30:00,22.588286877714616,
2021-12-28 15:00:00,29.110698017050563,
2021-12-28 15:30:30,29.110698017050563,
2021-12-28 23:59:59,23.88258112534542,c
2021-12-29 00:00:00,20.577337747471656,
2021-12-29 10:00:00,13.282418652566218,
2021-12-29 10:30:00,16.95591599612698,
2021-12-29 12:00:00,15.811559804287501,
2021-12-29 13:30:00,3.7218600369150394,
2021-12-29 15:00:00,-3.5860047167478566,
2021-12-29 15:30:30,-3.5860047167478566,
2021-12-29 23:59:59,-11.948697616240574,e
2021-12-30 00:00:00,-6.493770461300354,
2021-12-30 10:00:00,1.1249902312119555,
2021-12-30 10:30:00,-10.608818308203784,
2021-12-30 12:00:00,-9.95920402227589,
2021-12-30 13:30:00,-9.378193469322495,
2021-12-30 15:00:00,-14.74908421819991,
2021-12-30 15:30:30,-14.74908421819991,
2021-12-30 23:59:59,-21.95562139255979,c
2021-12-31 00:00:00,-26.464568112351472,
2021-12-31 10:00:00,-13.068697602248548,
2021-12-31 10:30:00,-18.810298785397872,
2021-12-31 12:00:00,-21.445084568824825,
2021-12-31 13:30:00,-15.133914002952437,
2021-12-31 15:00:00,-11.619846419407144,
2021-12-31 15:30:30,-11.619846419407144,
2021-12-31 23:59:59,-10.898884546449205,w
2022-01-03 00:00:00,-3.7830798649755764,
2022-01-03 10:00:00,21.09234364619179,
2022-01-03 10:30:00,23.87635085371083,
2022-01-03 12:00:00,15.166124732436213,
2022-01-03 13:30:00,9.893369563305308,
2022-01-03 15:00:00,3.97352071242077,
2022-01-03 15:30:30,3.97352071242077,
2022-01-03 23:59:59,-0.4221576016294466,c
2022-01-04 00:00:00,6.647946581415688,
2022-01-04 10:00:00,62.28580134107755,
2022-01-04 10:30:00,63.99117084725788,
2022-01-04 12:00:00,76.44737425409231,
2022-01-04 13:30:00,91.42175558798264,
2022-01-04 15:00:00,76.98830007162104,
2022-01-04 15:30:30,76.98830007162104,
2022-01-04 23:59:59,80.77382686238796,c
2022-01-05 00:00:00,87.66275134278841,
2022-01-05 10:00:00,99.69094081734843,
2022-01-05 10:30:00,98.302792339055,
2022-01-05 12:00:00,102.11351674393843,
2022-01-05 13:30:00,91.26278568988783,
2022-01-05 15:00:00,73.59561361086936,
2022-01-05 15:30:30,73.59561361086936,
2022-01-05 23:59:59,72.08328704336263,c
2022-01-06 00:00:00,106.41769809570796,
2022-01-06 10:00:00,109.6019579310316,
2022-01-06 10:30:00,101.62306096768033,
2022-01-06 12:00:00,122.09868061419104,
2022-01-06 13:30:00,132.88709890716459,
2022-01-06 15:00:00,140.84517244139647,
2022-01-06 15:30:30,140.84517244139647,
2022-01-06 23:59:59,147.8441075336427,c
2022-01-07 00:00:00,161.57403411238766,
2022-01-07 10:00:00,179.09161480764124,
2022-01-07 10:30:00,164.02811113568595,
2022-01-07 12:00:00,161.17225498479456,
2022-01-07 13:30:00,158.40449026588345,
2022-01-07 15:00:00,161.02028899705186,
2022-01-07 15:30:30,161.02028899705186,
2022-01-07 23:59:59,178.9729638012861,w
2022-01-10 00:00:00,195.15757633355105,
2022-01-10 10:00:00,177.11900142963344,
2022-01-10 10:30:00,147.77680026278776,
2022-01-10 12:00:00,175.8054213197012,
2022-01-10 13:30:00,179.19482408691698,
2022-01-10 15:00:00,170.99511487764943,
2022-01-10 15:30:30,170.99511487764943,
2022-01-10 23:59:59,167.2548543924386,c
2022-01-11 00:00:00,174.24769541981496,
2022-01-11 10:00:00,180.1095159880103,
2022-01-11 10:30:00,176.4724860975358,
2022-01-11 12:00:00,190.35473889870585,
2022-01-11 13:30:00,193.81160941708924,
2022-01-11 15:00:00,189.24955052634456,
2022-01-11 15:30:30,189.24955052634456,
2022-01-11 23:59:59,189.77986269999698,c
2022-01-12 00:00:00,187.2074060966897,
2022-01-12 10:00:00,206.45845779814877,
2022-01-12 10:30:00,184.0030829657639,
2022-01-12 12:00:00,167.21536756374795,
2022-01-12 13:30:00,169.3925573997081,
2022-01-12 15:00:00,178.80638600379885,
2022-01-12 15:30:30,178.80638600379885,
2022-01-12 23:59:59,177.62561697549233,c
