date,XIND_2021_Q2,meta
2021-06-30 00:00:00,18.29223404866582,
2021-06-30 10:00:00,33.47378230326271,
2021-06-30 10:30:00,51.240842853237055,
2021-06-30 12:00:00,62.85163366420879,
2021-06-30 13:30:00,69.60624621377131,
2021-06-30 15:00:00,68.77918549897721,
2021-06-30 15:30:30,68.77918549897721,
2021-06-30 23:59:59,83.01679901555201,c
2021-07-01 00:00:00,94.11651073032452,
2021-07-01 10:00:00,60.19173512912867,
2021-07-01 10:30:00,65.7048938464027,
2021-07-01 12:00:00,46.61621213028765,
2021-07-01 13:30:00,34.66230871735175,
2021-07-01 15:00:00,31.825060748364024,
2021-07-01 15:30:30,31.825060748364024,
2021-07-01 23:59:59,47.801541585904175,c
2021-07-02 00:00:00,53.21824897160582,
2021-07-02 10:00:00,46.70082156921471,
2021-07-02 10:30:00,37.05476393841957,
2021-07-02 12:00:00,59.41887087373007,
2021-07-02 13:30:00,80.65752783663662,
2021-07-02 15:00:00,79.13880700692766,
2021-07-02 15:30:30,79.13880700692766,
2021-07-02 23:59:59,80.29149566085938,w
