date,DW_2021_Q3,meta
2021-09-02 00:00:00,-204.4336984275989,
2021-09-02 10:00:00,-207.50188083889458,
2021-09-02 10:30:00,-203.6424080721877,
2021-09-02 12:00:00,-213.65651718745903,
2021-09-02 13:30:00,-202.93563597953775,
2021-09-02 15:00:00,-201.79182740136528,
2021-09-02 15:30:30,-201.79182740136528,
2021-09-02 23:59:59,-197.32439110552033,c
2021-09-03 00:00:00,-198.17996542997534,
2021-09-03 10:00:00,-185.83615505305758,
2021-09-03 10:30:00,-192.11592862992143,
2021-09-03 12:00:00,-170.5714454178949,
2021-09-03 13:30:00,-166.48715356681836,
2021-09-03 15:00:00,-162.89928195014042,
2021-09-03 15:30:30,-162.89928195014042,
2021-09-03 23:59:59,-172.96776480140957,w
2021-09-06 00:00:00,-172.96776480140957,
2021-09-06 10:00:00,-172.96776480140957,
2021-09-06 10:30:00,-172.96776480140957,
2021-09-06 12:00:00,-172.96776480140957,
2021-09-06 13:30:00,-172.96776480140957,
2021-09-06 15:00:00,-172.96776480140957,
2021-09-06 15:30:30,-172.96776480140957,
2021-09-06 23:59:59,-172.96776480140957,c
2021-09-07 00:00:00,-162.9355862186563,
2021-09-07 10:00:00,-176.20865225304385,
2021-09-07 10:30:00,-169.58283874305852,
2021-09-07 12:00:00,-152.33211086373063,
2021-09-07 13:30:00,-154.99482283909873,
2021-09-07 15:00:00,-160.43347481993624,
2021-09-07 15:30:30,-160.43347481993624,
2021-09-07 23:59:59,-156.68311940901017,c
2021-09-08 00:00:00,-154.8455310980555,
2021-09-08 10:00:00,-137.8444383174086,
2021-09-08 10:30:00,-129.68143156561297,
2021-09-08 12:00:00,-125.13882245707322,
2021-09-08 13:30:00,-119.87939447022964,
2021-09-08 15:00:00,-117.29645364524237,
2021-09-08 15:30:30,-117.29645364524237,
2021-09-08 23:59:59,-118.57388717407318,c
2021-09-09 00:00:00,-123.66061058078498,
2021-09-09 10:00:00,-129.68793178548736,
2021-09-09 10:30:00,-141.7752292820864,
2021-09-09 12:00:00,-137.050977550894,
2021-09-09 13:30:00,-131.53804493354303,
2021-09-09 15:00:00,-131.77706486579334,
2021-09-09 15:30:30,-131.77706486579334,
2021-09-09 23:59:59,-140.7078172324999,c
2021-09-10 00:00:00,-115.48179692157223,
2021-09-10 10:00:00,-92.9342192643327,
2021-09-10 10:30:00,-82.19156283153988,
2021-09-10 12:00:00,-74.48350830163852,
2021-09-10 13:30:00,-73.50113371846203,
2021-09-10 15:00:00,-71.38905552034227,
2021-09-10 15:30:30,-71.38905552034227,
2021-09-10 23:59:59,-65.41814860421736,w
2021-09-13 00:00:00,-77.33312379443782,
2021-09-13 10:00:00,-90.5245648695165,
2021-09-13 10:30:00,-98.90033868172566,
2021-09-13 12:00:00,-97.84872990186221,
2021-09-13 13:30:00,-79.68866202466651,
2021-09-13 15:00:00,-82.21392089704736,
2021-09-13 15:30:30,-82.21392089704736,
2021-09-13 23:59:59,-82.01553193789887,c
2021-09-14 00:00:00,-81.28836219659433,
2021-09-14 10:00:00,-57.28171847864034,
2021-09-14 10:30:00,-44.99941631741213,
2021-09-14 12:00:00,-32.93778648843231,
2021-09-14 13:30:00,-35.177657724169656,
2021-09-14 15:00:00,-25.73278347422059,
2021-09-14 15:30:30,-25.73278347422059,
2021-09-14 23:59:59,-25.06263981450465,c
2021-09-15 00:00:00,-26.039186398373502,
2021-09-15 10:00:00,-27.946406992477293,
2021-09-15 10:30:00,-24.202573769573014,
2021-09-15 12:00:00,-18.292548737867197,
