date,FT_SECTOR_2023_Q1,meta
2022-12-20 00:00:00,-42.326398641670416,
2022-12-20 10:00:00,-42.61297195571056,
2022-12-20 10:30:00,-41.29518412349283,
2022-12-20 12:00:00,-40.245952190570435,
2022-12-20 13:30:00,-39.298602537632235,
2022-12-20 15:00:00,-40.95231615044736,
2022-12-20 15:30:30,-40.95231615044736,
2022-12-20 23:59:59,-38.90555011289935,c
2022-12-21 00:00:00,-34.91204269472564,
2022-12-21 10:00:00,-33.56925522437987,
2022-12-21 10:30:00,-35.35432755138581,
2022-12-21 12:00:00,-39.046435369777534,
2022-12-21 13:30:00,-48.0552061568726,
2022-12-21 15:00:00,-46.98043077542431,
2022-12-21 15:30:30,-46.98043077542431,
2022-12-21 23:59:59,-46.28348068931206,c
2022-12-22 00:00:00,-56.64748182576929,
2022-12-22 10:00:00,-51.02067035609713,
2022-12-22 10:30:00,-50.12257476320363,
2022-12-22 12:00:00,-47.75278061792645,
2022-12-22 13:30:00,-43.01815114852024,
2022-12-22 15:00:00,-45.50524525921883,
2022-12-22 15:30:30,-45.50524525921883,
2022-12-22 23:59:59,-47.89539797033716,c
2022-12-23 00:00:00,-45.13565508781018,
2022-12-23 10:00:00,-47.41718458741455,
2022-12-23 10:30:00,-41.14757772271056,
2022-12-23 12:00:00,-39.40966845968366,
2022-12-23 13:30:00,-35.69732205886104,
2022-12-23 15:00:00,-36.29573058718957,
2022-12-23 15:30:30,-36.29573058718957,
2022-12-23 23:59:59,-37.83175404517371,w
2022-12-26 00:00:00,-37.83175404517371,
2022-12-26 10:00:00,-37.83175404517371,
2022-12-26 10:30:00,-37.83175404517371,
2022-12-26 12:00:00,-37.83175404517371,
2022-12-26 13:30:00,-37.83175404517371,
2022-12-26 15:00:00,-37.83175404517371,
2022-12-26 15:30:30,-37.83175404517371,
2022-12-26 23:59:59,-37.83175404517371,c
2022-12-27 00:00:00,-42.87909994180103,
2022-12-27 10:00:00,-36.113797810055566,
2022-12-27 10:30:00,-29.89266028340345,
2022-12-27 12:00:00,-29.85111069106285,
2022-12-27 13:30:00,-28.36026650520313,
2022-12-27 15:00:00,-30.406207575034564,
2022-12-27 15:30:30,-30.406207575034564,
2022-12-27 23:59:59,-31.751782638958858,c
2022-12-28 00:00:00,-33.15039228400099,
2022-12-28 10:00:00,-33.408113159978406,
2022-12-28 10:30:00,-31.489023025046613,
2022-12-28 12:00:00,-35.63348234215143,
2022-12-28 13:30:00,-30.078587080853197,
2022-12-28 15:00:00,-26.17855096300567,
2022-12-28 15:30:30,-26.17855096300567,
2022-12-28 23:59:59,-30.145728031702788,c
2022-12-29 00:00:00,-29.33603186633073,
2022-12-29 10:00:00,-22.979665028568135,
2022-12-29 10:30:00,-20.00133758059262,
2022-12-29 12:00:00,-20.41353395344934,
2022-12-29 13:30:00,-18.733401290232642,
2022-12-29 15:00:00,-20.148710906571168,
2022-12-29 15:30:30,-20.148710906571168,
2022-12-29 23:59:59,-20.163432183038104,c
2022-12-30 00:00:00,-27.806213842440073,
2022-12-30 10:00:00,-14.995209590238865,
2022-12-30 10:30:00,-13.215649353393715,
2022-12-30 12:00:00,-14.40681611330794,
2022-12-30 13:30:00,-12.184696373794395,
2022-12-30 15:00:00,-10.613422816604825,
2022-12-30 15:30:30,-10.613422816604825,
2022-12-30 23:59:59,-10.013639350053047,w
2023-01-02 00:00:00,-10.013639350053047,
2023-01-02 10:00:00,-10.013639350053047,
2023-01-02 10:30:00,-10.013639350053047,
2023-01-02 12:00:00,-10.013639350053047,
2023-01-02 13:30:00,-10.013639350053047,
2023-01-02 15:00:00,-10.013639350053047,
2023-01-02 15:30:30,-10.013639350053047,
2023-01-02 23:59:59,-10.013639350053047,c
2023-01-03 00:00:00,-8.388855099888929,
2023-01-03 10:00:00,-3.026885097547705,
2023-01-03 10:30:00,-1.5403534865241255,
2023-01-03 12:00:00,6.526582956322912,
2023-01-03 13:30:00,5.247946267358131,
2023-01-03 15:00:00,2.0601554403799582,
2023-01-03 15:30:30,2.0601554403799582,s
2023-01-03 23:59:59,0.0,a
2023-01-04 00:00:00,9.693775358571585,
2023-01-04 10:00:00,21.15358188662573,
2023-01-04 10:30:00,24.935558863318818,
2023-01-04 12:00:00,30.459152061678125,
2023-01-04 13:30:00,30.79376019152484,
2023-01-04 15:00:00,32.25348591021219,
2023-01-04 15:30:30,32.25348591021219,
2023-01-04 23:59:59,34.03882424396889,c
0,34.03882424396889,
0,34.03882424396889,
0,34.03882424396889,
0,34.03882424396889,
0,34.03882424396889,
0,34.03882424396889,
0,34.03882424396889,
0,34.03882424396889,
2023-01-05 00:00:00,14.411916475464679,
2023-01-05 10:00:00,34.382987249265184,
2023-01-05 10:30:00,35.748692281727955,
2023-01-05 12:00:00,34.59206600135562,
2023-01-05 13:30:00,26.640673623695022,
2023-01-05 15:00:00,30.6892211422134,
2023-01-05 15:30:30,30.6892211422134,
2023-01-05 23:59:59,19.679284713323028,e
2023-01-06 00:00:00,25.85120308402456,
2023-01-06 10:00:00,21.68061481785142,
2023-01-06 10:30:00,22.623758766807413,
2023-01-06 12:00:00,27.68972852382356,
2023-01-06 13:30:00,30.247537924935514,
2023-01-06 15:00:00,37.559159386434914,
2023-01-06 15:30:30,37.559159386434914,
2023-01-06 23:59:59,38.95688128424253,w
2023-01-09 00:00:00,52.74177823816602,
2023-01-09 10:00:00,57.23401421567608,
2023-01-09 10:30:00,57.479576403823756,
2023-01-09 12:00:00,56.195488832744005,
2023-01-09 13:30:00,54.52859468348484,
2023-01-09 15:00:00,57.13244045628167,
2023-01-09 15:30:30,57.13244045628167,
2023-01-09 23:59:59,60.165164208916124,c
2023-01-10 00:00:00,78.07976648780702,
2023-01-10 10:00:00,74.60679469900678,
2023-01-10 10:30:00,78.3602381718138,
2023-01-10 12:00:00,71.33730816312583,
2023-01-10 13:30:00,64.59074889520197,
2023-01-10 15:00:00,65.2909750026043,
2023-01-10 15:30:30,65.2909750026043,
2023-01-10 23:59:59,68.4015178418256,c
2023-01-11 00:00:00,74.35991605016729,
2023-01-11 10:00:00,62.15570544999035,
2023-01-11 10:30:00,53.705088982272414,
2023-01-11 12:00:00,52.50139742224948,
2023-01-11 13:30:00,53.519482348434806,
2023-01-11 15:00:00,55.60551424507135,
2023-01-11 15:30:30,55.60551424507135,
2023-01-11 23:59:59,58.53540536010077,c
2023-01-12 00:00:00,61.351144074814115,
2023-01-12 10:00:00,72.79762267740783,
2023-01-12 10:30:00,82.74220405166368,
2023-01-12 12:00:00,76.91577653968552,
2023-01-12 13:30:00,79.74883742857891,
2023-01-12 15:00:00,77.73270464776233,
2023-01-12 15:30:30,77.73270464776233,
2023-01-12 23:59:59,77.79169747509233,c
2023-01-13 00:00:00,66.78605139037968,
2023-01-13 10:00:00,63.39525862808783,
2023-01-13 10:30:00,66.19799674585904,
2023-01-13 12:00:00,69.75055114257695,
2023-01-13 13:30:00,70.97884665808054,
2023-01-13 15:00:00,70.13383490703787,
2023-01-13 15:30:30,70.13383490703787,
2023-01-13 23:59:59,69.39222464976054,w
2023-01-16 00:00:00,69.39222464976054,
2023-01-16 10:00:00,69.39222464976054,
2023-01-16 10:30:00,69.39222464976054,
2023-01-16 12:00:00,69.39222464976054,
2023-01-16 13:30:00,69.39222464976054,
2023-01-16 15:00:00,69.39222464976054,
2023-01-16 15:30:30,69.39222464976054,
2023-01-16 23:59:59,69.39222464976054,c
2023-01-17 00:00:00,71.40177059401107,
2023-01-17 10:00:00,68.70784242321663,
2023-01-17 10:30:00,68.71273074692256,
2023-01-17 12:00:00,62.98063745022655,
2023-01-17 13:30:00,59.616177656205124,
2023-01-17 15:00:00,63.33174025757113,
2023-01-17 15:30:30,63.33174025757113,
2023-01-17 23:59:59,63.8947115043522,c
2023-01-18 00:00:00,53.12972995416331,
2023-01-18 10:00:00,46.25976242032381,
2023-01-18 10:30:00,43.24393520440789,
2023-01-18 12:00:00,41.39103033013623,
2023-01-18 13:30:00,40.133594808504796,
2023-01-18 15:00:00,40.738340975027015,
2023-01-18 15:30:30,40.738340975027015,
2023-01-18 23:59:59,37.135883598085584,c
2023-01-19 00:00:00,37.61038495858841,
2023-01-19 10:00:00,36.57134914783916,
2023-01-19 10:30:00,47.66351253425023,
2023-01-19 12:00:00,53.39277143720162,
2023-01-19 13:30:00,60.487788275326565,
2023-01-19 15:00:00,68.5685220977979,
2023-01-19 15:30:30,68.5685220977979,
2023-01-19 23:59:59,68.33521242473942,c
