date,MSCI_EM_ADR_2022_Q4,meta
2022-10-17 15:30:30,298.09164945357895,
2022-10-17 23:59:59,324.9706564970355,c
2022-10-18 00:00:00,262.480349344758,
2022-10-18 10:00:00,212.0122741382658,
2022-10-18 10:30:00,266.7871958651791,
2022-10-18 12:00:00,237.9762373158636,
2022-10-18 13:30:00,251.22405697685494,
2022-10-18 15:00:00,230.647053875593,
2022-10-18 15:30:30,230.647053875593,s
2022-10-18 23:59:59,247.65803256995352,c
2022-10-19 00:00:00,344.47817618856965,
2022-10-19 10:00:00,332.04294659185194,
2022-10-19 10:30:00,333.1306119540232,
2022-10-19 12:00:00,336.10127896547925,
2022-10-19 13:30:00,380.0363822085802,
2022-10-19 15:00:00,394.9463916766029,
2022-10-19 15:30:30,394.9463916766029,
2022-10-19 23:59:59,395.854135344705,c
2022-10-20 00:00:00,400.23988298017724,
2022-10-20 10:00:00,366.0705682712079,
2022-10-20 10:30:00,361.33966412926077,
2022-10-20 12:00:00,410.2356821930071,
2022-10-20 13:30:00,381.9304515716276,
2022-10-20 15:00:00,381.737454004209,
2022-10-20 15:30:30,381.737454004209,
2022-10-20 23:59:59,371.5078463702128,c
2022-10-21 00:00:00,399.1662620443072,
2022-10-21 10:00:00,398.36682871183604,
2022-10-21 10:30:00,370.4936512267919,
2022-10-21 12:00:00,365.3593681053435,
2022-10-21 13:30:00,368.1097899464036,
2022-10-21 15:00:00,361.27695296920587,
2022-10-21 15:30:30,361.27695296920587,
2022-10-21 23:59:59,356.9320088686017,w
2022-10-24 00:00:00,638.3545634587824,
2022-10-24 10:00:00,767.7163015979934,
2022-10-24 10:30:00,833.1225384260806,
2022-10-24 12:00:00,691.453688348847,
2022-10-24 13:30:00,691.0112920845245,
2022-10-24 15:00:00,692.8115020732364,
2022-10-24 15:30:30,692.8115020732364,
2022-10-24 23:59:59,692.1645980619801,c
2022-10-25 00:00:00,592.9903096242842,
2022-10-25 10:00:00,611.7910623684897,
2022-10-25 10:30:00,683.4657274028034,
2022-10-25 12:00:00,683.3073374046924,
2022-10-25 13:30:00,669.3071092161615,
2022-10-25 15:00:00,676.4129602926214,
2022-10-25 15:30:30,676.4129602926214,
2022-10-25 23:59:59,655.904902549963,c
2022-10-26 00:00:00,590.9937083769087,
2022-10-26 10:00:00,512.4511904069216,
2022-10-26 10:30:00,475.89186623503105,
2022-10-26 12:00:00,336.4851653725438,
2022-10-26 13:30:00,194.43478184439326,
2022-10-26 15:00:00,153.84209473657802,
2022-10-26 15:30:30,153.84209473657802,
2022-10-26 23:59:59,172.44779129908807,c
2022-10-27 00:00:00,335.2435244333494,
2022-10-27 10:00:00,297.3936775753934,
2022-10-27 10:30:00,235.02622467424507,
2022-10-27 12:00:00,214.3862038282033,
2022-10-27 13:30:00,199.34240077212942,
2022-10-27 15:00:00,195.4237394406283,
2022-10-27 15:30:30,195.4237394406283,
2022-10-27 23:59:59,221.38265684227798,c
2022-10-28 00:00:00,365.1007566426718,
2022-10-28 10:00:00,395.19748621687114,
2022-10-28 10:30:00,372.30124639334485,
2022-10-28 12:00:00,386.817211503477,
2022-10-28 13:30:00,386.9607533714684,
2022-10-28 15:00:00,370.6998472772683,
2022-10-28 15:30:30,370.6998472772683,
2022-10-28 23:59:59,389.7464362319511,w
2022-10-31 00:00:00,385.6001027987193,
2022-10-31 10:00:00,297.437711191174,
2022-10-31 10:30:00,368.62477306270125,
2022-10-31 12:00:00,334.2671249203009,
2022-10-31 13:30:00,338.47174387025746,
2022-10-31 15:00:00,344.14798192195235,
2022-10-31 15:30:30,344.14798192195235,
2022-10-31 23:59:59,372.39630334812705,c
2022-11-01 00:00:00,173.21573872535419,
2022-11-01 10:00:00,242.10259885303046,
2022-11-01 10:30:00,250.27733803990466,
2022-11-01 12:00:00,234.82153599737293,
2022-11-01 13:30:00,252.30218251850155,
2022-11-01 15:00:00,252.4392769785343,
2022-11-01 15:30:30,252.4392769785343,
2022-11-01 23:59:59,249.41593791638525,c
2022-11-02 00:00:00,136.07759303384546,
2022-11-02 10:00:00,50.4527244652686,
2022-11-02 10:30:00,71.31029853187687,
2022-11-02 12:00:00,39.2524453525088,
2022-11-02 13:30:00,63.60901240450124,
2022-11-02 15:00:00,55.215065549253325,
2022-11-02 15:30:30,55.215065549253325,
2022-11-02 23:59:59,36.84769841712284,c
2022-11-03 00:00:00,85.89157652469652,
2022-11-03 10:00:00,74.32194232126744,
2022-11-03 10:30:00,37.852584325062764,
2022-11-03 12:00:00,-68.88602896871492,
2022-11-03 13:30:00,-85.09404815080444,
2022-11-03 15:00:00,-90.31230161078469,
2022-11-03 15:30:30,-90.31230161078469,
2022-11-03 23:59:59,-130.8107658657554,c
2022-11-04 00:00:00,-308.52321908403206,
2022-11-04 10:00:00,-309.3934068272444,
2022-11-04 10:30:00,-309.8185965792157,
2022-11-04 12:00:00,-242.2779052568199,
2022-11-04 13:30:00,-231.1095231254074,
2022-11-04 15:00:00,-213.89566908291766,
2022-11-04 15:30:30,-213.89566908291766,
2022-11-04 23:59:59,-183.7200745377167,w
2022-11-07 00:00:00,-300.33885451143175,
2022-11-07 10:00:00,-354.034913641384,
2022-11-07 10:30:00,-436.31473938994037,
2022-11-07 12:00:00,-357.33029197548564,
2022-11-07 13:30:00,-366.36872414452074,
2022-11-07 15:00:00,-341.98806660971667,
2022-11-07 15:30:30,-341.98806660971667,
2022-11-07 23:59:59,-350.38603077930185,c
2022-11-08 00:00:00,-246.85743631507813,
2022-11-08 10:00:00,-189.5077176551643,
2022-11-08 10:30:00,-212.9080965897479,
2022-11-08 12:00:00,-182.86393678574444,
2022-11-08 13:30:00,-234.74178134045013,
2022-11-08 15:00:00,-227.12103285577751,
2022-11-08 15:30:30,-227.12103285577751,
2022-11-08 23:59:59,-247.79528654515894,c
2022-11-09 00:00:00,-162.84508929804423,
2022-11-09 10:00:00,-157.180271965646,
2022-11-09 10:30:00,-150.15883582701275,
2022-11-09 12:00:00,-71.71173837756061,
2022-11-09 13:30:00,-53.11245297111088,
2022-11-09 15:00:00,-33.01781676208378,
2022-11-09 15:30:30,-33.01781676208378,
2022-11-09 23:59:59,-37.39378009487666,c
2022-11-10 00:00:00,-140.9321047174422,
2022-11-10 10:00:00,-148.73893739415013,
2022-11-10 10:30:00,-111.26544798483388,
2022-11-10 12:00:00,-26.003973493163414,
2022-11-10 13:30:00,2.7569767004272308,
2022-11-10 15:00:00,9.86163587756323,
2022-11-10 15:30:30,9.86163587756323,
2022-11-10 23:59:59,0.0,a
2022-11-11 00:00:00,-150.604160711431,
2022-11-11 10:00:00,-112.29558792069002,
2022-11-11 10:30:00,-83.46447197599576,
2022-11-11 12:00:00,-87.60910801885069,
2022-11-11 13:30:00,-55.90942463736434,
2022-11-11 15:00:00,-57.18075819405772,
2022-11-11 15:30:30,-57.18075819405772,u
2022-11-11 23:59:59,-63.72502999491485,w
2022-11-14 00:00:00,-275.8803245253494,
2022-11-14 10:00:00,-251.14181126585714,
2022-11-14 10:30:00,-255.53024871927124,
2022-11-14 12:00:00,-251.69054111116765,
2022-11-14 13:30:00,-182.1350853327346,
2022-11-14 15:00:00,-232.6740674489675,
2022-11-14 15:30:30,-232.6740674489675,
2022-11-14 23:59:59,-205.2828858251218,c
2022-11-15 00:00:00,-296.02583487867395,
2022-11-15 10:00:00,-228.07876950441215,
2022-11-15 10:30:00,-284.13057809770186,
2022-11-15 12:00:00,-321.80856318123557,
2022-11-15 13:30:00,-310.84266587898486,
2022-11-15 15:00:00,-340.3080821720719,
2022-11-15 15:30:30,-340.3080821720719,
2022-11-15 23:59:59,-312.3399472366255,c
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
0,-312.3399472366255,
2022-11-16 00:00:00,-288.0784171623574,
2022-11-16 10:00:00,-289.5400863071383,
2022-11-16 10:30:00,-249.29067475279584,
2022-11-16 12:00:00,-241.40614736037475,
2022-11-16 13:30:00,-254.33741750488008,
2022-11-16 15:00:00,-254.3920508129483,
2022-11-16 15:30:30,-254.3920508129483,
2022-11-16 23:59:59,-211.48126363373916,c
2022-11-17 00:00:00,-218.65193029589085,
2022-11-17 10:00:00,-278.23782591802836,
2022-11-17 10:30:00,-359.2366057950439,
2022-11-17 12:00:00,-468.4765279075057,
2022-11-17 13:30:00,-445.27148033484815,
2022-11-17 15:00:00,-454.1808133992791,
2022-11-17 15:30:30,-454.1808133992791,
2022-11-17 23:59:59,-449.67817747614873,c
2022-11-18 00:00:00,-342.897703221022,
2022-11-18 10:00:00,-392.549214884449,
2022-11-18 10:30:00,-402.81648421933716,
2022-11-18 12:00:00,-415.04550809215294,
2022-11-18 13:30:00,-423.5498154631727,
2022-11-18 15:00:00,-406.0886269769631,
2022-11-18 15:30:30,-406.0886269769631,
2022-11-18 23:59:59,-406.22512926024996,w
2022-11-21 00:00:00,-343.19961099856874,
2022-11-21 10:00:00,-334.96276710797446,
2022-11-21 10:30:00,-392.1178190572355,
2022-11-21 12:00:00,-402.99812619080393,
2022-11-21 13:30:00,-417.14638543808377,
2022-11-21 15:00:00,-389.75534867877644,
2022-11-21 15:30:30,-389.75534867877644,
2022-11-21 23:59:59,-397.52940048924216,c
2022-11-22 00:00:00,-316.07795429007996,
2022-11-22 10:00:00,-313.65756931155414,
2022-11-22 10:30:00,-364.6561465223553,
2022-11-22 12:00:00,-326.0149948358358,
2022-11-22 13:30:00,-335.32293048267826,
2022-11-22 15:00:00,-303.9641269466966,
2022-11-22 15:30:30,-303.9641269466966,
2022-11-22 23:59:59,-276.89792461042765,c
2022-11-23 00:00:00,-348.406955966766,
2022-11-23 10:00:00,-387.2541221338375,
2022-11-23 10:30:00,-370.5698300249548,
2022-11-23 12:00:00,-489.6084529130962,
2022-11-23 13:30:00,-511.4411846972525,
2022-11-23 15:00:00,-524.437276817137,
2022-11-23 15:30:30,-524.437276817137,
2022-11-23 23:59:59,-501.19157812960196,c
2022-11-24 00:00:00,-501.19157812960196,
2022-11-24 10:00:00,-501.19157812960196,
2022-11-24 10:30:00,-501.19157812960196,
2022-11-24 12:00:00,-501.19157812960196,
2022-11-24 13:30:00,-501.19157812960196,
2022-11-24 15:00:00,-501.19157812960196,
2022-11-24 15:30:30,-501.19157812960196,
2022-11-24 23:59:59,-501.19157812960196,c
2022-11-25 00:00:00,-478.935033916859,
2022-11-25 10:00:00,-411.2197097507911,
2022-11-25 10:30:00,-466.0592449958412,
2022-11-25 12:00:00,-463.14064435074823,
2022-11-25 13:30:00,-463.14064435074823,
2022-11-25 15:00:00,-463.14064435074823,
2022-11-25 15:30:30,-463.14064435074823,
2022-11-25 23:59:59,-430.7837540161633,w
2022-11-28 00:00:00,-567.1455093881741,
2022-11-28 10:00:00,-755.3676926839048,
2022-11-28 10:30:00,-739.344750252423,
2022-11-28 12:00:00,-712.6903619438729,
2022-11-28 13:30:00,-687.3805755954745,
2022-11-28 15:00:00,-732.4022406625659,
2022-11-28 15:30:30,-732.4022406625659,
2022-11-28 23:59:59,-699.5610187627108,c
2022-11-29 00:00:00,-840.42675947985,
2022-11-29 10:00:00,-954.6677517462404,
2022-11-29 10:30:00,-992.828008360683,
2022-11-29 12:00:00,-1025.2136985138634,
2022-11-29 13:30:00,-1040.8515935552944,
2022-11-29 15:00:00,-1001.2990781715037,
2022-11-29 15:30:30,-1001.2990781715037,
2022-11-29 23:59:59,-1023.4872066234336,c
2022-11-30 00:00:00,-1180.8715685011166,
2022-11-30 10:00:00,-1150.1411310785816,
2022-11-30 10:30:00,-1262.5359419594017,
2022-11-30 12:00:00,-1137.5824384107025,
2022-11-30 13:30:00,-1161.4974003435905,
2022-11-30 15:00:00,-1049.383077762677,
2022-11-30 15:30:30,-1049.383077762677,
2022-11-30 23:59:59,-1024.2426168265358,e
2022-12-01 00:00:00,-1014.9160730804495,
2022-12-01 10:00:00,-1015.8588295244399,
2022-12-01 10:30:00,-1051.4927445501958,
2022-12-01 12:00:00,-1123.3737702718754,
2022-12-01 13:30:00,-1068.2234245878794,
2022-12-01 15:00:00,-1056.3005562719268,
2022-12-01 15:30:30,-1056.3005562719268,
2022-12-01 23:59:59,-1069.3359283163584,c
2022-12-02 00:00:00,-1129.5103057200404,
2022-12-02 10:00:00,-1268.6264880050205,
2022-12-02 10:30:00,-1307.897973894201,
2022-12-02 12:00:00,-1324.5893270724462,
2022-12-02 13:30:00,-1360.9146290449733,
2022-12-02 15:00:00,-1357.64915342477,
2022-12-02 15:30:30,-1357.64915342477,
2022-12-02 23:59:59,-1352.8661143515815,w
2022-12-05 00:00:00,-1630.6376572373658,
2022-12-05 10:00:00,-1414.7554923997225,
2022-12-05 10:30:00,-1411.5030360785488,
2022-12-05 12:00:00,-1444.9386048695465,
2022-12-05 13:30:00,-1458.539564239479,
2022-12-05 15:00:00,-1452.3136547320325,
2022-12-05 15:30:30,-1452.3136547320325,
2022-12-05 23:59:59,-1449.0901203696465,c
2022-12-06 00:00:00,-1392.7017274323948,
2022-12-06 10:00:00,-1478.7408822101465,
2022-12-06 10:30:00,-1510.9653986239548,
2022-12-06 12:00:00,-1532.1298769872963,
2022-12-06 13:30:00,-1535.4350970538687,
2022-12-06 15:00:00,-1558.1376713461475,
2022-12-06 15:30:30,-1558.1376713461475,
2022-12-06 23:59:59,-1571.7452666709773,c
2022-12-07 00:00:00,-1317.0250133045251,
2022-12-07 10:00:00,-1321.6745572249886,
2022-12-07 10:30:00,-1457.591027856646,
2022-12-07 12:00:00,-1427.8085276636004,
2022-12-07 13:30:00,-1359.0574633782137,
2022-12-07 15:00:00,-1372.2747588378886,
2022-12-07 15:30:30,-1372.2747588378886,
2022-12-07 23:59:59,-1393.7581166669793,c
2022-12-08 00:00:00,-1593.663257205682,
2022-12-08 10:00:00,-1685.2543439355347,
2022-12-08 10:30:00,-1698.466453762004,
2022-12-08 12:00:00,-1704.1734371064083,
2022-12-08 13:30:00,-1772.8499178306017,
2022-12-08 15:00:00,-1781.021009779715,
2022-12-08 15:30:30,-1781.021009779715,
2022-12-08 23:59:59,-1827.0540257009377,c
2022-12-09 00:00:00,-1829.8884166501778,
2022-12-09 10:00:00,-1796.4381407551157,
2022-12-09 10:30:00,-1728.589837107568,
2022-12-09 12:00:00,-1737.2687872634726,
2022-12-09 13:30:00,-1725.8056512479345,
2022-12-09 15:00:00,-1729.5610191193798,
2022-12-09 15:30:30,-1729.5610191193798,
2022-12-09 23:59:59,-1723.9463945651244,w
2022-12-12 00:00:00,-1602.717827425917,
2022-12-12 10:00:00,-1685.3870571504592,
2022-12-12 10:30:00,-1599.578988732688,
2022-12-12 12:00:00,-1645.8878579860082,
2022-12-12 13:30:00,-1619.8279232626476,
2022-12-12 15:00:00,-1625.6471727673727,
2022-12-12 15:30:30,-1625.6471727673727,
2022-12-12 23:59:59,-1626.0146640451674,c
2022-12-13 00:00:00,-1696.1816303967687,
2022-12-13 10:00:00,-1733.690336253126,
2022-12-13 10:30:00,-1687.88478066745,
2022-12-13 12:00:00,-1686.2585403715136,
2022-12-13 13:30:00,-1707.1751258984043,
2022-12-13 15:00:00,-1696.9082609685372,
2022-12-13 15:30:30,-1696.9082609685372,
2022-12-13 23:59:59,-1688.7819702371874,c
2022-12-14 00:00:00,-1666.4170809611812,
2022-12-14 10:00:00,-1640.341639851318,
2022-12-14 10:30:00,-1628.631469989153,
2022-12-14 12:00:00,-1686.8571985305014,
2022-12-14 13:30:00,-1657.4677919935373,
2022-12-14 15:00:00,-1687.6128525484903,
2022-12-14 15:30:30,-1687.6128525484903,
2022-12-14 23:59:59,-1688.1806297917744,c
2022-12-15 00:00:00,-1698.3698372351803,
2022-12-15 10:00:00,-1696.284983301199,
2022-12-15 10:30:00,-1597.031295865382,
2022-12-15 12:00:00,-1569.2999772803023,
2022-12-15 13:30:00,-1582.4799589610755,
2022-12-15 15:00:00,-1588.8694945036425,
2022-12-15 15:30:30,-1588.8694945036425,
2022-12-15 23:59:59,-1590.5064751292314,c
2022-12-16 00:00:00,-1660.486963443487,
2022-12-16 10:00:00,-1690.8691077664723,
2022-12-16 10:30:00,-1663.768099199414,
2022-12-16 12:00:00,-1716.2311824245542,
2022-12-16 13:30:00,-1666.9644374524926,
2022-12-16 15:00:00,-1632.584099163758,
2022-12-16 15:30:30,-1632.584099163758,q
2022-12-16 23:59:59,-1613.6134029069592,w
2022-12-19 00:00:00,-1597.195593217352,
2022-12-19 10:00:00,-1511.5206901500776,
2022-12-19 10:30:00,-1548.9120449373497,
2022-12-19 12:00:00,-1528.7536929869295,
2022-12-19 13:30:00,-1535.4600849817941,
2022-12-19 15:00:00,-1524.1646618673815,
2022-12-19 15:30:30,-1524.1646618673815,
2022-12-19 23:59:59,-1539.5017707656264,c
2022-12-20 00:00:00,-1449.5718086347374,
2022-12-20 10:00:00,-1601.2563831623736,
2022-12-20 10:30:00,-1591.4426985202215,
2022-12-20 12:00:00,-1665.8514659210034,
2022-12-20 13:30:00,-1646.7008926347532,
2022-12-20 15:00:00,-1624.3619058958172,
2022-12-20 15:30:30,-1624.3619058958172,
2022-12-20 23:59:59,-1616.7030031926595,c
2022-12-21 00:00:00,-1660.276042653739,
2022-12-21 10:00:00,-1723.385387156711,
2022-12-21 10:30:00,-1779.3839412444052,
2022-12-21 12:00:00,-1781.75807760276,
2022-12-21 13:30:00,-1793.869945065,
2022-12-21 15:00:00,-1795.0731788609062,
2022-12-21 15:30:30,-1795.0731788609062,
2022-12-21 23:59:59,-1784.2771914655625,c
