date,EU_ALPHADEX_COUNTRY_2022_Q4,meta
2022-09-21 00:00:00,-12.56945129590827,
2022-09-21 03:30:00,-29.577574297943563,
2022-09-21 04:00:00,-38.119199550315756,
2022-09-21 06:00:00,-29.43497882199258,
2022-09-21 08:00:00,-39.83153948489077,
2022-09-21 10:30:00,-33.61354030076632,
2022-09-21 11:00:00,-27.20397014035882,
2022-09-21 23:59:59,-16.767202523585937,c
2022-09-22 00:00:00,-30.176430636239957,
2022-09-22 03:30:00,-17.5150432838064,
2022-09-22 04:00:00,-17.76557033021017,
2022-09-22 06:00:00,-20.315715802957122,
2022-09-22 08:00:00,-17.488589172826224,
2022-09-22 10:30:00,-34.76732738546103,
2022-09-22 11:00:00,-35.092723156632985,
2022-09-22 23:59:59,-42.703564554824254,c
2022-09-23 00:00:00,-42.45551742583187,
2022-09-23 03:30:00,-50.60435146002757,
2022-09-23 04:00:00,-53.660477596147246,
2022-09-23 06:00:00,-62.63025393757195,
2022-09-23 08:00:00,-68.3236805055764,
2022-09-23 10:30:00,-56.14090011599065,
2022-09-23 11:00:00,-57.226966023205655,
2022-09-23 23:59:59,-41.3630396756532,w
2022-09-26 00:00:00,-31.261278608274196,
2022-09-26 03:30:00,-33.38874384086186,
2022-09-26 04:00:00,-38.39424107385694,
2022-09-26 06:00:00,-37.74880280050483,
2022-09-26 08:00:00,-36.96609058065006,
2022-09-26 10:30:00,-37.3644235353021,
2022-09-26 11:00:00,-37.60328624621862,
2022-09-26 23:59:59,-45.15760515656656,c
2022-09-27 00:00:00,-34.65711225579223,
2022-09-27 03:30:00,-29.108149208902347,
2022-09-27 04:00:00,-29.464120056320397,
2022-09-27 06:00:00,-38.632229024565035,
2022-09-27 08:00:00,-40.262025835533095,
2022-09-27 10:30:00,-58.00320947763445,
2022-09-27 11:00:00,-53.51116557271077,
2022-09-27 23:59:59,-59.32998592453116,c
2022-09-28 00:00:00,-56.269989866133585,
2022-09-28 03:30:00,-47.23608185058676,
2022-09-28 04:00:00,-40.37260859519741,
2022-09-28 06:00:00,-51.71473946646239,
2022-09-28 08:00:00,-56.5061247039344,
2022-09-28 10:30:00,-27.98987398018614,
2022-09-28 11:00:00,-20.05416492980793,
2022-09-28 23:59:59,-6.09106720814146,c
2022-09-29 00:00:00,-19.931445180451643,
2022-09-29 03:30:00,-16.707509062588795,
2022-09-29 04:00:00,-28.125402166245976,
2022-09-29 06:00:00,-18.96905722701854,
2022-09-29 08:00:00,-22.27021947572129,
2022-09-29 10:30:00,-1.7507927753784243,
2022-09-29 11:00:00,0.30874637907894353,
2022-09-29 23:59:59,-2.4650165290908754,c
2022-09-30 00:00:00,-12.862716148436078,
2022-09-30 03:30:00,-3.159500429075578,
2022-09-30 04:00:00,4.994993697597126,
2022-09-30 06:00:00,17.035047349078567,
2022-09-30 08:00:00,9.912086923983443,
2022-09-30 10:30:00,21.682076234543107,
2022-09-30 11:00:00,32.63852056773692,
2022-09-30 23:59:59,30.942918443776392,w
2022-10-03 00:00:00,21.752353216903035,
2022-10-03 03:30:00,26.415810523293775,
2022-10-03 04:00:00,21.146230582723724,
2022-10-03 06:00:00,16.395783661027693,
2022-10-03 08:00:00,13.621739506529567,
2022-10-03 10:30:00,5.930688610427017,
2022-10-03 11:00:00,0.6676443629725624,
2022-10-03 23:59:59,-6.002947524121501,c
2022-10-04 00:00:00,-4.654685969765115,
2022-10-04 03:30:00,10.05727149966177,
2022-10-04 04:00:00,18.94588042674881,
2022-10-04 06:00:00,21.3185611067179,
2022-10-04 08:00:00,25.694801149749683,
2022-10-04 10:30:00,15.241150451698616,
2022-10-04 11:00:00,16.83464277152837,
2022-10-04 23:59:59,15.496407613738638,c
2022-10-05 00:00:00,-0.9320317762171477,
2022-10-05 03:30:00,10.028892962364393,
2022-10-05 04:00:00,15.437669769132448,
2022-10-05 06:00:00,13.979513495240742,
2022-10-05 08:00:00,12.022734639696303,
2022-10-05 10:30:00,-6.920881855664462,
2022-10-05 11:00:00,-11.204407955466351,
2022-10-05 23:59:59,0.0,a
2022-10-06 00:00:00,-2.185229518484274,
2022-10-06 03:30:00,-8.529253125739858,
2022-10-06 04:00:00,-15.056984289480134,
2022-10-06 06:00:00,-7.42306266388683,
2022-10-06 08:00:00,-9.442649623598522,
2022-10-06 10:30:00,2.5653441170036775,
2022-10-06 11:00:00,-0.04969410810633068,
2022-10-06 23:59:59,4.712853371379292,c
2022-10-07 00:00:00,9.420818453651053,
2022-10-07 03:30:00,6.523141156950075,
2022-10-07 04:00:00,4.9257374774098635,
2022-10-07 06:00:00,-8.395090797363812,
2022-10-07 08:00:00,-15.670234857405763,
2022-10-07 10:30:00,-33.383767676130375,
2022-10-07 11:00:00,-35.738657234350235,
2022-10-07 23:59:59,-29.2810498151757,w
2022-10-10 00:00:00,-28.836690507764068,
2022-10-10 03:30:00,-32.1602571178336,
2022-10-10 04:00:00,-26.52390192388558,
2022-10-10 06:00:00,-14.631136134476005,
2022-10-10 08:00:00,-12.827692530095607,
2022-10-10 10:30:00,-22.009383505470442,
2022-10-10 11:00:00,-20.71130729542837,
2022-10-10 23:59:59,-23.56571266183674,c
2022-10-11 00:00:00,-20.551818108204568,
2022-10-11 03:30:00,-20.571325617013642,
2022-10-11 04:00:00,-19.31322696773636,
2022-10-11 06:00:00,-18.239822401804616,
2022-10-11 08:00:00,-22.660142669952627,
2022-10-11 10:30:00,-26.928566055364158,
2022-10-11 11:00:00,-23.412173984490003,
2022-10-11 23:59:59,-32.75031414754722,c
2022-10-12 00:00:00,-41.934759045311544,
2022-10-12 03:30:00,-52.40179614302141,
2022-10-12 04:00:00,-51.2679182840418,
2022-10-12 06:00:00,-48.256991375996385,
2022-10-12 08:00:00,-54.08426841451617,
2022-10-12 10:30:00,-42.35957442559617,
2022-10-12 11:00:00,-38.84084412113211,
2022-10-12 23:59:59,-48.13087970858737,e
2022-10-13 00:00:00,-49.375952044611054,
2022-10-13 03:30:00,-51.54862513715355,
2022-10-13 04:00:00,-54.78372445348729,
2022-10-13 06:00:00,-54.951130942253926,
2022-10-13 08:00:00,-17.55304951167689,
2022-10-13 10:30:00,-43.81467573039963,
2022-10-13 11:00:00,-47.41623945161815,
2022-10-13 23:59:59,-59.446664354591405,c
2022-10-14 00:00:00,-50.61412636428303,
2022-10-14 03:30:00,-52.363457385651685,
2022-10-14 04:00:00,-43.71430769496698,
2022-10-14 06:00:00,-55.037726989195065,
2022-10-14 08:00:00,-52.00198915763705,
2022-10-14 10:30:00,-39.07249364918923,
2022-10-14 11:00:00,-33.20420573141694,
2022-10-14 23:59:59,-36.393084103651034,w
2022-10-17 00:00:00,-45.261927190577424,
2022-10-17 03:30:00,-39.53176336952653,
2022-10-17 04:00:00,-44.27027082088295,
2022-10-17 06:00:00,-48.76450310374975,
2022-10-17 08:00:00,-41.328988241993194,
2022-10-17 10:30:00,-31.641336197574354,
2022-10-17 11:00:00,-29.575673085282993,
2022-10-17 23:59:59,-34.20678536301446,c
2022-10-18 00:00:00,-36.94651211708374,
2022-10-18 03:30:00,-24.427972010618962,
2022-10-18 04:00:00,-17.24719985808207,
2022-10-18 06:00:00,-19.28682977335137,
2022-10-18 08:00:00,-21.86364011270877,
2022-10-18 10:30:00,-16.44660498144441,
2022-10-18 11:00:00,-16.958813502133456,
2022-10-18 23:59:59,-21.745026981259233,c
2022-10-19 00:00:00,-25.201181732765953,
2022-10-19 03:30:00,-50.770409466115986,
2022-10-19 04:00:00,-49.245830792703096,
2022-10-19 06:00:00,-54.64165211695222,
2022-10-19 08:00:00,-54.63384097481832,
2022-10-19 10:30:00,-57.81475799768914,
2022-10-19 11:00:00,-55.70157164678122,
2022-10-19 23:59:59,-58.40857242594633,c
2022-10-20 00:00:00,-67.18678625924082,
2022-10-20 03:30:00,-67.54092554479327,
2022-10-20 04:00:00,-69.89187602721353,
2022-10-20 06:00:00,-75.02554011836139,
2022-10-20 08:00:00,-70.40727677347552,
2022-10-20 10:30:00,-67.30631137468491,
2022-10-20 11:00:00,-69.23291009118907,
2022-10-20 23:59:59,-73.48794447329824,c
2022-10-21 00:00:00,-76.66165519535025,
2022-10-21 03:30:00,-76.91361413151905,
2022-10-21 04:00:00,-76.83579719034996,
2022-10-21 06:00:00,-95.78891476037,
2022-10-21 08:00:00,-81.35617951655064,
2022-10-21 10:30:00,-83.67539850533892,
2022-10-21 11:00:00,-81.64508780031989,
2022-10-21 23:59:59,-78.73570542732286,w
2022-10-24 00:00:00,-65.86305268546316,
2022-10-24 03:30:00,-70.5117217995613,
