date,SDOG_2022_Q4,meta
2022-11-18 00:00:00,120.52460611424343,
2022-11-18 10:00:00,107.49350060973802,
2022-11-18 10:30:00,107.70707332997787,
2022-11-18 12:00:00,105.7798140389249,
2022-11-18 13:30:00,105.1349453752202,
2022-11-18 15:00:00,106.72281102927566,
2022-11-18 15:30:30,106.72281102927566,
2022-11-18 23:59:59,109.64303999486496,w
2022-11-21 00:00:00,100.43490111664327,
2022-11-21 10:00:00,86.40416651983368,
2022-11-21 10:30:00,86.32697000384977,
2022-11-21 12:00:00,95.1279924358103,
2022-11-21 13:30:00,99.96287016474527,
2022-11-21 15:00:00,102.60166269339649,
2022-11-21 15:30:30,102.60166269339649,
2022-11-21 23:59:59,109.73934833860193,c
2022-11-22 00:00:00,93.00427397807007,
2022-11-22 10:00:00,91.69589473427841,
2022-11-22 10:30:00,103.19186182150273,
2022-11-22 12:00:00,101.65055378187901,
2022-11-22 13:30:00,104.18685089848964,
2022-11-22 15:00:00,99.13350593915823,
2022-11-22 15:30:30,99.13350593915823,
2022-11-22 23:59:59,107.34419260109793,c
2022-11-23 00:00:00,104.74844946955763,
2022-11-23 10:00:00,107.34436045190186,
2022-11-23 10:30:00,115.49858710803788,
2022-11-23 12:00:00,101.65125453908448,
2022-11-23 13:30:00,110.68436158415791,
2022-11-23 15:00:00,110.07717967706509,
2022-11-23 15:30:30,110.07717967706509,
2022-11-23 23:59:59,109.55704052521278,c
2022-11-24 00:00:00,109.55704052521278,
2022-11-24 10:00:00,109.55704052521278,
2022-11-24 10:30:00,109.55704052521278,
2022-11-24 12:00:00,109.55704052521278,
2022-11-24 13:30:00,109.55704052521278,
2022-11-24 15:00:00,109.55704052521278,
2022-11-24 15:30:30,109.55704052521278,
2022-11-24 23:59:59,109.55704052521278,c
2022-11-25 00:00:00,114.16755475657453,
2022-11-25 10:00:00,110.1691026871632,
2022-11-25 10:30:00,116.77031706897026,
2022-11-25 12:00:00,122.46178057921472,
2022-11-25 13:30:00,122.46178057921472,
2022-11-25 15:00:00,122.46178057921472,
2022-11-25 15:30:30,122.46178057921472,
2022-11-25 23:59:59,127.59283240262263,w
2022-11-28 00:00:00,108.10321016458575,
2022-11-28 10:00:00,87.91752761718546,
2022-11-28 10:30:00,79.1310148236335,
2022-11-28 12:00:00,68.46469526039431,
2022-11-28 13:30:00,73.7415381653128,
2022-11-28 15:00:00,70.84782395975914,
2022-11-28 15:30:30,70.84782395975914,
2022-11-28 23:59:59,67.67707051531612,c
2022-11-29 00:00:00,84.07444023460152,
2022-11-29 10:00:00,82.79628033609742,
2022-11-29 10:30:00,74.04318124156842,
2022-11-29 12:00:00,68.55391509963675,
2022-11-29 13:30:00,77.15215930303907,
2022-11-29 15:00:00,79.60655491937985,
2022-11-29 15:30:30,79.60655491937985,
2022-11-29 23:59:59,87.11694715402304,c
2022-11-30 00:00:00,76.18124037930829,
2022-11-30 10:00:00,52.36961513790442,
2022-11-30 10:30:00,50.583998392745784,
2022-11-30 12:00:00,51.664367954838355,
2022-11-30 13:30:00,53.46622885848866,
2022-11-30 15:00:00,72.91331918204219,
2022-11-30 15:30:30,72.91331918204219,s
2022-11-30 23:59:59,92.12827108341122,c
2022-12-01 00:00:00,117.89524312959126,
2022-12-01 10:00:00,120.00911655733364,
2022-12-01 10:30:00,109.21825602692252,
2022-12-01 12:00:00,120.2569599216437,
2022-12-01 13:30:00,102.97174170514778,
2022-12-01 15:00:00,113.80162920715127,
2022-12-01 15:30:30,113.80162920715127,
2022-12-01 23:59:59,103.0605811494048,c
2022-12-02 00:00:00,93.0524708730018,
2022-12-02 10:00:00,70.455857230767,
2022-12-02 10:30:00,71.94226839654705,
2022-12-02 12:00:00,80.43886189049975,
2022-12-02 13:30:00,84.4784109640642,
2022-12-02 15:00:00,88.75405255417759,
2022-12-02 15:30:30,88.75405255417759,
2022-12-02 23:59:59,82.21408745470242,w
2022-12-05 00:00:00,85.35660190576598,
2022-12-05 10:00:00,68.18957372578228,
2022-12-05 10:30:00,65.29721694374064,
2022-12-05 12:00:00,65.08460628347035,
2022-12-05 13:30:00,44.206136965885385,
2022-12-05 15:00:00,50.38539388629925,
2022-12-05 15:30:30,50.38539388629925,
2022-12-05 23:59:59,47.520655404531,c
2022-12-06 00:00:00,48.126004886651934,
2022-12-06 10:00:00,26.639752356054405,
