date,MSCI_US_MIG_HEDGED_2023_Q1,meta
2023-01-05 00:00:00,25.058140746158017,
2023-01-05 10:00:00,56.25927048122034,
2023-01-05 10:30:00,67.12593394444747,
2023-01-05 12:00:00,42.34566309905618,
2023-01-05 13:30:00,38.893877620076324,
2023-01-05 15:00:00,15.37366224111851,
2023-01-05 15:30:30,15.37366224111851,
2023-01-05 23:59:59,13.740976017270825,c
2023-01-06 00:00:00,15.987185261426873,
2023-01-06 10:00:00,32.50468011311817,
2023-01-06 10:30:00,22.285810674480032,
2023-01-06 12:00:00,2.907428433701753,
2023-01-06 13:30:00,5.3031943998923055,
2023-01-06 15:00:00,-5.746218645684124,
2023-01-06 15:30:30,-5.746218645684124,
2023-01-06 23:59:59,-5.436234364071794,w
2023-01-09 00:00:00,-9.125592601596693,
2023-01-09 10:00:00,2.3658132664773035,
2023-01-09 10:30:00,-8.657871773348859,
2023-01-09 12:00:00,10.806135055951714,
2023-01-09 13:30:00,9.479929108380162,
2023-01-09 15:00:00,6.751541171637925,
2023-01-09 15:30:30,6.751541171637925,
2023-01-09 23:59:59,19.820007561373814,c
2023-01-10 00:00:00,19.132679057963614,
2023-01-10 10:00:00,40.11732195258017,
2023-01-10 10:30:00,36.333028575901764,
2023-01-10 12:00:00,18.21998925179365,
2023-01-10 13:30:00,11.10173823591414,
2023-01-10 15:00:00,5.429453194432014,
2023-01-10 15:30:30,5.429453194432014,
2023-01-10 23:59:59,-4.000191920597928,c
2023-01-11 00:00:00,-9.253339094248076,
2023-01-11 10:00:00,-23.373509113830487,
2023-01-11 10:30:00,-24.916444159346554,
2023-01-11 12:00:00,-62.08868175762006,
2023-01-11 13:30:00,-48.38631453873082,
2023-01-11 15:00:00,-44.214296837567304,
2023-01-11 15:30:30,-44.214296837567304,
2023-01-11 23:59:59,-44.66599790337719,c
2023-01-12 00:00:00,-40.73129732908543,
2023-01-12 10:00:00,-33.466463146386445,
2023-01-12 10:30:00,-27.704432039550888,
2023-01-12 12:00:00,-49.60537446045802,
2023-01-12 13:30:00,-59.70306335993543,
2023-01-12 15:00:00,-68.47038845825602,
2023-01-12 15:30:30,-68.47038845825602,
2023-01-12 23:59:59,-58.59280202693622,c
2023-01-13 00:00:00,-19.698590740560874,
2023-01-13 10:00:00,2.323662308342449,
2023-01-13 10:30:00,-1.5219462816084786,
2023-01-13 12:00:00,-8.680158166018415,
2023-01-13 13:30:00,-11.0128900664115,
2023-01-13 15:00:00,-22.09357328692559,
2023-01-13 15:30:30,-22.09357328692559,
2023-01-13 23:59:59,-14.906760219265976,w
2023-01-16 00:00:00,-14.906760219265976,
2023-01-16 10:00:00,-14.906760219265976,
2023-01-16 10:30:00,-14.906760219265976,
2023-01-16 12:00:00,-14.906760219265976,
2023-01-16 13:30:00,-14.906760219265976,
2023-01-16 15:00:00,-14.906760219265976,
2023-01-16 15:30:30,-14.906760219265976,
2023-01-16 23:59:59,-14.906760219265976,c
2023-01-17 00:00:00,-2.103433271272749,
2023-01-17 10:00:00,13.500358493140283,
2023-01-17 10:30:00,-6.588520316580727,
2023-01-17 12:00:00,-2.069446921101047,
2023-01-17 13:30:00,-16.49631703499182,
2023-01-17 15:00:00,-20.75627706529434,
2023-01-17 15:30:30,-20.75627706529434,
2023-01-17 23:59:59,-14.102754911105507,c
2023-01-18 00:00:00,-14.784930272461963,
2023-01-18 10:00:00,1.3163416606384857,
2023-01-18 10:30:00,-8.483763186899594,
2023-01-18 12:00:00,24.207953459507166,
2023-01-18 13:30:00,21.766529400621437,
2023-01-18 15:00:00,7.963222618819756,
2023-01-18 15:30:30,7.963222618819756,s
2023-01-18 23:59:59,22.757097124829883,c
2023-01-19 00:00:00,30.214587226030986,
2023-01-19 10:00:00,31.846870766977872,
2023-01-19 10:30:00,31.07991367163612,
2023-01-19 12:00:00,37.66308209383905,
2023-01-19 13:30:00,29.394329035492092,
2023-01-19 15:00:00,25.3460277010371,
2023-01-19 15:30:30,25.3460277010371,
2023-01-19 23:59:59,42.72498605225944,c
2023-01-20 00:00:00,46.066000042241825,
2023-01-20 10:00:00,28.45524641912091,
2023-01-20 10:30:00,17.527980488655118,
2023-01-20 12:00:00,0.9059418375451429,
2023-01-20 13:30:00,-10.205616231930776,
2023-01-20 15:00:00,-17.16538588295299,
2023-01-20 15:30:30,-17.16538588295299,
2023-01-20 23:59:59,-20.301636407338393,w
2023-01-23 00:00:00,-12.381725064418163,
2023-01-23 10:00:00,-16.832234309440068,
2023-01-23 10:30:00,-31.23705731951317,
2023-01-23 12:00:00,-40.257769339148666,
2023-01-23 13:30:00,-49.369830708218636,
2023-01-23 15:00:00,-54.2337973048224,
2023-01-23 15:30:30,-54.2337973048224,
2023-01-23 23:59:59,-52.9982938752034,c
2023-01-24 00:00:00,-48.400296597486935,
2023-01-24 10:00:00,-52.0867446389622,
2023-01-24 10:30:00,-57.95431034456908,
2023-01-24 12:00:00,-41.1774698401846,
2023-01-24 13:30:00,-41.69089231392754,
2023-01-24 15:00:00,-42.858129224575265,
2023-01-24 15:30:30,-42.858129224575265,
2023-01-24 23:59:59,-37.825461135574365,c
2023-01-25 00:00:00,-22.57032115395897,
2023-01-25 10:00:00,-19.01729237994995,
2023-01-25 10:30:00,-0.48017372135842606,
2023-01-25 12:00:00,2.264968227872174,
2023-01-25 13:30:00,-5.709721506968265,
2023-01-25 15:00:00,-15.04133224544816,
2023-01-25 15:30:30,-15.04133224544816,
2023-01-25 23:59:59,-7.896932771760078,c
2023-01-26 00:00:00,-20.09727093658357,
2023-01-26 10:00:00,-25.076654008278425,
2023-01-26 10:30:00,-30.04298340708695,
2023-01-26 12:00:00,-36.312772764772305,
2023-01-26 13:30:00,-49.8990704281856,
2023-01-26 15:00:00,-35.664901459774946,
2023-01-26 15:30:30,-35.664901459774946,
2023-01-26 23:59:59,-38.59788768314934,c
2023-01-27 00:00:00,-44.711880764527145,
2023-01-27 10:00:00,-40.87732384034672,
2023-01-27 10:30:00,-47.79238588442057,
2023-01-27 12:00:00,-54.44938655678522,
2023-01-27 13:30:00,-73.52935087451266,
2023-01-27 15:00:00,-87.97664443575216,
2023-01-27 15:30:30,-87.97664443575216,
2023-01-27 23:59:59,-84.83333424987565,w
2023-01-30 00:00:00,-51.9364223535556,
2023-01-30 10:00:00,-51.832678870384484,
2023-01-30 10:30:00,-48.81489633904632,
2023-01-30 12:00:00,-64.98697731420091,
2023-01-30 13:30:00,-63.48160536782555,
2023-01-30 15:00:00,-65.74444413327174,
2023-01-30 15:30:30,-65.74444413327174,
2023-01-30 23:59:59,-66.73531375949972,c
2023-01-31 00:00:00,-63.006743557861405,
2023-01-31 10:00:00,-22.44572036002971,
2023-01-31 10:30:00,-30.309434965448695,
2023-01-31 12:00:00,-42.37840621108482,
2023-01-31 13:30:00,-47.77459936224848,
2023-01-31 15:00:00,-57.184109370988025,
2023-01-31 15:30:30,-57.184109370988025,
2023-01-31 23:59:59,-47.836783901123596,c
2023-02-01 00:00:00,-40.04272060108949,
2023-02-01 10:00:00,-56.73120100756323,
2023-02-01 10:30:00,-43.2239525731573,
2023-02-01 12:00:00,-41.79870462489215,
2023-02-01 13:30:00,-37.68299715068346,
2023-02-01 15:00:00,-43.29650426955571,
2023-02-01 15:30:30,-43.29650426955571,
2023-02-01 23:59:59,-38.84070152334623,c
2023-02-02 00:00:00,-38.1993640443264,
2023-02-02 10:00:00,-59.58771452608188,
2023-02-02 10:30:00,-73.60105714150636,
2023-02-02 12:00:00,-93.21920180608296,
2023-02-02 13:30:00,-93.99957469086078,
2023-02-02 15:00:00,-84.7332753073732,
2023-02-02 15:30:30,-84.7332753073732,
2023-02-02 23:59:59,-79.21617820696336,c
2023-02-03 00:00:00,-50.07464841739267,
2023-02-03 10:00:00,-39.45134889909799,
2023-02-03 10:30:00,-35.8648302634941,
2023-02-03 12:00:00,-59.06393382734689,
2023-02-03 13:30:00,-54.7445200344052,
2023-02-03 15:00:00,-38.102869191301515,
2023-02-03 15:30:30,-38.102869191301515,
2023-02-03 23:59:59,-29.355182399456055,w
2023-02-06 00:00:00,-21.01241117707277,
2023-02-06 10:00:00,-12.122563448164087,
2023-02-06 10:30:00,29.862119326767598,
2023-02-06 12:00:00,2.826764211883102,
2023-02-06 13:30:00,2.7971334475192577,
2023-02-06 15:00:00,-5.113934979424016,
2023-02-06 15:30:30,-5.113934979424016,
2023-02-06 23:59:59,-0.34690773770336136,c
2023-02-07 00:00:00,-6.818947275015574,
2023-02-07 10:00:00,-64.34258189023404,
2023-02-07 10:30:00,-49.86104613605056,
2023-02-07 12:00:00,-64.68671908649101,
2023-02-07 13:30:00,-79.69742889146791,
2023-02-07 15:00:00,-60.31575109037301,
2023-02-07 15:30:30,-60.31575109037301,
2023-02-07 23:59:59,-60.97034683506721,c
2023-02-08 00:00:00,-11.500010622886961,
2023-02-08 10:00:00,-13.452085434618937,
2023-02-08 10:30:00,-19.19322967264217,
2023-02-08 12:00:00,-5.013963401975232,
2023-02-08 13:30:00,-2.5180506367205595,
2023-02-08 15:00:00,-3.822248582676181,
2023-02-08 15:30:30,-3.822248582676181,
2023-02-08 23:59:59,-7.251804028580764,c
2023-02-09 00:00:00,24.3501038651667,
2023-02-09 10:00:00,49.94266675244248,
2023-02-09 10:30:00,43.65026742157241,
2023-02-09 12:00:00,10.37253910484084,
2023-02-09 13:30:00,-7.673111963371241,
2023-02-09 15:00:00,2.627579721683432,
2023-02-09 15:30:30,2.627579721683432,
2023-02-09 23:59:59,0.0,a
2023-02-10 00:00:00,20.126857039333004,
2023-02-10 10:00:00,36.396701859230205,
2023-02-10 10:30:00,48.82409733083682,
2023-02-10 12:00:00,41.01618025508978,
2023-02-10 13:30:00,37.7561480261878,
2023-02-10 15:00:00,46.09535986089816,
2023-02-10 15:30:30,46.09535986089816,
2023-02-10 23:59:59,45.469008264462815,w
2023-02-13 00:00:00,47.87957701484217,
2023-02-13 10:00:00,28.60501132538188,
2023-02-13 10:30:00,31.791018896782077,
2023-02-13 12:00:00,37.52822957955361,
2023-02-13 13:30:00,42.85046017749866,
2023-02-13 15:00:00,43.63286549603026,
2023-02-13 15:30:30,43.63286549603026,
2023-02-13 23:59:59,49.377767873060975,c
2023-02-14 00:00:00,71.7129114631976,
2023-02-14 10:00:00,78.98797993783677,
2023-02-14 10:30:00,80.54035706865022,
2023-02-14 12:00:00,74.35601805208142,
2023-02-14 13:30:00,71.89286809273742,
2023-02-14 15:00:00,70.54373081166511,
2023-02-14 15:30:30,70.54373081166511,
2023-02-14 23:59:59,80.5361815021464,c
0,80.5361815021464,
