date,AS_MSCI_DM_MIG_2021_Q4,meta
2021-12-08 18:30:00,-207.80913234144134,
2021-12-08 20:00:00,-207.9093606669618,
2021-12-08 23:00:00,-223.02401708956236,
2021-12-08 23:59:59,-237.5455816251924,c
2021-12-09 00:00:00,-227.6861500914428,
2021-12-09 01:00:00,-234.79642213002896,
2021-12-09 02:30:00,-235.71329785895972,
2021-12-09 03:00:00,-235.67304739433752,
2021-12-09 18:30:00,-244.13547480341313,
2021-12-09 20:00:00,-263.34464168309023,
2021-12-09 23:00:00,-263.1231166767491,
2021-12-09 23:59:59,-268.60528015082684,c
2021-12-10 00:00:00,-277.4253957014033,
2021-12-10 01:00:00,-288.3777404176886,
2021-12-10 02:30:00,-284.1235623886196,
2021-12-10 03:00:00,-283.8291409162978,
2021-12-10 18:30:00,-283.8291409162978,
2021-12-10 20:00:00,-283.8291409162978,
2021-12-10 23:00:00,-283.8291409162978,
2021-12-10 23:59:59,-284.1162782327967,w
2021-12-13 00:00:00,-305.93583803981204,
2021-12-13 01:00:00,-313.6974535693163,
2021-12-13 02:30:00,-312.4748435956183,
2021-12-13 03:00:00,-311.4967612803214,
2021-12-13 18:30:00,-319.28495358372516,
2021-12-13 20:00:00,-309.36170307296925,
2021-12-13 23:00:00,-316.60996167357916,
2021-12-13 23:59:59,-308.2658047230819,c
2021-12-14 00:00:00,-279.99515798879867,
2021-12-14 01:00:00,-285.0872807664975,
2021-12-14 02:30:00,-284.26602538277973,
2021-12-14 03:00:00,-283.6966941078063,
2021-12-14 18:30:00,-299.4542771199154,
2021-12-14 20:00:00,-274.1016492507002,
2021-12-14 23:00:00,-288.9416421087149,
2021-12-14 23:59:59,-287.4000052179396,c
2021-12-15 00:00:00,-293.5392258094124,
2021-12-15 01:00:00,-289.3040259311046,
2021-12-15 02:30:00,-284.42294327736386,
2021-12-15 03:00:00,-285.4997994994488,
2021-12-15 18:30:00,-277.99013517481944,
2021-12-15 20:00:00,-282.8546282185103,
2021-12-15 23:00:00,-282.74773185392525,
2021-12-15 23:59:59,-286.2099833028018,c
2021-12-16 00:00:00,-278.9294407059227,
2021-12-16 01:00:00,-285.39155017595994,
2021-12-16 02:30:00,-289.65153328221794,
2021-12-16 03:00:00,-289.8804938079027,
2021-12-16 18:30:00,-299.4538211138506,
2021-12-16 20:00:00,-288.2983899892217,
2021-12-16 23:00:00,-308.7098779005712,
2021-12-16 23:59:59,-307.94122134974737,c
2021-12-17 00:00:00,-316.02837800084194,
2021-12-17 01:00:00,-319.7258449520095,
2021-12-17 02:30:00,-318.26023307169254,
2021-12-17 03:00:00,-319.13329442294184,
2021-12-17 18:30:00,-319.13329442294184,
2021-12-17 20:00:00,-319.13329442294184,
2021-12-17 23:00:00,-319.13329442294184,
2021-12-17 23:59:59,-318.37895579930756,w
2021-12-20 00:00:00,-319.55677928946454,
2021-12-20 01:00:00,-315.1522066962613,
2021-12-20 02:30:00,-312.3246423718467,
2021-12-20 03:00:00,-312.61483981048525,
2021-12-20 18:30:00,-314.06990243165137,
2021-12-20 20:00:00,-340.93148609898043,
2021-12-20 23:00:00,-346.6600067186942,
2021-12-20 23:59:59,-348.8310627742523,c
2021-12-21 00:00:00,-341.5707834158985,
2021-12-21 01:00:00,-331.70064576717596,
2021-12-21 02:30:00,-334.73740883128977,
2021-12-21 03:00:00,-333.53623983703244,
2021-12-21 18:30:00,-358.8330882606853,
2021-12-21 20:00:00,-371.2321656188574,
2021-12-21 23:00:00,-336.72464040184343,
2021-12-21 23:59:59,-331.27999225844326,c
2021-12-22 00:00:00,-329.1240731752115,
2021-12-22 01:00:00,-332.83932077130186,
2021-12-22 02:30:00,-333.19460977335495,
2021-12-22 03:00:00,-335.84016677847467,
2021-12-22 18:30:00,-341.5525111602485,
2021-12-22 20:00:00,-330.73497835960353,
2021-12-22 23:00:00,-330.1750851066075,
2021-12-22 23:59:59,-335.87206039504696,c
2021-12-23 00:00:00,-325.18016321839013,
2021-12-23 01:00:00,-316.0457323569675,
2021-12-23 02:30:00,-315.1832505946394,
2021-12-23 03:00:00,-315.18947429255127,
2021-12-23 18:30:00,-320.9094946680443,
2021-12-23 20:00:00,-321.21657662908956,
2021-12-23 23:00:00,-335.050494571566,
2021-12-23 23:59:59,-335.99128110896777,c
2021-12-24 00:00:00,-348.12517482709154,
2021-12-24 01:00:00,-346.4964119416328,
2021-12-24 02:30:00,-346.4964119416328,
2021-12-24 03:00:00,-346.4964119416328,
2021-12-24 18:30:00,-346.4964119416328,
2021-12-24 20:00:00,-346.4964119416328,
2021-12-24 23:00:00,-346.4964119416328,
2021-12-24 23:59:59,-346.1885215981988,w
2021-12-27 00:00:00,-328.6294400082141,
2021-12-27 01:00:00,-329.05282806959286,
2021-12-27 02:30:00,-329.05282806959286,
2021-12-27 03:00:00,-329.05282806959286,
2021-12-27 18:30:00,-329.05282806959286,
2021-12-27 20:00:00,-333.1599954037511,
2021-12-27 23:00:00,-331.6681617601206,
2021-12-27 23:59:59,-330.3103296594247,c
2021-12-28 00:00:00,-316.0756870322762,
2021-12-28 01:00:00,-315.8048815455277,
2021-12-28 02:30:00,-313.809999509104,
2021-12-28 03:00:00,-314.43626356606893,
2021-12-28 18:30:00,-314.43626356606893,
2021-12-28 20:00:00,-314.43626356606893,
2021-12-28 23:00:00,-314.43626356606893,
2021-12-28 23:59:59,-314.59478577392474,c
