date,EU_MSCI_DM_STAY_2021_Q4,meta
2021-09-30 00:00:00,569.9507784095558,
2021-09-30 03:30:00,558.9365215491734,
2021-09-30 04:00:00,554.3868409001161,
2021-09-30 06:00:00,588.6636311735465,
2021-09-30 08:00:00,614.8778749628445,
2021-09-30 10:30:00,630.033187429407,
2021-09-30 11:00:00,646.5633995651715,
2021-09-30 23:59:59,637.1733085719288,c
2021-10-01 00:00:00,732.6385126994292,
2021-10-01 03:30:00,709.2643051902342,
2021-10-01 04:00:00,711.5960798593678,
2021-10-01 06:00:00,713.551450187807,
2021-10-01 08:00:00,674.2703257736239,
2021-10-01 10:30:00,710.0562971952158,
2021-10-01 11:00:00,706.209040198084,
2021-10-01 23:59:59,711.8715425571199,w
2021-10-04 00:00:00,727.0944232188431,
2021-10-04 03:30:00,741.2201218198488,
2021-10-04 04:00:00,722.0186936680511,
2021-10-04 06:00:00,697.4368798806117,
2021-10-04 08:00:00,699.9035982167416,
2021-10-04 10:30:00,690.45066597613,
2021-10-04 11:00:00,713.4353223235985,
2021-10-04 23:59:59,754.7989840169139,c
2021-10-05 00:00:00,743.1422171006725,
2021-10-05 03:30:00,723.5575751041006,
2021-10-05 04:00:00,750.0010966464342,
2021-10-05 06:00:00,707.1378670358017,
2021-10-05 08:00:00,710.2124923526517,
2021-10-05 10:30:00,691.9724269740218,
2021-10-05 11:00:00,679.4748847506617,
2021-10-05 23:59:59,678.4574272475274,c
2021-10-06 00:00:00,725.3097932267747,
2021-10-06 03:30:00,778.807241172698,
2021-10-06 04:00:00,803.9556142226893,
2021-10-06 06:00:00,838.4364232361286,
2021-10-06 08:00:00,818.5906142721533,
2021-10-06 10:30:00,759.3376378365483,
2021-10-06 11:00:00,747.1752788725835,
2021-10-06 23:59:59,756.2111750939066,c
2021-10-07 00:00:00,656.2069792715092,
2021-10-07 03:30:00,659.608067955015,
2021-10-07 04:00:00,654.0961298850898,
2021-10-07 06:00:00,660.2171837430242,
2021-10-07 08:00:00,635.4812827326814,
2021-10-07 10:30:00,610.7349222389121,
2021-10-07 11:00:00,614.5393009011968,
2021-10-07 23:59:59,613.4470848641922,c
2021-10-08 00:00:00,604.2824062117743,
2021-10-08 03:30:00,631.0318132630837,
2021-10-08 04:00:00,635.628332439328,
2021-10-08 06:00:00,620.3472295153788,
2021-10-08 08:00:00,610.1279096981725,
2021-10-08 10:30:00,610.606875884032,
2021-10-08 11:00:00,612.0317982567867,
2021-10-08 23:59:59,636.0781360719966,w
2021-10-11 00:00:00,650.8966701845402,
2021-10-11 03:30:00,649.3794096968786,
2021-10-11 04:00:00,663.981162375575,
2021-10-11 06:00:00,661.2423292578751,
2021-10-11 08:00:00,672.9898110739241,
2021-10-11 10:30:00,621.7677009747558,
2021-10-11 11:00:00,634.4469651371237,
2021-10-11 23:59:59,625.0901911746842,c
2021-10-12 00:00:00,696.0744470392265,
2021-10-12 03:30:00,691.3634014833433,
2021-10-12 04:00:00,671.8437645277372,
2021-10-12 06:00:00,629.0573258760833,
2021-10-12 08:00:00,632.9455745372434,
2021-10-12 10:30:00,653.485087857588,
2021-10-12 11:00:00,650.9933032665667,
2021-10-12 23:59:59,627.0054053364611,c
2021-10-13 00:00:00,650.4563931052699,
2021-10-13 03:30:00,647.8091478094802,
2021-10-13 04:00:00,637.7589134307855,
2021-10-13 06:00:00,582.3299882200417,
2021-10-13 08:00:00,575.462518875238,
2021-10-13 10:30:00,559.8909708108613,
2021-10-13 11:00:00,550.4000714197018,
2021-10-13 23:59:59,569.173608954814,c
2021-10-14 00:00:00,509.2595651420979,
