date,FVD_2020_Nov,meta
2020-12-04 10:00:00,-256.4749864134454,
2020-12-04 10:30:00,-256.20969361576863,
2020-12-04 12:00:00,-261.20097849219974,
2020-12-04 13:30:00,-268.3779983633789,
2020-12-04 15:00:00,-254.47946166912308,
2020-12-04 15:30:30,-254.47946166912308,
2020-12-04 23:59:59,-250.80496293193318,w
2020-12-07 00:00:00,-236.64310052246128,
2020-12-07 10:00:00,-240.80045960722668,
2020-12-07 10:30:00,-239.56387565101957,
2020-12-07 12:00:00,-238.5813199239908,
2020-12-07 13:30:00,-244.64642102572816,
2020-12-07 15:00:00,-242.42116484762076,
2020-12-07 15:30:30,-242.42116484762076,
2020-12-07 23:59:59,-243.9650507977193,c
2020-12-08 00:00:00,-258.2999309432636,
2020-12-08 10:00:00,-249.48708518513791,
2020-12-08 10:30:00,-255.32736708721606,
2020-12-08 12:00:00,-263.43050547238033,
2020-12-08 13:30:00,-264.2491302475254,
2020-12-08 15:00:00,-262.0452577240928,
2020-12-08 15:30:30,-262.0452577240928,
2020-12-08 23:59:59,-260.59859371759336,c
2020-12-09 00:00:00,-269.46268926495253,
2020-12-09 10:00:00,-265.0408054921391,
2020-12-09 10:30:00,-268.34376361596543,
2020-12-09 12:00:00,-269.2568746367706,
2020-12-09 13:30:00,-278.5046118413908,
2020-12-09 15:00:00,-269.1418296649444,
2020-12-09 15:30:30,-269.1418296649444,
2020-12-09 23:59:59,-264.344129600795,c
