date,FVD_2020_Nov,meta
2020-11-09 00:00:00,-85.27209235334115,
2020-11-09 10:00:00,-99.66591712246736,
2020-11-09 10:30:00,-88.21399038867892,
2020-11-09 12:00:00,-100.83540712192021,
2020-11-09 13:30:00,-106.80739746690736,
2020-11-09 15:00:00,-92.89172977508198,
2020-11-09 15:30:30,-92.89172977508198,x
2020-11-09 23:59:59,-103.54172251333645,c
2020-11-10 00:00:00,-88.56192007116164,
2020-11-10 10:00:00,-95.00627942672463,
2020-11-10 10:30:00,-89.88066689103218,
2020-11-10 12:00:00,-87.49554198814693,
2020-11-10 13:30:00,-81.11223281485047,
2020-11-10 15:00:00,-84.62955031170716,
2020-11-10 15:30:30,-84.62955031170716,
2020-11-10 23:59:59,-78.34114635551836,c
2020-11-11 00:00:00,-75.60378395854625,
2020-11-11 10:00:00,-79.76612986681349,
2020-11-11 10:30:00,-74.62745140408148,
2020-11-11 12:00:00,-63.99629849553287,
2020-11-11 13:30:00,-64.27724472652923,
2020-11-11 15:00:00,-62.42881145575382,
2020-11-11 15:30:30,-62.42881145575382,
2020-11-11 23:59:59,-57.417010894839464,c
2020-11-12 00:00:00,-59.023584888962795,
2020-11-12 10:00:00,-62.29879242895545,
2020-11-12 10:30:00,-70.39255378072568,
2020-11-12 12:00:00,-59.29408391422702,
2020-11-12 13:30:00,-60.44480968312898,
2020-11-12 15:00:00,-56.38454520044775,
2020-11-12 15:30:30,-56.38454520044775,
2020-11-12 23:59:59,-51.679338291377576,c
2020-11-13 00:00:00,-36.12458545171764,
2020-11-13 10:00:00,-43.89309327238524,
2020-11-13 10:30:00,-29.2293662749236,
2020-11-13 12:00:00,-50.60054077076859,
2020-11-13 13:30:00,-47.02884750879427,
2020-11-13 15:00:00,-34.95405369171242,
2020-11-13 15:30:30,-34.95405369171242,
2020-11-13 23:59:59,-43.17568875811804,w
2020-11-16 00:00:00,-66.56880546599044,
2020-11-16 10:00:00,-39.200540688568694,
2020-11-16 10:30:00,-25.473321895810294,
2020-11-16 12:00:00,-5.375178278014623,
2020-11-16 13:30:00,-2.6807830305250775,
2020-11-16 15:00:00,-4.554943534790347,
2020-11-16 15:30:30,-4.554943534790347,
2020-11-16 23:59:59,1.4708735135418465,c
2020-11-17 00:00:00,1.9617801355679703,
2020-11-17 10:00:00,-4.421906490075678,
2020-11-17 10:30:00,0.2983512744562873,
2020-11-17 12:00:00,5.365214629665154,
2020-11-17 13:30:00,1.5034377559475303,
2020-11-17 15:00:00,11.280142765591002,
2020-11-17 15:30:30,11.280142765591002,
2020-11-17 23:59:59,4.635362243414953,c
2020-11-18 00:00:00,9.11803329948134,
2020-11-18 10:00:00,-3.440798803547125,
2020-11-18 10:30:00,-1.2338191163768002,
2020-11-18 12:00:00,-2.3017477178206676,
2020-11-18 13:30:00,-1.5046477493382753,
2020-11-18 15:00:00,-1.5074992072915663,
2020-11-18 15:30:30,-1.5074992072915663,
2020-11-18 23:59:59,-6.908507631554592,c
2020-11-19 00:00:00,-1.7959253960697126,
2020-11-19 10:00:00,21.558640055886812,
2020-11-19 10:30:00,21.53914031859039,
2020-11-19 12:00:00,11.329004488191941,
2020-11-19 13:30:00,12.580199936651795,
2020-11-19 15:00:00,8.94417616148295,
2020-11-19 15:30:30,8.94417616148295,
2020-11-19 23:59:59,7.157096738876284,c
2020-11-20 00:00:00,22.790683849609657,
2020-11-20 10:00:00,18.99167452571446,
2020-11-20 10:30:00,16.48853845951463,
2020-11-20 12:00:00,8.949350039472932,
2020-11-20 13:30:00,22.51746425995492,
2020-11-20 15:00:00,18.205763645937388,
2020-11-20 15:30:30,18.205763645937388,
2020-11-20 23:59:59,20.425798518747868,w
2020-11-23 00:00:00,19.43229007792906,
2020-11-23 10:00:00,14.087140389685857,
2020-11-23 10:30:00,19.01633779333237,
2020-11-23 12:00:00,6.429226509000522,
2020-11-23 13:30:00,7.213777303161457,
2020-11-23 15:00:00,-1.8208169871696214,
2020-11-23 15:30:30,-1.8208169871696214,s
2020-11-23 23:59:59,0.0,a
2020-11-24 00:00:00,-1.9498883527048747,
2020-11-24 10:00:00,-28.317394253377543,
2020-11-24 10:30:00,-29.50738172865224,
2020-11-24 12:00:00,-45.05883206227357,
2020-11-24 13:30:00,-63.25743855789327,
2020-11-24 15:00:00,-65.38344780523158,
2020-11-24 15:30:30,-65.38344780523158,
2020-11-24 23:59:59,-70.36688590136279,c
2020-11-25 00:00:00,-68.87612347573761,
2020-11-25 10:00:00,-107.94692843322039,
2020-11-25 10:30:00,-101.85588633422972,
2020-11-25 12:00:00,-97.2250816084267,
2020-11-25 13:30:00,-84.92923364104712,
2020-11-25 15:00:00,-92.75083056421877,
2020-11-25 15:30:30,-92.75083056421877,
2020-11-25 23:59:59,-87.75515789585599,e
2020-11-26 00:00:00,-87.75515789585599,
2020-11-26 10:00:00,-87.75515789585599,
2020-11-26 10:30:00,-87.75515789585599,
2020-11-26 12:00:00,-87.75515789585599,
2020-11-26 13:30:00,-87.75515789585599,
2020-11-26 15:00:00,-87.75515789585599,
2020-11-26 15:30:30,-87.75515789585599,
2020-11-26 23:59:59,-87.75515789585599,c
2020-11-27 00:00:00,-97.35690966740788,
2020-11-27 10:00:00,-89.39725524694992,
2020-11-27 10:30:00,-95.85138088206779,
2020-11-27 12:00:00,-94.08322961346585,
2020-11-27 13:30:00,-94.08322961346585,
2020-11-27 15:00:00,-94.08322961346585,
2020-11-27 15:30:30,-94.08322961346585,
2020-11-27 23:59:59,-95.59236708714302,w
2020-11-30 00:00:00,-92.45897615402828,
2020-11-30 10:00:00,-104.07706770038973,
2020-11-30 10:30:00,-114.64402714814713,
2020-11-30 12:00:00,-118.77793912450912,
2020-11-30 13:30:00,-112.60505362383245,
2020-11-30 15:00:00,-106.45452781312969,
2020-11-30 15:30:30,-106.45452781312969,x
2020-11-30 23:59:59,-110.50879315149584,c
2020-12-01 00:00:00,-119.52269540714175,
2020-12-01 10:00:00,-112.34214423666322,
2020-12-01 10:30:00,-129.59465020216697,
2020-12-01 12:00:00,-133.93614809679255,
2020-12-01 13:30:00,-135.21090977517434,
2020-12-01 15:00:00,-147.41431890841608,
2020-12-01 15:30:30,-147.41431890841608,
2020-12-01 23:59:59,-150.6362244649417,c
2020-12-02 00:00:00,-138.63730710640218,
2020-12-02 10:00:00,-149.13746814941297,
2020-12-02 10:30:00,-161.97726998278858,
2020-12-02 12:00:00,-186.2580937281585,
2020-12-02 13:30:00,-186.75793114353402,
2020-12-02 15:00:00,-180.3582774825323,
2020-12-02 15:30:30,-180.3582774825323,
2020-12-02 23:59:59,-180.63112299285362,c
2020-12-03 00:00:00,-179.72651108340273,
2020-12-03 10:00:00,-199.31249594911944,
2020-12-03 10:30:00,-214.41253313694926,
2020-12-03 12:00:00,-213.9108066413773,
2020-12-03 13:30:00,-215.95578510340576,
2020-12-03 15:00:00,-225.71401409934262,
2020-12-03 15:30:30,-225.71401409934262,
2020-12-03 23:59:59,-228.2439255581911,c
2020-12-04 00:00:00,-242.90787370239812,
