date,MSCI_US_SC_STAY_2022_Q4,meta
2022-10-06 00:00:00,352.5331379110546,
2022-10-06 10:00:00,347.84749275404147,
2022-10-06 10:30:00,330.6506395839119,
2022-10-06 12:00:00,331.26190456129325,
2022-10-06 13:30:00,326.324678840705,
2022-10-06 15:00:00,330.3989872088209,
2022-10-06 15:30:30,330.3989872088209,
2022-10-06 23:59:59,338.0230724772018,c
2022-10-07 00:00:00,343.1054307366255,
2022-10-07 10:00:00,364.7912450318736,
2022-10-07 10:30:00,355.6059518494849,
2022-10-07 12:00:00,347.042302642257,
2022-10-07 13:30:00,337.0498924793401,
2022-10-07 15:00:00,334.85209271268536,
2022-10-07 15:30:30,334.85209271268536,
2022-10-07 23:59:59,325.08829262572226,w
2022-10-10 00:00:00,312.13772064505315,
2022-10-10 10:00:00,296.26719619759865,
2022-10-10 10:30:00,275.25026169784155,
2022-10-10 12:00:00,270.77640908749686,
2022-10-10 13:30:00,282.41670474969465,
2022-10-10 15:00:00,272.486141435885,
2022-10-10 15:30:30,272.486141435885,
2022-10-10 23:59:59,276.08691681809046,c
2022-10-11 00:00:00,281.4547665546654,
2022-10-11 10:00:00,245.643885773487,
2022-10-11 10:30:00,241.8532419133312,
2022-10-11 12:00:00,237.75511390185875,
2022-10-11 13:30:00,223.71558983889918,
2022-10-11 15:00:00,228.79798475712028,
2022-10-11 15:30:30,228.79798475712028,
2022-10-11 23:59:59,248.55511920484514,c
2022-10-12 00:00:00,257.0273072050063,
2022-10-12 10:00:00,237.55322771301212,
2022-10-12 10:30:00,220.96287849796772,
2022-10-12 12:00:00,213.1215958595817,
2022-10-12 13:30:00,220.44722832728348,
2022-10-12 15:00:00,228.24652128864022,
2022-10-12 15:30:30,228.24652128864022,
2022-10-12 23:59:59,243.1805924093985,c
2022-10-13 00:00:00,248.9499605201197,
2022-10-13 10:00:00,225.63885938028488,
2022-10-13 10:30:00,242.38412215520316,
2022-10-13 12:00:00,212.4205764488704,
2022-10-13 13:30:00,203.27399510675968,
2022-10-13 15:00:00,210.53693696392065,
2022-10-13 15:30:30,210.53693696392065,
2022-10-13 23:59:59,221.32095669801083,c
2022-10-14 00:00:00,233.13505433608316,
2022-10-14 10:00:00,222.6962711044257,
2022-10-14 10:30:00,259.26222047527244,
2022-10-14 12:00:00,246.29216773400617,
2022-10-14 13:30:00,247.0785771986475,
2022-10-14 15:00:00,256.7218845243442,
2022-10-14 15:30:30,256.7218845243442,
2022-10-14 23:59:59,243.01128508867032,w
2022-10-17 00:00:00,258.98124274976203,
2022-10-17 10:00:00,274.72643271975585,
2022-10-17 10:30:00,270.68647335062633,
2022-10-17 12:00:00,277.7875609948687,
2022-10-17 13:30:00,248.35885576018154,
2022-10-17 15:00:00,249.10797268488795,
2022-10-17 15:30:30,249.10797268488795,
2022-10-17 23:59:59,252.9189626256864,c
2022-10-18 00:00:00,225.9799653952548,
2022-10-18 10:00:00,236.3827996303462,
2022-10-18 10:30:00,247.3561635809965,
2022-10-18 12:00:00,233.66811329468578,
2022-10-18 13:30:00,222.54994272503563,
2022-10-18 15:00:00,236.846735440133,
2022-10-18 15:30:30,236.846735440133,s
2022-10-18 23:59:59,228.60787717938638,c
2022-10-19 00:00:00,250.154822393524,
2022-10-19 10:00:00,254.44331168277677,
2022-10-19 10:30:00,266.3348282727384,
2022-10-19 12:00:00,274.96338371030924,
2022-10-19 13:30:00,297.98194436242125,
2022-10-19 15:00:00,282.00647210965894,
2022-10-19 15:30:30,282.00647210965894,
2022-10-19 23:59:59,274.9699670891964,c
2022-10-20 00:00:00,273.8822119957631,
2022-10-20 10:00:00,280.63414648254434,
2022-10-20 10:30:00,275.74090243837713,
2022-10-20 12:00:00,312.4580024981269,
2022-10-20 13:30:00,322.08917423656385,
2022-10-20 15:00:00,316.5597871028049,
2022-10-20 15:30:30,316.5597871028049,
2022-10-20 23:59:59,325.1062760323716,c
2022-10-21 00:00:00,316.91048512439306,
2022-10-21 10:00:00,246.49114509477658,
2022-10-21 10:30:00,258.6656830248278,
2022-10-21 12:00:00,267.9328754594651,
2022-10-21 13:30:00,264.0040693668341,
2022-10-21 15:00:00,256.92683829174143,
2022-10-21 15:30:30,256.92683829174143,
2022-10-21 23:59:59,254.88978195962932,w
2022-10-24 00:00:00,251.83291552692344,
2022-10-24 10:00:00,209.6768362434609,
2022-10-24 10:30:00,189.39746524103816,
2022-10-24 12:00:00,202.35545694886832,
2022-10-24 13:30:00,206.79079589089815,
2022-10-24 15:00:00,197.62362022684874,
2022-10-24 15:30:30,197.62362022684874,
2022-10-24 23:59:59,208.417831621598,c
2022-10-25 00:00:00,231.28093366294274,
2022-10-25 10:00:00,244.4687070158143,
2022-10-25 10:30:00,246.249478180516,
2022-10-25 12:00:00,227.7161457812897,
2022-10-25 13:30:00,231.1838578812983,
2022-10-25 15:00:00,230.9861477894351,
2022-10-25 15:30:30,230.9861477894351,
2022-10-25 23:59:59,221.193350112384,c
2022-10-26 00:00:00,164.47512456961522,
2022-10-26 10:00:00,210.07433995329075,
2022-10-26 10:30:00,195.71043705439638,
2022-10-26 12:00:00,177.23117092946768,
2022-10-26 13:30:00,167.7123501778201,
