date,FTSE_EM_ADR_2022_Q2,meta
2022-04-08 00:00:00,327.05271004380484,
2022-04-08 10:00:00,261.28833939662536,
2022-04-08 10:30:00,224.60150574126055,
2022-04-08 12:00:00,237.46535809524357,
2022-04-08 13:30:00,246.17433508612567,
2022-04-08 15:00:00,301.4173304763144,
2022-04-08 15:30:30,301.4173304763144,
2022-04-08 23:59:59,282.7854479003463,w
2022-04-11 00:00:00,-57.166785365698615,
2022-04-11 10:00:00,-46.69778997772528,
2022-04-11 10:30:00,-63.993321385107265,
2022-04-11 12:00:00,-16.19342208633907,
2022-04-11 13:30:00,33.87789158973919,
2022-04-11 15:00:00,71.13028092011473,
2022-04-11 15:30:30,71.13028092011473,
2022-04-11 23:59:59,22.770779439971648,c
2022-04-12 00:00:00,36.9871676709854,
2022-04-12 10:00:00,8.701096710895854,
2022-04-12 10:30:00,-4.523573892324293,
2022-04-12 12:00:00,-70.79180063043168,
2022-04-12 13:30:00,2.110912974027997,
2022-04-12 15:00:00,4.5172264714510675,
2022-04-12 15:30:30,4.5172264714510675,
2022-04-12 23:59:59,-15.565718208046746,c
2022-04-13 00:00:00,7.0917955823638295,
2022-04-13 10:00:00,-26.425477561655498,
2022-04-13 10:30:00,-63.935694069816236,
2022-04-13 12:00:00,1.4807271614090496,
2022-04-13 13:30:00,-39.89315307541483,
2022-04-13 15:00:00,-50.501092637730835,
2022-04-13 15:30:30,-50.501092637730835,
2022-04-13 23:59:59,-46.91940537440223,c
2022-04-14 00:00:00,-50.61605353891764,
2022-04-14 10:00:00,19.38877906897278,
2022-04-14 10:30:00,100.96934127971417,
2022-04-14 12:00:00,73.8923893862102,
2022-04-14 13:30:00,78.95083847352817,
2022-04-14 15:00:00,-44.280113584576156,
2022-04-14 15:30:30,-44.280113584576156,
2022-04-14 23:59:59,-35.17313413521788,c
2022-04-15 00:00:00,-35.17313413521788,
2022-04-15 10:00:00,-35.17313413521788,
2022-04-15 10:30:00,-35.17313413521788,
2022-04-15 12:00:00,-35.17313413521788,
2022-04-15 13:30:00,-35.17313413521788,
2022-04-15 15:00:00,-35.17313413521788,
2022-04-15 15:30:30,-35.17313413521788,
2022-04-15 23:59:59,-35.17313413521788,w
2022-04-18 00:00:00,-121.28605454742092,
2022-04-18 10:00:00,-278.8098865028919,
2022-04-18 10:30:00,-188.94850271564292,
2022-04-18 12:00:00,-202.26090353078598,
2022-04-18 13:30:00,-156.62564137387517,
2022-04-18 15:00:00,-102.11979524779417,
2022-04-18 15:30:30,-102.11979524779417,
2022-04-18 23:59:59,-111.50504799350301,c
2022-04-19 00:00:00,-161.9156593242933,
2022-04-19 10:00:00,-180.7462686957142,
2022-04-19 10:30:00,-160.35327096956144,
2022-04-19 12:00:00,-32.74664972376104,
2022-04-19 13:30:00,-109.73254591529303,
2022-04-19 15:00:00,-60.44054450319072,
2022-04-19 15:30:30,-60.44054450319072,
2022-04-19 23:59:59,-113.37523487515818,c
2022-04-20 00:00:00,-260.6220236061731,
2022-04-20 10:00:00,-326.7188752159391,
2022-04-20 10:30:00,-342.70102289466877,
2022-04-20 12:00:00,-300.4848914284248,
2022-04-20 13:30:00,-301.79727700183366,
2022-04-20 15:00:00,-303.2937473697516,
2022-04-20 15:30:30,-303.2937473697516,
2022-04-20 23:59:59,-285.55126156413826,c
2022-04-21 00:00:00,-195.9966064594969,
2022-04-21 10:00:00,-262.5026046671146,
2022-04-21 10:30:00,-339.1921274403835,
2022-04-21 12:00:00,-421.45372273675866,
2022-04-21 13:30:00,-368.9651937201934,
2022-04-21 15:00:00,-399.25754126931224,
2022-04-21 15:30:30,-399.25754126931224,
2022-04-21 23:59:59,-420.3427901058544,c
2022-04-22 00:00:00,-327.68561682582094,
2022-04-22 10:00:00,-172.05032303256894,
2022-04-22 10:30:00,-236.28507375547042,
2022-04-22 12:00:00,-289.8393675842026,
2022-04-22 13:30:00,-351.8057077514404,
2022-04-22 15:00:00,-354.36159101017256,
2022-04-22 15:30:30,-354.36159101017256,
2022-04-22 23:59:59,-358.90377085876116,w
2022-04-25 00:00:00,-393.10689248962353,
2022-04-25 10:00:00,-410.0809615004846,
2022-04-25 10:30:00,-373.7153419043311,
2022-04-25 12:00:00,-318.98825651456946,
2022-04-25 13:30:00,-336.9128060074445,
2022-04-25 15:00:00,-323.74501772382155,
2022-04-25 15:30:30,-323.74501772382155,
2022-04-25 23:59:59,-340.43301529785094,c
2022-04-26 00:00:00,-352.59834152430994,
2022-04-26 10:00:00,-426.87680201240437,
2022-04-26 10:30:00,-462.94860798846094,
2022-04-26 12:00:00,-401.39354040306534,
2022-04-26 13:30:00,-333.8869779816141,
2022-04-26 15:00:00,-331.92387004838565,
2022-04-26 15:30:30,-331.92387004838565,
2022-04-26 23:59:59,-380.64134456691636,c
2022-04-27 00:00:00,-240.9400775449144,
2022-04-27 10:00:00,-166.98097686015035,
2022-04-27 10:30:00,-275.83891365093996,
2022-04-27 12:00:00,-355.27909966640345,
2022-04-27 13:30:00,-277.96437555526563,
2022-04-27 15:00:00,-271.2759793452419,
2022-04-27 15:30:30,-271.2759793452419,
2022-04-27 23:59:59,-293.65314829595445,c
2022-04-28 00:00:00,-324.5866787821501,
2022-04-28 10:00:00,-483.0036499943003,
2022-04-28 10:30:00,-486.8768708566017,
2022-04-28 12:00:00,-536.0748502482675,
2022-04-28 13:30:00,-486.299611967037,
2022-04-28 15:00:00,-342.6060348063902,
2022-04-28 15:30:30,-342.6060348063902,
2022-04-28 23:59:59,-315.4875501351371,c
2022-04-29 00:00:00,-68.79745154883085,
2022-04-29 10:00:00,-136.11050587988666,
2022-04-29 10:30:00,-239.23365477328798,
2022-04-29 12:00:00,-350.1572588709755,
2022-04-29 13:30:00,-394.4508737103097,
2022-04-29 15:00:00,-342.605169495846,
2022-04-29 15:30:30,-342.605169495846,
2022-04-29 23:59:59,-415.8935668023105,w
2022-05-02 00:00:00,-389.52491089774276,
2022-05-02 10:00:00,-187.97722194442213,
2022-05-02 10:30:00,-197.62983407420006,
2022-05-02 12:00:00,-278.13297171874046,
2022-05-02 13:30:00,-308.3900156511854,
2022-05-02 15:00:00,-291.62716729290105,
2022-05-02 15:30:30,-291.62716729290105,
2022-05-02 23:59:59,-236.04689459840347,c
2022-05-03 00:00:00,-166.4082265989573,
2022-05-03 10:00:00,-189.94210924079425,
2022-05-03 10:30:00,-214.81188393947195,
2022-05-03 12:00:00,-249.73969516209672,
2022-05-03 13:30:00,-250.06754652699692,
2022-05-03 15:00:00,-219.27260072538002,
2022-05-03 15:30:30,-219.27260072538002,
2022-05-03 23:59:59,-234.84167414270996,c
2022-05-04 00:00:00,-399.8867303970337,
2022-05-04 10:00:00,-263.701397323141,
2022-05-04 10:30:00,-342.7989175517291,
2022-05-04 12:00:00,-306.10703083272847,
2022-05-04 13:30:00,-275.68528240700334,
2022-05-04 15:00:00,-137.60550047699962,
2022-05-04 15:30:30,-137.60550047699962,
2022-05-04 23:59:59,-91.08766018092365,c
2022-05-05 00:00:00,-201.95226820938842,
2022-05-05 10:00:00,-250.2942286363923,
2022-05-05 10:30:00,-240.02035215014075,
2022-05-05 12:00:00,-399.8148765963906,
2022-05-05 13:30:00,-394.1799874780595,
2022-05-05 15:00:00,-442.90459228429427,
2022-05-05 15:30:30,-442.90459228429427,
2022-05-05 23:59:59,-401.51508562022855,c
2022-05-06 00:00:00,-370.36428727973043,
2022-05-06 10:00:00,-602.5714811114217,
2022-05-06 10:30:00,-495.8404678121601,
2022-05-06 12:00:00,-491.6171286502936,
2022-05-06 13:30:00,-503.8632559831872,
2022-05-06 15:00:00,-519.0709849958921,
2022-05-06 15:30:30,-519.0709849958921,
2022-05-06 23:59:59,-473.4949867528012,w
2022-05-09 00:00:00,-529.5438354023672,
2022-05-09 10:00:00,-668.8487313595961,
2022-05-09 10:30:00,-726.5559016125458,
2022-05-09 12:00:00,-762.3382162119087,
2022-05-09 13:30:00,-657.1365916683098,
2022-05-09 15:00:00,-688.5755881767709,
2022-05-09 15:30:30,-688.5755881767709,
2022-05-09 23:59:59,-672.6951040332406,c
2022-05-10 00:00:00,-488.2150001682462,
2022-05-10 10:00:00,-518.6076775318843,
2022-05-10 10:30:00,-495.5084153606026,
2022-05-10 12:00:00,-524.7449458256542,
2022-05-10 13:30:00,-451.2728654063458,
2022-05-10 15:00:00,-409.26767992975783,
2022-05-10 15:30:30,-409.26767992975783,u
2022-05-10 23:59:59,-441.76142419002963,c
2022-05-11 00:00:00,-283.29758676178244,
2022-05-11 10:00:00,-237.3811583230663,
2022-05-11 10:30:00,-222.32042215958745,
2022-05-11 12:00:00,-215.53437630802182,
2022-05-11 13:30:00,-317.00182866510386,
2022-05-11 15:00:00,-344.80070238030885,
2022-05-11 15:30:30,-344.80070238030885,
2022-05-11 23:59:59,-345.6393049646981,c
2022-05-12 00:00:00,-388.1471861596283,
2022-05-12 10:00:00,-450.8266237540588,
2022-05-12 10:30:00,-431.28770335653644,
2022-05-12 12:00:00,-439.09938564490494,
2022-05-12 13:30:00,-377.35138718416783,
2022-05-12 15:00:00,-530.066787384731,
2022-05-12 15:30:30,-530.066787384731,
2022-05-12 23:59:59,-440.6085766612341,c
2022-05-13 00:00:00,-183.7396234875764,
2022-05-13 10:00:00,-130.72692342047867,
2022-05-13 10:30:00,-145.3751105239735,
2022-05-13 12:00:00,-202.7627478209506,
2022-05-13 13:30:00,-182.0692835242371,
2022-05-13 15:00:00,-272.9300411793397,
2022-05-13 15:30:30,-272.9300411793397,
2022-05-13 23:59:59,-204.21267688614807,w
2022-05-16 00:00:00,-75.05919090137377,
2022-05-16 10:00:00,-141.92750411126553,
2022-05-16 10:30:00,-166.94269582206607,
2022-05-16 12:00:00,-232.32300136685444,
2022-05-16 13:30:00,-170.65626231234592,
2022-05-16 15:00:00,-188.35925335014826,
2022-05-16 15:30:30,-188.35925335014826,
2022-05-16 23:59:59,-198.03677337494946,c
2022-05-17 00:00:00,36.91880156275147,
2022-05-17 10:00:00,-7.550354819737549,
2022-05-17 10:30:00,-50.33176982032592,
2022-05-17 12:00:00,-127.48608702836736,
2022-05-17 13:30:00,-103.54600807466886,
2022-05-17 15:00:00,-137.64425202140046,
2022-05-17 15:30:30,-137.64425202140046,
2022-05-17 23:59:59,-114.13772085699429,c
2022-05-18 00:00:00,-98.2687528621077,
2022-05-18 10:00:00,50.74530877018742,
2022-05-18 10:30:00,62.79862810076884,
2022-05-18 12:00:00,-74.55365671587651,
2022-05-18 13:30:00,-62.76844482859269,
2022-05-18 15:00:00,-21.69809605874616,
2022-05-18 15:30:30,-21.69809605874616,
2022-05-18 23:59:59,-4.664801914354939,c
2022-05-19 00:00:00,105.29242080954782,
2022-05-19 10:00:00,43.829867130020375,
2022-05-19 10:30:00,-7.825740509470506,
2022-05-19 12:00:00,-20.270670129052178,
2022-05-19 13:30:00,-18.21473335935616,
2022-05-19 15:00:00,-94.23764027558173,
2022-05-19 15:30:30,-94.23764027558173,
2022-05-19 23:59:59,-83.07863514008704,c
2022-05-20 00:00:00,92.4208302455254,
2022-05-20 10:00:00,19.288202395704047,
2022-05-20 10:30:00,-25.67367246347476,
2022-05-20 12:00:00,-69.09006382595362,
2022-05-20 13:30:00,-126.07666920846214,
2022-05-20 15:00:00,-71.74420886249527,
2022-05-20 15:30:30,-71.74420886249527,
2022-05-20 23:59:59,0.0,a
2022-05-23 00:00:00,-66.42864584963536,
2022-05-23 10:00:00,-200.17079177927872,
2022-05-23 10:30:00,-146.11960782917777,
2022-05-23 12:00:00,-168.98903402089627,
2022-05-23 13:30:00,-158.591367088507,
2022-05-23 15:00:00,-96.24034519046745,
2022-05-23 15:30:30,-96.24034519046745,
