date,SP1500_GV_HEDGED_2020_Q4,meta
2020-11-19 00:00:00,-25.091146551595216,
2020-11-19 10:00:00,-21.51154846576867,
2020-11-19 10:30:00,-20.077230105234207,
2020-11-19 12:00:00,-18.337053415022297,
2020-11-19 13:30:00,-14.86383072840249,
2020-11-19 15:00:00,-10.984166297298543,
2020-11-19 15:30:30,-10.984166297298543,
2020-11-19 23:59:59,-6.826527449903665,c
2020-11-20 00:00:00,0.5297482045987181,
2020-11-20 10:00:00,-14.498312738402774,
2020-11-20 10:30:00,-13.379107611444851,
2020-11-20 12:00:00,-14.87707167424594,
2020-11-20 13:30:00,-12.168725222889066,
2020-11-20 15:00:00,-13.840921492747384,
2020-11-20 15:30:30,-13.840921492747384,
2020-11-20 23:59:59,-20.004441067315838,w
2020-11-23 00:00:00,-5.189415634514717,
2020-11-23 10:00:00,-8.999269651362738,
2020-11-23 10:30:00,-9.354191352946827,
2020-11-23 12:00:00,-14.204405723043237,
2020-11-23 13:30:00,-16.704692827716826,
2020-11-23 15:00:00,-21.042931003847798,
2020-11-23 15:30:30,-21.042931003847798,
2020-11-23 23:59:59,-15.342149474795065,c
2020-11-24 00:00:00,-3.579819742398513,
2020-11-24 10:00:00,-6.0562801320867266,
2020-11-24 10:30:00,-4.295191382293979,
2020-11-24 12:00:00,1.3843043350440212,
2020-11-24 13:30:00,-2.1257083355578743,
2020-11-24 15:00:00,-1.1191708609628677,
2020-11-24 15:30:30,-1.1191708609628677,
2020-11-24 23:59:59,1.672476932859695,c
2020-11-25 00:00:00,10.540736790531355,
2020-11-25 10:00:00,0.15144042341057684,
2020-11-25 10:30:00,6.245172830571391,
2020-11-25 12:00:00,7.64397607656133,
2020-11-25 13:30:00,10.600125781244515,
2020-11-25 15:00:00,15.061689240972214,
2020-11-25 15:30:30,15.061689240972214,
2020-11-25 23:59:59,16.64154474668544,c
2020-11-26 00:00:00,16.64154474668544,
2020-11-26 10:00:00,16.64154474668544,
2020-11-26 10:30:00,16.64154474668544,
2020-11-26 12:00:00,16.64154474668544,
2020-11-26 13:30:00,16.64154474668544,
2020-11-26 15:00:00,16.64154474668544,
2020-11-26 15:30:30,16.64154474668544,
2020-11-26 23:59:59,16.64154474668544,c
2020-11-27 00:00:00,25.23262048606705,
2020-11-27 10:00:00,21.353837346708588,
2020-11-27 10:30:00,16.18568584555976,
2020-11-27 12:00:00,19.217825370085848,
2020-11-27 13:30:00,19.217825370085848,
2020-11-27 15:00:00,19.217825370085848,
2020-11-27 15:30:30,19.217825370085848,
2020-11-27 23:59:59,16.698032756048406,w
2020-11-30 00:00:00,21.27488984063723,
2020-11-30 10:00:00,15.047104897828603,
2020-11-30 10:30:00,5.54883939278875,
2020-11-30 12:00:00,-0.42062693790887806,
2020-11-30 13:30:00,2.6377180964080935,
2020-11-30 15:00:00,0.310094351710859,
2020-11-30 15:30:30,0.310094351710859,m
2020-11-30 23:59:59,-2.737752181971018,c
2020-12-01 00:00:00,8.662307713352789,
2020-12-01 10:00:00,9.818391162462945,
2020-12-01 10:30:00,11.092001676693371,
2020-12-01 12:00:00,3.3511536210322674,
2020-12-01 13:30:00,-0.0595052320151126,
2020-12-01 15:00:00,4.4778775176955605,
2020-12-01 15:30:30,4.4778775176955605,
2020-12-01 23:59:59,3.508837211856985,c
2020-12-02 00:00:00,2.4113203001655847,
2020-12-02 10:00:00,0.4038539031311075,
2020-12-02 10:30:00,1.6058038572468831,
2020-12-02 12:00:00,-4.492947669446494,
2020-12-02 13:30:00,-5.185051500601162,
2020-12-02 15:00:00,-10.731469183865443,
2020-12-02 15:30:30,-10.731469183865443,
2020-12-02 23:59:59,-8.872911923430252,c
2020-12-03 00:00:00,-0.5532332639933202,
2020-12-03 10:00:00,-2.5682451974410014,
2020-12-03 10:30:00,3.5316344190646305,
2020-12-03 12:00:00,2.995771991803281,
2020-12-03 13:30:00,-5.430323634814272,
2020-12-03 15:00:00,-8.621610802563737,
2020-12-03 15:30:30,-8.621610802563737,
2020-12-03 23:59:59,-14.594357917402817,c
2020-12-04 00:00:00,-5.820235176133451,
2020-12-04 10:00:00,-11.029402306172756,
2020-12-04 10:30:00,-8.22166157483764,
2020-12-04 12:00:00,-2.1285431630981293,
2020-12-04 13:30:00,-5.970154155194109,
2020-12-04 15:00:00,-4.329168221008217,
2020-12-04 15:30:30,-4.329168221008217,
2020-12-04 23:59:59,0.0,a
2020-12-07 00:00:00,6.424572530528394,
2020-12-07 10:00:00,-0.5809708504361879,
2020-12-07 10:30:00,2.2341451606059763,
2020-12-07 12:00:00,0.011368920797508508,
2020-12-07 13:30:00,-5.214148997738903,
2020-12-07 15:00:00,-9.313734444598708,
2020-12-07 15:30:30,-9.313734444598708,
2020-12-07 23:59:59,-11.313007518797008,c
2020-12-08 00:00:00,-15.845570867705192,
2020-12-08 10:00:00,-12.113754237270086,
2020-12-08 10:30:00,-11.908732058517899,
2020-12-08 12:00:00,-11.410494572793596,
2020-12-08 13:30:00,-7.159716258213621,
2020-12-08 15:00:00,-3.416475797069779,
2020-12-08 15:30:30,-3.416475797069779,
2020-12-08 23:59:59,-2.1977942559010444,c
2020-12-09 00:00:00,-11.482188504795886,
2020-12-09 10:00:00,-6.869782659867951,
2020-12-09 10:30:00,-4.491891966484445,
2020-12-09 12:00:00,-9.222426630629911,
2020-12-09 13:30:00,-17.516356646845907,
2020-12-09 15:00:00,-19.898707231056278,
2020-12-09 15:30:30,-19.898707231056278,
2020-12-09 23:59:59,-22.8630663681231,c
2020-12-10 00:00:00,-26.192364528351163,
2020-12-10 10:00:00,-22.552957713625688,
2020-12-10 10:30:00,-18.925274751814868,
2020-12-10 12:00:00,-18.87910217067804,
2020-12-10 13:30:00,-19.198257792036884,
2020-12-10 15:00:00,-19.152891375903664,
2020-12-10 15:30:30,-19.152891375903664,
2020-12-10 23:59:59,-19.268912460382694,c
2020-12-11 00:00:00,-76.2082784395385,
2020-12-11 10:00:00,-75.18266660079075,
2020-12-11 10:30:00,-73.73051411190761,
2020-12-11 12:00:00,-103.06319759869035,
2020-12-11 13:30:00,-111.02239065425061,
2020-12-11 15:00:00,-102.62134977236775,
2020-12-11 15:30:30,-102.62134977236775,A
2020-12-11 23:59:59,-96.27333245049232,w
2020-12-14 00:00:00,-72.38017250958183,
2020-12-14 10:00:00,-70.85280195981704,
2020-12-14 10:30:00,-70.59017578435282,
2020-12-14 12:00:00,-71.40212693394574,
2020-12-14 13:30:00,-75.75031769088389,
2020-12-14 15:00:00,-74.84691183710618,
2020-12-14 15:30:30,-74.84691183710618,
2020-12-14 23:59:59,-70.41657875092403,c
2020-12-15 00:00:00,-55.60059047125219,
2020-12-15 10:00:00,-55.93806535511419,
2020-12-15 10:30:00,-50.84569153399286,
2020-12-15 12:00:00,-40.679558259223995,
2020-12-15 13:30:00,-40.0911223176289,
2020-12-15 15:00:00,-39.65449625072392,
2020-12-15 15:30:30,-39.65449625072392,
2020-12-15 23:59:59,-43.00449763244251,c
2020-12-16 00:00:00,-39.483920914455666,
2020-12-16 10:00:00,-36.976262183464996,
2020-12-16 10:30:00,-36.27628644648905,
2020-12-16 12:00:00,-39.36594755922988,
2020-12-16 13:30:00,-40.6099763833389,
2020-12-16 15:00:00,-34.97260150638226,
2020-12-16 15:30:30,-34.97260150638226,
2020-12-16 23:59:59,-34.322409674807545,c
2020-12-17 00:00:00,-30.134210908234763,
2020-12-17 10:00:00,-32.21855672763195,
2020-12-17 10:30:00,-27.894464740047283,
2020-12-17 12:00:00,-21.68562448731427,
2020-12-17 13:30:00,-21.85341811293779,
2020-12-17 15:00:00,-20.67211091254603,
2020-12-17 15:30:30,-20.67211091254603,
2020-12-17 23:59:59,-23.09413002472843,c
2020-12-18 00:00:00,-16.498188948681673,
2020-12-18 10:00:00,-15.903674276793822,
2020-12-18 10:30:00,-22.3665857882836,
2020-12-18 12:00:00,-25.47737048046804,
2020-12-18 13:30:00,-24.78095325216259,
2020-12-18 15:00:00,-26.8086366433929,
2020-12-18 15:30:30,-26.8086366433929,
2020-12-18 23:59:59,-20.13697180586871,e
2020-12-21 00:00:00,-29.40691008752333,
2020-12-21 10:00:00,-44.00391075006155,
2020-12-21 10:30:00,-52.23882343597427,
2020-12-21 12:00:00,-46.87056760793166,
2020-12-21 13:30:00,-36.986153941778525,
2020-12-21 15:00:00,-32.80534514382191,
2020-12-21 15:30:30,-32.80534514382191,
2020-12-21 23:59:59,-27.47349659992335,c
2020-12-22 00:00:00,-18.351371903550444,
2020-12-22 10:00:00,-18.21900361284156,
2020-12-22 10:30:00,-14.286193137992313,
2020-12-22 12:00:00,-24.203023109432593,
2020-12-22 13:30:00,-22.73374958340264,
2020-12-22 15:00:00,-16.192332562247316,
2020-12-22 15:30:30,-16.192332562247316,
2020-12-22 23:59:59,-14.793489907443814,c
2020-12-23 00:00:00,-19.71486836748852,
2020-12-23 10:00:00,-16.11771228611849,
2020-12-23 10:30:00,-21.46539678261297,
2020-12-23 12:00:00,-17.253376030554364,
2020-12-23 13:30:00,-18.082984736307935,
2020-12-23 15:00:00,-19.97072912936312,
2020-12-23 15:30:30,-19.97072912936312,
2020-12-23 23:59:59,-14.683767016230263,c
2020-12-24 00:00:00,-14.065402078618945,
2020-12-24 10:00:00,-13.350797446744878,
2020-12-24 10:30:00,-12.140545468438404,
2020-12-24 12:00:00,-11.960365402645266,
2020-12-24 13:30:00,-11.960365402645266,
2020-12-24 15:00:00,-11.960365402645266,
2020-12-24 15:30:30,-11.960365402645266,
2020-12-24 23:59:59,-9.78809911407916,c
2020-12-25 00:00:00,-9.78809911407916,
2020-12-25 10:00:00,-9.78809911407916,
2020-12-25 10:30:00,-9.78809911407916,
2020-12-25 12:00:00,-9.78809911407916,
2020-12-25 13:30:00,-9.78809911407916,
2020-12-25 15:00:00,-9.78809911407916,
2020-12-25 15:30:30,-9.78809911407916,
2020-12-25 23:59:59,-9.78809911407916,w
2020-12-28 00:00:00,-0.45108385715320765,
2020-12-28 10:00:00,-3.6973980076985526,
2020-12-28 10:30:00,-8.0000214734348,
2020-12-28 12:00:00,-19.545856437871294,
2020-12-28 13:30:00,-18.772640875256343,
2020-12-28 15:00:00,-20.031630447457587,
2020-12-28 15:30:30,-20.031630447457587,
2020-12-28 23:59:59,-18.928319653636095,c
2020-12-29 00:00:00,-22.997452941528422,
2020-12-29 10:00:00,-27.194102954474033,
2020-12-29 10:30:00,-28.61498835081943,
2020-12-29 12:00:00,-27.144626406596444,
2020-12-29 13:30:00,-31.699905017854576,
2020-12-29 15:00:00,-33.35212009863915,
2020-12-29 15:30:30,-33.35212009863915,
2020-12-29 23:59:59,-28.966613971930997,c
2020-12-30 00:00:00,-28.285733152445232,
2020-12-30 10:00:00,-29.41742459469822,
2020-12-30 10:30:00,-28.520308500831902,
2020-12-30 12:00:00,-24.21444541192477,
2020-12-30 13:30:00,-26.989436592841685,
2020-12-30 15:00:00,-28.192750558574062,
2020-12-30 15:30:30,-28.192750558574062,
2020-12-30 23:59:59,-22.563853238701654,c
2020-12-31 00:00:00,-23.691892047393253,
2020-12-31 10:00:00,-26.435259604851694,
2020-12-31 10:30:00,-26.019911400165938,
2020-12-31 12:00:00,-24.24375523548656,
2020-12-31 13:30:00,-19.896188671397226,
2020-12-31 15:00:00,-20.11850148358792,
2020-12-31 15:30:30,-20.11850148358792,
2020-12-31 23:59:59,-18.716577165727244,c
2021-01-01 00:00:00,-18.716577165727244,
2021-01-01 10:00:00,-18.716577165727244,
2021-01-01 10:30:00,-18.716577165727244,
2021-01-01 12:00:00,-18.716577165727244,
2021-01-01 13:30:00,-18.716577165727244,
2021-01-01 15:00:00,-18.716577165727244,
2021-01-01 15:30:30,-18.716577165727244,
2021-01-01 23:59:59,-18.716577165727244,w
2021-01-04 00:00:00,-14.776251701635829,
2021-01-04 10:00:00,-1.9536547494948309,
2021-01-04 10:30:00,-1.8151547554157332,
2021-01-04 12:00:00,-24.552031895247637,
2021-01-04 13:30:00,-26.237314640888485,
2021-01-04 15:00:00,-31.769690070624506,
2021-01-04 15:30:30,-31.769690070624506,
2021-01-04 23:59:59,-29.976100792611987,c
2021-01-05 00:00:00,-27.354783062535375,
2021-01-05 10:00:00,-25.5283725683621,
2021-01-05 10:30:00,-21.140455420082162,
2021-01-05 12:00:00,-12.631905052787829,
2021-01-05 13:30:00,-9.65740086510607,
2021-01-05 15:00:00,-10.875778002980837,
2021-01-05 15:30:30,-10.875778002980837,
2021-01-05 23:59:59,-5.429621008394179,c
2021-01-06 00:00:00,3.637832844195259,
2021-01-06 10:00:00,17.642864661601607,
2021-01-06 10:30:00,26.230096489293715,
2021-01-06 12:00:00,36.350567200419164,
2021-01-06 13:30:00,45.87609355187067,
2021-01-06 15:00:00,43.140668545775384,
2021-01-06 15:30:30,43.140668545775384,
2021-01-06 23:59:59,47.15716558544432,c
2021-01-07 00:00:00,43.992108351228126,
2021-01-07 10:00:00,60.40027689586907,
2021-01-07 10:30:00,64.93704448122958,
2021-01-07 12:00:00,57.58955260965388,
2021-01-07 13:30:00,51.11627055346423,
2021-01-07 15:00:00,50.501009820520494,
2021-01-07 15:30:30,50.501009820520494,
2021-01-07 23:59:59,51.06556101578633,c
2021-01-08 00:00:00,64.20133654089068,
2021-01-08 10:00:00,51.620811144678214,
2021-01-08 10:30:00,49.67784113940229,
2021-01-08 12:00:00,49.15366945062817,
2021-01-08 13:30:00,41.60550302962338,
2021-01-08 15:00:00,38.65865075679983,
2021-01-08 15:30:30,38.65865075679983,
2021-01-08 23:59:59,48.98029367088043,w
