date,AS_TWDP_2021_Q4,meta
2021-11-12 00:00:00,-132.8246894354147,
2021-11-12 01:00:00,-132.8246894354147,
2021-11-12 02:30:00,-132.8246894354147,
2021-11-12 03:00:00,-132.8246894354147,
2021-11-12 18:30:00,-132.8246894354147,
2021-11-12 20:00:00,-132.8246894354147,
2021-11-12 23:00:00,-132.8246894354147,
2021-11-12 23:59:59,-132.88024392710287,w
2021-11-15 00:00:00,-188.5438868316504,
2021-11-15 01:00:00,-188.5438868316504,
2021-11-15 02:30:00,-188.5438868316504,
2021-11-15 03:00:00,-188.5438868316504,
2021-11-15 18:30:00,-188.5438868316504,
2021-11-15 20:00:00,-188.5438868316504,
2021-11-15 23:00:00,-193.22951501274406,
2021-11-15 23:59:59,-204.69090059643958,c
2021-11-16 00:00:00,-192.14573507139107,
2021-11-16 01:00:00,-192.14573507139107,
2021-11-16 02:30:00,-192.14573507139107,
2021-11-16 03:00:00,-192.14573507139107,
2021-11-16 18:30:00,-192.14573507139107,
2021-11-16 20:00:00,-192.14573507139107,
2021-11-16 23:00:00,-280.93010468732047,
2021-11-16 23:59:59,-305.4017094959023,c
2021-11-17 00:00:00,-306.78014418453176,
2021-11-17 01:00:00,-306.78014418453176,
2021-11-17 02:30:00,-306.78014418453176,
2021-11-17 03:00:00,-306.78014418453176,
2021-11-17 18:30:00,-306.78014418453176,
2021-11-17 20:00:00,-306.78014418453176,
2021-11-17 23:00:00,-306.8638221166116,
2021-11-17 23:59:59,-312.97559870434236,c
2021-11-18 00:00:00,-321.4663211400072,
2021-11-18 01:00:00,-321.4663211400072,
2021-11-18 02:30:00,-321.4663211400072,
2021-11-18 03:00:00,-321.4663211400072,
2021-11-18 18:30:00,-321.4663211400072,
2021-11-18 20:00:00,-321.4663211400072,
2021-11-18 23:00:00,-328.96386125433224,
2021-11-18 23:59:59,-337.6968265631435,c
2021-11-19 00:00:00,-344.12084536469774,
2021-11-19 01:00:00,-344.12084536469774,
2021-11-19 02:30:00,-344.12084536469774,
2021-11-19 03:00:00,-344.12084536469774,
2021-11-19 18:30:00,-344.12084536469774,
2021-11-19 20:00:00,-344.12084536469774,
2021-11-19 23:00:00,-344.12084536469774,
2021-11-19 23:59:59,-352.3956156962852,w
2021-11-22 00:00:00,-304.5894846052166,
2021-11-22 01:00:00,-304.5894846052166,
2021-11-22 02:30:00,-304.5894846052166,
2021-11-22 03:00:00,-304.5894846052166,
2021-11-22 18:30:00,-304.5894846052166,
2021-11-22 20:00:00,-304.5894846052166,
2021-11-22 23:00:00,-216.6605376111267,
2021-11-22 23:59:59,-223.58114807309113,c
2021-11-23 00:00:00,-219.36043123031783,
2021-11-23 01:00:00,-219.36043123031783,
2021-11-23 02:30:00,-219.36043123031783,
2021-11-23 03:00:00,-219.36043123031783,
2021-11-23 18:30:00,-219.36043123031783,
2021-11-23 20:00:00,-219.36043123031783,
2021-11-23 23:00:00,-161.9590056412536,
2021-11-23 23:59:59,-161.69165034716747,c
2021-11-24 00:00:00,-151.0331333082499,
2021-11-24 01:00:00,-151.0331333082499,
2021-11-24 02:30:00,-151.0331333082499,
2021-11-24 03:00:00,-151.0331333082499,
2021-11-24 18:30:00,-151.0331333082499,
2021-11-24 20:00:00,-151.0331333082499,
2021-11-24 23:00:00,-140.454343823819,
2021-11-24 23:59:59,-143.62277461842706,c
2021-11-25 00:00:00,-135.06725007446016,
2021-11-25 01:00:00,-135.06725007446016,
2021-11-25 02:30:00,-135.06725007446016,
2021-11-25 03:00:00,-135.06725007446016,
2021-11-25 18:30:00,-135.06725007446016,
2021-11-25 20:00:00,-135.06725007446016,
2021-11-25 23:00:00,-159.4609212712807,
2021-11-25 23:59:59,-164.44335598557836,c
2021-11-26 00:00:00,-173.3300021927446,
2021-11-26 01:00:00,-173.3300021927446,
2021-11-26 02:30:00,-173.3300021927446,
2021-11-26 03:00:00,-173.3300021927446,
2021-11-26 18:30:00,-173.3300021927446,
2021-11-26 20:00:00,-173.3300021927446,
2021-11-26 23:00:00,-173.3300021927446,
2021-11-26 23:59:59,-191.3371750630863,w
2021-11-29 00:00:00,-175.64720224267057,
2021-11-29 01:00:00,-175.64720224267057,
2021-11-29 02:30:00,-175.64720224267057,
2021-11-29 03:00:00,-175.64720224267057,
2021-11-29 18:30:00,-175.64720224267057,
2021-11-29 20:00:00,-175.64720224267057,
2021-11-29 23:00:00,-146.4768652225706,
2021-11-29 23:59:59,-157.1107826527318,c
2021-11-30 00:00:00,-164.69524192938724,
2021-11-30 01:00:00,-164.69524192938724,
2021-11-30 02:30:00,-164.69524192938724,
2021-11-30 03:00:00,-164.69524192938724,
2021-11-30 18:30:00,-164.69524192938724,
2021-11-30 20:00:00,-164.69524192938724,
2021-11-30 23:00:00,-115.83666328267346,
2021-11-30 23:59:59,-123.51934929714962,c
2021-12-01 00:00:00,-121.7914382997774,
2021-12-01 01:00:00,-121.7914382997774,
2021-12-01 02:30:00,-121.7914382997774,
2021-12-01 03:00:00,-121.7914382997774,
2021-12-01 18:30:00,-121.7914382997774,
2021-12-01 20:00:00,-121.7914382997774,
2021-12-01 23:00:00,-35.034617126426426,
2021-12-01 23:59:59,-14.668527608543442,c
2021-12-02 00:00:00,-13.931795842094616,
2021-12-02 01:00:00,-13.931795842094616,
2021-12-02 02:30:00,-13.931795842094616,
2021-12-02 03:00:00,-13.931795842094616,
2021-12-02 18:30:00,-13.931795842094616,
2021-12-02 20:00:00,-13.931795842094616,
2021-12-02 23:00:00,-3.3761782744118136,
2021-12-02 23:59:59,1.616645878466187,c
2021-12-03 00:00:00,2.0381852454596725,
2021-12-03 01:00:00,2.0381852454596725,
2021-12-03 02:30:00,2.0381852454596725,
2021-12-03 03:00:00,2.0381852454596725,
2021-12-03 18:30:00,2.0381852454596725,
2021-12-03 20:00:00,2.0381852454596725,
2021-12-03 23:00:00,2.0381852454596725,
2021-12-03 23:59:59,0.0,a
2021-12-06 00:00:00,36.214539437530874,
2021-12-06 01:00:00,36.214539437530874,
2021-12-06 02:30:00,36.214539437530874,
2021-12-06 03:00:00,36.214539437530874,
2021-12-06 18:30:00,36.214539437530874,
2021-12-06 20:00:00,36.214539437530874,
2021-12-06 23:00:00,68.30046376308667,
2021-12-06 23:59:59,67.78099596407402,c
2021-12-07 00:00:00,76.62831731127426,
2021-12-07 01:00:00,76.62831731127426,
2021-12-07 02:30:00,76.62831731127426,
2021-12-07 03:00:00,76.62831731127426,
2021-12-07 18:30:00,76.62831731127426,
2021-12-07 20:00:00,76.62831731127426,
2021-12-07 23:00:00,65.65489285720628,
2021-12-07 23:59:59,70.3193042487354,c
2021-12-08 00:00:00,91.05578781184525,
2021-12-08 01:00:00,91.05578781184525,
2021-12-08 02:30:00,91.05578781184525,
2021-12-08 03:00:00,91.05578781184525,
2021-12-08 18:30:00,91.05578781184525,
2021-12-08 20:00:00,91.05578781184525,
2021-12-08 23:00:00,58.158129568820954,
2021-12-08 23:59:59,66.11092373162957,c
2021-12-09 00:00:00,60.62242234361328,
2021-12-09 01:00:00,60.62242234361328,
2021-12-09 02:30:00,60.62242234361328,
2021-12-09 03:00:00,60.62242234361328,
2021-12-09 18:30:00,60.62242234361328,
2021-12-09 20:00:00,60.62242234361328,
2021-12-09 23:00:00,119.04223574507911,
2021-12-09 23:59:59,118.59019518972072,c
2021-12-10 00:00:00,114.09533302113265,
2021-12-10 01:00:00,114.09533302113265,
2021-12-10 02:30:00,114.09533302113265,
2021-12-10 03:00:00,114.09533302113265,
2021-12-10 18:30:00,114.09533302113265,
2021-12-10 20:00:00,114.09533302113265,
2021-12-10 23:00:00,114.09533302113265,
2021-12-10 23:59:59,110.97634050942916,w
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
0,110.97634050942916,
