date,OMFL_2022_Z,meta
2022-11-21 00:00:00,-12.67191263228714,
2022-11-21 10:00:00,-5.2028015315627805,
2022-11-21 10:30:00,-8.827977429330161,
2022-11-21 12:00:00,-10.023737431762743,
2022-11-21 13:30:00,-7.101187630772664,
2022-11-21 15:00:00,-9.431514384969343,
2022-11-21 15:30:30,-9.431514384969343,
2022-11-21 23:59:59,-3.0156726905848608,c
2022-11-22 00:00:00,9.194327155875065,
2022-11-22 10:00:00,23.094868688944686,
2022-11-22 10:30:00,40.54270067135913,
2022-11-22 12:00:00,18.035176276161202,
2022-11-22 13:30:00,13.17941009740953,
2022-11-22 15:00:00,11.62049628632517,
2022-11-22 15:30:30,11.62049628632517,
2022-11-22 23:59:59,23.52520793158049,c
2022-11-23 00:00:00,25.475459962811918,
2022-11-23 10:00:00,25.147200101950446,
2022-11-23 10:30:00,29.199818181590715,
2022-11-23 12:00:00,28.97991141178288,
2022-11-23 13:30:00,32.9524462756717,
2022-11-23 15:00:00,28.442964373984914,
2022-11-23 15:30:30,28.442964373984914,
2022-11-23 23:59:59,26.767027570126103,c
2022-11-24 00:00:00,26.767027570126103,
2022-11-24 10:00:00,26.767027570126103,
2022-11-24 10:30:00,26.767027570126103,
2022-11-24 12:00:00,26.767027570126103,
2022-11-24 13:30:00,26.767027570126103,
2022-11-24 15:00:00,26.767027570126103,
2022-11-24 15:30:30,26.767027570126103,
2022-11-24 23:59:59,26.767027570126103,c
2022-11-25 00:00:00,18.27562457183116,
2022-11-25 10:00:00,34.00884171822735,
2022-11-25 10:30:00,35.0129947568462,
2022-11-25 12:00:00,44.545146228626905,
2022-11-25 13:30:00,44.545146228626905,
2022-11-25 15:00:00,44.545146228626905,
2022-11-25 15:30:30,44.545146228626905,
2022-11-25 23:59:59,44.1598828626622,w
2022-11-28 00:00:00,32.00831755690091,
2022-11-28 10:00:00,25.001309217417578,
2022-11-28 10:30:00,33.20841347511814,
2022-11-28 12:00:00,21.6164320594662,
2022-11-28 13:30:00,19.384668079702138,
2022-11-28 15:00:00,20.141997105258504,
2022-11-28 15:30:30,20.141997105258504,
2022-11-28 23:59:59,16.528619205219172,c
2022-11-29 00:00:00,27.447452580347033,
2022-11-29 10:00:00,57.141535673893074,
2022-11-29 10:30:00,57.54383662517729,
2022-11-29 12:00:00,66.61677893870701,
2022-11-29 13:30:00,61.146485457231336,
2022-11-29 15:00:00,56.956545989241704,
2022-11-29 15:30:30,56.956545989241704,
2022-11-29 23:59:59,56.61360566970862,c
2022-11-30 00:00:00,55.26839777316543,
2022-11-30 10:00:00,15.656525838314984,
2022-11-30 10:30:00,26.80645370636266,
2022-11-30 12:00:00,34.38715466073898,
2022-11-30 13:30:00,30.661049911802834,
2022-11-30 15:00:00,38.2072931668969,
2022-11-30 15:30:30,38.2072931668969,s
2022-11-30 23:59:59,41.86960733543508,c
2022-12-01 00:00:00,42.40705668370818,
2022-12-01 10:00:00,61.41732073778512,
2022-12-01 10:30:00,54.920986233727206,
2022-12-01 12:00:00,68.73437525593826,
2022-12-01 13:30:00,52.04804020219875,
2022-12-01 15:00:00,43.50043153001643,
2022-12-01 15:30:30,43.50043153001643,
2022-12-01 23:59:59,47.27735506910594,c
2022-12-02 00:00:00,46.238219201527656,
2022-12-02 10:00:00,60.13638853596001,
2022-12-02 10:30:00,56.98265959922442,
2022-12-02 12:00:00,58.39003430058216,
2022-12-02 13:30:00,56.579520905807826,
2022-12-02 15:00:00,64.57923382144355,
2022-12-02 15:30:30,64.57923382144355,
2022-12-02 23:59:59,53.33709107726587,w
2022-12-05 00:00:00,42.754667337444204,
2022-12-05 10:00:00,11.376541129383199,
2022-12-05 10:30:00,2.436743353183882,
2022-12-05 12:00:00,2.1761077754428193,
2022-12-05 13:30:00,2.39527915270072,
2022-12-05 15:00:00,5.1079085206815265,
2022-12-05 15:30:30,5.1079085206815265,
2022-12-05 23:59:59,0.0,a
2022-12-06 00:00:00,5.221146073067672,
2022-12-06 10:00:00,10.325022208088484,
2022-12-06 10:30:00,4.282491408298508,
2022-12-06 12:00:00,4.753700594494035,
2022-12-06 13:30:00,5.053355967138025,
2022-12-06 15:00:00,15.611861946643408,
2022-12-06 15:30:30,15.611861946643408,
2022-12-06 23:59:59,32.1824680611495,e
2022-12-07 00:00:00,25.234303414306545,
2022-12-07 10:00:00,12.67745208835705,
2022-12-07 10:30:00,6.473698793284342,
2022-12-07 12:00:00,30.174400985391152,
2022-12-07 13:30:00,20.334496749624755,
2022-12-07 15:00:00,17.466895787876105,
2022-12-07 15:30:30,17.466895787876105,
2022-12-07 23:59:59,8.72864539771561,c
2022-12-08 00:00:00,22.20979218868969,
2022-12-08 10:00:00,24.104069630973562,
2022-12-08 10:30:00,30.319376667874806,
2022-12-08 12:00:00,12.849644523737055,
2022-12-08 13:30:00,4.254850543915488,
2022-12-08 15:00:00,5.236378036290667,
2022-12-08 15:30:30,5.236378036290667,
2022-12-08 23:59:59,-0.637374385365213,c
2022-12-09 00:00:00,-9.485500381506057,
2022-12-09 10:00:00,6.9786342104615215,
2022-12-09 10:30:00,2.257478825722689,
2022-12-09 12:00:00,3.2048196627070418,
2022-12-09 13:30:00,1.4283794879365033,
2022-12-09 15:00:00,1.9661672129760213,
2022-12-09 15:30:30,1.9661672129760213,
2022-12-09 23:59:59,3.892237290418553,w
2022-12-12 00:00:00,-3.426673652578419,
2022-12-12 10:00:00,-21.340052212370978,
2022-12-12 10:30:00,-16.81723098031084,
2022-12-12 12:00:00,2.6236024434541108,
2022-12-12 13:30:00,-9.24319475829677,
2022-12-12 15:00:00,1.2177495457324703,
2022-12-12 15:30:30,1.2177495457324703,
2022-12-12 23:59:59,-2.1127404972945136,c
2022-12-13 00:00:00,29.831413033122494,
2022-12-13 10:00:00,11.231899663211742,
2022-12-13 10:30:00,-9.080449634670988,
2022-12-13 12:00:00,-8.9078317836248,
2022-12-13 13:30:00,1.2541610883587175,
2022-12-13 15:00:00,-5.4328124047458815,
2022-12-13 15:30:30,-5.4328124047458815,
2022-12-13 23:59:59,-0.6925058512433431,c
2022-12-14 00:00:00,-4.330545908167039,
2022-12-14 10:00:00,-31.018673923953344,
2022-12-14 10:30:00,-23.83652605090392,
2022-12-14 12:00:00,-13.664394897002271,
2022-12-14 13:30:00,-15.697540736634329,
2022-12-14 15:00:00,-15.541559074725354,
2022-12-14 15:30:30,-15.541559074725354,
2022-12-14 23:59:59,-14.566085696153277,c
2022-12-15 00:00:00,-30.68159967101565,
2022-12-15 10:00:00,-28.62499142327908,
2022-12-15 10:30:00,-13.024393167284375,
2022-12-15 12:00:00,-8.069747087396689,
2022-12-15 13:30:00,-5.341573149081022,
2022-12-15 15:00:00,-1.3258835297830522,
2022-12-15 15:30:30,-1.3258835297830522,
2022-12-15 23:59:59,-12.23039661000344,c
2022-12-16 00:00:00,-28.21809648666214,
2022-12-16 10:00:00,-9.374690213801848,
2022-12-16 10:30:00,-13.428843557343816,
2022-12-16 12:00:00,-13.760575562548297,
2022-12-16 13:30:00,-16.301345547824916,
2022-12-16 15:00:00,-19.969158676616033,
2022-12-16 15:30:30,-19.969158676616033,q
2022-12-16 23:59:59,-7.09717725814599,w
2022-12-19 00:00:00,-1.770543721812441,
2022-12-19 10:00:00,-5.269282132356544,
2022-12-19 10:30:00,-9.22044161226684,
2022-12-19 12:00:00,-23.93758081632624,
2022-12-19 13:30:00,-30.141179843789892,
2022-12-19 15:00:00,-26.73542784008214,
2022-12-19 15:30:30,-26.73542784008214,
2022-12-19 23:59:59,-30.29934590054424,c
2022-12-20 00:00:00,-30.217924221645205,
2022-12-20 10:00:00,-25.377351886346435,
2022-12-20 10:30:00,-20.80574645829821,
2022-12-20 12:00:00,-29.13683505972635,
2022-12-20 13:30:00,-30.736965339907186,
2022-12-20 15:00:00,-30.186614768927846,
2022-12-20 15:30:30,-30.186614768927846,
2022-12-20 23:59:59,-30.906098386438174,c
