date,SOXX_2022_Q2,meta
2022-05-20 00:00:00,80.90026253815665,
2022-05-20 10:00:00,73.47152193150549,
2022-05-20 10:30:00,69.42162306097225,
2022-05-20 12:00:00,104.16777150392153,
2022-05-20 13:30:00,131.69234653793617,
2022-05-20 15:00:00,120.67427945212222,
2022-05-20 15:30:30,120.67427945212222,
2022-05-20 23:59:59,95.21603130019611,w
2022-05-23 00:00:00,127.1015511274179,
2022-05-23 10:00:00,126.47641783002004,
2022-05-23 10:30:00,140.34906768486383,
2022-05-23 12:00:00,123.84496410598453,
2022-05-23 13:30:00,124.46552227054764,
2022-05-23 15:00:00,122.64410221404052,
2022-05-23 15:30:30,122.64410221404052,
2022-05-23 23:59:59,116.15059960310856,c
2022-05-24 00:00:00,125.75011879699375,
2022-05-24 10:00:00,129.70950951368687,
2022-05-24 10:30:00,113.31753627542429,
2022-05-24 12:00:00,115.53518949694842,
2022-05-24 13:30:00,119.74612259077941,
2022-05-24 15:00:00,122.21433464925587,
2022-05-24 15:30:30,122.21433464925587,
2022-05-24 23:59:59,117.59860911029438,c
2022-05-25 00:00:00,130.95678694578896,
2022-05-25 10:00:00,132.78084543443708,
2022-05-25 10:30:00,142.5613043595675,
2022-05-25 12:00:00,144.26300757081074,
2022-05-25 13:30:00,140.73414895351857,
2022-05-25 15:00:00,127.23247530641967,
2022-05-25 15:30:30,127.23247530641967,
2022-05-25 23:59:59,133.14640722684646,c
2022-05-26 00:00:00,99.6262825975981,
2022-05-26 10:00:00,103.86841453922727,
2022-05-26 10:30:00,97.82614230036796,
2022-05-26 12:00:00,88.7209126478848,
2022-05-26 13:30:00,107.59412642034164,
2022-05-26 15:00:00,118.47032480895706,
2022-05-26 15:30:30,118.47032480895706,
2022-05-26 23:59:59,116.37223115735992,c
2022-05-27 00:00:00,109.77769238591975,
2022-05-27 10:00:00,103.3571883208931,
2022-05-27 10:30:00,97.26135264982491,
2022-05-27 12:00:00,96.8151269315382,
2022-05-27 13:30:00,102.42041018950044,
2022-05-27 15:00:00,95.05875011980766,
2022-05-27 15:30:30,95.05875011980766,
2022-05-27 23:59:59,93.65679039896679,w
2022-05-30 00:00:00,93.65679039896679,
2022-05-30 10:00:00,93.65679039896679,
2022-05-30 10:30:00,93.65679039896679,
2022-05-30 12:00:00,93.65679039896679,
2022-05-30 13:30:00,93.65679039896679,
2022-05-30 15:00:00,93.65679039896679,
2022-05-30 15:30:30,93.65679039896679,
2022-05-30 23:59:59,93.65679039896679,c
2022-05-31 00:00:00,97.9259868110891,
2022-05-31 10:00:00,91.41246078619042,
2022-05-31 10:30:00,88.15342310143438,
2022-05-31 12:00:00,77.7558523799139,
2022-05-31 13:30:00,81.95824443945764,
2022-05-31 15:00:00,80.14939051794249,
2022-05-31 15:30:30,80.14939051794249,s
2022-05-31 23:59:59,61.599640560157184,c
2022-06-01 00:00:00,73.51771232153624,
2022-06-01 10:00:00,86.03993018966304,
2022-06-01 10:30:00,100.99713057418211,
2022-06-01 12:00:00,99.25221913511916,
2022-06-01 13:30:00,93.54744179579393,
2022-06-01 15:00:00,79.58170480352169,
2022-06-01 15:30:30,79.58170480352169,
2022-06-01 23:59:59,88.90517275334855,c
2022-06-02 00:00:00,92.66633776676707,
2022-06-02 10:00:00,66.96868360602366,
2022-06-02 10:30:00,75.99109123450057,
2022-06-02 12:00:00,64.26910465112013,
2022-06-02 13:30:00,35.8712425434112,
2022-06-02 15:00:00,39.515957040191154,
2022-06-02 15:30:30,39.515957040191154,
2022-06-02 23:59:59,36.319108512380126,c
2022-06-03 00:00:00,58.86703056352104,
2022-06-03 10:00:00,24.64567970820565,
2022-06-03 10:30:00,19.107617367067803,
