date,WCLD_2022_Q1,meta
2022-02-04 23:59:59,19.53101903835318,w
2022-02-07 00:00:00,19.668285178005135,
2022-02-07 10:00:00,16.956372944768418,
2022-02-07 10:30:00,18.83074005684648,
2022-02-07 12:00:00,13.061491102578657,
2022-02-07 13:30:00,15.757627583637259,
2022-02-07 15:00:00,22.544529325652547,
2022-02-07 15:30:30,22.544529325652547,
2022-02-07 23:59:59,37.9503112167572,c
2022-02-08 00:00:00,39.4663536905432,
2022-02-08 10:00:00,56.029489336383676,
2022-02-08 10:30:00,55.7129705784007,
2022-02-08 12:00:00,68.88409040485226,
2022-02-08 13:30:00,64.59263571021802,
2022-02-08 15:00:00,60.262694547329374,
2022-02-08 15:30:30,60.262694547329374,
2022-02-08 23:59:59,42.61021280056457,c
2022-02-09 00:00:00,41.163057924161194,
2022-02-09 10:00:00,33.856398766947905,
2022-02-09 10:30:00,19.604949152181234,
2022-02-09 12:00:00,10.323623997999675,
2022-02-09 13:30:00,-2.1724013934785944,
2022-02-09 15:00:00,8.224870459918066,
2022-02-09 15:30:30,8.224870459918066,
2022-02-09 23:59:59,-5.317113682938498,c
2022-02-10 00:00:00,8.249013426393958,
2022-02-10 10:00:00,-6.099810872373382,
2022-02-10 10:30:00,-7.289699091993498,
2022-02-10 12:00:00,-0.7580961589660546,
2022-02-10 13:30:00,-19.755402560797393,
2022-02-10 15:00:00,-21.56989637673746,
2022-02-10 15:30:30,-21.56989637673746,
2022-02-10 23:59:59,0.0,c
2022-02-11 00:00:00,0.0,
2022-02-11 10:00:00,0.0,
2022-02-11 10:30:00,0.0,
2022-02-11 12:00:00,0.0,
2022-02-11 13:30:00,0.0,
2022-02-11 15:00:00,0.0,
2022-02-11 15:30:30,0.0,
2022-02-11 23:59:59,0.0,a
2022-02-14 00:00:00,-23.005121961151417,
2022-02-14 10:00:00,-25.51474279610011,
2022-02-14 10:30:00,-10.352322843181355,
2022-02-14 12:00:00,-15.23044256883145,
2022-02-14 13:30:00,-8.618499354598043,
2022-02-14 15:00:00,-16.943128311408145,
2022-02-14 15:30:30,-16.943128311408145,
2022-02-14 23:59:59,9.74537021232618,c
2022-02-15 00:00:00,-7.379662328941322,
2022-02-15 10:00:00,-20.433773134661124,
2022-02-15 10:30:00,-45.16838807097929,
2022-02-15 12:00:00,-60.9340830013075,
2022-02-15 13:30:00,-39.29187777846823,
2022-02-15 15:00:00,-37.30838040563708,
2022-02-15 15:30:30,-37.30838040563708,
2022-02-15 23:59:59,-30.294053936152523,c
2022-02-16 00:00:00,-24.15770832341491,
2022-02-16 10:00:00,-36.64457495284796,
2022-02-16 10:30:00,-24.419156038914934,
2022-02-16 12:00:00,-22.33601558075884,
2022-02-16 13:30:00,-11.866736628918943,
2022-02-16 15:00:00,-11.543917682875872,
2022-02-16 15:30:30,-11.543917682875872,
2022-02-16 23:59:59,11.611646774337487,c
2022-02-17 00:00:00,-16.253207251858612,
2022-02-17 10:00:00,2.363931961398748,
2022-02-17 10:30:00,-8.194840756051235,
2022-02-17 12:00:00,-16.534144721882285,
2022-02-17 13:30:00,-7.358817840801748,
2022-02-17 15:00:00,-10.776345321320377,
2022-02-17 15:30:30,-10.776345321320377,
2022-02-17 23:59:59,3.0336646467380888,c
2022-02-18 00:00:00,-2.2102205043383947,
2022-02-18 10:00:00,-16.432833863334963,
2022-02-18 10:30:00,-7.219077615277683,
2022-02-18 12:00:00,12.621475705116836,
2022-02-18 13:30:00,12.261037831506428,
2022-02-18 15:00:00,-8.544125373589395,
2022-02-18 15:30:30,-8.544125373589395,
2022-02-18 23:59:59,15.03207568220887,e
2022-02-21 00:00:00,15.03207568220887,
2022-02-21 10:00:00,15.03207568220887,
2022-02-21 10:30:00,15.03207568220887,
2022-02-21 12:00:00,15.03207568220887,
2022-02-21 13:30:00,15.03207568220887,
2022-02-21 15:00:00,15.03207568220887,
2022-02-21 15:30:30,15.03207568220887,
2022-02-21 23:59:59,15.03207568220887,c
2022-02-22 00:00:00,23.851190020424838,
2022-02-22 10:00:00,-4.554606855165957,
2022-02-22 10:30:00,-11.143437697252011,
2022-02-22 12:00:00,-7.887566992350685,
2022-02-22 13:30:00,-2.1936109832811326,
2022-02-22 15:00:00,-12.144480502891838,
2022-02-22 15:30:30,-12.144480502891838,
2022-02-22 23:59:59,-23.615112310365475,c
2022-02-23 00:00:00,-2.0405517405999944,
2022-02-23 10:00:00,-17.022195014693807,
2022-02-23 10:30:00,-7.662478679956848,
2022-02-23 12:00:00,3.9641178003682853,
2022-02-23 13:30:00,28.715411584408457,
2022-02-23 15:00:00,49.301155015617724,
2022-02-23 15:30:30,49.301155015617724,
2022-02-23 23:59:59,52.04811441110064,c
2022-02-24 00:00:00,71.33809493820195,
2022-02-24 10:00:00,92.10197356464437,
2022-02-24 10:30:00,73.85664473269321,
2022-02-24 12:00:00,81.42005065898093,
2022-02-24 13:30:00,79.41639165142078,
2022-02-24 15:00:00,74.40303678509667,
2022-02-24 15:30:30,74.40303678509667,
2022-02-24 23:59:59,68.37180077030666,c
2022-02-25 00:00:00,68.75503637724591,
2022-02-25 10:00:00,58.24924140340295,
2022-02-25 10:30:00,70.03087980158443,
2022-02-25 12:00:00,60.26904295911936,
2022-02-25 13:30:00,47.648248652695656,
2022-02-25 15:00:00,33.6834147463851,
2022-02-25 15:30:30,33.6834147463851,
2022-02-25 23:59:59,37.58828517628126,w
2022-02-28 00:00:00,50.56718360081891,
2022-02-28 10:00:00,72.77883387657585,
2022-02-28 10:30:00,86.84279357256196,
2022-02-28 12:00:00,70.42456644753429,
2022-02-28 13:30:00,67.32462627209384,
2022-02-28 15:00:00,61.400548737208055,
2022-02-28 15:30:30,61.400548737208055,m
2022-02-28 23:59:59,82.08953952126558,c
2022-03-01 00:00:00,97.27478769365416,
2022-03-01 10:00:00,74.09929423303765,
2022-03-01 10:30:00,62.573670823357816,
2022-03-01 12:00:00,33.38433833502381,
2022-03-01 13:30:00,30.424628606061106,
2022-03-01 15:00:00,17.45444077800971,
2022-03-01 15:30:30,17.45444077800971,
2022-03-01 23:59:59,-35.34759057827705,c
2022-03-02 00:00:00,-6.265775888703956,
2022-03-02 10:00:00,-58.04946274358872,
2022-03-02 10:30:00,-48.888074958125344,
2022-03-02 12:00:00,-49.12381190202882,
2022-03-02 13:30:00,-59.22535900547905,
2022-03-02 15:00:00,-43.92625349431955,
2022-03-02 15:30:30,-43.92625349431955,
2022-03-02 23:59:59,-48.93238732124087,c
2022-03-03 00:00:00,-63.01269197894021,
2022-03-03 10:00:00,-29.30739869536501,
2022-03-03 10:30:00,-22.469913136791774,
2022-03-03 12:00:00,-41.31121394309616,
2022-03-03 13:30:00,-62.6235807154419,
2022-03-03 15:00:00,-44.95047919975377,
2022-03-03 15:30:30,-44.95047919975377,
2022-03-03 23:59:59,-48.68168150276006,c
2022-03-04 00:00:00,-25.751870512645155,
2022-03-04 10:00:00,-48.43909780626245,
2022-03-04 10:30:00,-40.145199121405085,
2022-03-04 12:00:00,-33.7620355089025,
2022-03-04 13:30:00,-58.08462187293685,
2022-03-04 15:00:00,-67.80195228458865,
2022-03-04 15:30:30,-67.80195228458865,
2022-03-04 23:59:59,-64.7472312004511,w
