date,ACES_2022_Q2,meta
2022-06-02 00:00:00,157.75445240306396,
2022-06-02 10:00:00,177.08655409161747,
2022-06-02 10:30:00,156.49915192372913,
2022-06-02 12:00:00,132.42374492239026,
2022-06-02 13:30:00,143.56264916605062,
2022-06-02 15:00:00,139.04337137373108,
2022-06-02 15:30:30,139.04337137373108,
2022-06-02 23:59:59,92.47787166104386,c
2022-06-03 00:00:00,33.188036208895696,
2022-06-03 10:00:00,-61.66482114439599,
2022-06-03 10:30:00,-43.543424518251726,
2022-06-03 12:00:00,-63.5034295659706,
2022-06-03 13:30:00,-109.77319143659692,
2022-06-03 15:00:00,-78.01754070545088,
2022-06-03 15:30:30,-78.01754070545088,s
2022-06-03 23:59:59,-85.32518087293268,w
2022-06-06 00:00:00,-220.20908244778815,
2022-06-06 10:00:00,-213.24792736211742,
2022-06-06 10:30:00,-149.37312905578597,
2022-06-06 12:00:00,-211.75294789438723,
2022-06-06 13:30:00,-208.3478882865139,
2022-06-06 15:00:00,-238.60927440417584,
2022-06-06 15:30:30,-238.60927440417584,
2022-06-06 23:59:59,-225.68358193401124,c
2022-06-07 00:00:00,-231.25027291601623,
2022-06-07 10:00:00,-256.3896088424376,
2022-06-07 10:30:00,-252.5183391438219,
2022-06-07 12:00:00,-272.02853496725123,
2022-06-07 13:30:00,-252.19159545017084,
2022-06-07 15:00:00,-217.71174063488337,
2022-06-07 15:30:30,-217.71174063488337,u
2022-06-07 23:59:59,-176.71410327275427,c
2022-06-08 00:00:00,-135.72988921368193,
2022-06-08 10:00:00,-73.07059713506658,
2022-06-08 10:30:00,-83.88975683273333,
2022-06-08 12:00:00,-25.80718353692302,
2022-06-08 13:30:00,-70.52512019840265,
2022-06-08 15:00:00,-87.0816067820942,
2022-06-08 15:30:30,-87.0816067820942,
2022-06-08 23:59:59,-102.18355459506256,c
2022-06-09 00:00:00,-92.3402629312892,
2022-06-09 10:00:00,-132.02516468459208,
2022-06-09 10:30:00,-114.86681336634169,
2022-06-09 12:00:00,-188.9327005930383,
2022-06-09 13:30:00,-209.40036033571428,
2022-06-09 15:00:00,-200.31200382998514,
2022-06-09 15:30:30,-200.31200382998514,
2022-06-09 23:59:59,-175.43064599196214,c
2022-06-10 00:00:00,-176.3680242787902,
2022-06-10 10:00:00,-175.22253065018432,
2022-06-10 10:30:00,-182.79506486931052,
2022-06-10 12:00:00,-196.95951428906528,
2022-06-10 13:30:00,-196.85366573682802,
2022-06-10 15:00:00,-170.13153044894898,
2022-06-10 15:30:30,-170.13153044894898,
2022-06-10 23:59:59,-183.30881837762968,w
2022-06-13 00:00:00,-152.42854847139688,
2022-06-13 10:00:00,-207.35273989484847,
2022-06-13 10:30:00,-162.3727038260753,
2022-06-13 12:00:00,-126.64304209287141,
2022-06-13 13:30:00,-195.8652839078385,
2022-06-13 15:00:00,-222.9461898863517,
2022-06-13 15:30:30,-222.9461898863517,
2022-06-13 23:59:59,-198.8851630273495,c
2022-06-14 00:00:00,-194.0728188453402,
2022-06-14 10:00:00,-161.9426939837836,
2022-06-14 10:30:00,-101.30829681339088,
2022-06-14 12:00:00,15.184567967478543,
2022-06-14 13:30:00,40.86268166626043,
2022-06-14 15:00:00,24.30802108113234,
2022-06-14 15:30:30,24.30802108113234,
2022-06-14 23:59:59,-38.29485694505091,c
2022-06-15 00:00:00,-73.44271935674844,
2022-06-15 10:00:00,11.035323997259425,
2022-06-15 10:30:00,36.22691196132281,
2022-06-15 12:00:00,38.561575990290365,
2022-06-15 13:30:00,58.68798620188805,
2022-06-15 15:00:00,53.01931261716929,
2022-06-15 15:30:30,53.01931261716929,
2022-06-15 23:59:59,47.57794084095754,c
2022-06-16 00:00:00,-1.899314255248683,
2022-06-16 10:00:00,5.6754454848331335,
2022-06-16 10:30:00,-12.461027500309825,
2022-06-16 12:00:00,-4.658037286193974,
2022-06-16 13:30:00,-10.94522995159791,
2022-06-16 15:00:00,-27.90530569083913,
2022-06-16 15:30:30,-27.90530569083913,
2022-06-16 23:59:59,0.0,a
2022-06-17 00:00:00,5.741988864242927,
2022-06-17 10:00:00,-25.441534349678633,
2022-06-17 10:30:00,-44.493417111076525,
2022-06-17 12:00:00,-113.08374630753661,
2022-06-17 13:30:00,-109.63750442862617,
2022-06-17 15:00:00,-87.30529255288803,
2022-06-17 15:30:30,-87.30529255288803,
2022-06-17 23:59:59,-94.19047897995638,e
