date,EU_BATT_2022_Q4,meta
2022-10-27 00:00:00,446.9827490627771,
2022-10-27 03:30:00,434.80712106863973,
2022-10-27 04:00:00,493.998733337806,
2022-10-27 06:00:00,498.57496378569823,
2022-10-27 08:00:00,494.46518948125646,
2022-10-27 10:30:00,419.91383759685567,
2022-10-27 11:00:00,430.74103771999216,
2022-10-27 23:59:59,406.3486480483534,c
2022-10-28 00:00:00,409.14530156155666,
2022-10-28 03:30:00,375.23027475814905,
2022-10-28 04:00:00,347.8838454048822,
2022-10-28 06:00:00,343.4228904205427,
2022-10-28 08:00:00,322.3421106924367,
2022-10-28 10:30:00,344.3581080769671,
2022-10-28 11:00:00,355.49827869275356,
2022-10-28 23:59:59,346.7423899268817,w
2022-10-31 00:00:00,342.2100818562325,
2022-10-31 03:30:00,342.2100818562325,
2022-10-31 04:00:00,342.2100818562325,
2022-10-31 06:00:00,354.75695686585266,
2022-10-31 08:00:00,423.94541327666525,
2022-10-31 10:30:00,449.39697487475223,
2022-10-31 11:00:00,429.68301511568114,
2022-10-31 23:59:59,402.07886882095505,c
2022-11-01 00:00:00,387.8072962898283,
2022-11-01 03:30:00,387.8072962898283,
2022-11-01 04:00:00,387.8072962898283,
2022-11-01 06:00:00,345.679218206437,
2022-11-01 08:00:00,335.6248599906348,
2022-11-01 10:30:00,324.68385887329043,
2022-11-01 11:00:00,316.38253057041896,
2022-11-01 23:59:59,291.1066497095752,c
2022-11-02 00:00:00,263.7861534121174,
2022-11-02 03:30:00,263.7861534121174,
2022-11-02 04:00:00,263.7861534121174,
2022-11-02 06:00:00,382.1857386902622,
2022-11-02 08:00:00,381.16563444209874,
2022-11-02 10:30:00,380.43884370146543,
2022-11-02 11:00:00,378.83735107160226,
2022-11-02 23:59:59,353.55470233881516,c
2022-11-03 00:00:00,218.92338178833313,
2022-11-03 03:30:00,218.92338178833313,
2022-11-03 04:00:00,218.92338178833313,
2022-11-03 06:00:00,45.16796082674193,
2022-11-03 08:00:00,85.9092981518636,
2022-11-03 10:30:00,2.7881575534257763,
2022-11-03 11:00:00,-13.628224355676934,
2022-11-03 23:59:59,-7.8479651417551395,c
2022-11-04 00:00:00,-48.04645965941518,
2022-11-04 03:30:00,-48.04645965941518,
2022-11-04 04:00:00,-48.04645965941518,
2022-11-04 06:00:00,-118.9207647230271,
2022-11-04 08:00:00,-142.04589377094976,
2022-11-04 10:30:00,-120.46218096007613,
2022-11-04 11:00:00,-77.84144584873104,
