date,IBUY_2021_Q4,meta
2021-10-25 00:00:00,313.02187528192644,
2021-10-25 10:00:00,263.7871241569919,
2021-10-25 10:30:00,288.85191955374194,
2021-10-25 12:00:00,320.2281473657788,
2021-10-25 13:30:00,302.23844504715225,
2021-10-25 15:00:00,300.5913007329375,
2021-10-25 15:30:30,300.5913007329375,
2021-10-25 23:59:59,297.4563711637936,c
2021-10-26 00:00:00,316.8738950303041,
2021-10-26 10:00:00,252.54724316911802,
2021-10-26 10:30:00,252.56028296202044,
2021-10-26 12:00:00,220.32138000243708,
2021-10-26 13:30:00,195.99697293058603,
2021-10-26 15:00:00,197.81188447329737,
2021-10-26 15:30:30,197.81188447329737,
2021-10-26 23:59:59,235.28211657593465,c
2021-10-27 00:00:00,254.57786901977602,
2021-10-27 10:00:00,232.14449149104803,
2021-10-27 10:30:00,228.96589084196376,
2021-10-27 12:00:00,223.20113026558988,
2021-10-27 13:30:00,224.876711618007,
2021-10-27 15:00:00,153.7750507872904,
2021-10-27 15:30:30,153.7750507872904,
2021-10-27 23:59:59,136.33129132305248,c
2021-10-28 00:00:00,186.90767512107868,
2021-10-28 10:00:00,143.43162848320094,
2021-10-28 10:30:00,117.81336245533907,
2021-10-28 12:00:00,89.59667384567354,
2021-10-28 13:30:00,69.58653888834556,
2021-10-28 15:00:00,33.819542894894084,
2021-10-28 15:30:30,33.819542894894084,
2021-10-28 23:59:59,13.554546015086089,c
2021-10-29 00:00:00,29.14735254595439,
2021-10-29 10:00:00,17.748732014962002,
2021-10-29 10:30:00,-4.832080782032108,
2021-10-29 12:00:00,-35.89510121823071,
2021-10-29 13:30:00,-45.71651978666603,
2021-10-29 15:00:00,-72.73561003709699,
2021-10-29 15:30:30,-72.73561003709699,
2021-10-29 23:59:59,-75.10514992430535,w
2021-11-01 00:00:00,-54.2480320224322,
2021-11-01 10:00:00,-61.86002708439082,
2021-11-01 10:30:00,-18.204846211455333,
2021-11-01 12:00:00,-12.537930065006776,
2021-11-01 13:30:00,-31.65591011015522,
2021-11-01 15:00:00,-19.17029977673792,
2021-11-01 15:30:30,-19.17029977673792,
2021-11-01 23:59:59,-14.367121160306283,c
2021-11-02 00:00:00,-110.59641897761128,
2021-11-02 10:00:00,-200.2943142740686,
2021-11-02 10:30:00,-236.00629852695374,
2021-11-02 12:00:00,-224.33725264957388,
2021-11-02 13:30:00,-247.4098194238852,
2021-11-02 15:00:00,-235.6018083702562,
2021-11-02 15:30:30,-235.6018083702562,
2021-11-02 23:59:59,-244.40987596635216,c
2021-11-03 00:00:00,-218.63927543738862,
2021-11-03 10:00:00,-233.52175825039137,
2021-11-03 10:30:00,-211.61382188117875,
2021-11-03 12:00:00,-209.75485161805568,
2021-11-03 13:30:00,-203.25229664829305,
2021-11-03 15:00:00,-197.37707893610593,
2021-11-03 15:30:30,-197.37707893610593,
2021-11-03 23:59:59,-187.42916416894968,c
2021-11-04 00:00:00,-179.53356237012042,
2021-11-04 10:00:00,-218.5117613116313,
2021-11-04 10:30:00,-290.1946911461346,
2021-11-04 12:00:00,-287.56807766518466,
2021-11-04 13:30:00,-311.9535839720876,
2021-11-04 15:00:00,-314.89010996507875,
2021-11-04 15:30:30,-314.89010996507875,
2021-11-04 23:59:59,-283.2307769471736,c
2021-11-05 00:00:00,-276.03040985342545,
2021-11-05 10:00:00,-319.2482159638597,
2021-11-05 10:30:00,-347.4058175547092,
2021-11-05 12:00:00,-371.449831645765,
2021-11-05 13:30:00,-355.3347530968558,
2021-11-05 15:00:00,-346.7378561136254,
2021-11-05 15:30:30,-346.7378561136254,s
2021-11-05 23:59:59,-329.5886012454848,w
2021-11-08 00:00:00,-364.8847474681663,
2021-11-08 10:00:00,-349.96478711904956,
2021-11-08 10:30:00,-375.98376582586945,
2021-11-08 12:00:00,-363.520110579556,
2021-11-08 13:30:00,-347.65940649421054,
2021-11-08 15:00:00,-57.72408331474901,
2021-11-08 15:30:30,-57.72408331474901,
2021-11-08 23:59:59,0.0,a
2021-11-09 00:00:00,-123.96573468526628,
2021-11-09 10:00:00,-77.44067999128208,
2021-11-09 10:30:00,-39.55541981634087,
2021-11-09 12:00:00,-4.680174484759277,
2021-11-09 13:30:00,21.65108846088765,
2021-11-09 15:00:00,13.45174145406429,
2021-11-09 15:30:30,13.45174145406429,
2021-11-09 23:59:59,32.2229329394396,c
2021-11-10 00:00:00,-94.81332521956028,
2021-11-10 10:00:00,-131.78144967725086,
2021-11-10 10:30:00,-159.12738114068486,
2021-11-10 12:00:00,-208.28502916360242,
2021-11-10 13:30:00,-164.98676280147095,
2021-11-10 15:00:00,-160.4302069725867,
2021-11-10 15:30:30,-160.4302069725867,
2021-11-10 23:59:59,-147.79257187843098,e
2021-11-11 00:00:00,-82.30085666304251,
2021-11-11 10:00:00,-190.36076851831353,
2021-11-11 10:30:00,-245.04701751286007,
2021-11-11 12:00:00,-264.4603528207423,
2021-11-11 13:30:00,-222.98217551119524,
2021-11-11 15:00:00,-221.13271988674614,
2021-11-11 15:30:30,-221.13271988674614,
2021-11-11 23:59:59,-205.9978029492081,c
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
0,-205.9978029492081,
2021-11-12 00:00:00,-224.82579938131914,
2021-11-12 10:00:00,-268.24972313687454,
2021-11-12 10:30:00,-314.3718435129912,
2021-11-12 12:00:00,-346.4419098475357,
2021-11-12 13:30:00,-351.33901386893206,
2021-11-12 15:00:00,-347.9625922065602,
2021-11-12 15:30:30,-347.9625922065602,
2021-11-12 23:59:59,-342.2867048206663,w
2021-11-15 00:00:00,-488.97658155561714,
2021-11-15 10:00:00,-447.2295902062348,
2021-11-15 10:30:00,-445.8144087964198,
2021-11-15 12:00:00,-449.1245479559724,
2021-11-15 13:30:00,-452.40596260051217,
2021-11-15 15:00:00,-419.3850389526768,
2021-11-15 15:30:30,-419.3850389526768,
2021-11-15 23:59:59,-417.93697158983133,c
2021-11-16 00:00:00,-451.0285636025438,
2021-11-16 10:00:00,-593.8771578548701,
2021-11-16 10:30:00,-583.8767164741218,
2021-11-16 12:00:00,-599.1484413873836,
2021-11-16 13:30:00,-575.0466665226477,
2021-11-16 15:00:00,-548.6638377122126,
2021-11-16 15:30:30,-548.6638377122126,
2021-11-16 23:59:59,-559.3782401451542,c
2021-11-17 00:00:00,-567.3101629595114,
2021-11-17 10:00:00,-550.4624369845623,
2021-11-17 10:30:00,-579.286683255827,
2021-11-17 12:00:00,-549.7494905696569,
2021-11-17 13:30:00,-584.0281366329897,
2021-11-17 15:00:00,-579.8801388480875,
2021-11-17 15:30:30,-579.8801388480875,
2021-11-17 23:59:59,-563.8529206336852,c
2021-11-18 00:00:00,-558.5481220068912,
2021-11-18 10:00:00,-641.663588967748,
2021-11-18 10:30:00,-694.5637880481672,
2021-11-18 12:00:00,-728.8939028507293,
2021-11-18 13:30:00,-792.6153840860263,
2021-11-18 15:00:00,-793.1764914148961,
2021-11-18 15:30:30,-793.1764914148961,
2021-11-18 23:59:59,-803.2598888103388,c
2021-11-19 00:00:00,-783.7253493902512,
2021-11-19 10:00:00,-856.2211369637517,
2021-11-19 10:30:00,-866.3435914817243,
2021-11-19 12:00:00,-837.7096166089112,
2021-11-19 13:30:00,-810.8608440729608,
2021-11-19 15:00:00,-811.6551943856483,
2021-11-19 15:30:30,-811.6551943856483,
2021-11-19 23:59:59,-820.7578567672433,w
2021-11-22 00:00:00,-768.8440003559583,
