date,TAX_2022,meta
2022-12-22 00:00:00,130.16191393235115,
2022-12-22 10:00:00,151.82286566868157,
2022-12-22 10:30:00,159.37802011268232,
2022-12-22 12:00:00,166.6256754423764,
2022-12-22 13:30:00,168.2833285130843,
2022-12-22 15:00:00,146.69857904569562,
2022-12-22 15:30:30,146.69857904569562,
2022-12-22 23:59:59,112.02375131746227,c
2022-12-23 00:00:00,117.409893085225,
2022-12-23 10:00:00,141.7959746187807,
2022-12-23 10:30:00,131.2801607766629,
2022-12-23 12:00:00,135.63307082169268,
2022-12-23 13:30:00,128.02068686596073,
2022-12-23 15:00:00,131.93585085713954,
2022-12-23 15:30:30,131.93585085713954,
2022-12-23 23:59:59,124.18742462037412,w
2022-12-26 00:00:00,124.18742462037412,
2022-12-26 10:00:00,124.18742462037412,
2022-12-26 10:30:00,124.18742462037412,
2022-12-26 12:00:00,124.18742462037412,
2022-12-26 13:30:00,124.18742462037412,
2022-12-26 15:00:00,124.18742462037412,
2022-12-26 15:30:30,124.18742462037412,s
2022-12-26 23:59:59,124.18742462037412,c
2022-12-27 00:00:00,147.31215990328258,
2022-12-27 10:00:00,172.34213960726566,
2022-12-27 10:30:00,154.47997893402254,
2022-12-27 12:00:00,147.05001100305864,
2022-12-27 13:30:00,154.814944733892,
2022-12-27 15:00:00,146.0110776748758,
2022-12-27 15:30:30,146.0110776748758,
2022-12-27 23:59:59,137.33051180367295,c
2022-12-28 00:00:00,134.00107603825882,
2022-12-28 10:00:00,119.21734679723501,
2022-12-28 10:30:00,123.60444854814102,
2022-12-28 12:00:00,136.39540564087227,
2022-12-28 13:30:00,131.80756521502076,
2022-12-28 15:00:00,139.40359530199493,
2022-12-28 15:30:30,139.40359530199493,
2022-12-28 23:59:59,130.38524237428453,c
2022-12-29 00:00:00,110.34612178253073,
2022-12-29 10:00:00,59.03353287729624,
2022-12-29 10:30:00,47.05953193168207,
2022-12-29 12:00:00,12.956469403909416,
2022-12-29 13:30:00,13.542943224605931,
2022-12-29 15:00:00,15.5837102956345,
2022-12-29 15:30:30,15.5837102956345,
2022-12-29 23:59:59,-0.012883954463127623,c
2022-12-30 00:00:00,43.113617975074945,
2022-12-30 10:00:00,11.05851059825163,
2022-12-30 10:30:00,6.049873981488176,
2022-12-30 12:00:00,1.8805604250630132,
2022-12-30 13:30:00,9.164829475281149,
2022-12-30 15:00:00,18.563190827795353,
2022-12-30 15:30:30,18.563190827795353,
2022-12-30 23:59:59,0.0,a
2023-01-02 00:00:00,0.0,
2023-01-02 10:00:00,0.0,
2023-01-02 10:30:00,0.0,
2023-01-02 12:00:00,0.0,
2023-01-02 13:30:00,0.0,
2023-01-02 15:00:00,0.0,
2023-01-02 15:30:30,0.0,
2023-01-02 23:59:59,0.0,c
2023-01-03 00:00:00,-44.48620421383781,
2023-01-03 10:00:00,-25.299437026899874,
2023-01-03 10:30:00,-8.059788868338323,
2023-01-03 12:00:00,-25.06590123034541,
2023-01-03 13:30:00,-32.10365906547294,
2023-01-03 15:00:00,-40.268584242752084,
2023-01-03 15:30:30,-40.268584242752084,
2023-01-03 23:59:59,-32.28281018560951,c
2023-01-04 00:00:00,-75.8777332215041,
2023-01-04 10:00:00,-77.38401428057644,
2023-01-04 10:30:00,-84.8348407979285,
2023-01-04 12:00:00,-138.4898620121819,
2023-01-04 13:30:00,-153.0550570088983,
2023-01-04 15:00:00,-161.52384312681414,
2023-01-04 15:30:30,-161.52384312681414,
2023-01-04 23:59:59,-162.42235748379383,c
2023-01-05 00:00:00,-144.12612809331608,
2023-01-05 10:00:00,-109.63198420543864,
2023-01-05 10:30:00,-117.08754989166556,
2023-01-05 12:00:00,-128.71864178524072,
2023-01-05 13:30:00,-141.57698559702598,
2023-01-05 15:00:00,-144.97126738912834,
2023-01-05 15:30:30,-144.97126738912834,
2023-01-05 23:59:59,-137.62927525628837,c
2023-01-06 00:00:00,-133.93903047477917,
2023-01-06 10:00:00,-52.79406797687429,
2023-01-06 10:30:00,-66.24938415479988,
2023-01-06 12:00:00,-108.08759663687024,
2023-01-06 13:30:00,-136.32853847431224,
2023-01-06 15:00:00,-136.36640687916915,
2023-01-06 15:30:30,-136.36640687916915,
2023-01-06 23:59:59,-147.3215658995519,w
2023-01-09 00:00:00,-172.5627241526744,
2023-01-09 10:00:00,-193.0849028893878,
2023-01-09 10:30:00,-210.19836245384923,
2023-01-09 12:00:00,-239.14047981912933,
2023-01-09 13:30:00,-259.6368044131839,
2023-01-09 15:00:00,-226.8373774653897,
2023-01-09 15:30:30,-226.8373774653897,
2023-01-09 23:59:59,-221.55396878856658,c
2023-01-10 00:00:00,-214.91095095001438,
2023-01-10 10:00:00,-242.90142635792398,
2023-01-10 10:30:00,-256.9958194933625,
2023-01-10 12:00:00,-280.53872425432814,
2023-01-10 13:30:00,-285.48691820988466,
2023-01-10 15:00:00,-293.74897361593503,
2023-01-10 15:30:30,-293.74897361593503,
2023-01-10 23:59:59,-309.87555357412697,c
2023-01-11 00:00:00,-329.4760519377533,
2023-01-11 10:00:00,-358.5469621884434,
2023-01-11 10:30:00,-368.73568681514723,
2023-01-11 12:00:00,-365.04287269585376,
2023-01-11 13:30:00,-371.53672636227543,
2023-01-11 15:00:00,-377.27728085996665,
2023-01-11 15:30:30,-377.27728085996665,
2023-01-11 23:59:59,-390.3063458757205,c
2023-01-12 00:00:00,-419.35844440934414,
2023-01-12 10:00:00,-373.9987705301811,
2023-01-12 10:30:00,-398.56305859584427,
2023-01-12 12:00:00,-402.2820248197364,
2023-01-12 13:30:00,-403.10830028834914,
2023-01-12 15:00:00,-422.1279301691531,
2023-01-12 15:30:30,-422.1279301691531,
2023-01-12 23:59:59,-435.25139039840485,c
2023-01-13 00:00:00,-403.2195244567485,
2023-01-13 10:00:00,-405.5861740055129,
2023-01-13 10:30:00,-413.3184776309995,
2023-01-13 12:00:00,-411.666933298306,
2023-01-13 13:30:00,-415.5937442359084,
2023-01-13 15:00:00,-399.8149309113833,
2023-01-13 15:30:30,-399.8149309113833,
2023-01-13 23:59:59,-406.9268920794816,w
2023-01-16 00:00:00,-406.9268920794816,
2023-01-16 10:00:00,-406.9268920794816,
2023-01-16 10:30:00,-406.9268920794816,
2023-01-16 12:00:00,-406.9268920794816,
2023-01-16 13:30:00,-406.9268920794816,
2023-01-16 15:00:00,-406.9268920794816,
2023-01-16 15:30:30,-406.9268920794816,
2023-01-16 23:59:59,-406.9268920794816,c
2023-01-17 00:00:00,-394.1361822927501,
2023-01-17 10:00:00,-395.64983974468737,
2023-01-17 10:30:00,-409.5554465427972,
2023-01-17 12:00:00,-407.3729545273226,
2023-01-17 13:30:00,-430.0905885641527,
2023-01-17 15:00:00,-430.5683046946924,
2023-01-17 15:30:30,-430.5683046946924,
2023-01-17 23:59:59,-436.9221309487809,e
