date,AS_FTSE_EM_HK_SC_2023_Q1,meta
2023-01-20 18:30:00,-441.5820072297959,
2023-01-20 20:00:00,-441.5820072297959,
2023-01-20 23:00:00,-441.5820072297959,
2023-01-20 23:59:59,-441.5891785202232,w
2023-01-23 00:00:00,-441.5891785202232,
2023-01-23 01:00:00,-441.5891785202232,
2023-01-23 02:30:00,-441.5891785202232,
2023-01-23 03:00:00,-441.5891785202232,
2023-01-23 18:30:00,-441.5891785202232,
2023-01-23 20:00:00,-441.5891785202232,
2023-01-23 23:00:00,-441.5891785202232,
2023-01-23 23:59:59,-441.5891785202232,c
2023-01-24 00:00:00,-441.5891785202232,
2023-01-24 01:00:00,-441.5891785202232,
2023-01-24 02:30:00,-441.5891785202232,
2023-01-24 03:00:00,-441.5891785202232,
2023-01-24 18:30:00,-441.5891785202232,
2023-01-24 20:00:00,-441.5891785202232,
2023-01-24 23:00:00,-441.5891785202232,
2023-01-24 23:59:59,-441.5891785202232,c
2023-01-25 00:00:00,-441.5891785202232,
2023-01-25 01:00:00,-441.5891785202232,
2023-01-25 02:30:00,-441.5891785202232,
2023-01-25 03:00:00,-441.5891785202232,
2023-01-25 18:30:00,-441.5891785202232,
2023-01-25 20:00:00,-441.5891785202232,
2023-01-25 23:00:00,-461.98871138145876,
2023-01-25 23:59:59,-461.98871138145876,c
2023-01-26 00:00:00,-534.620960033522,
2023-01-26 01:00:00,-563.1651185820904,
2023-01-26 02:30:00,-505.5855254565313,
2023-01-26 03:00:00,-499.10632730225973,
2023-01-26 18:30:00,-499.10632730225973,
2023-01-26 20:00:00,-499.10632730225973,
2023-01-26 23:00:00,-533.4415401671956,
2023-01-26 23:59:59,-533.4429285215683,c
2023-01-27 00:00:00,-526.2474521002255,
2023-01-27 01:00:00,-572.1625085950702,
2023-01-27 02:30:00,-489.11904993376504,
2023-01-27 03:00:00,-483.69559476259155,
2023-01-27 18:30:00,-483.69559476259155,
2023-01-27 20:00:00,-483.69559476259155,
2023-01-27 23:00:00,-483.69559476259155,
2023-01-27 23:59:59,-483.6941800700467,w
2023-01-30 00:00:00,-418.229900104883,
2023-01-30 01:00:00,-350.46706639799936,
2023-01-30 02:30:00,-398.21572523251007,
2023-01-30 03:00:00,-407.6347411499392,
2023-01-30 18:30:00,-407.6347411499392,
2023-01-30 20:00:00,-407.6347411499392,
2023-01-30 23:00:00,-363.08257786148937,
2023-01-30 23:59:59,-363.0088605309384,c
2023-01-31 00:00:00,-329.599899401923,
2023-01-31 01:00:00,-323.9888592685501,
2023-01-31 02:30:00,-345.01363234575285,
2023-01-31 03:00:00,-312.6095615980787,
2023-01-31 18:30:00,-312.6095615980787,
2023-01-31 20:00:00,-312.6095615980787,
2023-01-31 23:00:00,-312.22659178413085,
2023-01-31 23:59:59,-312.1522463241307,c
2023-02-01 00:00:00,-317.36726440942147,
2023-02-01 01:00:00,-285.85900584493675,
2023-02-01 02:30:00,-251.96017003237387,
2023-02-01 03:00:00,-265.02560380611436,
2023-02-01 18:30:00,-265.02560380611436,
2023-02-01 20:00:00,-265.02560380611436,
2023-02-01 23:00:00,-53.518607353254595,
2023-02-01 23:59:59,-53.4036272767616,c
2023-02-02 00:00:00,-91.01965084403713,
2023-02-02 01:00:00,-77.79882495980331,
2023-02-02 02:30:00,-146.56403128215356,
2023-02-02 03:00:00,-150.47723626514716,
2023-02-02 18:30:00,-150.47723626514716,
2023-02-02 20:00:00,-150.47723626514716,
2023-02-02 23:00:00,44.14766148718843,
2023-02-02 23:59:59,44.333751297377376,c
2023-02-03 00:00:00,38.70619638022356,
2023-02-03 01:00:00,75.70518646344658,
2023-02-03 02:30:00,66.79537411845092,
2023-02-03 03:00:00,75.62942618657212,
2023-02-03 18:30:00,75.62942618657212,
2023-02-03 20:00:00,75.62942618657212,
2023-02-03 23:00:00,75.62942618657212,
2023-02-03 23:59:59,75.76793469180654,w
2023-02-06 00:00:00,8.422217052345786,
2023-02-06 01:00:00,44.70984120614105,
2023-02-06 02:30:00,57.44250940922939,
2023-02-06 03:00:00,38.86792083783757,
2023-02-06 18:30:00,38.86792083783757,
2023-02-06 20:00:00,38.86792083783757,
2023-02-06 23:00:00,46.17127399401511,
2023-02-06 23:59:59,46.19322262105618,c
2023-02-07 00:00:00,40.59379302125819,
2023-02-07 01:00:00,-32.61569907440071,
2023-02-07 02:30:00,-23.04993510582284,
2023-02-07 03:00:00,20.186605688463374,
2023-02-07 18:30:00,20.186605688463374,
2023-02-07 20:00:00,20.186605688463374,
2023-02-07 23:00:00,131.87575854903378,
2023-02-07 23:59:59,131.98508059667813,c
2023-02-08 00:00:00,47.229744572150025,
2023-02-08 01:00:00,44.55931285177678,
2023-02-08 02:30:00,16.46300179983541,
2023-02-08 03:00:00,46.727627189073814,
2023-02-08 18:30:00,46.727627189073814,
2023-02-08 20:00:00,46.727627189073814,
2023-02-08 23:00:00,-49.389606558790945,
2023-02-08 23:59:59,-49.340821662354074,c
2023-02-09 00:00:00,-30.702585744408736,
2023-02-09 01:00:00,-24.951654555706625,
2023-02-09 02:30:00,-19.301461749013242,
2023-02-09 03:00:00,-16.095183899882784,
2023-02-09 18:30:00,-16.095183899882784,
2023-02-09 20:00:00,-16.095183899882784,
2023-02-09 23:00:00,-23.71371267704501,
2023-02-09 23:59:59,-23.66873890201265,c
2023-02-10 00:00:00,-40.78467037766052,
2023-02-10 01:00:00,-98.0042558198025,
2023-02-10 02:30:00,-108.45655194540706,
2023-02-10 03:00:00,-85.37153002803473,
2023-02-10 18:30:00,-85.37153002803473,
2023-02-10 20:00:00,-85.37153002803473,
2023-02-10 23:00:00,-85.37153002803473,
2023-02-10 23:59:59,-85.37153002803473,w
2023-02-13 00:00:00,-40.34200826112726,
2023-02-13 01:00:00,-33.99797619935265,
2023-02-13 02:30:00,-49.83767126341354,
2023-02-13 03:00:00,0.506479114436388,
2023-02-13 18:30:00,0.506479114436388,
2023-02-13 20:00:00,0.506479114436388,
2023-02-13 23:00:00,-108.07088506039793,
2023-02-13 23:59:59,-76.07713742014317,c
2023-02-14 00:00:00,-86.13046209062276,
2023-02-14 01:00:00,-124.58435654466422,
2023-02-14 02:30:00,-149.32771362823627,
2023-02-14 03:00:00,-166.9540626052421,
2023-02-14 18:30:00,-166.9540626052421,
2023-02-14 20:00:00,-166.9540626052421,
2023-02-14 23:00:00,-4.924271941178063,
2023-02-14 23:59:59,-2.3920692137489823,c
2023-02-15 00:00:00,-22.932255463179217,
2023-02-15 01:00:00,-23.71535533348498,
2023-02-15 02:30:00,-69.39037423267786,
2023-02-15 03:00:00,-41.760605945170994,
2023-02-15 18:30:00,-41.760605945170994,
2023-02-15 20:00:00,-41.760605945170994,
2023-02-15 23:00:00,-58.694343406572045,
2023-02-15 23:59:59,-58.53882479571041,c
2023-02-16 00:00:00,-50.89424205737237,
2023-02-16 01:00:00,-69.0424519174428,
2023-02-16 02:30:00,-70.88280859822618,
2023-02-16 03:00:00,-65.51203953134916,
2023-02-16 18:30:00,-65.51203953134916,
2023-02-16 20:00:00,-65.51203953134916,
2023-02-16 23:00:00,44.35792299095408,
2023-02-16 23:59:59,44.42355878212993,c
2023-02-17 00:00:00,-23.60067412791625,
2023-02-17 01:00:00,-28.506992431041624,
2023-02-17 02:30:00,-19.108479511192684,
2023-02-17 03:00:00,-0.0470878389801328,
2023-02-17 18:30:00,-0.0470878389801328,
2023-02-17 20:00:00,-0.0470878389801328,
2023-02-17 23:00:00,-0.0470878389801328,
2023-02-17 23:59:59,0.0,a
2023-02-20 00:00:00,252.61339078492222,
2023-02-20 01:00:00,292.9625942990406,
2023-02-20 02:30:00,278.1877467374045,
2023-02-20 03:00:00,294.1667845694993,
2023-02-20 18:30:00,294.1667845694993,
2023-02-20 20:00:00,294.1667845694993,
2023-02-20 23:00:00,227.09487204847085,
2023-02-20 23:59:59,225.981106170482,c
2023-02-21 00:00:00,234.3283809271869,
2023-02-21 01:00:00,263.27612097450105,
2023-02-21 02:30:00,268.89708554490244,
2023-02-21 03:00:00,293.55794690020286,
2023-02-21 18:30:00,293.55794690020286,
2023-02-21 20:00:00,293.55794690020286,
2023-02-21 23:00:00,360.18917325076404,
2023-02-21 23:59:59,360.52343828533003,c
2023-02-22 00:00:00,332.2673131547267,
2023-02-22 01:00:00,379.13935364607266,
2023-02-22 02:30:00,314.8103878682996,
2023-02-22 03:00:00,340.07447141443834,
2023-02-22 18:30:00,340.07447141443834,
2023-02-22 20:00:00,340.07447141443834,
2023-02-22 23:00:00,289.60623155577764,
2023-02-22 23:59:59,289.5645387140597,c
2023-02-23 00:00:00,361.92251184325653,
2023-02-23 01:00:00,389.2273773692036,
2023-02-23 02:30:00,383.3903907098111,
2023-02-23 03:00:00,422.3570475055167,
2023-02-23 18:30:00,422.3570475055167,
2023-02-23 20:00:00,422.3570475055167,
2023-02-23 23:00:00,296.7921428828769,
2023-02-23 23:59:59,296.70277479623087,c
2023-02-24 00:00:00,315.596014615831,
2023-02-24 01:00:00,306.7607349719576,
2023-02-24 02:30:00,322.06475926137307,
2023-02-24 03:00:00,316.0820289982414,
2023-02-24 18:30:00,316.0820289982414,
2023-02-24 20:00:00,316.0820289982414,
2023-02-24 23:00:00,316.0820289982414,
2023-02-24 23:59:59,316.10354278531963,w
2023-02-27 00:00:00,172.3651954807582,
2023-02-27 01:00:00,54.49881728759249,
2023-02-27 02:30:00,-18.756010055488957,
2023-02-27 03:00:00,207.39700029662208,
2023-02-27 18:30:00,207.39700029662208,
2023-02-27 20:00:00,207.39700029662208,
2023-02-27 23:00:00,283.13922563680296,
2023-02-27 23:59:59,282.90667647563373,c
2023-02-28 00:00:00,281.8208956217543,
2023-02-28 01:00:00,390.08374592873395,
2023-02-28 02:30:00,413.36295705312716,
2023-02-28 03:00:00,429.0970830672103,
2023-02-28 18:30:00,429.0970830672103,
2023-02-28 20:00:00,429.0970830672103,
2023-02-28 23:00:00,400.91090626113646,
2023-02-28 23:59:59,401.1772803821707,c
2023-03-01 00:00:00,418.771708034659,
2023-03-01 01:00:00,436.32160805420256,
2023-03-01 02:30:00,406.70171651592364,
2023-03-01 03:00:00,401.46525867647074,
2023-03-01 18:30:00,401.46525867647074,
2023-03-01 20:00:00,401.46525867647074,
2023-03-01 23:00:00,355.43768926880216,
2023-03-01 23:59:59,355.46019925289363,c
2023-03-02 00:00:00,382.9995513077688,
2023-03-02 01:00:00,392.9860536220574,
2023-03-02 02:30:00,391.1304664415818,
2023-03-02 03:00:00,407.75924655591064,
2023-03-02 18:30:00,407.75924655591064,
2023-03-02 20:00:00,407.75924655591064,
2023-03-02 23:00:00,505.889478807808,
2023-03-02 23:59:59,505.92899476514003,c
2023-03-03 00:00:00,463.7866232899627,
2023-03-03 01:00:00,466.48130120473877,
2023-03-03 02:30:00,478.08228066535196,
2023-03-03 03:00:00,487.24826001673773,
2023-03-03 18:30:00,487.24826001673773,
2023-03-03 20:00:00,487.24826001673773,
2023-03-03 23:00:00,487.24826001673773,
2023-03-03 23:59:59,487.2611939338218,w
2023-03-06 00:00:00,371.20312193885354,
2023-03-06 01:00:00,362.5471050850085,
2023-03-06 02:30:00,359.97951985570114,
2023-03-06 03:00:00,440.95329847754556,
2023-03-06 18:30:00,440.95329847754556,
2023-03-06 20:00:00,440.95329847754556,
2023-03-06 23:00:00,418.4041632852933,
2023-03-06 23:59:59,418.41621985005554,c
2023-03-07 00:00:00,369.51500861565785,
2023-03-07 01:00:00,405.3817595442696,
2023-03-07 02:30:00,394.66216386694737,
2023-03-07 03:00:00,407.00811101254374,
2023-03-07 18:30:00,407.00811101254374,
2023-03-07 20:00:00,407.00811101254374,
2023-03-07 23:00:00,429.92058823599143,
2023-03-07 23:59:59,429.9449950978749,c
2023-03-08 00:00:00,485.23301741519276,
2023-03-08 01:00:00,495.60536213402804,
2023-03-08 02:30:00,487.84549618184417,
2023-03-08 03:00:00,513.6726303141174,
2023-03-08 18:30:00,513.6726303141174,
2023-03-08 20:00:00,513.6726303141174,
2023-03-08 23:00:00,633.6224725067052,
2023-03-08 23:59:59,633.6372700392437,c
2023-03-09 00:00:00,492.65338610993126,
2023-03-09 01:00:00,487.18434869169346,
2023-03-09 02:30:00,480.3355130248523,
2023-03-09 03:00:00,498.33150027477996,
2023-03-09 18:30:00,498.33150027477996,
2023-03-09 20:00:00,498.33150027477996,
2023-03-09 23:00:00,553.2518131036186,
2023-03-09 23:59:59,553.2793619514584,c
2023-03-10 00:00:00,545.6038480207203,
2023-03-10 01:00:00,564.7218555515419,
2023-03-10 02:30:00,559.3932619648383,
2023-03-10 03:00:00,585.9018522731569,
2023-03-10 18:30:00,585.9018522731569,
2023-03-10 20:00:00,585.9018522731569,
2023-03-10 23:00:00,585.9018522731569,
2023-03-10 23:59:59,585.97280859899,w
2023-03-13 00:00:00,585.97280859899,
2023-03-13 01:00:00,585.97280859899,
2023-03-13 02:30:00,585.97280859899,
2023-03-13 03:00:00,585.97280859899,
2023-03-13 18:30:00,585.97280859899,
2023-03-13 20:00:00,585.97280859899,
2023-03-13 23:00:00,585.97280859899,
2023-03-13 23:59:59,585.97280859899,c
2023-03-14 00:00:00,585.97280859899,
2023-03-14 01:00:00,585.97280859899,
2023-03-14 02:30:00,585.97280859899,
2023-03-14 03:00:00,585.97280859899,
2023-03-14 18:30:00,585.97280859899,
2023-03-14 20:00:00,585.97280859899,
2023-03-14 23:00:00,585.97280859899,
2023-03-14 23:59:59,585.97280859899,c
2023-03-15 00:00:00,585.97280859899,
2023-03-15 01:00:00,585.97280859899,
2023-03-15 02:30:00,585.97280859899,
2023-03-15 03:00:00,585.97280859899,
2023-03-15 18:30:00,585.97280859899,
2023-03-15 20:00:00,585.97280859899,
2023-03-15 23:00:00,585.97280859899,
2023-03-15 23:59:59,585.97280859899,c
2023-03-16 00:00:00,585.97280859899,
2023-03-16 01:00:00,585.97280859899,
2023-03-16 02:30:00,585.97280859899,
2023-03-16 03:00:00,585.97280859899,
2023-03-16 18:30:00,585.97280859899,
2023-03-16 20:00:00,585.97280859899,
2023-03-16 23:00:00,585.97280859899,
2023-03-16 23:59:59,585.97280859899,c
2023-03-17 00:00:00,585.97280859899,
2023-03-17 01:00:00,585.97280859899,
2023-03-17 02:30:00,585.97280859899,
2023-03-17 03:00:00,585.97280859899,
2023-03-17 18:30:00,585.97280859899,
2023-03-17 20:00:00,585.97280859899,
2023-03-17 23:00:00,585.97280859899,
2023-03-17 23:59:59,585.97280859899,e
2023-03-20 00:00:00,585.97280859899,
2023-03-20 01:00:00,585.97280859899,
2023-03-20 02:30:00,585.97280859899,
2023-03-20 03:00:00,585.97280859899,
2023-03-20 18:30:00,585.97280859899,
2023-03-20 20:00:00,585.97280859899,
2023-03-20 23:00:00,585.97280859899,
2023-03-20 23:59:59,585.97280859899,c
2023-03-21 00:00:00,585.97280859899,
2023-03-21 01:00:00,585.97280859899,
2023-03-21 02:30:00,585.97280859899,
2023-03-21 03:00:00,585.97280859899,
2023-03-21 18:30:00,585.97280859899,
2023-03-21 20:00:00,585.97280859899,
2023-03-21 23:00:00,585.97280859899,
2023-03-21 23:59:59,585.97280859899,c
2023-03-22 00:00:00,585.97280859899,
2023-03-22 01:00:00,585.97280859899,
2023-03-22 02:30:00,585.97280859899,
2023-03-22 03:00:00,585.97280859899,
2023-03-22 18:30:00,585.97280859899,
2023-03-22 20:00:00,585.97280859899,
2023-03-22 23:00:00,585.97280859899,
2023-03-22 23:59:59,585.97280859899,c
2023-03-23 00:00:00,585.97280859899,
2023-03-23 01:00:00,585.97280859899,
2023-03-23 02:30:00,585.97280859899,
2023-03-23 03:00:00,585.97280859899,
2023-03-23 18:30:00,585.97280859899,
2023-03-23 20:00:00,585.97280859899,
2023-03-23 23:00:00,585.97280859899,
2023-03-23 23:59:59,585.97280859899,c
2023-03-24 00:00:00,585.97280859899,
2023-03-24 01:00:00,585.97280859899,
2023-03-24 02:30:00,585.97280859899,
2023-03-24 03:00:00,585.97280859899,
2023-03-24 18:30:00,585.97280859899,
2023-03-24 20:00:00,585.97280859899,
2023-03-24 23:00:00,585.97280859899,
2023-03-24 23:59:59,585.97280859899,w
2023-03-27 00:00:00,585.97280859899,
2023-03-27 01:00:00,585.97280859899,
2023-03-27 02:30:00,585.97280859899,
2023-03-27 03:00:00,585.97280859899,
2023-03-27 18:30:00,585.97280859899,
2023-03-27 20:00:00,585.97280859899,
2023-03-27 23:00:00,585.97280859899,
2023-03-27 23:59:59,585.97280859899,c
2023-03-28 00:00:00,585.97280859899,
2023-03-28 01:00:00,585.97280859899,
2023-03-28 02:30:00,585.97280859899,
2023-03-28 03:00:00,585.97280859899,
2023-03-28 18:30:00,585.97280859899,
2023-03-28 20:00:00,585.97280859899,
2023-03-28 23:00:00,585.97280859899,
2023-03-28 23:59:59,585.97280859899,c
2023-03-29 00:00:00,585.97280859899,
2023-03-29 01:00:00,585.97280859899,
2023-03-29 02:30:00,585.97280859899,
2023-03-29 03:00:00,585.97280859899,
2023-03-29 18:30:00,585.97280859899,
2023-03-29 20:00:00,585.97280859899,
2023-03-29 23:00:00,585.97280859899,
2023-03-29 23:59:59,585.97280859899,c
2023-03-30 00:00:00,585.97280859899,
2023-03-30 01:00:00,585.97280859899,
2023-03-30 02:30:00,585.97280859899,
2023-03-30 03:00:00,585.97280859899,
2023-03-30 18:30:00,585.97280859899,
2023-03-30 20:00:00,585.97280859899,
2023-03-30 23:00:00,585.97280859899,
2023-03-30 23:59:59,585.97280859899,c
2023-03-31 00:00:00,585.97280859899,
2023-03-31 01:00:00,585.97280859899,
2023-03-31 02:30:00,585.97280859899,
2023-03-31 03:00:00,585.97280859899,
2023-03-31 18:30:00,585.97280859899,
2023-03-31 20:00:00,585.97280859899,
2023-03-31 23:00:00,585.97280859899,
2023-03-31 23:59:59,585.97280859899,w
2023-04-03 00:00:00,585.97280859899,
2023-04-03 01:00:00,585.97280859899,
2023-04-03 02:30:00,585.97280859899,
2023-04-03 03:00:00,585.97280859899,
2023-04-03 18:30:00,585.97280859899,
2023-04-03 20:00:00,585.97280859899,
2023-04-03 23:00:00,585.97280859899,
2023-04-03 23:59:59,585.97280859899,c
2023-04-04 00:00:00,585.97280859899,
2023-04-04 01:00:00,585.97280859899,
2023-04-04 02:30:00,585.97280859899,
2023-04-04 03:00:00,585.97280859899,
2023-04-04 18:30:00,585.97280859899,
2023-04-04 20:00:00,585.97280859899,
2023-04-04 23:00:00,585.97280859899,
2023-04-04 23:59:59,585.97280859899,c
2023-04-05 00:00:00,585.97280859899,
2023-04-05 01:00:00,585.97280859899,
2023-04-05 02:30:00,585.97280859899,
2023-04-05 03:00:00,585.97280859899,
2023-04-05 18:30:00,585.97280859899,
2023-04-05 20:00:00,585.97280859899,
2023-04-05 23:00:00,585.97280859899,
2023-04-05 23:59:59,585.97280859899,c
2023-04-06 00:00:00,585.97280859899,
2023-04-06 01:00:00,585.97280859899,
2023-04-06 02:30:00,585.97280859899,
2023-04-06 03:00:00,585.97280859899,
2023-04-06 18:30:00,585.97280859899,
2023-04-06 20:00:00,585.97280859899,
2023-04-06 23:00:00,585.97280859899,
2023-04-06 23:59:59,585.97280859899,c
2023-04-07 00:00:00,585.97280859899,
2023-04-07 01:00:00,585.97280859899,
2023-04-07 02:30:00,585.97280859899,
2023-04-07 03:00:00,585.97280859899,
2023-04-07 18:30:00,585.97280859899,
2023-04-07 20:00:00,585.97280859899,
2023-04-07 23:00:00,585.97280859899,
2023-04-07 23:59:59,585.97280859899,w
