date,AS_FTSE_EM_SC_2022_Q1,meta
2022-01-24 20:00:00,-113.14706418186415,
2022-01-24 23:00:00,-178.88683169540855,
2022-01-24 23:59:59,-173.82589930603444,c
2022-01-25 00:00:00,-244.50687300275786,
2022-01-25 01:00:00,-293.44148030548786,
2022-01-25 02:30:00,-304.22124320561124,
2022-01-25 03:00:00,-289.61565402922497,
2022-01-25 18:30:00,-289.61565402922497,
2022-01-25 20:00:00,-289.61565402922497,
2022-01-25 23:00:00,-265.70274399840673,
2022-01-25 23:59:59,-294.92737419313744,c
2022-01-26 00:00:00,-270.03753138791853,
2022-01-26 01:00:00,-267.36499337395617,
2022-01-26 02:30:00,-270.0298606931483,
2022-01-26 03:00:00,-295.25072471735075,
2022-01-26 18:30:00,-295.25072471735075,
2022-01-26 20:00:00,-295.25072471735075,
2022-01-26 23:00:00,-356.2155684992058,
2022-01-26 23:59:59,-353.0249865819751,c
2022-01-27 00:00:00,-331.84570712470486,
2022-01-27 01:00:00,-326.5782408984678,
2022-01-27 02:30:00,-337.93380943759894,
2022-01-27 03:00:00,-313.2614441187343,
2022-01-27 18:30:00,-313.2614441187343,
2022-01-27 20:00:00,-313.2614441187343,
2022-01-27 23:00:00,-353.9745399186404,
2022-01-27 23:59:59,-353.5804549997765,c
2022-01-28 00:00:00,-343.26557242467334,
2022-01-28 01:00:00,-336.56895360029193,
2022-01-28 02:30:00,-325.894035135012,
2022-01-28 03:00:00,-312.80745481049416,
2022-01-28 18:30:00,-312.80745481049416,
2022-01-28 20:00:00,-312.80745481049416,
2022-01-28 23:00:00,-312.80745481049416,
2022-01-28 23:59:59,-311.9507175001363,w
2022-01-31 00:00:00,-274.56578189569245,
2022-01-31 01:00:00,-274.56578189569245,
2022-01-31 02:30:00,-274.56578189569245,
2022-01-31 03:00:00,-274.56578189569245,
2022-01-31 18:30:00,-274.56578189569245,
2022-01-31 20:00:00,-274.56578189569245,
2022-01-31 23:00:00,-274.56578189569245,
2022-01-31 23:59:59,-273.89245283403034,c
2022-02-01 00:00:00,-273.89245283403034,
2022-02-01 01:00:00,-273.89245283403034,
2022-02-01 02:30:00,-273.89245283403034,
2022-02-01 03:00:00,-273.89245283403034,
2022-02-01 18:30:00,-273.89245283403034,
2022-02-01 20:00:00,-273.89245283403034,
2022-02-01 23:00:00,-273.89245283403034,
2022-02-01 23:59:59,-273.89245283403034,c
2022-02-02 00:00:00,-273.89245283403034,
2022-02-02 01:00:00,-273.89245283403034,
2022-02-02 02:30:00,-273.89245283403034,
2022-02-02 03:00:00,-273.89245283403034,
2022-02-02 18:30:00,-273.89245283403034,
2022-02-02 20:00:00,-273.89245283403034,
2022-02-02 23:00:00,-273.89245283403034,
2022-02-02 23:59:59,-273.89245283403034,c
2022-02-03 00:00:00,-273.89245283403034,
2022-02-03 01:00:00,-273.89245283403034,
2022-02-03 02:30:00,-273.89245283403034,
2022-02-03 03:00:00,-273.89245283403034,
2022-02-03 18:30:00,-273.89245283403034,
2022-02-03 20:00:00,-273.89245283403034,
2022-02-03 23:00:00,-271.552009439597,
2022-02-03 23:59:59,-271.552009439597,c
2022-02-04 00:00:00,-225.24176670119869,
2022-02-04 01:00:00,-206.89874413943653,
2022-02-04 02:30:00,-203.70638849581974,
2022-02-04 03:00:00,-185.85313022376977,
2022-02-04 18:30:00,-185.85313022376977,
2022-02-04 20:00:00,-185.85313022376977,
2022-02-04 23:00:00,-185.85313022376977,
2022-02-04 23:59:59,-186.59934091181094,w
2022-02-07 00:00:00,-101.00600026649681,
2022-02-07 01:00:00,-104.14660515812648,
2022-02-07 02:30:00,-109.85843067163114,
2022-02-07 03:00:00,-89.66872785610121,
2022-02-07 18:30:00,-89.66872785610121,
2022-02-07 20:00:00,-89.66872785610121,
2022-02-07 23:00:00,-27.239945631924456,
2022-02-07 23:59:59,-6.385553676122981,c
2022-02-08 00:00:00,-12.90964445469399,
2022-02-08 01:00:00,16.63801696981318,
2022-02-08 02:30:00,30.382053876957798,
2022-02-08 03:00:00,31.611755545047345,
2022-02-08 18:30:00,31.611755545047345,
2022-02-08 20:00:00,31.611755545047345,
2022-02-08 23:00:00,107.47888691950902,
2022-02-08 23:59:59,111.09134582763181,c
2022-02-09 00:00:00,111.63810365068002,
2022-02-09 01:00:00,114.83491773856349,
2022-02-09 02:30:00,108.22266059046797,
2022-02-09 03:00:00,117.99716236663699,
2022-02-09 18:30:00,117.99716236663699,
2022-02-09 20:00:00,117.99716236663699,
2022-02-09 23:00:00,62.234029082375855,
2022-02-09 23:59:59,51.92193991856402,c
2022-02-10 00:00:00,83.619573626278,
2022-02-10 01:00:00,90.85230319133552,
2022-02-10 02:30:00,100.83648385674496,
2022-02-10 03:00:00,101.28249520891768,
2022-02-10 18:30:00,101.28249520891768,
2022-02-10 20:00:00,101.28249520891768,
2022-02-10 23:00:00,137.37029920224813,
2022-02-10 23:59:59,147.63420423696334,c
2022-02-11 00:00:00,141.17552422719382,
2022-02-11 01:00:00,121.45246080085144,
2022-02-11 02:30:00,117.12098509344833,
2022-02-11 03:00:00,119.00712945713713,
2022-02-11 18:30:00,119.00712945713713,
2022-02-11 20:00:00,119.00712945713713,
2022-02-11 23:00:00,119.00712945713713,
2022-02-11 23:59:59,121.08561859398924,w
2022-02-14 00:00:00,-73.39882247858623,
2022-02-14 01:00:00,-101.70060194683629,
2022-02-14 02:30:00,-104.3345463800033,
2022-02-14 03:00:00,-92.47215650652561,
2022-02-14 18:30:00,-92.47215650652561,
2022-02-14 20:00:00,-92.47215650652561,
2022-02-14 23:00:00,-48.7009001896331,
2022-02-14 23:59:59,-59.46859544489325,c
2022-02-15 00:00:00,-46.34891364397208,
2022-02-15 01:00:00,-123.78025476928724,
2022-02-15 02:30:00,-118.80192449102196,
2022-02-15 03:00:00,-103.12906211794325,
2022-02-15 18:30:00,-103.12906211794325,
2022-02-15 20:00:00,-103.12906211794325,
2022-02-15 23:00:00,-61.10396628108356,
2022-02-15 23:59:59,-78.21810212873152,c
2022-02-16 00:00:00,-24.797207163721396,
2022-02-16 01:00:00,-42.94079574085299,
2022-02-16 02:30:00,-12.3471351435619,
2022-02-16 03:00:00,-11.667895531129943,
2022-02-16 18:30:00,-11.667895531129943,
2022-02-16 20:00:00,-11.667895531129943,
2022-02-16 23:00:00,-35.069880774104604,
2022-02-16 23:59:59,-33.740778226543625,c
2022-02-17 00:00:00,-5.822420519429215,
2022-02-17 01:00:00,6.284647021348974,
2022-02-17 02:30:00,-1.7052366224152138,
2022-02-17 03:00:00,-4.061568432971399,
2022-02-17 18:30:00,-4.061568432971399,
2022-02-17 20:00:00,-4.061568432971399,
2022-02-17 23:00:00,42.21805424350532,
2022-02-17 23:59:59,72.0445467403606,c
2022-02-18 00:00:00,10.726394698041076,
2022-02-18 01:00:00,-7.934012294867898,
2022-02-18 02:30:00,-9.67225712868003,
2022-02-18 03:00:00,-1.9181257151694808,
2022-02-18 18:30:00,-1.9181257151694808,
2022-02-18 20:00:00,-1.9181257151694808,
2022-02-18 23:00:00,-1.9181257151694808,
2022-02-18 23:59:59,0.0,a
2022-02-21 00:00:00,154.24877084934178,
2022-02-21 01:00:00,202.6054992116915,
2022-02-21 02:30:00,206.76418205625941,
2022-02-21 03:00:00,210.10980430235486,
2022-02-21 18:30:00,210.10980430235486,
2022-02-21 20:00:00,210.10980430235486,
2022-02-21 23:00:00,109.82335055681506,
2022-02-21 23:59:59,123.85669613472874,c
2022-02-22 00:00:00,62.0542338941832,
2022-02-22 01:00:00,45.400486380178336,
2022-02-22 02:30:00,42.5237883021382,
2022-02-22 03:00:00,40.631410333895474,
2022-02-22 18:30:00,40.631410333895474,
2022-02-22 20:00:00,40.631410333895474,
2022-02-22 23:00:00,134.42990675301917,
2022-02-22 23:59:59,134.8783023089154,c
2022-02-23 00:00:00,159.3438077495257,
2022-02-23 01:00:00,206.98839739040068,
2022-02-23 02:30:00,213.07174454029973,
2022-02-23 03:00:00,203.13434833426436,
2022-02-23 18:30:00,203.13434833426436,
2022-02-23 20:00:00,203.13434833426436,
2022-02-23 23:00:00,113.9705785782644,
2022-02-23 23:59:59,88.87049709850453,c
2022-02-24 00:00:00,18.735851315108448,
2022-02-24 01:00:00,-66.71196324397715,
2022-02-24 02:30:00,-74.66976450153197,
2022-02-24 03:00:00,-72.39188838210703,
2022-02-24 18:30:00,-72.39188838210703,
2022-02-24 20:00:00,-72.39188838210703,
2022-02-24 23:00:00,38.169089885382164,
2022-02-24 23:59:59,55.75882893646212,c
2022-02-25 00:00:00,130.40701390604409,
2022-02-25 01:00:00,116.1745723588374,
2022-02-25 02:30:00,84.71646184685687,
2022-02-25 03:00:00,91.99333966554059,
2022-02-25 18:30:00,91.99333966554059,
2022-02-25 20:00:00,91.99333966554059,
2022-02-25 23:00:00,91.99333966554059,
2022-02-25 23:59:59,85.15913151692257,w
2022-02-28 00:00:00,154.25469590833745,
2022-02-28 01:00:00,177.19363155351402,
2022-02-28 02:30:00,195.98157558930598,
2022-02-28 03:00:00,203.94532380749115,
2022-02-28 18:30:00,203.94532380749115,
2022-02-28 20:00:00,203.94532380749115,
2022-02-28 23:00:00,412.74772888100597,
2022-02-28 23:59:59,434.31513084825474,c
2022-03-01 00:00:00,438.75416859989036,
2022-03-01 01:00:00,443.0279189336479,
2022-03-01 02:30:00,440.96540854081104,
2022-03-01 03:00:00,445.7995879191103,
2022-03-01 18:30:00,445.7995879191103,
2022-03-01 20:00:00,445.7995879191103,
2022-03-01 23:00:00,442.33607442476205,
2022-03-01 23:59:59,484.71524120449885,c
2022-03-02 00:00:00,479.3805154815336,
2022-03-02 01:00:00,466.01086232621856,
2022-03-02 02:30:00,449.73720482156295,
2022-03-02 03:00:00,469.170123449926,
2022-03-02 18:30:00,469.170123449926,
2022-03-02 20:00:00,469.170123449926,
2022-03-02 23:00:00,422.0283378357626,
2022-03-02 23:59:59,420.89495549471394,c
2022-03-03 00:00:00,453.59883664159224,
2022-03-03 01:00:00,448.21660920455724,
2022-03-03 02:30:00,417.8105658704935,
2022-03-03 03:00:00,416.8863706511638,
2022-03-03 18:30:00,416.8863706511638,
2022-03-03 20:00:00,416.8863706511638,
2022-03-03 23:00:00,432.17306940477556,
2022-03-03 23:59:59,420.7906709273657,c
2022-03-04 00:00:00,375.9173412729706,
2022-03-04 01:00:00,359.7825219692795,
2022-03-04 02:30:00,309.2490674414621,
2022-03-04 03:00:00,337.1071913443093,
2022-03-04 18:30:00,337.1071913443093,
2022-03-04 20:00:00,337.1071913443093,
2022-03-04 23:00:00,337.1071913443093,
2022-03-04 23:59:59,332.5905237756415,w
2022-03-07 00:00:00,82.64170779933283,
2022-03-07 01:00:00,43.84433086084209,
2022-03-07 02:30:00,-6.541517918615682,
2022-03-07 03:00:00,-19.007655597460143,
2022-03-07 18:30:00,-19.007655597460143,
2022-03-07 20:00:00,-19.007655597460143,
2022-03-07 23:00:00,-127.72379508059294,
2022-03-07 23:59:59,-133.51460833622968,c
2022-03-08 00:00:00,-138.70291308468495,
2022-03-08 01:00:00,-135.5289600432252,
2022-03-08 02:30:00,-123.05366675691039,
2022-03-08 03:00:00,-152.51450013444264,
2022-03-08 18:30:00,-152.51450013444264,
2022-03-08 20:00:00,-152.51450013444264,
2022-03-08 23:00:00,-214.1783451545798,
2022-03-08 23:59:59,-180.4653860927947,c
2022-03-09 00:00:00,-131.67772414335923,
2022-03-09 01:00:00,-180.73091878553078,
2022-03-09 02:30:00,-150.4619299288197,
2022-03-09 03:00:00,-125.35430836927844,
2022-03-09 18:30:00,-125.35430836927844,
2022-03-09 20:00:00,-125.35430836927844,
2022-03-09 23:00:00,-170.40424221359171,
2022-03-09 23:59:59,-161.25274473613717,c
2022-03-10 00:00:00,-0.5469266310346939,
2022-03-10 01:00:00,-10.713395486508489,
2022-03-10 02:30:00,-15.53371695397891,
2022-03-10 03:00:00,-15.659517120616329,
2022-03-10 18:30:00,-15.659517120616329,
2022-03-10 20:00:00,-15.659517120616329,
2022-03-10 23:00:00,-32.462668414622385,
2022-03-10 23:59:59,-30.422576386104993,c
2022-03-11 00:00:00,-101.16609715389404,
2022-03-11 01:00:00,-53.68981354890457,
2022-03-11 02:30:00,-48.519359174843885,
2022-03-11 03:00:00,-53.24919709209189,
2022-03-11 18:30:00,-53.24919709209189,
2022-03-11 20:00:00,-53.24919709209189,
2022-03-11 23:00:00,-53.24919709209189,
2022-03-11 23:59:59,-45.97982192568179,w
2022-03-14 00:00:00,-206.8011836160549,
2022-03-14 01:00:00,-206.87971380193358,
2022-03-14 02:30:00,-193.95882463612998,
2022-03-14 03:00:00,-239.00992053461232,
2022-03-14 18:30:00,-239.00992053461232,
2022-03-14 20:00:00,-239.00992053461232,
2022-03-14 23:00:00,-420.72897732755064,
2022-03-14 23:59:59,-427.330658345596,c
2022-03-15 00:00:00,-458.5763657526477,
2022-03-15 01:00:00,-490.774832804379,
2022-03-15 02:30:00,-639.2763418131517,
2022-03-15 03:00:00,-667.1044380462527,
2022-03-15 18:30:00,-667.1044380462527,
2022-03-15 20:00:00,-667.1044380462527,
2022-03-15 23:00:00,-656.2307644828097,
2022-03-15 23:59:59,-654.3488767093713,c
2022-03-16 00:00:00,-566.4185293511255,
2022-03-16 01:00:00,-570.3728148613973,
2022-03-16 02:30:00,-437.96385191837635,
2022-03-16 03:00:00,-429.5646653677004,
2022-03-16 18:30:00,-429.5646653677004,
2022-03-16 20:00:00,-429.5646653677004,
2022-03-16 23:00:00,-352.0113931977876,
2022-03-16 23:59:59,-307.5518625839841,c
2022-03-17 00:00:00,-163.34482868532177,
2022-03-17 01:00:00,-152.80560413218427,
2022-03-17 02:30:00,-164.15930191872758,
2022-03-17 03:00:00,-162.4593864406661,
2022-03-17 18:30:00,-162.4593864406661,
2022-03-17 20:00:00,-162.4593864406661,
2022-03-17 23:00:00,-104.12732161970234,
2022-03-17 23:59:59,-131.25907341125276,c
2022-03-18 00:00:00,-106.04164150537054,
2022-03-18 01:00:00,-105.1708133586053,
2022-03-18 02:30:00,-13.187249001953205,
2022-03-18 03:00:00,-29.530364231913154,
2022-03-18 18:30:00,-29.530364231913154,
2022-03-18 20:00:00,-29.530364231913154,
2022-03-18 23:00:00,-29.530364231913154,
2022-03-18 23:59:59,-79.33792539287697,e
2022-03-21 00:00:00,-214.03007847850404,
2022-03-21 01:00:00,-225.01457140265848,
2022-03-21 02:30:00,-286.47910655599753,
2022-03-21 03:00:00,-286.334092711686,
2022-03-21 18:30:00,-286.334092711686,
2022-03-21 20:00:00,-286.334092711686,
2022-03-21 23:00:00,-244.34710848520535,
2022-03-21 23:59:59,-180.3755919734067,c
2022-03-22 00:00:00,-171.17741765795472,
2022-03-22 01:00:00,-173.25024162776936,
2022-03-22 02:30:00,-147.66274723000333,
2022-03-22 03:00:00,-139.92452537846475,
2022-03-22 18:30:00,-139.92452537846475,
2022-03-22 20:00:00,-139.92452537846475,
2022-03-22 23:00:00,-53.87426846782273,
2022-03-22 23:59:59,-73.38003444176502,c
2022-03-23 00:00:00,-50.40271949760427,
2022-03-23 01:00:00,-39.43492460955258,
2022-03-23 02:30:00,-18.883745560669922,
2022-03-23 03:00:00,-26.56542649124276,
2022-03-23 18:30:00,-26.56542649124276,
2022-03-23 20:00:00,-26.56542649124276,
2022-03-23 23:00:00,59.98057761675409,
2022-03-23 23:59:59,86.72925381161713,c
2022-03-24 00:00:00,76.55276230021718,
2022-03-24 01:00:00,71.3692096820323,
2022-03-24 02:30:00,112.79321719002292,
2022-03-24 03:00:00,104.82694092469319,
2022-03-24 18:30:00,104.82694092469319,
2022-03-24 20:00:00,104.82694092469319,
2022-03-24 23:00:00,-9.14111779538598,
2022-03-24 23:59:59,-57.885513248060306,c
2022-03-25 00:00:00,-35.648658564192374,
2022-03-25 01:00:00,-29.166473491845863,
2022-03-25 02:30:00,-50.58151312551399,
2022-03-25 03:00:00,-49.82323683405684,
2022-03-25 18:30:00,-49.82323683405684,
2022-03-25 20:00:00,-49.82323683405684,
2022-03-25 23:00:00,-49.82323683405684,
2022-03-25 23:59:59,-35.08063470080015,w
2022-03-28 00:00:00,-77.46848712503743,
2022-03-28 01:00:00,-66.49087073975716,
2022-03-28 02:30:00,-113.76218696932938,
2022-03-28 03:00:00,-81.97923619673384,
2022-03-28 18:30:00,-81.97923619673384,
2022-03-28 20:00:00,-81.97923619673384,
2022-03-28 23:00:00,35.76242851646293,
2022-03-28 23:59:59,53.77186804019675,c
2022-03-29 00:00:00,81.35669201575092,
2022-03-29 01:00:00,80.6796618132912,
2022-03-29 02:30:00,101.60405618808545,
2022-03-29 03:00:00,85.84181082903251,
2022-03-29 18:30:00,85.84181082903251,
2022-03-29 20:00:00,85.84181082903251,
2022-03-29 23:00:00,74.54833678644081,
2022-03-29 23:59:59,108.4968139277953,c
2022-03-30 00:00:00,158.28465617173606,
2022-03-30 01:00:00,151.37237809597445,
2022-03-30 02:30:00,157.68392349371788,
2022-03-30 03:00:00,152.51396074041622,
2022-03-30 18:30:00,152.51396074041622,
2022-03-30 20:00:00,152.51396074041622,
2022-03-30 23:00:00,100.67167146932479,
2022-03-30 23:59:59,52.316150663298686,c
2022-03-31 00:00:00,87.78642015092646,
2022-03-31 01:00:00,62.31291134969888,
2022-03-31 02:30:00,32.478349444749256,
2022-03-31 03:00:00,33.05438373755351,
2022-03-31 18:30:00,33.05438373755351,
2022-03-31 20:00:00,33.05438373755351,
2022-03-31 23:00:00,70.32724398666232,
2022-03-31 23:59:59,67.64919948550596,c
2022-04-01 00:00:00,28.446398732583475,
2022-04-01 01:00:00,26.096249324172277,
2022-04-01 02:30:00,37.753455428028246,
2022-04-01 03:00:00,68.01945546136449,
2022-04-01 18:30:00,68.01945546136449,
2022-04-01 20:00:00,68.01945546136449,
2022-04-01 23:00:00,68.01945546136449,
2022-04-01 23:59:59,76.07842873688878,w
2022-04-04 00:00:00,106.90455884466519,
2022-04-04 01:00:00,106.90455884466519,
2022-04-04 02:30:00,121.52223347780546,
2022-04-04 03:00:00,122.8208892628345,
2022-04-04 18:30:00,122.8208892628345,
2022-04-04 20:00:00,122.8208892628345,
2022-04-04 23:00:00,122.8208892628345,
2022-04-04 23:59:59,113.24687759096287,c
2022-04-05 00:00:00,113.24687759096287,
2022-04-05 01:00:00,113.24687759096287,
2022-04-05 02:30:00,113.24687759096287,
2022-04-05 03:00:00,113.24687759096287,
2022-04-05 18:30:00,113.24687759096287,
2022-04-05 20:00:00,113.24687759096287,
2022-04-05 23:00:00,42.41258408635258,
2022-04-05 23:59:59,42.41258408635258,c
2022-04-06 00:00:00,-18.078407121271084,
2022-04-06 01:00:00,-2.9887034676894473,
2022-04-06 02:30:00,-5.43352162462088,
2022-04-06 03:00:00,5.449110554840445,
2022-04-06 18:30:00,5.449110554840445,
2022-04-06 20:00:00,5.449110554840445,
2022-04-06 23:00:00,-170.9304432150584,
2022-04-06 23:59:59,-197.69072290470285,c
2022-04-07 00:00:00,-219.76939302827304,
2022-04-07 01:00:00,-253.24033560282987,
2022-04-07 02:30:00,-253.435461581651,
2022-04-07 03:00:00,-261.6773712162558,
2022-04-07 18:30:00,-261.6773712162558,
2022-04-07 20:00:00,-261.6773712162558,
2022-04-07 23:00:00,-298.4943640949532,
2022-04-07 23:59:59,-325.8128248469993,c
2022-04-08 00:00:00,-283.68008059365184,
2022-04-08 01:00:00,-293.42980234845345,
2022-04-08 02:30:00,-287.84439676303464,
2022-04-08 03:00:00,-284.6592393416731,
2022-04-08 18:30:00,-284.6592393416731,
2022-04-08 20:00:00,-284.6592393416731,
2022-04-08 23:00:00,-284.6592393416731,
2022-04-08 23:59:59,-289.3277210663182,w
