date,AS_FTSE_EM_SC_2022_Q1,meta
2022-01-07 00:00:00,-130.89969336318973,
2022-01-07 01:00:00,-157.58932734374775,
2022-01-07 02:30:00,-164.86582364883543,
2022-01-07 03:00:00,-187.01295685223886,
2022-01-07 18:30:00,-187.01295685223886,
2022-01-07 20:00:00,-187.01295685223886,
2022-01-07 23:00:00,-187.01295685223886,
2022-01-07 23:59:59,-184.92284572091285,w
2022-01-10 00:00:00,-140.28776283377556,
2022-01-10 01:00:00,-146.8621885968587,
2022-01-10 02:30:00,-129.6660917131294,
2022-01-10 03:00:00,-128.31008496816412,
2022-01-10 18:30:00,-128.31008496816412,
2022-01-10 20:00:00,-128.31008496816412,
2022-01-10 23:00:00,-254.8028230491218,
2022-01-10 23:59:59,-297.5582356813138,c
2022-01-11 00:00:00,-298.6810531733736,
2022-01-11 01:00:00,-314.7956872490349,
2022-01-11 02:30:00,-314.43836064233346,
2022-01-11 03:00:00,-320.57391214603285,
2022-01-11 18:30:00,-320.57391214603285,
2022-01-11 20:00:00,-320.57391214603285,
2022-01-11 23:00:00,-337.80199389717745,
2022-01-11 23:59:59,-320.0528924014943,c
2022-01-12 00:00:00,-271.59064675144054,
2022-01-12 01:00:00,-270.59766418366144,
2022-01-12 02:30:00,-263.67071924864194,
2022-01-12 03:00:00,-253.94006558159526,
2022-01-12 18:30:00,-253.94006558159526,
2022-01-12 20:00:00,-253.94006558159526,
2022-01-12 23:00:00,-363.41288451366745,
2022-01-12 23:59:59,-376.6054543009186,c
2022-01-13 00:00:00,-334.6953762669391,
2022-01-13 01:00:00,-359.37679858425054,
2022-01-13 02:30:00,-375.87652370205615,
2022-01-13 03:00:00,-394.8039914798637,
2022-01-13 18:30:00,-394.8039914798637,
2022-01-13 20:00:00,-394.8039914798637,
2022-01-13 23:00:00,-472.5544802492104,
2022-01-13 23:59:59,-459.74242064043847,c
2022-01-14 00:00:00,-464.7159683635664,
2022-01-14 01:00:00,-412.1510925638804,
2022-01-14 02:30:00,-438.3288616954296,
2022-01-14 03:00:00,-444.4065294814227,
2022-01-14 18:30:00,-444.4065294814227,
2022-01-14 20:00:00,-444.4065294814227,
2022-01-14 23:00:00,-444.4065294814227,
2022-01-14 23:59:59,-447.0876490194196,w
2022-01-17 00:00:00,-243.20786160140506,
2022-01-17 01:00:00,-168.80728523110338,
2022-01-17 02:30:00,-154.53464424631875,
2022-01-17 03:00:00,-153.50468782427743,
2022-01-17 18:30:00,-153.50468782427743,
2022-01-17 20:00:00,-153.50468782427743,
2022-01-17 23:00:00,-40.427316755682114,
2022-01-17 23:59:59,-64.566582771311,c
2022-01-18 00:00:00,-54.02151728509671,
2022-01-18 01:00:00,-97.40240018653367,
2022-01-18 02:30:00,-130.3052223814775,
2022-01-18 03:00:00,-139.01718106818498,
2022-01-18 18:30:00,-139.01718106818498,
2022-01-18 20:00:00,-139.01718106818498,
2022-01-18 23:00:00,-79.74751153891611,
2022-01-18 23:59:59,-71.41502435690654,c
2022-01-19 00:00:00,-87.59677131040098,
2022-01-19 01:00:00,-115.4822841035384,
2022-01-19 02:30:00,-76.65892511861966,
2022-01-19 03:00:00,-58.71565589771126,
2022-01-19 18:30:00,-58.71565589771126,
2022-01-19 20:00:00,-58.71565589771126,
2022-01-19 23:00:00,-79.7290895759761,
2022-01-19 23:59:59,-60.97627057501359,c
2022-01-20 00:00:00,-60.25221681659059,
2022-01-20 01:00:00,-48.17022313558937,
2022-01-20 02:30:00,-28.997433762954643,
2022-01-20 03:00:00,-17.13945715546106,
2022-01-20 18:30:00,-17.13945715546106,
2022-01-20 20:00:00,-17.13945715546106,
2022-01-20 23:00:00,9.972740092449385,
2022-01-20 23:59:59,-12.980032124140962,c
2022-01-21 00:00:00,-39.30292732032831,
2022-01-21 01:00:00,-95.11557320445172,
2022-01-21 02:30:00,-88.70360920634812,
2022-01-21 03:00:00,-75.93163533349343,
2022-01-21 18:30:00,-75.93163533349343,
2022-01-21 20:00:00,-75.93163533349343,
2022-01-21 23:00:00,-75.93163533349343,
2022-01-21 23:59:59,-69.28581837673573,w
2022-01-24 00:00:00,-92.19136515745504,
2022-01-24 01:00:00,-87.26162089591435,
2022-01-24 02:30:00,-117.1430597396702,
2022-01-24 03:00:00,-113.14706418186415,
2022-01-24 18:30:00,-113.14706418186415,
