date,MSCI_EM_ADR_2023_Q1,meta
2023-01-05 00:00:00,-90.76756339214333,
2023-01-05 10:00:00,-82.95493178206945,
2023-01-05 10:30:00,4.253663572655739,
2023-01-05 12:00:00,74.84022004991755,
2023-01-05 13:30:00,73.02628163000708,
2023-01-05 15:00:00,23.461077011814666,
2023-01-05 15:30:30,23.461077011814666,
2023-01-05 23:59:59,44.54549754655801,c
2023-01-06 00:00:00,-0.41343876873514773,
2023-01-06 10:00:00,16.47649442393913,
2023-01-06 10:30:00,83.88942204752459,
2023-01-06 12:00:00,87.55519883194592,
2023-01-06 13:30:00,90.33831272796704,
2023-01-06 15:00:00,97.90147722666501,
2023-01-06 15:30:30,97.90147722666501,
2023-01-06 23:59:59,120.06648088772619,w
2023-01-09 00:00:00,130.66335586545262,
2023-01-09 10:00:00,119.35878711358998,
2023-01-09 10:30:00,236.80818003533045,
2023-01-09 12:00:00,82.09697038034989,
2023-01-09 13:30:00,43.66244453108703,
2023-01-09 15:00:00,22.794807849123572,
2023-01-09 15:30:30,22.794807849123572,
2023-01-09 23:59:59,29.448386099956167,c
2023-01-10 00:00:00,14.764863007597285,
2023-01-10 10:00:00,224.87957818059527,
2023-01-10 10:30:00,276.2206361581972,
2023-01-10 12:00:00,238.19183237651043,
2023-01-10 13:30:00,163.18676338584538,
2023-01-10 15:00:00,124.41146097646771,
2023-01-10 15:30:30,124.41146097646771,
2023-01-10 23:59:59,81.55707597926181,c
2023-01-11 00:00:00,129.04129185900837,
2023-01-11 10:00:00,71.61061177798433,
2023-01-11 10:30:00,50.65113763940053,
2023-01-11 12:00:00,47.892875352247245,
2023-01-11 13:30:00,93.48750759706542,
2023-01-11 15:00:00,130.17904217396494,
2023-01-11 15:30:30,130.17904217396494,
2023-01-11 23:59:59,130.93471704009966,c
2023-01-12 00:00:00,107.07325878303442,
2023-01-12 10:00:00,38.10111542970145,
2023-01-12 10:30:00,54.2066088321713,
2023-01-12 12:00:00,43.9163808745767,
2023-01-12 13:30:00,19.54886251113794,
2023-01-12 15:00:00,34.211805480228065,
2023-01-12 15:30:30,34.211805480228065,
2023-01-12 23:59:59,50.52999732217711,c
2023-01-13 00:00:00,56.993087593890664,
2023-01-13 10:00:00,172.60284537407597,
2023-01-13 10:30:00,245.72343478282767,
2023-01-13 12:00:00,428.817550008818,
2023-01-13 13:30:00,444.04728340105794,
2023-01-13 15:00:00,467.0501568473543,
2023-01-13 15:30:30,467.0501568473543,
2023-01-13 23:59:59,479.9290995786731,w
2023-01-16 00:00:00,479.9290995786731,
2023-01-16 10:00:00,479.9290995786731,
2023-01-16 10:30:00,479.9290995786731,
2023-01-16 12:00:00,479.9290995786731,
2023-01-16 13:30:00,479.9290995786731,
2023-01-16 15:00:00,479.9290995786731,
2023-01-16 15:30:30,479.9290995786731,
2023-01-16 23:59:59,479.9290995786731,c
2023-01-17 00:00:00,402.3332441650723,
2023-01-17 10:00:00,319.9899501396344,
2023-01-17 10:30:00,239.8129849505517,
2023-01-17 12:00:00,343.8512897677891,
2023-01-17 13:30:00,353.5595644075802,
2023-01-17 15:00:00,335.87775591179707,
2023-01-17 15:30:30,335.87775591179707,
2023-01-17 23:59:59,307.0519773094687,c
2023-01-18 00:00:00,285.11984109206503,
2023-01-18 10:00:00,305.914470703672,
2023-01-18 10:30:00,299.7822365588903,
2023-01-18 12:00:00,217.0943968223488,
2023-01-18 13:30:00,274.3856782332804,
2023-01-18 15:00:00,259.28002293791167,
2023-01-18 15:30:30,259.28002293791167,s
2023-01-18 23:59:59,257.68063061379064,c
2023-01-19 00:00:00,249.4720083786416,
2023-01-19 10:00:00,321.549235748506,
2023-01-19 10:30:00,371.993696652945,
2023-01-19 12:00:00,419.1635636710022,
2023-01-19 13:30:00,390.0316924408369,
2023-01-19 15:00:00,397.99390444649293,
2023-01-19 15:30:30,397.99390444649293,
2023-01-19 23:59:59,396.8458133883936,c
2023-01-20 00:00:00,459.32165047797696,
2023-01-20 10:00:00,339.886186352908,
2023-01-20 10:30:00,409.428621809987,
2023-01-20 12:00:00,367.8874098852491,
2023-01-20 13:30:00,362.44093189667376,
2023-01-20 15:00:00,378.0393147608012,
2023-01-20 15:30:30,378.0393147608012,
2023-01-20 23:59:59,357.5176777095829,w
2023-01-23 00:00:00,353.61688696325973,
2023-01-23 10:00:00,302.7505727334468,
2023-01-23 10:30:00,310.02280479395677,
2023-01-23 12:00:00,238.4974037821006,
2023-01-23 13:30:00,318.47775083236786,
2023-01-23 15:00:00,323.55363429828674,
2023-01-23 15:30:30,323.55363429828674,
2023-01-23 23:59:59,294.81715179319474,c
2023-01-24 00:00:00,282.76202477907316,
2023-01-24 10:00:00,104.14554427436406,
2023-01-24 10:30:00,131.53229482936712,
2023-01-24 12:00:00,148.9508329179431,
2023-01-24 13:30:00,169.41822902702825,
2023-01-24 15:00:00,198.02580749567437,
2023-01-24 15:30:30,198.02580749567437,
2023-01-24 23:59:59,268.67001565690884,c
2023-01-25 00:00:00,231.991384643275,
2023-01-25 10:00:00,270.08141544117336,
2023-01-25 10:30:00,304.1668326170843,
2023-01-25 12:00:00,362.66122708739806,
2023-01-25 13:30:00,354.7919585959129,
2023-01-25 15:00:00,348.22054128179866,
2023-01-25 15:30:30,348.22054128179866,
2023-01-25 23:59:59,332.39765037246104,c
2023-01-26 00:00:00,319.02952794471935,
2023-01-26 10:00:00,243.9422844145381,
2023-01-26 10:30:00,283.20711887711957,
2023-01-26 12:00:00,315.4741276080832,
2023-01-26 13:30:00,300.1769039724836,
2023-01-26 15:00:00,300.3737511733226,
2023-01-26 15:30:30,300.3737511733226,
2023-01-26 23:59:59,304.50319990917967,c
