date,MSCI_VGT_2021_Q2,meta
2021-05-11 10:00:00,-33.51317358345909,
2021-05-11 10:30:00,-73.13810664408459,
2021-05-11 12:00:00,-31.858369205592,
2021-05-11 13:30:00,-8.787923507228243,
2021-05-11 15:00:00,-7.966104075068301,
2021-05-11 15:30:30,-7.966104075068301,
2021-05-11 23:59:59,0.0,a
2021-05-12 00:00:00,-24.172399927273887,
2021-05-12 10:00:00,-35.10881967474461,
2021-05-12 10:30:00,-46.669368439838536,
2021-05-12 12:00:00,-51.65184982814242,
2021-05-12 13:30:00,-40.022567911479655,
2021-05-12 15:00:00,-44.59768359080658,
2021-05-12 15:30:30,-44.59768359080658,
2021-05-12 23:59:59,-40.19901361473546,c
2021-05-13 00:00:00,-33.2020635275951,
2021-05-13 10:00:00,-28.504948323577764,
2021-05-13 10:30:00,-40.105265164647335,
2021-05-13 12:00:00,-80.87265187168305,
2021-05-13 13:30:00,-96.67961915392743,
2021-05-13 15:00:00,-92.47714377040995,
2021-05-13 15:30:30,-92.47714377040995,u
2021-05-13 23:59:59,-89.14873496321775,c
2021-05-14 00:00:00,-63.85253269064515,
2021-05-14 10:00:00,-56.75072337969789,
2021-05-14 10:30:00,-44.894816613286935,
2021-05-14 12:00:00,-31.59814459654035,
2021-05-14 13:30:00,-28.189727193422755,
2021-05-14 15:00:00,-21.975885237112607,
2021-05-14 15:30:30,-21.975885237112607,
2021-05-14 23:59:59,-29.717526878592707,w
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
0,-29.717526878592707,
2021-05-17 00:00:00,-44.79642014016531,
2021-05-17 10:00:00,-62.74345986468393,
2021-05-17 10:30:00,-56.615818989805234,
2021-05-17 12:00:00,-55.483073033537835,
2021-05-17 13:30:00,-50.017896781452464,
2021-05-17 15:00:00,-36.5293683032919,
2021-05-17 15:30:30,-36.5293683032919,
2021-05-17 23:59:59,-20.479983301415587,c
2021-05-18 00:00:00,-21.5586023312311,
2021-05-18 10:00:00,-15.069422547158524,
2021-05-18 10:30:00,1.6496245005362198,
2021-05-18 12:00:00,-17.230387197041637,
2021-05-18 13:30:00,-9.955428875831672,
2021-05-18 15:00:00,-24.953099568072275,
2021-05-18 15:30:30,-24.953099568072275,
2021-05-18 23:59:59,-27.234661721044404,c
2021-05-19 00:00:00,-65.62759032295264,
2021-05-19 10:00:00,-49.38883649693412,
2021-05-19 10:30:00,-31.760407818300678,
2021-05-19 12:00:00,-25.9724375080076,
2021-05-19 13:30:00,-16.061223547613054,
2021-05-19 15:00:00,-24.150284257893304,
2021-05-19 15:30:30,-24.150284257893304,
2021-05-19 23:59:59,-12.129004555059737,c
2021-05-20 00:00:00,-0.5399540367449163,
2021-05-20 10:00:00,0.4205095458787582,
2021-05-20 10:30:00,10.069234791498616,
2021-05-20 12:00:00,15.941326255028798,
2021-05-20 13:30:00,15.7887279981328,
2021-05-20 15:00:00,28.644564894195128,
2021-05-20 15:30:30,28.644564894195128,
2021-05-20 23:59:59,25.510953303716065,c
2021-05-21 00:00:00,40.33871975829834,
2021-05-21 10:00:00,29.89807248572447,
2021-05-21 10:30:00,16.44987689685979,
2021-05-21 12:00:00,10.864234437209461,
2021-05-21 13:30:00,21.98091183475924,
2021-05-21 15:00:00,27.418711423355717,
2021-05-21 15:30:30,27.418711423355717,
2021-05-21 23:59:59,24.485520869980064,w
2021-05-24 00:00:00,25.032042757253066,
2021-05-24 10:00:00,42.7778296849026,
2021-05-24 10:30:00,47.65555366774697,
2021-05-24 12:00:00,49.234360159998346,
2021-05-24 13:30:00,53.802270825653295,
2021-05-24 15:00:00,62.786359190810344,
2021-05-24 15:30:30,62.786359190810344,
2021-05-24 23:59:59,63.24932212173428,c
2021-05-25 00:00:00,69.39709183583022,
2021-05-25 10:00:00,72.79311564885074,
2021-05-25 10:30:00,92.3560903928809,
2021-05-25 12:00:00,92.3584721893767,
2021-05-25 13:30:00,101.60607435340717,
2021-05-25 15:00:00,108.33999847930124,
2021-05-25 15:30:30,108.33999847930124,
2021-05-25 23:59:59,109.67141898239629,c
2021-05-26 00:00:00,93.42197352021162,
2021-05-26 10:00:00,92.98016115877533,
2021-05-26 10:30:00,104.8346271778621,
2021-05-26 12:00:00,93.6074768934559,
2021-05-26 13:30:00,89.47237723204705,
2021-05-26 15:00:00,96.85495362947779,
2021-05-26 15:30:30,96.85495362947779,
2021-05-26 23:59:59,97.1107560640994,c
2021-05-27 00:00:00,92.46064770822079,
2021-05-27 10:00:00,89.33813902636575,
2021-05-27 10:30:00,97.43500364915224,
2021-05-27 12:00:00,91.94583875597198,
2021-05-27 13:30:00,97.75509437136918,
2021-05-27 15:00:00,101.96504295692057,
2021-05-27 15:30:30,101.96504295692057,
2021-05-27 23:59:59,109.74063638337316,e
2021-05-28 00:00:00,124.36600367247638,
2021-05-28 10:00:00,157.56649683092303,
2021-05-28 10:30:00,147.31710226280416,
2021-05-28 12:00:00,146.00166400157912,
2021-05-28 13:30:00,146.85185492440962,
2021-05-28 15:00:00,151.58634209535398,
2021-05-28 15:30:30,151.58634209535398,
2021-05-28 23:59:59,145.09374270667433,w
2021-05-31 00:00:00,145.09374270667433,
2021-05-31 10:00:00,145.09374270667433,
2021-05-31 10:30:00,145.09374270667433,
2021-05-31 12:00:00,145.09374270667433,
2021-05-31 13:30:00,145.09374270667433,
2021-05-31 15:00:00,145.09374270667433,
2021-05-31 15:30:30,145.09374270667433,
2021-05-31 23:59:59,145.09374270667433,c
2021-06-01 00:00:00,141.1594740358472,
2021-06-01 10:00:00,147.59868622308807,
2021-06-01 10:30:00,126.76673353233537,
2021-06-01 12:00:00,135.10856714127863,
2021-06-01 13:30:00,139.60734717420985,
2021-06-01 15:00:00,144.37639463585617,
2021-06-01 15:30:30,144.37639463585617,
2021-06-01 23:59:59,140.35314064922682,c
2021-06-02 00:00:00,136.52168863872612,
2021-06-02 10:00:00,126.10207009163344,
2021-06-02 10:30:00,122.31253902305559,
2021-06-02 12:00:00,151.90916112164234,
2021-06-02 13:30:00,147.3015531847866,
2021-06-02 15:00:00,151.87093329791628,
2021-06-02 15:30:30,151.87093329791628,
2021-06-02 23:59:59,161.36197020559348,c
2021-06-03 00:00:00,133.02172727054528,
2021-06-03 10:00:00,114.52928199095027,
2021-06-03 10:30:00,132.60248610140604,
2021-06-03 12:00:00,130.89985076732057,
2021-06-03 13:30:00,134.21273575363932,
2021-06-03 15:00:00,118.65129679441463,
2021-06-03 15:30:30,118.65129679441463,
2021-06-03 23:59:59,111.69512199472445,c
2021-06-04 00:00:00,123.61422451873273,
2021-06-04 10:00:00,117.61755655092179,
2021-06-04 10:30:00,113.0962268531913,
2021-06-04 12:00:00,127.34590039223542,
2021-06-04 13:30:00,141.53474232337203,
2021-06-04 15:00:00,136.43885002468255,
2021-06-04 15:30:30,136.43885002468255,
2021-06-04 23:59:59,138.0618163354917,w
2021-06-07 00:00:00,138.85963171177787,
2021-06-07 10:00:00,129.54000561960538,
2021-06-07 10:30:00,127.42206370096096,
2021-06-07 12:00:00,119.50207739980192,
2021-06-07 13:30:00,110.64165406506072,
2021-06-07 15:00:00,104.29602522596838,
2021-06-07 15:30:30,104.29602522596838,
2021-06-07 23:59:59,107.817584055147,c
2021-06-08 00:00:00,110.05595915696244,
2021-06-08 10:00:00,92.86439680229057,
2021-06-08 10:30:00,92.83225990947926,
2021-06-08 12:00:00,68.23880580073387,
2021-06-08 13:30:00,76.38395664455197,
2021-06-08 15:00:00,77.35360492250436,
2021-06-08 15:30:30,77.35360492250436,
2021-06-08 23:59:59,74.90171335642333,c
2021-06-09 00:00:00,80.08169327124972,
2021-06-09 10:00:00,76.64728603147796,
2021-06-09 10:30:00,82.24910347747243,
2021-06-09 12:00:00,88.73454807387805,
2021-06-09 13:30:00,96.61099112049237,
2021-06-09 15:00:00,93.49473928765622,
2021-06-09 15:30:30,93.49473928765622,
2021-06-09 23:59:59,82.67870943705634,c
2021-06-10 00:00:00,100.78614459483651,
2021-06-10 10:00:00,137.24963663788162,
2021-06-10 10:30:00,132.4581094080064,
2021-06-10 12:00:00,121.31814589295163,
2021-06-10 13:30:00,128.4142903059967,
2021-06-10 15:00:00,133.8831791050594,
2021-06-10 15:30:30,133.8831791050594,
2021-06-10 23:59:59,130.28867283269471,c
2021-06-11 00:00:00,140.89100858010374,
2021-06-11 10:00:00,142.15443234870168,
2021-06-11 10:30:00,143.83531462026406,
2021-06-11 12:00:00,140.129966033953,
2021-06-11 13:30:00,146.57774641279718,
2021-06-11 15:00:00,142.5210571775026,
2021-06-11 15:30:30,142.5210571775026,
2021-06-11 23:59:59,148.20952232850516,w
2021-06-14 00:00:00,163.25907799218282,
2021-06-14 10:00:00,181.2950480463461,
2021-06-14 10:30:00,181.23466607549244,
2021-06-14 12:00:00,199.77456853414412,
2021-06-14 13:30:00,208.73603241595106,
2021-06-14 15:00:00,204.37987028501345,
2021-06-14 15:30:30,204.37987028501345,
2021-06-14 23:59:59,201.76396253917267,c
2021-06-15 00:00:00,209.74082607293144,
2021-06-15 10:00:00,219.69589055083816,
2021-06-15 10:30:00,189.34470670297458,
2021-06-15 12:00:00,196.41516797160432,
2021-06-15 13:30:00,199.5906902282661,
2021-06-15 15:00:00,195.90634111709358,
2021-06-15 15:30:30,195.90634111709358,
2021-06-15 23:59:59,192.32521355564552,c
2021-06-16 00:00:00,234.30802324186175,
2021-06-16 10:00:00,260.9900729773825,
2021-06-16 10:30:00,256.7263368762867,
2021-06-16 12:00:00,247.39893636248576,
2021-06-16 13:30:00,235.45726516957893,
2021-06-16 15:00:00,228.67284790999383,
2021-06-16 15:30:30,228.67284790999383,
2021-06-16 23:59:59,248.0445545301975,c
2021-06-17 00:00:00,249.8500792875857,
2021-06-17 10:00:00,276.63045089374236,
2021-06-17 10:30:00,294.6853331493039,
2021-06-17 12:00:00,286.1338107924911,
2021-06-17 13:30:00,283.1801663078213,
2021-06-17 15:00:00,276.796013040336,
2021-06-17 15:30:30,276.796013040336,
2021-06-17 23:59:59,273.57967077345415,c
