date,MSCI_VGT_2021_Q2,meta
2021-04-06 00:00:00,306.99101012865333,
2021-04-06 10:00:00,291.8810920250555,
2021-04-06 10:30:00,282.67734404309886,
2021-04-06 12:00:00,284.4623135045034,
2021-04-06 13:30:00,244.14105205343094,
2021-04-06 15:00:00,265.78070135017094,
2021-04-06 15:30:30,265.78070135017094,
2021-04-06 23:59:59,264.05829512206503,c
2021-04-07 00:00:00,260.41610969478904,
2021-04-07 10:00:00,260.9196103425138,
2021-04-07 10:30:00,263.05279012615813,
2021-04-07 12:00:00,242.8629200184514,
2021-04-07 13:30:00,247.13774861386037,
2021-04-07 15:00:00,251.74923250687743,
2021-04-07 15:30:30,251.74923250687743,
2021-04-07 23:59:59,245.68593980152264,c
2021-04-08 00:00:00,261.78820600720724,
2021-04-08 10:00:00,256.8583115527656,
2021-04-08 10:30:00,252.0988280489995,
2021-04-08 12:00:00,249.5866343709431,
2021-04-08 13:30:00,248.01830143720963,
2021-04-08 15:00:00,242.10420260995954,
2021-04-08 15:30:30,242.10420260995954,
2021-04-08 23:59:59,248.64369099848523,c
2021-04-09 00:00:00,244.39930114776018,
2021-04-09 10:00:00,254.71968298327818,
2021-04-09 10:30:00,256.4394691387205,
2021-04-09 12:00:00,265.10090488777803,
2021-04-09 13:30:00,263.0063801305157,
2021-04-09 15:00:00,260.523805183867,
2021-04-09 15:30:30,260.523805183867,
2021-04-09 23:59:59,261.1482587396923,w
2021-04-12 00:00:00,258.84124993942726,
2021-04-12 10:00:00,233.95776685415376,
2021-04-12 10:30:00,236.71101242922862,
2021-04-12 12:00:00,232.50456326650146,
2021-04-12 13:30:00,228.05805168892937,
2021-04-12 15:00:00,222.0023488932345,
2021-04-12 15:30:30,222.0023488932345,
2021-04-12 23:59:59,228.56111938359584,c
2021-04-13 00:00:00,249.28552475205572,
2021-04-13 10:00:00,245.1025937416946,
2021-04-13 10:30:00,241.33604033728568,
2021-04-13 12:00:00,239.58338651052054,
2021-04-13 13:30:00,252.8848664313042,
2021-04-13 15:00:00,253.98230672588113,
2021-04-13 15:30:30,253.98230672588113,
2021-04-13 23:59:59,273.4142372725597,c
2021-04-14 00:00:00,273.05791279643586,
2021-04-14 10:00:00,249.0775972851544,
2021-04-14 10:30:00,225.3958346523582,
2021-04-14 12:00:00,226.56472733881878,
2021-04-14 13:30:00,212.2921613311952,
2021-04-14 15:00:00,193.41443509986675,
2021-04-14 15:30:30,193.41443509986675,
2021-04-14 23:59:59,192.5812484259095,c
2021-04-15 00:00:00,222.2990332595822,
2021-04-15 10:00:00,205.75141068015523,
2021-04-15 10:30:00,193.10547542772179,
2021-04-15 12:00:00,187.33369030777874,
2021-04-15 13:30:00,175.4700395099827,
2021-04-15 15:00:00,196.25044853301256,
2021-04-15 15:30:30,196.25044853301256,
2021-04-15 23:59:59,194.20269468264485,c
2021-04-16 00:00:00,179.10226371636952,
2021-04-16 10:00:00,175.96227522988238,
2021-04-16 10:30:00,181.93241857323562,
2021-04-16 12:00:00,188.6265787280995,
2021-04-16 13:30:00,169.68408877431114,
2021-04-16 15:00:00,169.55814707167553,
2021-04-16 15:30:30,169.55814707167553,
2021-04-16 23:59:59,162.11231304350213,w
2021-04-19 00:00:00,136.71887837681595,
2021-04-19 10:00:00,137.01559890602607,
2021-04-19 10:30:00,119.88503681553073,
2021-04-19 12:00:00,79.40137238683224,
2021-04-19 13:30:00,82.15068984428467,
2021-04-19 15:00:00,98.54674433075365,
2021-04-19 15:30:30,98.54674433075365,s
2021-04-19 23:59:59,104.76800614047261,c
2021-04-20 00:00:00,108.48453806147597,
2021-04-20 10:00:00,103.59778818246741,
2021-04-20 10:30:00,105.07417450732089,
2021-04-20 12:00:00,96.01649374737906,
2021-04-20 13:30:00,90.17592514746286,
2021-04-20 15:00:00,83.69433640210639,
2021-04-20 15:30:30,83.69433640210639,
2021-04-20 23:59:59,98.88037105985109,c
2021-04-21 00:00:00,86.8567778091558,
2021-04-21 10:00:00,111.85628600809218,
2021-04-21 10:30:00,127.7848854667775,
2021-04-21 12:00:00,160.27339939990293,
2021-04-21 13:30:00,157.1030943295392,
2021-04-21 15:00:00,164.55274418622685,
2021-04-21 15:30:30,164.55274418622685,
2021-04-21 23:59:59,181.42448165520034,c
2021-04-22 00:00:00,187.3050625549846,
2021-04-22 10:00:00,175.39702857350574,
2021-04-22 10:30:00,180.83935572679968,
2021-04-22 12:00:00,197.43879194864428,
2021-04-22 13:30:00,180.40700405256496,
2021-04-22 15:00:00,158.89949509420524,
2021-04-22 15:30:30,158.89949509420524,
2021-04-22 23:59:59,156.41332693662025,c
2021-04-23 00:00:00,165.1187357182248,
2021-04-23 10:00:00,183.43753214363664,
2021-04-23 10:30:00,196.17544559382952,
2021-04-23 12:00:00,193.41518980381443,
2021-04-23 13:30:00,202.9848268080084,
2021-04-23 15:00:00,200.86391493902033,
2021-04-23 15:30:30,200.86391493902033,
2021-04-23 23:59:59,197.28169405716733,w
2021-04-26 00:00:00,209.1642560775174,
2021-04-26 10:00:00,219.89856994657976,
2021-04-26 10:30:00,223.06777783346433,
2021-04-26 12:00:00,234.41503734004755,
2021-04-26 13:30:00,237.0839570735318,
2021-04-26 15:00:00,254.20413749864406,
2021-04-26 15:30:30,254.20413749864406,
2021-04-26 23:59:59,256.3554515029833,c
2021-04-27 00:00:00,266.0828331466839,
2021-04-27 10:00:00,234.78889161300629,
2021-04-27 10:30:00,237.57501165994108,
2021-04-27 12:00:00,231.23930103380178,
2021-04-27 13:30:00,226.19410520592191,
2021-04-27 15:00:00,221.45501827427222,
2021-04-27 15:30:30,221.45501827427222,
2021-04-27 23:59:59,218.76624599648062,c
2021-04-28 00:00:00,219.86552130253312,
2021-04-28 10:00:00,220.5126530954076,
2021-04-28 10:30:00,227.6986436581526,
2021-04-28 12:00:00,225.1875755409152,
2021-04-28 13:30:00,224.99640454454163,
2021-04-28 15:00:00,226.70259471983195,
2021-04-28 15:30:30,226.70259471983195,
2021-04-28 23:59:59,222.03120354087775,c
2021-04-29 00:00:00,237.17675380958565,
2021-04-29 10:00:00,220.6177239161533,
2021-04-29 10:30:00,226.99352244687702,
2021-04-29 12:00:00,218.2009170638654,
2021-04-29 13:30:00,218.026695159641,
2021-04-29 15:00:00,230.46363691843908,
2021-04-29 15:30:30,230.46363691843908,
2021-04-29 23:59:59,217.88435467195325,c
2021-04-30 00:00:00,199.6966306018295,
2021-04-30 10:00:00,223.062752713215,
2021-04-30 10:30:00,225.91306175611294,
2021-04-30 12:00:00,205.10102728779543,
2021-04-30 13:30:00,195.9617850216241,
2021-04-30 15:00:00,180.97826051602942,
2021-04-30 15:30:30,180.97826051602942,
2021-04-30 23:59:59,182.79160329528156,w
2021-05-03 00:00:00,180.43672751861334,
2021-05-03 10:00:00,159.31968046959253,
2021-05-03 10:30:00,163.61775578662196,
2021-05-03 12:00:00,149.146629714671,
2021-05-03 13:30:00,138.36281480943023,
2021-05-03 15:00:00,144.34731309607218,
2021-05-03 15:30:30,144.34731309607218,
2021-05-03 23:59:59,136.73508725068598,c
2021-05-04 00:00:00,114.85982200111232,
2021-05-04 10:00:00,57.03023879248258,
2021-05-04 10:30:00,71.89114877781799,
2021-05-04 12:00:00,57.52880315126856,
2021-05-04 13:30:00,73.4267325458419,
2021-05-04 15:00:00,85.54118209016599,
2021-05-04 15:30:30,85.54118209016599,
2021-05-04 23:59:59,86.10104606913205,c
2021-05-05 00:00:00,100.50652690929746,
2021-05-05 10:00:00,94.93723224120083,
2021-05-05 10:30:00,98.61242298081834,
2021-05-05 12:00:00,112.372887982409,
2021-05-05 13:30:00,98.92927327601683,
2021-05-05 15:00:00,84.40975136599707,
2021-05-05 15:30:30,84.40975136599707,
2021-05-05 23:59:59,81.19533822280948,c
2021-05-06 00:00:00,53.168654813315015,
2021-05-06 10:00:00,53.77301217953914,
2021-05-06 10:30:00,46.520916562867,
2021-05-06 12:00:00,56.46930297817232,
2021-05-06 13:30:00,33.49194353012854,
2021-05-06 15:00:00,25.987048038885746,
2021-05-06 15:30:30,25.987048038885746,
2021-05-06 23:59:59,32.63164921723751,c
2021-05-07 00:00:00,50.33353370344787,
2021-05-07 10:00:00,75.63096754842354,
2021-05-07 10:30:00,87.50316516488465,
2021-05-07 12:00:00,69.99800161079622,
2021-05-07 13:30:00,46.032691832351816,
2021-05-07 15:00:00,39.97089776778432,
2021-05-07 15:30:30,39.97089776778432,
2021-05-07 23:59:59,37.50312940464573,w
2021-05-10 00:00:00,47.206273908646835,
2021-05-10 10:00:00,-16.066965911831858,
2021-05-10 10:30:00,-22.533535617679604,
2021-05-10 12:00:00,-15.159363286812777,
2021-05-10 13:30:00,-20.7396317701739,
2021-05-10 15:00:00,-40.393567261170006,
2021-05-10 15:30:30,-40.393567261170006,
2021-05-10 23:59:59,-53.05331777406275,c
2021-05-11 00:00:00,-117.45733991915324,
