date,MSCI_SECTORS_2022_Q2,meta
2022-04-14 00:00:00,692.3105516837019,
2022-04-14 10:00:00,636.2973144221011,
2022-04-14 10:30:00,630.3014546202171,
2022-04-14 12:00:00,613.6379944293035,
2022-04-14 13:30:00,619.8835850533148,
2022-04-14 15:00:00,619.0432214333144,
2022-04-14 15:30:30,619.0432214333144,
2022-04-14 23:59:59,619.7040371367275,c
2022-04-15 00:00:00,619.7040371367275,
2022-04-15 10:00:00,619.7040371367275,
2022-04-15 10:30:00,619.7040371367275,
2022-04-15 12:00:00,619.7040371367275,
2022-04-15 13:30:00,619.7040371367275,
2022-04-15 15:00:00,619.7040371367275,
2022-04-15 15:30:30,619.7040371367275,
2022-04-15 23:59:59,619.7040371367275,w
2022-04-18 00:00:00,612.0280844802711,
2022-04-18 10:00:00,576.1935525453243,
2022-04-18 10:30:00,588.5152852635144,
2022-04-18 12:00:00,548.9726897044807,
2022-04-18 13:30:00,550.8156707480877,
2022-04-18 15:00:00,566.4850498324696,
2022-04-18 15:30:30,566.4850498324696,
2022-04-18 23:59:59,562.9708990359203,c
2022-04-19 00:00:00,546.9526207263759,
2022-04-19 10:00:00,576.3101479706992,
2022-04-19 10:30:00,587.9964720676462,
2022-04-19 12:00:00,625.3741432448018,
2022-04-19 13:30:00,625.6546640206157,
2022-04-19 15:00:00,619.3339279053185,
2022-04-19 15:30:30,619.3339279053185,
2022-04-19 23:59:59,627.481976471436,c
2022-04-20 00:00:00,614.1958339710305,
2022-04-20 10:00:00,534.8235080867518,
2022-04-20 10:30:00,550.5108539002571,
2022-04-20 12:00:00,546.4399418236306,
2022-04-20 13:30:00,574.5300349105843,
2022-04-20 15:00:00,557.0423570919932,
2022-04-20 15:30:30,557.0423570919932,
2022-04-20 23:59:59,555.1423032893047,c
2022-04-21 00:00:00,563.4815085791129,
2022-04-21 10:00:00,546.7102419729308,
2022-04-21 10:30:00,544.8680473155699,
2022-04-21 12:00:00,484.82662092618943,
2022-04-21 13:30:00,483.58689856467635,
2022-04-21 15:00:00,443.8876252716374,
2022-04-21 15:30:30,443.8876252716374,
2022-04-21 23:59:59,445.8267948796448,c
2022-04-22 00:00:00,450.1154490919591,
2022-04-22 10:00:00,467.51549297225165,
2022-04-22 10:30:00,450.9622894097102,
2022-04-22 12:00:00,438.94131060735504,
2022-04-22 13:30:00,416.9094798750632,
2022-04-22 15:00:00,427.39570807736317,
2022-04-22 15:30:30,427.39570807736317,
2022-04-22 23:59:59,432.61635572741204,w
2022-04-25 00:00:00,414.75269015942786,
2022-04-25 10:00:00,438.5411262917594,
2022-04-25 10:30:00,474.2854981820317,
2022-04-25 12:00:00,456.10942982378293,
2022-04-25 13:30:00,453.46725956932823,
2022-04-25 15:00:00,454.1729547799323,
2022-04-25 15:30:30,454.1729547799323,
2022-04-25 23:59:59,458.7338534501967,c
2022-04-26 00:00:00,463.33626071603294,
2022-04-26 10:00:00,414.0866656465313,
2022-04-26 10:30:00,394.6256033590403,
2022-04-26 12:00:00,388.2323833960754,
2022-04-26 13:30:00,392.04394773820565,
2022-04-26 15:00:00,410.06730167767995,
2022-04-26 15:30:30,410.06730167767995,
2022-04-26 23:59:59,392.22219474443347,c
2022-04-27 00:00:00,386.6144442995438,
2022-04-27 10:00:00,409.64125003598366,
2022-04-27 10:30:00,367.6446481111919,
2022-04-27 12:00:00,342.7957601558143,
2022-04-27 13:30:00,364.04612416527266,
2022-04-27 15:00:00,355.96859818464196,
2022-04-27 15:30:30,355.96859818464196,
2022-04-27 23:59:59,349.8715250582595,c
2022-04-28 00:00:00,354.4287967314352,
2022-04-28 10:00:00,329.75553841568916,
2022-04-28 10:30:00,316.87379675846324,
2022-04-28 12:00:00,294.73076957557123,
2022-04-28 13:30:00,346.114955143025,
2022-04-28 15:00:00,362.22073382288943,
2022-04-28 15:30:30,362.22073382288943,
2022-04-28 23:59:59,360.40208222272247,c
2022-04-29 00:00:00,312.08414036192744,
2022-04-29 10:00:00,355.3758955901288,
2022-04-29 10:30:00,334.66598523276537,
2022-04-29 12:00:00,318.87390245832455,
2022-04-29 13:30:00,306.25365273476564,
2022-04-29 15:00:00,277.72391575941947,
2022-04-29 15:30:30,277.72391575941947,s
2022-04-29 23:59:59,268.7171522991566,w
2022-05-02 00:00:00,244.4076114695075,
2022-05-02 10:00:00,281.3546070537309,
2022-05-02 10:30:00,269.8665485009351,
2022-05-02 12:00:00,276.8570456658964,
2022-05-02 13:30:00,258.14119993050076,
2022-05-02 15:00:00,270.3511589361211,
2022-05-02 15:30:30,270.3511589361211,
2022-05-02 23:59:59,294.73791742450277,c
2022-05-03 00:00:00,278.28311599728124,
2022-05-03 10:00:00,315.33320004611056,
2022-05-03 10:30:00,292.8112083702869,
2022-05-03 12:00:00,271.96689043392394,
2022-05-03 13:30:00,261.1968210106852,
2022-05-03 15:00:00,259.72334475712324,
2022-05-03 15:30:30,259.72334475712324,
2022-05-03 23:59:59,258.68602598156383,c
2022-05-04 00:00:00,248.84459799085778,
2022-05-04 10:00:00,180.22860388450331,
2022-05-04 10:30:00,174.5714103947859,
2022-05-04 12:00:00,198.18359886329853,
2022-05-04 13:30:00,221.8292531713147,
2022-05-04 15:00:00,247.1465426885161,
2022-05-04 15:30:30,247.1465426885161,
2022-05-04 23:59:59,266.21168036656667,c
2022-05-05 00:00:00,253.03219284520895,
2022-05-05 10:00:00,183.54273653639046,
2022-05-05 10:30:00,162.04432344068357,
2022-05-05 12:00:00,148.99556699370203,
2022-05-05 13:30:00,151.87171052937163,
2022-05-05 15:00:00,140.59991994165563,
2022-05-05 15:30:30,140.59991994165563,
2022-05-05 23:59:59,147.02936618089353,c
2022-05-06 00:00:00,145.36558155752851,
2022-05-06 10:00:00,41.46198760698422,
2022-05-06 10:30:00,73.25701453438347,
2022-05-06 12:00:00,90.47063996866825,
2022-05-06 13:30:00,86.30870171093574,
2022-05-06 15:00:00,57.575698538417896,
2022-05-06 15:30:30,57.575698538417896,
2022-05-06 23:59:59,59.554450703226166,w
2022-05-09 00:00:00,34.00379682807494,
2022-05-09 10:00:00,-15.883889621508615,
2022-05-09 10:30:00,-34.567549286042436,
2022-05-09 12:00:00,-54.760705142482834,
2022-05-09 13:30:00,-69.03275754410686,
2022-05-09 15:00:00,-96.55306838231292,
2022-05-09 15:30:30,-96.55306838231292,
2022-05-09 23:59:59,-87.46432734255308,c
2022-05-10 00:00:00,-59.171724018254906,
2022-05-10 10:00:00,-89.44713918301119,
2022-05-10 10:30:00,-109.27959975789463,
2022-05-10 12:00:00,-140.6603769537752,
2022-05-10 13:30:00,-130.73735026592612,
2022-05-10 15:00:00,-115.28725560174553,
2022-05-10 15:30:30,-115.28725560174553,u
2022-05-10 23:59:59,-122.41760174798083,c
2022-05-11 00:00:00,-175.68182636537938,
2022-05-11 10:00:00,-181.6295038267101,
2022-05-11 10:30:00,-171.69124380934375,
2022-05-11 12:00:00,-194.29440877177922,
2022-05-11 13:30:00,-213.58462017103727,
2022-05-11 15:00:00,-223.73669550031843,
2022-05-11 15:30:30,-223.73669550031843,
2022-05-11 23:59:59,-218.29397505768566,c
2022-05-12 00:00:00,-240.17366394492706,
2022-05-12 10:00:00,-223.24271980968638,
2022-05-12 10:30:00,-150.25302356301142,
2022-05-12 12:00:00,-156.52611558149772,
2022-05-12 13:30:00,-162.09530069121342,
2022-05-12 15:00:00,-179.39773760552373,
2022-05-12 15:30:30,-179.39773760552373,
2022-05-12 23:59:59,-172.0712711855099,c
2022-05-13 00:00:00,-106.77519077828413,
