date,AS_MSCI_FACTOR_2022_Q4,meta
2022-11-08 23:59:59,26.76122167776407,c
2022-11-09 00:00:00,-17.504881728100372,
2022-11-09 01:00:00,-18.058108738751343,
2022-11-09 02:30:00,-20.512500452239237,
2022-11-09 03:00:00,-24.05460443412585,
2022-11-09 18:30:00,-29.013974836356056,
2022-11-09 20:00:00,-37.8480409527815,
2022-11-09 23:00:00,-33.7061058231759,
2022-11-09 23:59:59,-30.074103918819446,c
2022-11-10 00:00:00,-13.83949693089312,
2022-11-10 01:00:00,-5.27603208599885,
2022-11-10 02:30:00,-3.462662723231915,
2022-11-10 03:00:00,-1.32859648044996,
2022-11-10 18:30:00,-9.389870545642452,
2022-11-10 20:00:00,-44.3115225175809,
2022-11-10 23:00:00,44.19381592123409,
2022-11-10 23:59:59,30.24416813835478,c
2022-11-11 00:00:00,31.069884826173165,
2022-11-11 01:00:00,19.36529991655243,
2022-11-11 02:30:00,12.478246677609377,
2022-11-11 03:00:00,20.272906844801582,
2022-11-11 18:30:00,20.272906844801582,
2022-11-11 20:00:00,20.272906844801582,
2022-11-11 23:00:00,20.272906844801582,
2022-11-11 23:59:59,20.438252037784423,w
2022-11-14 00:00:00,-74.56311487399262,
2022-11-14 01:00:00,-34.12643191345023,
2022-11-14 02:30:00,-28.935888322971095,
2022-11-14 03:00:00,-28.604660583632494,
2022-11-14 18:30:00,-45.598864331344885,
2022-11-14 20:00:00,-58.314968954083724,
2022-11-14 23:00:00,-91.10728144294171,
2022-11-14 23:59:59,-79.48688609422948,c
2022-11-15 00:00:00,-65.70606133378715,
2022-11-15 01:00:00,-77.93051856212765,
2022-11-15 02:30:00,-90.78680667243748,
2022-11-15 03:00:00,-99.69628312756731,
2022-11-15 18:30:00,-114.2645717655048,
2022-11-15 20:00:00,-89.05716950456986,
2022-11-15 23:00:00,-61.54986885246717,
2022-11-15 23:59:59,-57.453392432434384,c
2022-11-16 00:00:00,-51.69658283317017,
2022-11-16 01:00:00,-58.267964667677006,
2022-11-16 02:30:00,-46.52672212458765,
2022-11-16 03:00:00,-42.288055133572016,
2022-11-16 18:30:00,-53.653237989131185,
2022-11-16 20:00:00,-59.132030156546534,
2022-11-16 23:00:00,-20.847793448442417,
2022-11-16 23:59:59,-25.265460774938674,c
2022-11-17 00:00:00,-15.606463830103166,
2022-11-17 01:00:00,-17.41481546722025,
2022-11-17 02:30:00,-28.787388251795164,
2022-11-17 03:00:00,-27.32140645156983,
2022-11-17 18:30:00,-19.57577511067484,
2022-11-17 20:00:00,-27.907716252988394,
2022-11-17 23:00:00,-8.902219997092288,
2022-11-17 23:59:59,2.11143722152633,c
2022-11-18 00:00:00,-12.834293165451527,
2022-11-18 01:00:00,-8.21250275880243,
2022-11-18 02:30:00,-5.487009605830508,
2022-11-18 03:00:00,-4.540440810689688,
2022-11-18 18:30:00,-4.540440810689688,
2022-11-18 20:00:00,-4.540440810689688,
2022-11-18 23:00:00,-4.540440810689688,
2022-11-18 23:59:59,0.0,a
2022-11-21 00:00:00,41.17973801112885,
2022-11-21 01:00:00,37.73058779519238,
2022-11-21 02:30:00,37.46940271248059,
2022-11-21 03:00:00,16.532896060875828,
2022-11-21 18:30:00,25.432030716963936,
2022-11-21 20:00:00,15.354166262869967,
2022-11-21 23:00:00,-21.070972524487388,
2022-11-21 23:59:59,-18.357472019917395,c
2022-11-22 00:00:00,-10.120741834526143,
2022-11-22 01:00:00,-0.44830601606849996,
2022-11-22 02:30:00,-6.380344216593585,
2022-11-22 03:00:00,-27.568923070669143,
2022-11-22 18:30:00,-21.83312078900667,
2022-11-22 20:00:00,-9.657225765001385,
2022-11-22 23:00:00,-28.27169169237368,
2022-11-22 23:59:59,-16.563565672212462,c
2022-11-23 00:00:00,-19.859804158288853,
2022-11-23 01:00:00,-11.037166846454056,
2022-11-23 02:30:00,-15.580394756315854,
2022-11-23 03:00:00,-18.716727387633227,
2022-11-23 18:30:00,-13.215951481006186,
2022-11-23 20:00:00,-43.827899394044834,
2022-11-23 23:00:00,-44.70787252957348,
2022-11-23 23:59:59,-38.066557658992,c
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
0,-38.066557658992,
2022-11-24 00:00:00,-53.46103830689708,
2022-11-24 01:00:00,-52.76105519053499,
2022-11-24 02:30:00,-53.35645991506749,
2022-11-24 03:00:00,-59.794953927082815,
2022-11-24 18:30:00,-59.634834525092856,
2022-11-24 20:00:00,-29.760278274345637,
2022-11-24 23:00:00,-26.718136982047554,
2022-11-24 23:59:59,-13.060116402142967,c
2022-11-25 00:00:00,-6.821583925539244,
2022-11-25 01:00:00,-13.43188039733468,
2022-11-25 02:30:00,-16.301512549324343,
2022-11-25 03:00:00,-12.486310549592645,
2022-11-25 18:30:00,-12.486310549592645,
2022-11-25 20:00:00,-12.486310549592645,
2022-11-25 23:00:00,-12.486310549592645,
2022-11-25 23:59:59,-10.908898608701747,w
2022-11-28 00:00:00,25.744803318025333,
2022-11-28 01:00:00,23.659465024734345,
2022-11-28 02:30:00,22.158825169030706,
2022-11-28 03:00:00,22.191041833379813,
2022-11-28 18:30:00,20.321205402075975,
2022-11-28 20:00:00,21.86412796200284,
2022-11-28 23:00:00,-66.61806105764572,
2022-11-28 23:59:59,-39.93398818607511,c
2022-11-29 00:00:00,-29.202743156457018,
2022-11-29 01:00:00,-34.99975654227501,
2022-11-29 02:30:00,-30.347113936966707,
2022-11-29 03:00:00,-40.64263450590943,
2022-11-29 18:30:00,-63.286904102348444,
2022-11-29 20:00:00,-58.57799972628777,
2022-11-29 23:00:00,-60.57152529242421,
2022-11-29 23:59:59,-49.31511736034827,c
2022-11-30 00:00:00,-49.20057669712537,
2022-11-30 01:00:00,-26.256271834926338,
2022-11-30 02:30:00,-21.18573393350198,
2022-11-30 03:00:00,-15.231230001704034,
2022-11-30 18:30:00,-27.000638586184323,
2022-11-30 20:00:00,-42.730117333064754,
2022-11-30 23:00:00,-43.42080606547461,
2022-11-30 23:59:59,-41.60789469921838,e
2022-12-01 00:00:00,-63.855284808035094,
2022-12-01 01:00:00,-46.54880940934777,
2022-12-01 02:30:00,-54.038174561632104,
2022-12-01 03:00:00,-52.415639198794906,
2022-12-01 18:30:00,-67.61669097490585,
2022-12-01 20:00:00,-28.175948186348478,
2022-12-01 23:00:00,-17.021475651733454,
2022-12-01 23:59:59,-6.465685079531113,c
2022-12-02 00:00:00,-5.698344704558167,
2022-12-02 01:00:00,-17.448405153259273,
2022-12-02 02:30:00,-16.174762018496267,
2022-12-02 03:00:00,-12.092056890606273,
2022-12-02 18:30:00,-12.092056890606273,
2022-12-02 20:00:00,-12.092056890606273,
2022-12-02 23:00:00,-12.092056890606273,
2022-12-02 23:59:59,-13.261775476961475,w
2022-12-05 00:00:00,-90.41169643591843,
2022-12-05 01:00:00,-83.66056681022883,
2022-12-05 02:30:00,-85.92787955642484,
2022-12-05 03:00:00,-89.99189611023121,
2022-12-05 18:30:00,-103.73769290948962,
2022-12-05 20:00:00,-137.93219795521986,
2022-12-05 23:00:00,-155.24766377759943,
2022-12-05 23:59:59,-136.064239756422,c
2022-12-06 00:00:00,-107.94596552327744,
2022-12-06 01:00:00,-107.21868805910526,
2022-12-06 02:30:00,-111.1785059419285,
2022-12-06 03:00:00,-117.0821335330902,
2022-12-06 18:30:00,-137.83447629274883,
2022-12-06 20:00:00,-133.56317653413726,
2022-12-06 23:00:00,-115.79144312386825,
2022-12-06 23:59:59,-118.84788913743819,c
2022-12-07 00:00:00,-107.02580746591502,
2022-12-07 01:00:00,-111.72390665000535,
2022-12-07 02:30:00,-99.98827911164813,
2022-12-07 03:00:00,-101.68098077464856,
2022-12-07 18:30:00,-113.83778565765374,
2022-12-07 20:00:00,-120.08956025058137,
2022-12-07 23:00:00,-147.6852669222185,
2022-12-07 23:59:59,-140.9865892491705,c
2022-12-08 00:00:00,-122.07328573090149,
2022-12-08 01:00:00,-135.44709851396533,
2022-12-08 02:30:00,-147.34693557568335,
2022-12-08 03:00:00,-139.94012549578474,
2022-12-08 18:30:00,-152.63406976570786,
2022-12-08 20:00:00,-163.21725167777436,
2022-12-08 23:00:00,-203.16702848432737,
2022-12-08 23:59:59,-197.80380066902512,c
2022-12-09 00:00:00,-214.74837296605597,
2022-12-09 01:00:00,-198.6570496563138,
2022-12-09 02:30:00,-195.1679305672999,
2022-12-09 03:00:00,-197.16863435695154,
2022-12-09 18:30:00,-197.16863435695154,
2022-12-09 20:00:00,-197.16863435695154,
2022-12-09 23:00:00,-197.16863435695154,
2022-12-09 23:59:59,-193.70409751091734,w
2022-12-12 00:00:00,-180.92498207899644,
2022-12-12 01:00:00,-172.61395621327165,
2022-12-12 02:30:00,-164.02577341667552,
2022-12-12 03:00:00,-167.63866922034026,
2022-12-12 18:30:00,-142.23804345807253,
2022-12-12 20:00:00,-122.37467795245811,
2022-12-12 23:00:00,-157.56681856864157,
2022-12-12 23:59:59,-145.75123200907342,c
2022-12-13 00:00:00,-146.8924629546134,
2022-12-13 01:00:00,-143.83937568459373,
2022-12-13 02:30:00,-152.64003458544016,
2022-12-13 03:00:00,-152.16247492094703,
2022-12-13 18:30:00,-133.38509362154218,
2022-12-13 20:00:00,-125.82352708553526,
2022-12-13 23:00:00,-137.3516369160693,
2022-12-13 23:59:59,-136.34897990021273,c
2022-12-14 00:00:00,-142.89896562090075,
2022-12-14 01:00:00,-138.85818749476516,
2022-12-14 02:30:00,-138.5786719974592,
2022-12-14 03:00:00,-142.25581235292134,
2022-12-14 18:30:00,-167.95966156481086,
2022-12-14 20:00:00,-163.54625276792626,
2022-12-14 23:00:00,-155.08574133277511,
2022-12-14 23:59:59,-155.08555286777596,c
2022-12-15 00:00:00,-144.1714928706317,
2022-12-15 01:00:00,-133.12920407483716,
2022-12-15 02:30:00,-128.6526075298416,
2022-12-15 03:00:00,-137.01979788788026,
2022-12-15 18:30:00,-145.63275612846655,
2022-12-15 20:00:00,-172.72248162108986,
2022-12-15 23:00:00,-160.12032267954237,
2022-12-15 23:59:59,-150.6158067675551,c
2022-12-16 00:00:00,-143.199042963254,
2022-12-16 01:00:00,-147.14256503342835,
2022-12-16 02:30:00,-136.870858894423,
2022-12-16 03:00:00,-142.41968715010057,
2022-12-16 18:30:00,-142.41968715010057,
2022-12-16 20:00:00,-142.41968715010057,
2022-12-16 23:00:00,-142.41968715010057,
2022-12-16 23:59:59,-142.1411020022174,w
2022-12-19 00:00:00,-163.34278071185008,
2022-12-19 01:00:00,-159.40551863266955,
2022-12-19 02:30:00,-152.98990444705282,
2022-12-19 03:00:00,-142.92564445824814,
2022-12-19 18:30:00,-149.77041479671198,
2022-12-19 20:00:00,-136.72126251330246,
2022-12-19 23:00:00,-177.5832986707669,
2022-12-19 23:59:59,-178.01771515092082,c
2022-12-20 00:00:00,-188.33597601666338,
2022-12-20 01:00:00,-174.79232885731153,
2022-12-20 02:30:00,-183.48105940383812,
2022-12-20 03:00:00,-186.40440038687848,
2022-12-20 18:30:00,-176.9052229937172,
2022-12-20 20:00:00,-181.96952804122134,
2022-12-20 23:00:00,-191.25587716234554,
2022-12-20 23:59:59,-183.75825770611823,c
2022-12-21 00:00:00,-226.5682761826033,
2022-12-21 01:00:00,-227.05750615563466,
2022-12-21 02:30:00,-230.26097414653623,
2022-12-21 03:00:00,-229.19034744443024,
2022-12-21 18:30:00,-229.19034744443024,
2022-12-21 20:00:00,-229.19034744443024,
2022-12-21 23:00:00,-229.19034744443024,
2022-12-21 23:59:59,-234.12990047357448,c
