date,XLCCAP_2022_Q4,meta
2022-12-15 00:00:00,-420.39932429401114,
2022-12-15 10:00:00,-339.9118142142473,
2022-12-15 10:30:00,-354.2022978830377,
2022-12-15 12:00:00,-289.57544152155253,
2022-12-15 13:30:00,-305.94590847785105,
2022-12-15 15:00:00,-312.85263519862013,
2022-12-15 15:30:30,-312.85263519862013,
2022-12-15 23:59:59,-317.72560181970715,c
2022-12-16 00:00:00,-347.0512846705079,
2022-12-16 10:00:00,-401.16384920415084,
2022-12-16 10:30:00,-372.8765252310076,
2022-12-16 12:00:00,-362.8605854652892,
2022-12-16 13:30:00,-359.43292587353426,
2022-12-16 15:00:00,-341.81234904687807,
2022-12-16 15:30:30,-341.81234904687807,q
2022-12-16 23:59:59,-375.10523609602285,w
2022-12-19 00:00:00,-313.8056172085122,
2022-12-19 10:00:00,-257.7376980410687,
2022-12-19 10:30:00,-222.16921731301326,
2022-12-19 12:00:00,-195.17402458166805,
2022-12-19 13:30:00,-226.79769757982697,
2022-12-19 15:00:00,-217.7130002259854,
2022-12-19 15:30:30,-217.7130002259854,
2022-12-19 23:59:59,-173.96979889838707,c
2022-12-20 00:00:00,-205.12663045408215,
2022-12-20 10:00:00,-272.78249771792866,
2022-12-20 10:30:00,-271.96783123606764,
2022-12-20 12:00:00,-218.74735480989256,
2022-12-20 13:30:00,-221.54163475571346,
2022-12-20 15:00:00,-210.41874335057082,
2022-12-20 15:30:30,-210.41874335057082,
2022-12-20 23:59:59,-233.30173672899835,c
2022-12-21 00:00:00,-227.88976923452228,
2022-12-21 10:00:00,-219.80531625505114,
2022-12-21 10:30:00,-180.22716576021398,
2022-12-21 12:00:00,-186.51116842258807,
2022-12-21 13:30:00,-181.53020005209657,
2022-12-21 15:00:00,-178.54785562854602,
2022-12-21 15:30:30,-178.54785562854602,
2022-12-21 23:59:59,-136.02163917973988,c
2022-12-22 00:00:00,-111.07737769941201,
2022-12-22 10:00:00,-106.9387569287338,
2022-12-22 10:30:00,-107.267845607573,
2022-12-22 12:00:00,-89.35538817247607,
2022-12-22 13:30:00,-82.61960589806314,
2022-12-22 15:00:00,-64.80151894620172,
2022-12-22 15:30:30,-64.80151894620172,
2022-12-22 23:59:59,-71.2796100728603,c
2022-12-23 00:00:00,-41.09364616674728,
2022-12-23 10:00:00,-66.97577111379849,
2022-12-23 10:30:00,-93.17448212547406,
2022-12-23 12:00:00,-85.88435487452469,
2022-12-23 13:30:00,-91.9635445242172,
2022-12-23 15:00:00,-101.9528942401598,
2022-12-23 15:30:30,-101.9528942401598,
2022-12-23 23:59:59,-115.5881415286599,w
2022-12-26 00:00:00,-115.5881415286599,
2022-12-26 10:00:00,-115.5881415286599,
2022-12-26 10:30:00,-115.5881415286599,
2022-12-26 12:00:00,-115.5881415286599,
2022-12-26 13:30:00,-115.5881415286599,
2022-12-26 15:00:00,-115.5881415286599,
2022-12-26 15:30:30,-115.5881415286599,
2022-12-26 23:59:59,-115.5881415286599,c
2022-12-27 00:00:00,-78.26344019008604,
2022-12-27 10:00:00,-38.419065211825206,
2022-12-27 10:30:00,-23.432895999145277,
2022-12-27 12:00:00,-23.51261654901207,
2022-12-27 13:30:00,14.484788661489644,
2022-12-27 15:00:00,6.546376494881947,
2022-12-27 15:30:30,6.546376494881947,
2022-12-27 23:59:59,31.514777897464604,c
2022-12-28 00:00:00,49.87314666672231,
2022-12-28 10:00:00,32.35479741868652,
2022-12-28 10:30:00,19.432983774797396,
2022-12-28 12:00:00,26.589251252637897,
2022-12-28 13:30:00,49.15127760738232,
2022-12-28 15:00:00,68.52028770146775,
2022-12-28 15:30:30,68.52028770146775,
2022-12-28 23:59:59,86.25121380878093,c
2022-12-29 00:00:00,42.44578046295997,
2022-12-29 10:00:00,34.634664203106155,
2022-12-29 10:30:00,-15.713063483297294,
2022-12-29 12:00:00,-28.2666520184138,
2022-12-29 13:30:00,10.26976142581376,
2022-12-29 15:00:00,8.532536463343042,
2022-12-29 15:30:30,8.532536463343042,
2022-12-29 23:59:59,0.0,a
2022-12-30 00:00:00,62.87789762740652,
2022-12-30 10:00:00,71.24973310244651,
2022-12-30 10:30:00,75.45696757710388,
2022-12-30 12:00:00,73.90536170185322,
2022-12-30 13:30:00,67.10029930068194,
2022-12-30 15:00:00,58.933034348970274,
2022-12-30 15:30:30,58.933034348970274,
2022-12-30 23:59:59,30.029389008017223,e
2023-01-02 00:00:00,30.029389008017223,
2023-01-02 10:00:00,30.029389008017223,
2023-01-02 10:30:00,30.029389008017223,
2023-01-02 12:00:00,30.029389008017223,
2023-01-02 13:30:00,30.029389008017223,
2023-01-02 15:00:00,30.029389008017223,
2023-01-02 15:30:30,30.029389008017223,
2023-01-02 23:59:59,30.029389008017223,c
2023-01-03 00:00:00,-11.807792062607465,
2023-01-03 10:00:00,-24.683784587585954,
2023-01-03 10:30:00,-16.657773669629773,
2023-01-03 12:00:00,-21.57926509097377,
2023-01-03 13:30:00,12.621207947393607,
2023-01-03 15:00:00,9.803819486231916,
2023-01-03 15:30:30,9.803819486231916,
2023-01-03 23:59:59,3.4080208861284227,c
2023-01-04 00:00:00,-4.503794208888265,
2023-01-04 10:00:00,-51.70127897126044,
2023-01-04 10:30:00,-45.80750454118762,
2023-01-04 12:00:00,-44.05271813747259,
2023-01-04 13:30:00,-36.02682044595585,
2023-01-04 15:00:00,-45.82352942993519,
2023-01-04 15:30:30,-45.82352942993519,
2023-01-04 23:59:59,-37.550348046853685,c
2023-01-05 00:00:00,-9.42042217899543,
2023-01-05 10:00:00,6.305638209865047,
2023-01-05 10:30:00,-7.358009484519171,
2023-01-05 12:00:00,10.508685793216872,
2023-01-05 13:30:00,41.541891648055085,
2023-01-05 15:00:00,18.121334890197897,
2023-01-05 15:30:30,18.121334890197897,
2023-01-05 23:59:59,16.897675389245812,c
2023-01-06 00:00:00,7.957799173825311,
2023-01-06 10:00:00,70.34793350953974,
2023-01-06 10:30:00,62.717831422908624,
2023-01-06 12:00:00,-7.773127300508071,
2023-01-06 13:30:00,-24.99551893232656,
2023-01-06 15:00:00,-21.98608668278563,
2023-01-06 15:30:30,-21.98608668278563,
2023-01-06 23:59:59,-23.619322226999248,w
2023-01-09 00:00:00,-52.16217323770156,
2023-01-09 10:00:00,-42.94895489425285,
2023-01-09 10:30:00,-59.33214679226287,
2023-01-09 12:00:00,-91.31962773948159,
2023-01-09 13:30:00,-80.86788095986518,
2023-01-09 15:00:00,-66.0507673504687,
2023-01-09 15:30:30,-66.0507673504687,
2023-01-09 23:59:59,-79.82894341875571,c
2023-01-10 00:00:00,-62.65662203911167,
2023-01-10 10:00:00,-71.15879541534366,
2023-01-10 10:30:00,-65.98466839534731,
2023-01-10 12:00:00,-76.66492816984346,
2023-01-10 13:30:00,-47.492217634351924,
2023-01-10 15:00:00,-49.17072301797503,
2023-01-10 15:30:30,-49.17072301797503,
2023-01-10 23:59:59,-51.62612467444028,c
2023-01-11 00:00:00,-49.77541521889867,
2023-01-11 10:00:00,-125.4866476042822,
2023-01-11 10:30:00,-150.3240120029922,
2023-01-11 12:00:00,-154.5160597538163,
2023-01-11 13:30:00,-163.59692113730304,
2023-01-11 15:00:00,-145.2931186121232,
2023-01-11 15:30:30,-145.2931186121232,
2023-01-11 23:59:59,-151.84879093500604,c
2023-01-12 00:00:00,-228.5431718032286,
2023-01-12 10:00:00,-222.24702398780917,
2023-01-12 10:30:00,-246.67349684977694,
2023-01-12 12:00:00,-273.0838546859336,
2023-01-12 13:30:00,-244.87622595865773,
2023-01-12 15:00:00,-266.9516223828608,
2023-01-12 15:30:30,-266.9516223828608,
2023-01-12 23:59:59,-252.5627626600276,c
2023-01-13 00:00:00,-235.98011862908996,
2023-01-13 10:00:00,-199.65472234941285,
2023-01-13 10:30:00,-207.43431255927138,
2023-01-13 12:00:00,-248.00747402451205,
2023-01-13 13:30:00,-235.24971915522312,
2023-01-13 15:00:00,-216.84496785836217,
2023-01-13 15:30:30,-216.84496785836217,
2023-01-13 23:59:59,-217.98092463488382,w
