date,MJ_2021_Q3,meta
2021-07-23 00:00:00,82.02090598607991,
2021-07-23 10:00:00,110.40162403076846,
2021-07-23 10:30:00,191.91101915145188,
2021-07-23 12:00:00,86.55893424155612,
2021-07-23 13:30:00,67.41240002463307,
2021-07-23 15:00:00,58.57398914072818,
2021-07-23 15:30:30,58.57398914072818,
2021-07-23 23:59:59,90.99914288807288,w
2021-07-26 00:00:00,113.96331086526487,
2021-07-26 10:00:00,54.605104726250865,
2021-07-26 10:30:00,49.247682472581204,
2021-07-26 12:00:00,121.14299662736065,
2021-07-26 13:30:00,102.59775469300023,
2021-07-26 15:00:00,106.15500669136445,
2021-07-26 15:30:30,106.15500669136445,
2021-07-26 23:59:59,81.83950496526275,c
2021-07-27 00:00:00,-53.34635133689969,
2021-07-27 10:00:00,-145.07406853905715,
2021-07-27 10:30:00,-159.78243612204275,
2021-07-27 12:00:00,-170.4168913139773,
2021-07-27 13:30:00,-169.8368068084707,
2021-07-27 15:00:00,-126.58294393654222,
2021-07-27 15:30:30,-126.58294393654222,
2021-07-27 23:59:59,-142.89651787339287,c
2021-07-28 00:00:00,-194.95916990889927,
2021-07-28 10:00:00,-228.20188650380615,
2021-07-28 10:30:00,-155.87615173894227,
2021-07-28 12:00:00,-194.6274385099854,
2021-07-28 13:30:00,-245.05599440170155,
2021-07-28 15:00:00,-311.19852866592896,
2021-07-28 15:30:30,-311.19852866592896,
2021-07-28 23:59:59,-222.46544999238873,c
2021-07-29 00:00:00,-243.9246655308343,
2021-07-29 10:00:00,-148.8142217989447,
2021-07-29 10:30:00,-205.45871233583514,
2021-07-29 12:00:00,-183.34441157864305,
2021-07-29 13:30:00,-222.90942764891284,
2021-07-29 15:00:00,-208.40878619803604,
2021-07-29 15:30:30,-208.40878619803604,
2021-07-29 23:59:59,-242.4473736492807,c
2021-07-30 00:00:00,-295.7020065763452,
2021-07-30 10:00:00,-279.37779540900453,
2021-07-30 10:30:00,-273.1062260779321,
2021-07-30 12:00:00,-269.91018251438925,
2021-07-30 13:30:00,-198.782270063845,
2021-07-30 15:00:00,-194.59702330929704,
2021-07-30 15:30:30,-194.59702330929704,s
2021-07-30 23:59:59,-222.95186105380301,w
