date,AS_KOSPI200_2022_Q4,meta
2022-11-11 00:00:00,-436.54262080745497,
2022-11-11 01:00:00,-408.0237426396085,
2022-11-11 02:30:00,-408.0237426396085,
2022-11-11 03:00:00,-408.0237426396085,
2022-11-11 18:30:00,-408.0237426396085,
2022-11-11 20:00:00,-408.0237426396085,
2022-11-11 23:00:00,-408.0237426396085,
2022-11-11 23:59:59,-418.2588648587645,w
2022-11-14 00:00:00,-562.1910203499436,
2022-11-14 01:00:00,-552.2011297895939,
2022-11-14 02:30:00,-552.2011297895939,
2022-11-14 03:00:00,-552.2011297895939,
2022-11-14 18:30:00,-552.2011297895939,
2022-11-14 20:00:00,-618.2047241915382,
2022-11-14 23:00:00,-626.9695508635866,
2022-11-14 23:59:59,-628.3539709678141,c
2022-11-15 00:00:00,-592.9336775399157,
2022-11-15 01:00:00,-594.992293389084,
2022-11-15 02:30:00,-594.992293389084,
2022-11-15 03:00:00,-594.992293389084,
2022-11-15 18:30:00,-594.992293389084,
2022-11-15 20:00:00,-552.8366413414345,
2022-11-15 23:00:00,-613.1002460741938,
2022-11-15 23:59:59,-564.0722492973357,c
2022-11-16 00:00:00,-559.8435777540143,
2022-11-16 01:00:00,-511.45874389863656,
2022-11-16 02:30:00,-511.45874389863656,
2022-11-16 03:00:00,-511.45874389863656,
2022-11-16 18:30:00,-511.45874389863656,
2022-11-16 20:00:00,-511.45874389863656,
2022-11-16 23:00:00,-435.2856319202865,
2022-11-16 23:59:59,-439.25647533543594,c
2022-11-17 00:00:00,-437.1694365306389,
2022-11-17 01:00:00,-391.2553106543622,
2022-11-17 02:30:00,-391.2553106543622,
2022-11-17 03:00:00,-391.2553106543622,
2022-11-17 18:30:00,-391.2553106543622,
2022-11-17 20:00:00,-334.2878670290232,
2022-11-17 23:00:00,-223.42467750364384,
2022-11-17 23:59:59,-200.6596342954226,c
2022-11-18 00:00:00,-199.72694568777254,
2022-11-18 01:00:00,-207.62172886786624,
2022-11-18 02:30:00,-207.62172886786624,
2022-11-18 03:00:00,-207.62172886786624,
2022-11-18 18:30:00,-207.62172886786624,
2022-11-18 20:00:00,-207.62172886786624,
2022-11-18 23:00:00,-207.62172886786624,
2022-11-18 23:59:59,-261.46928951736993,w
2022-11-21 00:00:00,-217.45707471839927,
2022-11-21 01:00:00,-213.70751564858298,
2022-11-21 02:30:00,-213.70751564858298,
2022-11-21 03:00:00,-213.70751564858298,
2022-11-21 18:30:00,-213.70751564858298,
2022-11-21 20:00:00,-252.1206949065015,
2022-11-21 23:00:00,-87.85270154609267,
2022-11-21 23:59:59,-119.36895555870134,c
2022-11-22 00:00:00,-78.76668983939892,
2022-11-22 01:00:00,-97.92905747684614,
2022-11-22 02:30:00,-97.92905747684614,
2022-11-22 03:00:00,-97.92905747684614,
2022-11-22 18:30:00,-97.92905747684614,
2022-11-22 20:00:00,-63.29178078734488,
2022-11-22 23:00:00,-86.3129960343204,
2022-11-22 23:59:59,-47.58445606354809,c
2022-11-23 00:00:00,-82.3280414604242,
2022-11-23 01:00:00,-13.238572372645848,
2022-11-23 02:30:00,-13.238572372645848,
2022-11-23 03:00:00,-13.238572372645848,
2022-11-23 18:30:00,-13.238572372645848,
2022-11-23 20:00:00,13.707877512617593,
2022-11-23 23:00:00,-24.700168027076295,
2022-11-23 23:59:59,-44.155050960457835,c
2022-11-24 00:00:00,-71.25065236424732,
2022-11-24 01:00:00,-36.414189141523636,
2022-11-24 02:30:00,-36.414189141523636,
2022-11-24 03:00:00,-36.414189141523636,
2022-11-24 18:30:00,-36.414189141523636,
2022-11-24 20:00:00,-5.382845481467598,
2022-11-24 23:00:00,-1.7780734550716844,
2022-11-24 23:59:59,5.743660695369499,c
2022-11-25 00:00:00,-26.840493774643104,
2022-11-25 01:00:00,-30.37835249317198,
2022-11-25 02:30:00,-30.37835249317198,
