date,EU_MSCI_EM_STAY_2021_Q4,meta
2021-11-29 11:00:00,212.3574778153889,
2021-11-29 23:59:59,208.62929974920672,c
2021-11-30 00:00:00,215.0937445068825,
2021-11-30 03:30:00,210.67395721261954,
2021-11-30 04:00:00,213.14021195237632,
2021-11-30 06:00:00,201.52301947281302,
2021-11-30 08:00:00,188.87713801275856,
2021-11-30 10:30:00,179.72663468639877,
2021-11-30 11:00:00,181.9075049396638,
2021-11-30 23:59:59,195.16634698658908,e
2021-12-01 00:00:00,183.97246882981244,
2021-12-01 03:30:00,183.740074798409,
2021-12-01 04:00:00,186.3081607095155,
2021-12-01 06:00:00,172.73140235529638,
2021-12-01 08:00:00,161.16272912025318,
2021-12-01 10:30:00,155.7524058857652,
2021-12-01 11:00:00,153.19156182183315,
2021-12-01 23:59:59,157.64008997806667,c
2021-12-02 00:00:00,171.39082964382152,
2021-12-02 03:30:00,163.03874148522823,
2021-12-02 04:00:00,152.78720149823914,
2021-12-02 06:00:00,147.82944893615195,
2021-12-02 08:00:00,153.89797391045278,
2021-12-02 10:30:00,153.03517698902334,
2021-12-02 11:00:00,151.70643922937,
2021-12-02 23:59:59,161.19926261525342,c
2021-12-03 00:00:00,158.13340100927843,
2021-12-03 03:30:00,149.43075453488962,
2021-12-03 04:00:00,152.73610516010075,
2021-12-03 06:00:00,155.07405123065809,
2021-12-03 08:00:00,146.72607253306097,
2021-12-03 10:30:00,161.21494675055936,
2021-12-03 11:00:00,162.94756751543537,
2021-12-03 23:59:59,165.61463153188396,w
2021-12-06 00:00:00,131.16170262939664,
2021-12-06 03:30:00,125.12519498144997,
2021-12-06 04:00:00,123.37268581681224,
2021-12-06 06:00:00,137.31978709919525,
2021-12-06 08:00:00,152.08434479059076,
2021-12-06 10:30:00,151.87926156610206,
2021-12-06 11:00:00,151.4644513665466,
2021-12-06 23:59:59,162.09366735500595,c
2021-12-07 00:00:00,162.09366735500595,
2021-12-07 03:30:00,165.8672898875896,
2021-12-07 04:00:00,169.81887542170432,
2021-12-07 06:00:00,166.4117831668098,
2021-12-07 08:00:00,167.73701002621067,
2021-12-07 10:30:00,164.91421642782984,
2021-12-07 11:00:00,164.92688340519203,
2021-12-07 23:59:59,156.77696583402405,c
2021-12-08 00:00:00,152.7547422752703,
2021-12-08 03:30:00,160.16595007021328,
2021-12-08 04:00:00,158.0717184240703,
2021-12-08 06:00:00,162.88458096795785,
2021-12-08 08:00:00,165.7269952903129,
2021-12-08 10:30:00,172.49592458358552,
2021-12-08 11:00:00,172.83629546578914,
2021-12-08 23:59:59,177.19419825096963,c
2021-12-09 00:00:00,170.71986553015472,
2021-12-09 03:30:00,180.3208398817007,
2021-12-09 04:00:00,180.71614799580652,
2021-12-09 06:00:00,193.01021056689268,
2021-12-09 08:00:00,207.7985469009986,
2021-12-09 10:30:00,208.04888139040742,
2021-12-09 11:00:00,207.2427520124441,
2021-12-09 23:59:59,189.77577898080494,c
2021-12-10 00:00:00,192.80094811945827,
2021-12-10 03:30:00,199.9110212211852,
2021-12-10 04:00:00,204.3556512413715,
2021-12-10 06:00:00,199.6441677008674,
2021-12-10 08:00:00,197.69723322640476,
2021-12-10 10:30:00,199.67260456200785,
2021-12-10 11:00:00,199.7391814397909,
2021-12-10 23:59:59,199.79490186837194,w
2021-12-13 00:00:00,187.69726407526548,
2021-12-13 03:30:00,177.61893196069326,
2021-12-13 04:00:00,180.6428473076474,
2021-12-13 06:00:00,177.83917820161224,
2021-12-13 08:00:00,188.1011231077888,
2021-12-13 10:30:00,203.33337921893923,
2021-12-13 11:00:00,203.98816763121766,
2021-12-13 23:59:59,205.92687028076745,c
2021-12-14 00:00:00,201.68953072505172,
2021-12-14 03:30:00,194.75556115185003,
2021-12-14 04:00:00,200.0895111951649,
2021-12-14 06:00:00,201.45492079626098,
2021-12-14 08:00:00,202.61283789710018,
2021-12-14 10:30:00,201.28144530412027,
2021-12-14 11:00:00,203.4642649356395,
2021-12-14 23:59:59,203.43991860828856,c
2021-12-15 00:00:00,202.46056878530845,
2021-12-15 03:30:00,198.73123014912227,
2021-12-15 04:00:00,201.3820992290767,
2021-12-15 06:00:00,199.45971681605698,
2021-12-15 08:00:00,190.61878584962955,
2021-12-15 10:30:00,200.1170588321582,
2021-12-15 11:00:00,200.00353676226183,
2021-12-15 23:59:59,193.29801560587242,c
2021-12-16 00:00:00,179.78196008765866,
2021-12-16 03:30:00,166.65616107816317,
2021-12-16 04:00:00,164.45460173581733,
2021-12-16 06:00:00,158.38604721883428,
2021-12-16 08:00:00,161.6462381351966,
2021-12-16 10:30:00,162.9375903011432,
2021-12-16 11:00:00,161.97932012673687,
2021-12-16 23:59:59,161.2789592467064,c
2021-12-17 00:00:00,151.9280294696161,
2021-12-17 03:30:00,140.3872199268896,
2021-12-17 04:00:00,143.33054991743944,
2021-12-17 06:00:00,155.39846614307913,
2021-12-17 08:00:00,147.8721555583112,
2021-12-17 10:30:00,156.5776923118986,
2021-12-17 11:00:00,155.7656396739975,
2021-12-17 23:59:59,164.08722028273223,w
2021-12-20 00:00:00,195.07423499301314,
2021-12-20 03:30:00,202.8821711369182,
2021-12-20 04:00:00,209.7026473882342,
2021-12-20 06:00:00,196.21416528875972,
2021-12-20 08:00:00,191.24694847985324,
2021-12-20 10:30:00,177.9497936358593,
2021-12-20 11:00:00,178.49157886309496,
2021-12-20 23:59:59,190.96874838215808,c
2021-12-21 00:00:00,175.4447417324571,
2021-12-21 03:30:00,181.1489397166921,
2021-12-21 04:00:00,181.8740973867155,
2021-12-21 06:00:00,172.20432375908285,
2021-12-21 08:00:00,170.79401429053559,
2021-12-21 10:30:00,178.46370062600062,
2021-12-21 11:00:00,179.03914316302416,
2021-12-21 23:59:59,171.65709887400482,c
2021-12-22 00:00:00,162.59263186968542,
2021-12-22 03:30:00,154.82557142764938,
2021-12-22 04:00:00,153.4261682130081,
2021-12-22 06:00:00,156.51602487243002,
2021-12-22 08:00:00,167.8355297219938,
2021-12-22 10:30:00,162.37888669904913,
2021-12-22 11:00:00,162.7703555485307,
2021-12-22 23:59:59,167.29584161311908,c
2021-12-23 00:00:00,156.97126575898307,
2021-12-23 03:30:00,150.81773881706187,
2021-12-23 04:00:00,155.83715696673244,
2021-12-23 06:00:00,157.72665507258614,
2021-12-23 08:00:00,150.03276945813894,
2021-12-23 10:30:00,151.09316431817996,
2021-12-23 11:00:00,151.45379356963326,
2021-12-23 23:59:59,154.5938091272535,c
2021-12-24 00:00:00,150.4885100972009,
2021-12-24 03:30:00,157.00438835293073,
2021-12-24 04:00:00,156.52428162455612,
2021-12-24 06:00:00,157.08384333245635,
2021-12-24 08:00:00,155.944404192499,
2021-12-24 10:30:00,155.944404192499,
2021-12-24 11:00:00,155.944404192499,
2021-12-24 23:59:59,156.50394676525792,w
2021-12-27 00:00:00,167.35603972346348,
2021-12-27 03:30:00,175.71094539824009,
2021-12-27 04:00:00,174.3209304912458,
2021-12-27 06:00:00,167.77895166274413,
2021-12-27 08:00:00,165.59129233533935,
2021-12-27 10:30:00,167.4546925668173,
2021-12-27 11:00:00,167.06187167756656,
2021-12-27 23:59:59,167.77467928491308,c
2021-12-28 00:00:00,161.20142243940205,
2021-12-28 03:30:00,157.33688328771296,
2021-12-28 04:00:00,156.5040447468997,
2021-12-28 06:00:00,163.69168030095483,
2021-12-28 08:00:00,151.4637693993937,
2021-12-28 10:30:00,153.5519597430971,
2021-12-28 11:00:00,153.34826483297962,
2021-12-28 23:59:59,137.20288396141927,c
