date,LOCK_2022_Q2,meta
2022-05-31 12:00:00,-76.72920425122516,
2022-05-31 13:30:00,-124.80052635741094,
2022-05-31 15:00:00,-192.34510465404514,
2022-05-31 15:30:30,-192.34510465404514,s
2022-05-31 23:59:59,-187.45715387192718,c
2022-06-01 00:00:00,-144.1478516256468,
2022-06-01 10:00:00,-20.551894731486527,
2022-06-01 10:30:00,-119.37365403298327,
2022-06-01 12:00:00,-165.8445675660364,
2022-06-01 13:30:00,-166.7281526002273,
2022-06-01 15:00:00,-101.09967805397105,
2022-06-01 15:30:30,-101.09967805397105,
2022-06-01 23:59:59,-136.14391950341974,c
2022-06-02 00:00:00,-119.16548025710676,
2022-06-02 10:00:00,-6.095944526133053,
2022-06-02 10:30:00,-23.10309490517966,
2022-06-02 12:00:00,80.4322145848148,
2022-06-02 13:30:00,146.71026509061699,
2022-06-02 15:00:00,99.34521932179405,
2022-06-02 15:30:30,99.34521932179405,
2022-06-02 23:59:59,99.98774898547299,c
2022-06-03 00:00:00,107.0475844569612,
2022-06-03 10:00:00,142.95158361862514,
2022-06-03 10:30:00,116.59588768384606,
2022-06-03 12:00:00,23.54548854751897,
2022-06-03 13:30:00,9.565089216973547,
2022-06-03 15:00:00,0.1635112319138443,
2022-06-03 15:30:30,0.1635112319138443,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,71.38771517177042,
2022-06-06 10:00:00,-22.602217884462334,
2022-06-06 10:30:00,12.087739519432489,
2022-06-06 12:00:00,-36.74217716793805,
2022-06-06 13:30:00,-60.460765511576255,
2022-06-06 15:00:00,-36.18393180380963,
2022-06-06 15:30:30,-36.18393180380963,
2022-06-06 23:59:59,-40.896084589958036,c
2022-06-07 00:00:00,-96.46100355048543,
2022-06-07 10:00:00,-18.028743381585628,
2022-06-07 10:30:00,14.330805127079202,
2022-06-07 12:00:00,36.781855286839345,
2022-06-07 13:30:00,9.410268103410544,
2022-06-07 15:00:00,7.423233571558967,
2022-06-07 15:30:30,7.423233571558967,u
2022-06-07 23:59:59,54.00134100822402,c
2022-06-08 00:00:00,64.02996417825852,
2022-06-08 10:00:00,142.65552393661096,
2022-06-08 10:30:00,107.06883946537482,
2022-06-08 12:00:00,176.12182311534934,
2022-06-08 13:30:00,141.62451667342316,
2022-06-08 15:00:00,158.61308407748402,
2022-06-08 15:30:30,158.61308407748402,
2022-06-08 23:59:59,145.03809906372067,c
2022-06-09 00:00:00,123.88856440734162,
2022-06-09 10:00:00,71.06299500255068,
2022-06-09 10:30:00,145.94341159675355,
2022-06-09 12:00:00,46.12723172260735,
2022-06-09 13:30:00,-5.9198025334917475,
2022-06-09 15:00:00,-0.20956889123885958,
2022-06-09 15:30:30,-0.20956889123885958,
2022-06-09 23:59:59,-12.213367084871606,c
2022-06-10 00:00:00,-127.67492422418218,
2022-06-10 10:00:00,-135.9701977021116,
2022-06-10 10:30:00,-178.82993978203694,
2022-06-10 12:00:00,-225.3428415323683,
2022-06-10 13:30:00,-232.46397873854403,
2022-06-10 15:00:00,-206.445518511797,
2022-06-10 15:30:30,-206.445518511797,
2022-06-10 23:59:59,-208.05295350467782,w
2022-06-13 00:00:00,-343.0269110864631,
2022-06-13 10:00:00,-381.79364553395544,
2022-06-13 10:30:00,-374.0861993495562,
2022-06-13 12:00:00,-372.9213700922023,
2022-06-13 13:30:00,-371.1565487608473,
2022-06-13 15:00:00,-372.4964057489144,
2022-06-13 15:30:30,-372.4964057489144,
2022-06-13 23:59:59,-364.36507155960544,c
2022-06-14 00:00:00,-359.1144783936495,
2022-06-14 10:00:00,-336.33530042874304,
2022-06-14 10:30:00,-372.9770663855031,
2022-06-14 12:00:00,-300.87045410863243,
2022-06-14 13:30:00,-296.0712393926335,
2022-06-14 15:00:00,-329.97650446131024,
2022-06-14 15:30:30,-329.97650446131024,
2022-06-14 23:59:59,-335.8631398662369,c
2022-06-15 00:00:00,-302.6662619196543,
2022-06-15 10:00:00,-263.6198162002538,
2022-06-15 10:30:00,-248.34881614566393,
2022-06-15 12:00:00,-198.5235289982163,
2022-06-15 13:30:00,-222.18491868555634,
2022-06-15 15:00:00,-198.62696612369723,
2022-06-15 15:30:30,-198.62696612369723,
2022-06-15 23:59:59,-178.30383037439356,c
2022-06-16 00:00:00,-254.27145236571164,
2022-06-16 10:00:00,-259.71593944060464,
2022-06-16 10:30:00,-273.3905783846194,
2022-06-16 12:00:00,-280.0928767677017,
2022-06-16 13:30:00,-283.40289474895394,
2022-06-16 15:00:00,-300.977449621078,
2022-06-16 15:30:30,-300.977449621078,
2022-06-16 23:59:59,-292.17159140405147,c
2022-06-17 00:00:00,-273.88516265389444,
2022-06-17 10:00:00,-144.39377640222597,
2022-06-17 10:30:00,-203.5340225547816,
2022-06-17 12:00:00,-131.25342793770483,
2022-06-17 13:30:00,-95.02574725315208,
2022-06-17 15:00:00,-68.07831137538142,
2022-06-17 15:30:30,-68.07831137538142,
2022-06-17 23:59:59,-66.04188399230588,e
2022-06-20 00:00:00,-66.04188399230588,
2022-06-20 10:00:00,-65.87536584723853,
2022-06-20 10:30:00,-65.92518069723747,
2022-06-20 12:00:00,-65.80981899493099,
2022-06-20 13:30:00,-65.77003128575075,
2022-06-20 15:00:00,-65.69168584318095,
2022-06-20 15:30:30,-65.69168584318095,
2022-06-20 23:59:59,-65.69168584318095,c
2022-06-21 00:00:00,-39.11716590309197,
2022-06-21 10:00:00,26.766030549476227,
2022-06-21 10:30:00,31.433637404242745,
2022-06-21 12:00:00,17.738894214308402,
2022-06-21 13:30:00,30.091778448392006,
2022-06-21 15:00:00,-30.001293987829513,
2022-06-21 15:30:30,-30.001293987829513,
2022-06-21 23:59:59,-46.38414242170461,c
2022-06-22 00:00:00,-93.44671416661231,
2022-06-22 10:00:00,71.73311472499086,
2022-06-22 10:30:00,55.33141877014532,
2022-06-22 12:00:00,19.629371061407255,
2022-06-22 13:30:00,40.91649649656188,
2022-06-22 15:00:00,20.49357874197267,
2022-06-22 15:30:30,20.49357874197267,
2022-06-22 23:59:59,-20.113077103121896,c
2022-06-23 00:00:00,14.457276812363489,
2022-06-23 10:00:00,78.03208693528995,
2022-06-23 10:30:00,155.5159261267604,
2022-06-23 12:00:00,212.15450539765288,
2022-06-23 13:30:00,155.44251597649668,
2022-06-23 15:00:00,240.28153534042963,
2022-06-23 15:30:30,240.28153534042963,
2022-06-23 23:59:59,238.2458908421936,c
2022-06-24 00:00:00,258.0994858297829,
2022-06-24 10:00:00,354.5781126177885,
2022-06-24 10:30:00,331.5263474994631,
2022-06-24 12:00:00,285.94038623235133,
2022-06-24 13:30:00,333.10991479778954,
2022-06-24 15:00:00,358.00729479715096,
2022-06-24 15:30:30,358.00729479715096,
2022-06-24 23:59:59,344.499552482092,w
2022-06-27 00:00:00,320.39753534578585,
2022-06-27 10:00:00,254.56189627791468,
2022-06-27 10:30:00,167.28755043152387,
2022-06-27 12:00:00,204.88486331126546,
2022-06-27 13:30:00,236.93276444725507,
2022-06-27 15:00:00,227.18342009661296,
2022-06-27 15:30:30,227.18342009661296,
2022-06-27 23:59:59,223.2605432636417,c
2022-06-28 00:00:00,209.09985254176013,
2022-06-28 10:00:00,188.43328878449802,
2022-06-28 10:30:00,158.93246254862174,
2022-06-28 12:00:00,107.86254381622757,
2022-06-28 13:30:00,85.3489143997831,
2022-06-28 15:00:00,81.05083220060487,
2022-06-28 15:30:30,81.05083220060487,
2022-06-28 23:59:59,91.03777844078695,c
2022-06-29 00:00:00,99.18201848043259,
2022-06-29 10:00:00,93.99956673140628,
2022-06-29 10:30:00,66.79006273609093,
2022-06-29 12:00:00,63.743223404263745,
2022-06-29 13:30:00,51.621955480104134,
2022-06-29 15:00:00,48.504025063235304,
2022-06-29 15:30:30,48.504025063235304,
2022-06-29 23:59:59,71.72171419560641,c
2022-06-30 00:00:00,66.76027881303662,
2022-06-30 10:00:00,-81.61216383485248,
2022-06-30 10:30:00,-120.13619818168627,
2022-06-30 12:00:00,-27.769689745358164,
2022-06-30 13:30:00,-48.04540299881205,
2022-06-30 15:00:00,-62.36205923752618,
2022-06-30 15:30:30,-62.36205923752618,
2022-06-30 23:59:59,-47.626002290286124,c
2022-07-01 00:00:00,7.624359638494525,
2022-07-01 10:00:00,80.39834325429683,
2022-07-01 10:30:00,67.90151548865038,
2022-07-01 12:00:00,67.13318135841655,
2022-07-01 13:30:00,88.6188389006386,
2022-07-01 15:00:00,79.99107593986173,
2022-07-01 15:30:30,79.99107593986173,
2022-07-01 23:59:59,89.91268046186042,w
