date,MID_PURE_2021_Q4,meta
2021-11-05 00:00:00,-105.40200663675864,
2021-11-05 10:00:00,-98.86609709608626,
2021-11-05 10:30:00,-90.78740446760514,
2021-11-05 12:00:00,-99.75583053187688,
2021-11-05 13:30:00,-83.21456433332787,
2021-11-05 15:00:00,-107.82990158039718,
2021-11-05 15:30:30,-107.82990158039718,
2021-11-05 23:59:59,-123.25070523462966,w
2021-11-08 00:00:00,-107.14112770871657,
2021-11-08 10:00:00,-67.70093673199142,
2021-11-08 10:30:00,-83.44548035532034,
2021-11-08 12:00:00,-52.43037671630805,
2021-11-08 13:30:00,-61.16617617752877,
2021-11-08 15:00:00,-78.84683013891276,
2021-11-08 15:30:30,-78.84683013891276,
2021-11-08 23:59:59,-66.40418686686985,c
2021-11-09 00:00:00,-72.38416482215575,
2021-11-09 10:00:00,-65.35379676109824,
2021-11-09 10:30:00,-72.32453946064891,
2021-11-09 12:00:00,-82.58358320435752,
2021-11-09 13:30:00,-67.24292254454781,
2021-11-09 15:00:00,-50.09790785910684,
2021-11-09 15:30:30,-50.09790785910684,
2021-11-09 23:59:59,-54.925148379982716,c
2021-11-10 00:00:00,-76.33715419431496,
2021-11-10 10:00:00,-106.09957217991041,
2021-11-10 10:30:00,-108.84975793327169,
2021-11-10 12:00:00,-108.3563222009492,
2021-11-10 13:30:00,-102.0109869504015,
2021-11-10 15:00:00,-99.56178732594174,
2021-11-10 15:30:30,-99.56178732594174,
2021-11-10 23:59:59,-100.32019867837187,c
2021-11-11 00:00:00,-104.65225942482414,
2021-11-11 10:00:00,-88.53397018408509,
2021-11-11 10:30:00,-94.72108251288421,
2021-11-11 12:00:00,-98.60099842669354,
2021-11-11 13:30:00,-103.23567493007579,
2021-11-11 15:00:00,-97.66276630388779,
2021-11-11 15:30:30,-97.66276630388779,
2021-11-11 23:59:59,-100.66367710370434,c
2021-11-12 00:00:00,-107.54530834671732,
2021-11-12 10:00:00,-98.78810724183768,
2021-11-12 10:30:00,-110.00635904867204,
2021-11-12 12:00:00,-119.21607288238852,
2021-11-12 13:30:00,-124.22329346468473,
2021-11-12 15:00:00,-127.35005878291247,
2021-11-12 15:30:30,-127.35005878291247,
2021-11-12 23:59:59,-135.55510588596064,w
2021-11-15 00:00:00,-148.85761318250752,
2021-11-15 10:00:00,-168.55594240589278,
2021-11-15 10:30:00,-162.76052093382486,
2021-11-15 12:00:00,-129.0130000557633,
2021-11-15 13:30:00,-121.34009211521413,
2021-11-15 15:00:00,-111.46726178297456,
2021-11-15 15:30:30,-111.46726178297456,
2021-11-15 23:59:59,-109.40621691394574,c
2021-11-16 00:00:00,-112.03521850781351,
2021-11-16 10:00:00,-128.6585081943765,
2021-11-16 10:30:00,-139.05498477727326,
2021-11-16 12:00:00,-135.9901894798595,
2021-11-16 13:30:00,-120.699281472954,
2021-11-16 15:00:00,-137.0261939096947,
2021-11-16 15:30:30,-137.0261939096947,
2021-11-16 23:59:59,-146.12179055060403,c
2021-11-17 00:00:00,-136.1252142107195,
2021-11-17 10:00:00,-132.89882200124555,
2021-11-17 10:30:00,-125.04551206560666,
2021-11-17 12:00:00,-125.50161194538123,
2021-11-17 13:30:00,-111.65998142994317,
2021-11-17 15:00:00,-108.7559833680375,
2021-11-17 15:30:30,-108.7559833680375,
2021-11-17 23:59:59,-103.61932405867026,c
2021-11-18 00:00:00,-84.93459363879379,
2021-11-18 10:00:00,-66.67482546211215,
2021-11-18 10:30:00,-69.89056472608411,
2021-11-18 12:00:00,-63.55607070791632,
2021-11-18 13:30:00,-51.28633530339414,
2021-11-18 15:00:00,-49.9020260436273,
2021-11-18 15:30:30,-49.9020260436273,
2021-11-18 23:59:59,-66.60802494520146,c
2021-11-19 00:00:00,-96.88638424970054,
2021-11-19 10:00:00,-120.16714263074016,
2021-11-19 10:30:00,-128.02947276610473,
2021-11-19 12:00:00,-102.50411451159619,
2021-11-19 13:30:00,-103.02202424380403,
2021-11-19 15:00:00,-105.8501760813665,
2021-11-19 15:30:30,-105.8501760813665,
2021-11-19 23:59:59,-91.71563237121745,w
2021-11-22 00:00:00,-55.784241364735635,
2021-11-22 10:00:00,-50.443426802745535,
2021-11-22 10:30:00,-33.367985539465394,
2021-11-22 12:00:00,-14.079820163851537,
2021-11-22 13:30:00,-4.505003232507875,
2021-11-22 15:00:00,-6.327147067998908,
2021-11-22 15:30:30,-6.327147067998908,u
2021-11-22 23:59:59,2.233197083682512,c
2021-11-23 00:00:00,-1.9714493118565315,
2021-11-23 10:00:00,1.369306490226677,
2021-11-23 10:30:00,32.57091246370044,
2021-11-23 12:00:00,27.453795239685178,
2021-11-23 13:30:00,22.853804093130407,
2021-11-23 15:00:00,11.241023480118656,
2021-11-23 15:30:30,11.241023480118656,
2021-11-23 23:59:59,2.672266388355638,c
2021-11-24 00:00:00,-6.214312556972573,
2021-11-24 10:00:00,18.782868201862925,
2021-11-24 10:30:00,6.658742360637007,
2021-11-24 12:00:00,-2.159208434806146,
2021-11-24 13:30:00,9.352235501919495,
2021-11-24 15:00:00,6.697424505804975,
2021-11-24 15:30:30,6.697424505804975,
2021-11-24 23:59:59,8.801813865569898,c
2021-11-25 00:00:00,8.801813865569898,
2021-11-25 10:00:00,8.801813865569898,
2021-11-25 10:30:00,8.801813865569898,
2021-11-25 12:00:00,8.801813865569898,
2021-11-25 13:30:00,8.801813865569898,
2021-11-25 15:00:00,8.801813865569898,
2021-11-25 15:30:30,8.801813865569898,
2021-11-25 23:59:59,8.801813865569898,c
2021-11-26 00:00:00,-20.113341164144913,
2021-11-26 10:00:00,-39.27719735827475,
2021-11-26 10:30:00,-23.061786081697846,
2021-11-26 12:00:00,-17.478846055730287,
2021-11-26 13:30:00,-17.478846055730287,
2021-11-26 15:00:00,-17.478846055730287,
2021-11-26 15:30:30,-17.478846055730287,
2021-11-26 23:59:59,4.395814441744733,w
2021-11-29 00:00:00,22.40380317832569,
2021-11-29 10:00:00,-13.069357741513613,
2021-11-29 10:30:00,2.269052933903936,
2021-11-29 12:00:00,-14.422065085894474,
2021-11-29 13:30:00,-22.280068976455027,
2021-11-29 15:00:00,-14.239873659434807,
2021-11-29 15:30:30,-14.239873659434807,
2021-11-29 23:59:59,-16.821407127762996,c
2021-11-30 00:00:00,-3.2773845105847386,
2021-11-30 10:00:00,-60.7350740098633,
2021-11-30 10:30:00,-41.285457828735616,
