date,MID_PURE_2021_Q4,meta
2021-11-30 12:00:00,-26.007786356985207,
2021-11-30 13:30:00,-29.901158958451788,
2021-11-30 15:00:00,-18.527024521412727,
2021-11-30 15:30:30,-18.527024521412727,s
2021-11-30 23:59:59,-24.639963888371994,c
2021-12-01 00:00:00,-22.266801490486273,
2021-12-01 10:00:00,-31.48813347014186,
2021-12-01 10:30:00,-23.217013407237232,
2021-12-01 12:00:00,-4.244723989725685,
2021-12-01 13:30:00,8.551748230284375,
2021-12-01 15:00:00,7.553202867023401,
2021-12-01 15:30:30,7.553202867023401,
2021-12-01 23:59:59,13.341958881363894,c
2021-12-02 00:00:00,5.54896471405641,
2021-12-02 10:00:00,1.1052361367167123,
2021-12-02 10:30:00,25.58080873690119,
2021-12-02 12:00:00,12.908768778977105,
2021-12-02 13:30:00,22.79676154260619,
2021-12-02 15:00:00,17.793596650906466,
2021-12-02 15:30:30,17.793596650906466,
2021-12-02 23:59:59,10.408060059744685,c
2021-12-03 00:00:00,33.5099385273669,
2021-12-03 10:00:00,65.78557203697164,
2021-12-03 10:30:00,56.16475426557133,
2021-12-03 12:00:00,56.008582197454075,
2021-12-03 13:30:00,39.55853563662242,
2021-12-03 15:00:00,50.15623529082427,
2021-12-03 15:30:30,50.15623529082427,
2021-12-03 23:59:59,50.112220295189786,w
2021-12-06 00:00:00,56.26233994348172,
2021-12-06 10:00:00,52.19025497652228,
2021-12-06 10:30:00,38.63334194099377,
2021-12-06 12:00:00,58.12045388151557,
2021-12-06 13:30:00,50.11907066246033,
2021-12-06 15:00:00,58.34134745876463,
2021-12-06 15:30:30,58.34134745876463,
2021-12-06 23:59:59,27.44246815674728,c
2021-12-07 00:00:00,42.20803350107826,
2021-12-07 10:00:00,48.391699182138495,
2021-12-07 10:30:00,64.6235766283479,
2021-12-07 12:00:00,58.44774239767378,
2021-12-07 13:30:00,40.274011965475324,
2021-12-07 15:00:00,46.86369775151161,
2021-12-07 15:30:30,46.86369775151161,
2021-12-07 23:59:59,53.64622578281842,c
2021-12-08 00:00:00,71.24340504248323,
2021-12-08 10:00:00,55.25168450280148,
2021-12-08 10:30:00,50.51808702405856,
2021-12-08 12:00:00,22.918210377291416,
2021-12-08 13:30:00,6.897470514156566,
2021-12-08 15:00:00,11.100253239167955,
2021-12-08 15:30:30,11.100253239167955,
2021-12-08 23:59:59,11.608207984570868,c
2021-12-09 00:00:00,29.344784855531657,
2021-12-09 10:00:00,26.210574957397967,
2021-12-09 10:30:00,33.36658519293485,
2021-12-09 12:00:00,21.591849351886594,
2021-12-09 13:30:00,25.359890752894103,
2021-12-09 15:00:00,36.136057660750794,
2021-12-09 15:30:30,36.136057660750794,
2021-12-09 23:59:59,41.83384736327048,c
2021-12-10 00:00:00,11.118404458749296,
2021-12-10 10:00:00,-5.13379880813136,
2021-12-10 10:30:00,-15.121850223165211,
2021-12-10 12:00:00,-22.406884874956177,
2021-12-10 13:30:00,-26.07480008272239,
2021-12-10 15:00:00,-12.367971410967698,
2021-12-10 15:30:30,-12.367971410967698,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,1.7380403747121136,
2021-12-13 10:00:00,19.864104958275107,
2021-12-13 10:30:00,18.908184825661692,
2021-12-13 12:00:00,10.890376174208313,
2021-12-13 13:30:00,-4.619801237599177,
2021-12-13 15:00:00,-9.591992766244402,
2021-12-13 15:30:30,-9.591992766244402,
2021-12-13 23:59:59,-10.040576345973818,c
2021-12-14 00:00:00,1.8722162412977923,
2021-12-14 10:00:00,23.47577456224667,
2021-12-14 10:30:00,22.18011281045517,
2021-12-14 12:00:00,11.570458329480743,
2021-12-14 13:30:00,16.729232360264973,
2021-12-14 15:00:00,10.252590770452343,
2021-12-14 15:30:30,10.252590770452343,
2021-12-14 23:59:59,-0.2429431735935168,c
2021-12-15 00:00:00,-26.431272385453667,
2021-12-15 10:00:00,-16.323747283475655,
2021-12-15 10:30:00,-44.99604040364534,
2021-12-15 12:00:00,-24.099202049500377,
2021-12-15 13:30:00,-11.408355904700556,
2021-12-15 15:00:00,-28.850736387686766,
2021-12-15 15:30:30,-28.850736387686766,
2021-12-15 23:59:59,-64.18689393061698,c
2021-12-16 00:00:00,-89.75732328775473,
2021-12-16 10:00:00,-55.949862498568336,
2021-12-16 10:30:00,-46.81606341850329,
2021-12-16 12:00:00,-18.042069522661222,
2021-12-16 13:30:00,-21.446583083719474,
2021-12-16 15:00:00,-13.346863819284863,
2021-12-16 15:30:30,-13.346863819284863,
2021-12-16 23:59:59,-10.437838666611015,c
2021-12-17 00:00:00,-10.447687801442385,
2021-12-17 10:00:00,-37.282078927301654,
2021-12-17 10:30:00,-48.63034523518684,
2021-12-17 12:00:00,-57.329994373367526,
2021-12-17 13:30:00,-70.70212207762279,
2021-12-17 15:00:00,-82.54952140517537,
2021-12-17 15:30:30,-82.54952140517537,
2021-12-17 23:59:59,-100.50660069146409,e
2021-12-20 00:00:00,-96.66117666125365,
2021-12-20 10:00:00,-127.39705436223028,
2021-12-20 10:30:00,-121.35609175229376,
2021-12-20 12:00:00,-115.10505882273924,
2021-12-20 13:30:00,-100.48114285769032,
2021-12-20 15:00:00,-108.78620616343164,
2021-12-20 15:30:30,-108.78620616343164,
2021-12-20 23:59:59,-96.50299902082077,c
2021-12-21 00:00:00,-117.1052626763069,
2021-12-21 10:00:00,-69.31614872305681,
2021-12-21 10:30:00,-63.0500567528469,
2021-12-21 12:00:00,-83.65225067467156,
2021-12-21 13:30:00,-96.37732134053749,
2021-12-21 15:00:00,-94.72202683462694,
2021-12-21 15:30:30,-94.72202683462694,
2021-12-21 23:59:59,-98.61176910322479,c
2021-12-22 00:00:00,-108.59746885708728,
2021-12-22 10:00:00,-86.6820332577555,
2021-12-22 10:30:00,-83.12004761941273,
2021-12-22 12:00:00,-89.81084944057841,
2021-12-22 13:30:00,-73.65863541882993,
2021-12-22 15:00:00,-77.58996414569174,
2021-12-22 15:30:30,-77.58996414569174,
2021-12-22 23:59:59,-85.19744098081628,c
2021-12-23 00:00:00,-64.37310052398527,
2021-12-23 10:00:00,-73.23302789818638,
2021-12-23 10:30:00,-91.20960046805703,
2021-12-23 12:00:00,-106.26227447042777,
2021-12-23 13:30:00,-117.29683771726286,
2021-12-23 15:00:00,-112.32081597235151,
2021-12-23 15:30:30,-112.32081597235151,
2021-12-23 23:59:59,-116.48939698622519,c
2021-12-24 00:00:00,-116.48939698622519,
2021-12-24 10:00:00,-116.48939698622519,
2021-12-24 10:30:00,-116.48939698622519,
2021-12-24 12:00:00,-116.48939698622519,
2021-12-24 13:30:00,-116.48939698622519,
2021-12-24 15:00:00,-116.48939698622519,
2021-12-24 15:30:30,-116.48939698622519,
2021-12-24 23:59:59,-116.48939698622519,w
2021-12-27 00:00:00,-126.52240905279564,
2021-12-27 10:00:00,-125.00477834306173,
2021-12-27 10:30:00,-121.27541409732191,
2021-12-27 12:00:00,-116.54540342611631,
2021-12-27 13:30:00,-113.94790131319576,
2021-12-27 15:00:00,-117.48763473710574,
2021-12-27 15:30:30,-117.48763473710574,
2021-12-27 23:59:59,-123.06047138729036,c
2021-12-28 00:00:00,-119.93718997828819,
2021-12-28 10:00:00,-129.92958318506533,
2021-12-28 10:30:00,-123.47272376302271,
2021-12-28 12:00:00,-108.51832526895919,
2021-12-28 13:30:00,-96.30490753483491,
2021-12-28 15:00:00,-103.8826067053185,
2021-12-28 15:30:30,-103.8826067053185,
2021-12-28 23:59:59,-98.21674868188006,c
2021-12-29 00:00:00,-101.5515273194078,
2021-12-29 10:00:00,-89.04928370190328,
2021-12-29 10:30:00,-83.23569256491703,
2021-12-29 12:00:00,-91.70266980930603,
2021-12-29 13:30:00,-78.56661748316742,
2021-12-29 15:00:00,-84.29339401367872,
2021-12-29 15:30:30,-84.29339401367872,
2021-12-29 23:59:59,-85.9545769540473,c
2021-12-30 00:00:00,-84.27029851352779,
2021-12-30 10:00:00,-99.26139110458246,
2021-12-30 10:30:00,-99.47486707893097,
2021-12-30 12:00:00,-120.63193480721179,
2021-12-30 13:30:00,-122.67161989691078,
2021-12-30 15:00:00,-118.1290111533192,
2021-12-30 15:30:30,-118.1290111533192,
2021-12-30 23:59:59,-99.71051826769133,c
2021-12-31 00:00:00,-50.64631869650282,
2021-12-31 10:00:00,-107.66623857592083,
2021-12-31 10:30:00,-108.32107699231278,
2021-12-31 12:00:00,-101.33814525965124,
2021-12-31 13:30:00,-95.69481461737803,
2021-12-31 15:00:00,-93.69373750140005,
2021-12-31 15:30:30,-93.69373750140005,
2021-12-31 23:59:59,-84.85126687903619,w
2022-01-03 00:00:00,-75.90826183992237,
2022-01-03 10:00:00,-39.62509562367893,
2022-01-03 10:30:00,-60.45919238823967,
2022-01-03 12:00:00,-38.17940790074988,
2022-01-03 13:30:00,-48.1743967759694,
2022-01-03 15:00:00,-50.799876930856385,
2022-01-03 15:30:30,-50.799876930856385,
2022-01-03 23:59:59,-70.73293828901217,c
2022-01-04 00:00:00,-72.86633694714794,
2022-01-04 10:00:00,-66.62449487154231,
2022-01-04 10:30:00,-40.488531693211826,
2022-01-04 12:00:00,-29.064664891731127,
2022-01-04 13:30:00,-9.49023475095305,
2022-01-04 15:00:00,-16.97015769608913,
2022-01-04 15:30:30,-16.97015769608913,
2022-01-04 23:59:59,-30.37555296546168,c
2022-01-05 00:00:00,-1.5281648163382897,
2022-01-05 10:00:00,1.714978756438427,
2022-01-05 10:30:00,16.821745974516944,
2022-01-05 12:00:00,19.47210959635754,
2022-01-05 13:30:00,52.810894393751255,
2022-01-05 15:00:00,72.07112969498587,
2022-01-05 15:30:30,72.07112969498587,
2022-01-05 23:59:59,81.97355838721012,c
2022-01-06 00:00:00,112.39639525026234,
2022-01-06 10:00:00,111.03139165707239,
2022-01-06 10:30:00,97.56200226347187,
2022-01-06 12:00:00,71.99882050794349,
2022-01-06 13:30:00,92.32275053757871,
2022-01-06 15:00:00,97.98757488470346,
2022-01-06 15:30:30,97.98757488470346,
2022-01-06 23:59:59,111.42109657129936,c
2022-01-07 00:00:00,125.90282909668315,
2022-01-07 10:00:00,106.90489308494318,
2022-01-07 10:30:00,124.26468039776921,
2022-01-07 12:00:00,135.8216500315193,
2022-01-07 13:30:00,123.95185615629669,
2022-01-07 15:00:00,114.34698308968211,
2022-01-07 15:30:30,114.34698308968211,
2022-01-07 23:59:59,126.07049869579544,w
