date,EU_IDVY_2022_Q2,meta
2022-05-24 00:00:00,94.17037476796497,
2022-05-24 03:30:00,93.14461484794413,
2022-05-24 04:00:00,82.00108364607775,
2022-05-24 06:00:00,77.27367383334365,
2022-05-24 08:00:00,75.62808717195207,
2022-05-24 10:30:00,69.89105526467978,
2022-05-24 11:00:00,65.68884726653783,
2022-05-24 23:59:59,59.216592816350385,c
2022-05-25 00:00:00,53.07819878685734,
2022-05-25 03:30:00,17.174941744982334,
2022-05-25 04:00:00,16.541490799105873,
2022-05-25 06:00:00,5.841725016120222,
2022-05-25 08:00:00,11.453364091297203,
2022-05-25 10:30:00,2.1386384817783437,
2022-05-25 11:00:00,4.42766071544429,
2022-05-25 23:59:59,-3.6241619113811794,c
2022-05-26 00:00:00,-7.815608360172632,
2022-05-26 03:30:00,-16.07012879258582,
2022-05-26 04:00:00,-32.65386926005772,
2022-05-26 06:00:00,-40.60507534200917,
2022-05-26 08:00:00,-42.308148504099904,
2022-05-26 10:30:00,-26.372893890372893,
2022-05-26 11:00:00,-39.43177054051148,
2022-05-26 23:59:59,-32.39668496063803,c
2022-05-27 00:00:00,-38.304910390192276,
2022-05-27 03:30:00,0.18312999134980146,
2022-05-27 04:00:00,0.9170060916965213,
2022-05-27 06:00:00,4.182008861221675,
2022-05-27 08:00:00,4.0927387465487755,
2022-05-27 10:30:00,13.199018936533548,
2022-05-27 11:00:00,9.990616057098123,
2022-05-27 23:59:59,2.695411431430557,w
2022-05-30 00:00:00,-2.6045748197537932,
2022-05-30 03:30:00,-18.297156442456526,
2022-05-30 04:00:00,-11.081785111188424,
2022-05-30 06:00:00,7.111728271707307,
2022-05-30 08:00:00,24.011159994708578,
2022-05-30 10:30:00,17.11735943176518,
2022-05-30 11:00:00,12.079418431885642,
2022-05-30 23:59:59,7.244187080278948,c
2022-05-31 00:00:00,-3.135712579033793,
2022-05-31 03:30:00,-11.703930218416303,
2022-05-31 04:00:00,-17.926670056872922,
2022-05-31 06:00:00,-49.232594694619024,
2022-05-31 08:00:00,-45.35584299496395,
2022-05-31 10:30:00,-33.16664023950955,
2022-05-31 11:00:00,-40.727870027148924,
2022-05-31 23:59:59,-16.92181025142679,c
2022-06-01 00:00:00,-6.924296060148549,
2022-06-01 03:30:00,-29.643930900253736,
2022-06-01 04:00:00,-38.55048349017716,
2022-06-01 06:00:00,-13.402791407881637,
2022-06-01 08:00:00,-14.093883886992217,
2022-06-01 10:30:00,-2.2865141100563733,
2022-06-01 11:00:00,-0.4809925190022568,
2022-06-01 23:59:59,-5.9210591558072565,c
2022-06-02 00:00:00,7.669723192898232,
2022-06-02 03:30:00,7.959481898609852,
2022-06-02 04:00:00,-5.623500865363212,
2022-06-02 06:00:00,17.45319535734245,
2022-06-02 08:00:00,27.894653115611675,
2022-06-02 10:30:00,11.238778362946618,
2022-06-02 11:00:00,17.06164187431591,
2022-06-02 23:59:59,9.296373498773164,c
2022-06-03 00:00:00,-16.509089435772808,
2022-06-03 03:30:00,-27.287942071598877,
2022-06-03 04:00:00,-13.485933239566066,
2022-06-03 06:00:00,-35.42793032952602,
2022-06-03 08:00:00,-38.858393170998056,
2022-06-03 10:30:00,-45.15342844838733,
2022-06-03 11:00:00,-37.92119859584693,
2022-06-03 23:59:59,-28.03369718194608,w
2022-06-06 00:00:00,8.959269038812408,
2022-06-06 03:30:00,20.323799626846778,
2022-06-06 04:00:00,11.154289714453284,
2022-06-06 06:00:00,27.320759665782532,
2022-06-06 08:00:00,15.435168865662547,
2022-06-06 10:30:00,28.50579256459173,
2022-06-06 11:00:00,22.652543023756778,
2022-06-06 23:59:59,21.05063933110233,c
2022-06-07 00:00:00,23.353115340709337,
2022-06-07 03:30:00,44.21584593694581,
2022-06-07 04:00:00,50.243279171986046,
2022-06-07 06:00:00,48.72865883619909,
2022-06-07 08:00:00,38.23119685543543,
2022-06-07 10:30:00,16.34006751079329,
2022-06-07 11:00:00,17.172139077560587,
2022-06-07 23:59:59,0.0,a
2022-06-08 00:00:00,3.137494649887344,
2022-06-08 03:30:00,-17.591893934366794,
2022-06-08 04:00:00,-10.457245379383721,
2022-06-08 06:00:00,-41.10602619043391,
2022-06-08 08:00:00,-29.681573243451112,
2022-06-08 10:30:00,-29.63361958101359,
2022-06-08 11:00:00,-32.37781494070987,
2022-06-08 23:59:59,-20.085223100090275,c
2022-06-09 00:00:00,-38.09016609877324,
2022-06-09 03:30:00,-71.26694953739491,
2022-06-09 04:00:00,-70.57048643417511,
2022-06-09 06:00:00,-89.40120390278878,
2022-06-09 08:00:00,-76.67167424551371,
2022-06-09 10:30:00,-48.37076109282884,
2022-06-09 11:00:00,-62.10179193529973,
2022-06-09 23:59:59,-59.37499555785155,c
2022-06-10 00:00:00,-52.33435856029337,
2022-06-10 03:30:00,-35.67920504872495,
2022-06-10 04:00:00,-34.9742568636367,
2022-06-10 06:00:00,-5.504411319196947,
2022-06-10 08:00:00,11.533543827175208,
2022-06-10 10:30:00,-16.59947441454335,
2022-06-10 11:00:00,-29.305066932473665,
2022-06-10 23:59:59,-29.90510211049866,w
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
0,-29.90510211049866,
2022-06-13 00:00:00,-40.57060892298978,
2022-06-13 03:30:00,-41.12437564146728,
2022-06-13 04:00:00,-44.82022134145279,
2022-06-13 06:00:00,-66.47956333833258,
2022-06-13 08:00:00,-79.43079973950955,
2022-06-13 10:30:00,-76.44519808658663,
2022-06-13 11:00:00,-75.72775801562614,
2022-06-13 23:59:59,-71.3668628774683,c
2022-06-14 00:00:00,-89.24332620918358,
2022-06-14 03:30:00,-131.05164582879456,
2022-06-14 04:00:00,-131.86315077587835,
2022-06-14 06:00:00,-104.84829794428322,
2022-06-14 08:00:00,-99.92941085353198,
2022-06-14 10:30:00,-89.86459483714157,
2022-06-14 11:00:00,-83.17760469424263,
2022-06-14 23:59:59,-98.1401328288722,c
2022-06-15 00:00:00,-117.21098132644943,
2022-06-15 03:30:00,-127.7063381254876,
2022-06-15 04:00:00,-106.41042431826202,
2022-06-15 06:00:00,-97.085337604296,
2022-06-15 08:00:00,-122.78556140973092,
2022-06-15 10:30:00,-108.25396306488346,
2022-06-15 11:00:00,-102.77938463121484,
2022-06-15 23:59:59,-100.76300275499273,c
2022-06-16 00:00:00,-114.93724193225637,
2022-06-16 03:30:00,-76.31897122148257,
2022-06-16 04:00:00,-86.80776099905745,
