date,KRE_2021_Q4,meta
2021-11-19 00:00:00,-190.06935783898564,
2021-11-19 10:00:00,-294.03381520810456,
2021-11-19 10:30:00,-298.4610088460714,
2021-11-19 12:00:00,-297.20512895833747,
2021-11-19 13:30:00,-328.4521347835454,
2021-11-19 15:00:00,-357.44090066150613,
2021-11-19 15:30:30,-357.44090066150613,
2021-11-19 23:59:59,-335.61884407768946,w
2021-11-22 00:00:00,-340.05627891173447,
2021-11-22 10:00:00,-353.03797088790145,
2021-11-22 10:30:00,-388.38213627782545,
2021-11-22 12:00:00,-184.47677533758554,
2021-11-22 13:30:00,-237.72467336883585,
2021-11-22 15:00:00,-260.7709523812024,
2021-11-22 15:30:30,-260.7709523812024,u
2021-11-22 23:59:59,-218.13582666256127,c
2021-11-23 00:00:00,-194.05632468173883,
2021-11-23 10:00:00,-268.80085921683747,
2021-11-23 10:30:00,-229.3487725328929,
2021-11-23 12:00:00,-256.1822554684135,
2021-11-23 13:30:00,-222.78798604148813,
2021-11-23 15:00:00,-270.46328663100155,
2021-11-23 15:30:30,-270.46328663100155,
2021-11-23 23:59:59,-280.9982924479365,c
2021-11-24 00:00:00,-266.6332774391202,
2021-11-24 10:00:00,-297.70155470728093,
2021-11-24 10:30:00,-329.93248541496143,
2021-11-24 12:00:00,-294.77175768478753,
2021-11-24 13:30:00,-325.72909208438057,
2021-11-24 15:00:00,-335.32142340998587,
2021-11-24 15:30:30,-335.32142340998587,
2021-11-24 23:59:59,-350.143246729721,c
2021-11-25 00:00:00,-350.143246729721,
2021-11-25 10:00:00,-350.143246729721,
2021-11-25 10:30:00,-350.143246729721,
2021-11-25 12:00:00,-350.143246729721,
2021-11-25 13:30:00,-350.143246729721,
2021-11-25 15:00:00,-350.143246729721,
2021-11-25 15:30:30,-350.143246729721,
2021-11-25 23:59:59,-350.143246729721,c
2021-11-26 00:00:00,-278.1787641853824,
2021-11-26 10:00:00,-240.21041094768395,
2021-11-26 10:30:00,-259.5070710065985,
2021-11-26 12:00:00,-249.67353885416935,
2021-11-26 13:30:00,-249.67353885416935,
2021-11-26 15:00:00,-249.67353885416935,
2021-11-26 15:30:30,-249.67353885416935,
2021-11-26 23:59:59,-267.6662950435647,w
2021-11-29 00:00:00,-319.5388572902481,
2021-11-29 10:00:00,-345.87598015415153,
2021-11-29 10:30:00,-298.77135621187733,
2021-11-29 12:00:00,-289.5249682618497,
2021-11-29 13:30:00,-320.61060772307803,
2021-11-29 15:00:00,-316.0616425922004,
2021-11-29 15:30:30,-316.0616425922004,
2021-11-29 23:59:59,-318.2389363045112,c
2021-11-30 00:00:00,-307.9956783362878,
2021-11-30 10:00:00,-355.06914936598025,
2021-11-30 10:30:00,-385.608218720767,
2021-11-30 12:00:00,-273.4072788295008,
2021-11-30 13:30:00,-251.923172126419,
2021-11-30 15:00:00,-270.8145399332435,
2021-11-30 15:30:30,-270.8145399332435,s
2021-11-30 23:59:59,-251.04540136657408,c
2021-12-01 00:00:00,-262.43124455661575,
2021-12-01 10:00:00,-324.85499999857336,
2021-12-01 10:30:00,-329.45344525761004,
2021-12-01 12:00:00,-337.98414011457714,
2021-12-01 13:30:00,-305.06973200228674,
2021-12-01 15:00:00,-285.7075273979557,
2021-12-01 15:30:30,-285.7075273979557,
2021-12-01 23:59:59,-248.87758670147298,c
2021-12-02 00:00:00,-272.495093266292,
2021-12-02 10:00:00,-252.64145610017374,
2021-12-02 10:30:00,-242.37249528811083,
2021-12-02 12:00:00,-221.8327152746341,
2021-12-02 13:30:00,-195.76669743389664,
2021-12-02 15:00:00,-202.3626623875524,
2021-12-02 15:30:30,-202.3626623875524,
2021-12-02 23:59:59,-238.4150851192304,c
2021-12-03 00:00:00,-229.68175696963783,
2021-12-03 10:00:00,-160.89710873575507,
2021-12-03 10:30:00,-143.48994616928087,
2021-12-03 12:00:00,-67.37042577276668,
2021-12-03 13:30:00,-86.77187012540628,
2021-12-03 15:00:00,-58.08726885627584,
2021-12-03 15:30:30,-58.08726885627584,
2021-12-03 23:59:59,-71.40673241742547,w
2021-12-06 00:00:00,-26.70787503251961,
2021-12-06 10:00:00,-45.84019056149566,
2021-12-06 10:30:00,-78.91184005604646,
2021-12-06 12:00:00,-55.55416346572292,
2021-12-06 13:30:00,-69.07914226552998,
2021-12-06 15:00:00,-69.11411282082179,
2021-12-06 15:30:30,-69.11411282082179,
2021-12-06 23:59:59,-61.62836980003317,c
2021-12-07 00:00:00,-34.90324035304411,
2021-12-07 10:00:00,-75.63246825974409,
2021-12-07 10:30:00,-72.86527799072542,
2021-12-07 12:00:00,-73.94451655212117,
2021-12-07 13:30:00,-101.32811278436202,
2021-12-07 15:00:00,-103.74620318563439,
2021-12-07 15:30:30,-103.74620318563439,
2021-12-07 23:59:59,-89.07839979969549,c
2021-12-08 00:00:00,-70.01304980321129,
2021-12-08 10:00:00,-83.84610424976745,
2021-12-08 10:30:00,-72.49485367006196,
2021-12-08 12:00:00,-69.51394782618786,
2021-12-08 13:30:00,-80.56418012200811,
2021-12-08 15:00:00,-95.38334253337428,
2021-12-08 15:30:30,-95.38334253337428,
2021-12-08 23:59:59,-78.09261022633461,c
2021-12-09 00:00:00,-38.2542195488561,
2021-12-09 10:00:00,-8.293672189061112,
2021-12-09 10:30:00,17.506810469703964,
2021-12-09 12:00:00,11.435558796743862,
2021-12-09 13:30:00,4.063444239309433,
2021-12-09 15:00:00,32.247950644197545,
2021-12-09 15:30:30,32.247950644197545,
2021-12-09 23:59:59,36.86785147095736,c
2021-12-10 00:00:00,-21.400903115251822,
2021-12-10 10:00:00,61.909488649839886,
2021-12-10 10:30:00,55.2187470952307,
2021-12-10 12:00:00,56.4900934590936,
2021-12-10 13:30:00,30.694269795340574,
2021-12-10 15:00:00,26.702351387251838,
2021-12-10 15:30:30,26.702351387251838,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,28.394111550194452,
2021-12-13 10:00:00,81.70385117476769,
2021-12-13 10:30:00,62.99501759827581,
2021-12-13 12:00:00,63.00268126945025,
2021-12-13 13:30:00,75.6129431138063,
2021-12-13 15:00:00,92.97750262492934,
2021-12-13 15:30:30,92.97750262492934,
2021-12-13 23:59:59,91.08512038702452,c
2021-12-14 00:00:00,116.61687891809743,
2021-12-14 10:00:00,73.32048963470777,
2021-12-14 10:30:00,75.04127440217212,
2021-12-14 12:00:00,83.68273699914198,
2021-12-14 13:30:00,80.69481875064923,
2021-12-14 15:00:00,77.56329983520993,
2021-12-14 15:30:30,77.56329983520993,
2021-12-14 23:59:59,78.49801473526679,c
2021-12-15 00:00:00,80.67988397357067,
2021-12-15 10:00:00,95.28429137724572,
2021-12-15 10:30:00,100.07199783363558,
2021-12-15 12:00:00,114.44896183668595,
2021-12-15 13:30:00,98.52233860624233,
