date,XLY_2021_Q4,meta
2021-12-23 10:00:00,132.00907893580748,
2021-12-23 10:30:00,139.42555686728934,
2021-12-23 12:00:00,162.52829578320407,
2021-12-23 13:30:00,177.7891182834834,
2021-12-23 15:00:00,146.7058228753111,
2021-12-23 15:30:30,146.7058228753111,
2021-12-23 23:59:59,155.76305937470187,c
2021-12-24 00:00:00,155.76305937470187,
2021-12-24 10:00:00,155.76305937470187,
2021-12-24 10:30:00,155.76305937470187,
2021-12-24 12:00:00,155.76305937470187,
2021-12-24 13:30:00,155.76305937470187,
2021-12-24 15:00:00,155.76305937470187,
2021-12-24 15:30:30,155.76305937470187,
2021-12-24 23:59:59,155.76305937470187,w
2021-12-27 00:00:00,140.27713474968547,
2021-12-27 10:00:00,135.5384550746132,
2021-12-27 10:30:00,142.41204150056126,
2021-12-27 12:00:00,91.01173575675512,
2021-12-27 13:30:00,102.00402361571611,
2021-12-27 15:00:00,94.82678442241172,
2021-12-27 15:30:30,94.82678442241172,
2021-12-27 23:59:59,97.26008690653276,c
2021-12-28 00:00:00,93.72127295261447,
2021-12-28 10:00:00,103.23496037094196,
2021-12-28 10:30:00,118.40379370441775,
2021-12-28 12:00:00,89.66967387745399,
2021-12-28 13:30:00,95.26262564986268,
2021-12-28 15:00:00,74.48921495462787,
2021-12-28 15:30:30,74.48921495462787,
2021-12-28 23:59:59,77.72181093663755,c
2021-12-29 00:00:00,89.878939622634,
2021-12-29 10:00:00,59.32225491448173,
2021-12-29 10:30:00,47.399540983759266,
2021-12-29 12:00:00,44.79713043137389,
2021-12-29 13:30:00,47.601484291198176,
2021-12-29 15:00:00,35.72998442884165,
2021-12-29 15:30:30,35.72998442884165,
2021-12-29 23:59:59,39.261067337449106,c
2021-12-30 00:00:00,26.067150488379013,
2021-12-30 10:00:00,34.08568226844551,
2021-12-30 10:30:00,49.82095961032792,
2021-12-30 12:00:00,64.18848538439312,
2021-12-30 13:30:00,45.16565204080922,
2021-12-30 15:00:00,37.91485669530198,
2021-12-30 15:30:30,37.91485669530198,
2021-12-30 23:59:59,32.6486573170489,c
2021-12-31 00:00:00,30.54195517397011,
2021-12-31 10:00:00,22.225622292464493,
2021-12-31 10:30:00,2.91161972064441,
2021-12-31 12:00:00,-13.10647502504321,
2021-12-31 13:30:00,-32.275898227512755,
2021-12-31 15:00:00,-27.063466190797442,
2021-12-31 15:30:30,-27.063466190797442,
2021-12-31 23:59:59,-28.226540849850835,w
