date,XLY_2021_Q4,meta
2021-11-05 00:00:00,454.80936979957136,
2021-11-05 10:00:00,475.3626158591587,
2021-11-05 10:30:00,492.2517006549608,
2021-11-05 12:00:00,548.9073003156957,
2021-11-05 13:30:00,543.5840472695511,
2021-11-05 15:00:00,540.3929062808345,
2021-11-05 15:30:30,540.3929062808345,
2021-11-05 23:59:59,541.3330090426276,w
2021-11-08 00:00:00,528.491591000655,
2021-11-08 10:00:00,520.4256516306999,
2021-11-08 10:30:00,501.09683025217953,
2021-11-08 12:00:00,503.5699502237104,
2021-11-08 13:30:00,502.0116053293492,
2021-11-08 15:00:00,499.40161128601414,
2021-11-08 15:30:30,499.40161128601414,
2021-11-08 23:59:59,497.38091786721014,c
2021-11-09 00:00:00,491.9900482865823,
2021-11-09 10:00:00,477.33660043783334,
2021-11-09 10:30:00,487.1780908146877,
2021-11-09 12:00:00,512.5305380677532,
2021-11-09 13:30:00,517.3702912708607,
2021-11-09 15:00:00,523.7450824689589,
2021-11-09 15:30:30,523.7450824689589,
2021-11-09 23:59:59,520.6893457146286,c
2021-11-10 00:00:00,527.821049062856,
2021-11-10 10:00:00,529.4631148395587,
2021-11-10 10:30:00,525.7775414416162,
2021-11-10 12:00:00,514.3823667724079,
2021-11-10 13:30:00,479.9221046385571,
2021-11-10 15:00:00,453.00374601734785,
2021-11-10 15:30:30,453.00374601734785,
2021-11-10 23:59:59,453.85488232622987,c
2021-11-11 00:00:00,452.04413366251515,
2021-11-11 10:00:00,471.3276707350361,
2021-11-11 10:30:00,466.24391171885054,
2021-11-11 12:00:00,469.21144214838966,
2021-11-11 13:30:00,469.784987810259,
2021-11-11 15:00:00,457.1993420552741,
2021-11-11 15:30:30,457.1993420552741,
2021-11-11 23:59:59,448.0474514485736,c
2021-11-12 00:00:00,456.68284409822644,
2021-11-12 10:00:00,461.7540306523262,
2021-11-12 10:30:00,458.1587777458161,
2021-11-12 12:00:00,457.04180538793315,
2021-11-12 13:30:00,447.4157803454526,
2021-11-12 15:00:00,439.08394910354576,
2021-11-12 15:30:30,439.08394910354576,
2021-11-12 23:59:59,445.0206098671871,w
2021-11-15 00:00:00,435.4767232046102,
2021-11-15 10:00:00,474.7163890629343,
2021-11-15 10:30:00,461.99507585250575,
2021-11-15 12:00:00,460.6161084926813,
2021-11-15 13:30:00,460.2440336007372,
2021-11-15 15:00:00,466.29586201194195,
2021-11-15 15:30:30,466.29586201194195,
2021-11-15 23:59:59,461.0294012165516,c
2021-11-16 00:00:00,353.3284971402094,
2021-11-16 10:00:00,321.9230648957656,
2021-11-16 10:30:00,313.77487282120285,
2021-11-16 12:00:00,258.48305710177,
2021-11-16 13:30:00,264.8446709548095,
2021-11-16 15:00:00,248.9163871588609,
2021-11-16 15:30:30,248.9163871588609,
2021-11-16 23:59:59,252.02400581967734,c
2021-11-17 00:00:00,276.3063207735156,
2021-11-17 10:00:00,261.529368440152,
2021-11-17 10:30:00,248.47879759300594,
2021-11-17 12:00:00,278.79995455083684,
2021-11-17 13:30:00,243.1047090808923,
2021-11-17 15:00:00,230.96156280683138,
2021-11-17 15:30:30,230.96156280683138,
2021-11-17 23:59:59,242.26700762449246,c
2021-11-18 00:00:00,226.201325586967,
2021-11-18 10:00:00,189.2169319790475,
2021-11-18 10:30:00,195.3930147231453,
2021-11-18 12:00:00,161.5631255351135,
2021-11-18 13:30:00,172.62732373731816,
2021-11-18 15:00:00,153.8993797676531,
2021-11-18 15:30:30,153.8993797676531,
2021-11-18 23:59:59,166.30858679394206,c
2021-11-19 00:00:00,138.0687655950643,
2021-11-19 10:00:00,159.5206784147177,
2021-11-19 10:30:00,179.04554195558777,
2021-11-19 12:00:00,168.1362684340304,
2021-11-19 13:30:00,138.03674671512658,
2021-11-19 15:00:00,142.77446970016732,
2021-11-19 15:30:30,142.77446970016732,
2021-11-19 23:59:59,133.65924005380435,w
2021-11-22 00:00:00,128.89007740782293,
2021-11-22 10:00:00,106.8832853907985,
2021-11-22 10:30:00,82.12043326073365,
2021-11-22 12:00:00,67.93720171359371,
2021-11-22 13:30:00,84.64012904111252,
2021-11-22 15:00:00,118.22878163060994,
2021-11-22 15:30:30,118.22878163060994,u
2021-11-22 23:59:59,97.54954204591866,c
2021-11-23 00:00:00,124.73269923388182,
2021-11-23 10:00:00,117.1814907601379,
2021-11-23 10:30:00,122.9064923470059,
2021-11-23 12:00:00,116.74784143076675,
2021-11-23 13:30:00,97.42965455260378,
2021-11-23 15:00:00,101.73856983643572,
2021-11-23 15:30:30,101.73856983643572,
2021-11-23 23:59:59,107.79556824778757,c
2021-11-24 00:00:00,110.29970694630808,
2021-11-24 10:00:00,88.74415794530893,
2021-11-24 10:30:00,91.56334388442582,
2021-11-24 12:00:00,114.12110190824993,
2021-11-24 13:30:00,94.37518420482161,
2021-11-24 15:00:00,80.6553099348028,
2021-11-24 15:30:30,80.6553099348028,
2021-11-24 23:59:59,64.09401818257817,c
2021-11-25 00:00:00,64.09401818257817,
2021-11-25 10:00:00,64.09401818257817,
2021-11-25 10:30:00,64.09401818257817,
2021-11-25 12:00:00,64.09401818257817,
2021-11-25 13:30:00,64.09401818257817,
2021-11-25 15:00:00,64.09401818257817,
2021-11-25 15:30:30,64.09401818257817,
2021-11-25 23:59:59,64.09401818257817,c
2021-11-26 00:00:00,32.64763458601033,
2021-11-26 10:00:00,17.242112419570958,
2021-11-26 10:30:00,11.52287444220076,
2021-11-26 12:00:00,19.87998066909148,
2021-11-26 13:30:00,19.87998066909148,
2021-11-26 15:00:00,19.87998066909148,
2021-11-26 15:30:30,19.87998066909148,
2021-11-26 23:59:59,47.02004760646378,w
2021-11-29 00:00:00,67.16924825115558,
2021-11-29 10:00:00,27.898676079495885,
2021-11-29 10:30:00,32.97591933385638,
2021-11-29 12:00:00,24.389666444291606,
2021-11-29 13:30:00,27.184310559815003,
2021-11-29 15:00:00,51.73718651540173,
2021-11-29 15:30:30,51.73718651540173,
2021-11-29 23:59:59,40.826988822271744,c
2021-11-30 00:00:00,47.295744570390696,
2021-11-30 10:00:00,58.82217161071924,
2021-11-30 10:30:00,28.306608002844882,
2021-11-30 12:00:00,13.747793921884409,
2021-11-30 13:30:00,8.511555113080306,
2021-11-30 15:00:00,31.09031054742286,
2021-11-30 15:30:30,31.09031054742286,m
2021-11-30 23:59:59,36.99455450237144,c
2021-12-01 00:00:00,63.99769087101481,
2021-12-01 10:00:00,52.94022513324745,
2021-12-01 10:30:00,31.79823172919663,
2021-12-01 12:00:00,-20.206314764652575,
2021-12-01 13:30:00,-21.459183218060332,
2021-12-01 15:00:00,-35.27822365256043,
2021-12-01 15:30:30,-35.27822365256043,
2021-12-01 23:59:59,-36.105107206345,c
2021-12-02 00:00:00,-29.100634999042086,
2021-12-02 10:00:00,-26.023957773149277,
2021-12-02 10:30:00,-21.457441001637733,
2021-12-02 12:00:00,-42.9805534898469,
2021-12-02 13:30:00,-60.403770035317734,
2021-12-02 15:00:00,-39.06405643327895,
2021-12-02 15:30:30,-39.06405643327895,
2021-12-02 23:59:59,-24.4886347777707,c
2021-12-03 00:00:00,-28.95773730373628,
2021-12-03 10:00:00,-85.0042299203443,
2021-12-03 10:30:00,-76.6806496418032,
2021-12-03 12:00:00,-105.86949062978277,
2021-12-03 13:30:00,-96.00701088645485,
2021-12-03 15:00:00,-71.61687057634941,
2021-12-03 15:30:30,-71.61687057634941,
2021-12-03 23:59:59,-60.809907910326785,w
2021-12-06 00:00:00,-91.27506368168764,
2021-12-06 10:00:00,-132.07869623806732,
2021-12-06 10:30:00,-78.64411788512814,
2021-12-06 12:00:00,-88.87934768751745,
2021-12-06 13:30:00,-68.58089335106484,
2021-12-06 15:00:00,-69.25342374150125,
2021-12-06 15:30:30,-69.25342374150125,
2021-12-06 23:59:59,-89.6494200092161,c
2021-12-07 00:00:00,-52.18001953568455,
2021-12-07 10:00:00,8.392226346826533,
2021-12-07 10:30:00,10.76372323006143,
2021-12-07 12:00:00,-4.097902064993491,
2021-12-07 13:30:00,26.533164716793237,
2021-12-07 15:00:00,-0.7730116195833148,
2021-12-07 15:30:30,-0.7730116195833148,
2021-12-07 23:59:59,-12.579474316518429,c
2021-12-08 00:00:00,-4.012518078719722,
2021-12-08 10:00:00,11.297086439213729,
2021-12-08 10:30:00,37.99267290162061,
2021-12-08 12:00:00,43.303500526143864,
2021-12-08 13:30:00,76.02005771784178,
2021-12-08 15:00:00,88.23607743469461,
2021-12-08 15:30:30,88.23607743469461,
2021-12-08 23:59:59,60.27390119329766,c
2021-12-09 00:00:00,71.54159182929965,
2021-12-09 10:00:00,70.75642152926628,
2021-12-09 10:30:00,50.90433873798952,
2021-12-09 12:00:00,52.45118972846922,
2021-12-09 13:30:00,41.41660502993676,
2021-12-09 15:00:00,26.495727042661656,
2021-12-09 15:30:30,26.495727042661656,
2021-12-09 23:59:59,27.674108012414933,c
2021-12-10 00:00:00,27.934615659339613,
2021-12-10 10:00:00,32.79658201983614,
2021-12-10 10:30:00,25.468947305601887,
2021-12-10 12:00:00,15.921234240680633,
2021-12-10 13:30:00,2.19649282768529,
2021-12-10 15:00:00,0.4492326155279329,
2021-12-10 15:30:30,0.4492326155279329,s
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,-2.4377944453020746,
2021-12-13 10:00:00,16.787073587158716,
2021-12-13 10:30:00,24.758384143067644,
2021-12-13 12:00:00,20.671289933683,
2021-12-13 13:30:00,32.016858360694414,
2021-12-13 15:00:00,47.27835985300737,
2021-12-13 15:30:30,47.27835985300737,
2021-12-13 23:59:59,39.6378377999215,c
2021-12-14 00:00:00,17.303034431653828,
2021-12-14 10:00:00,35.93458572498707,
2021-12-14 10:30:00,19.14497475196231,
2021-12-14 12:00:00,37.31433020163121,
2021-12-14 13:30:00,40.371120369073765,
2021-12-14 15:00:00,47.34867857506936,
2021-12-14 15:30:30,47.34867857506936,
2021-12-14 23:59:59,32.7851338040968,c
2021-12-15 00:00:00,51.39966598398411,
2021-12-15 10:00:00,3.7213031345819445,
2021-12-15 10:30:00,-14.32001224467274,
2021-12-15 12:00:00,-15.840832786635929,
2021-12-15 13:30:00,-23.814255974574053,
2021-12-15 15:00:00,-7.367833061091346,
2021-12-15 15:30:30,-7.367833061091346,
2021-12-15 23:59:59,13.881152496815673,c
2021-12-16 00:00:00,11.884993663464684,
2021-12-16 10:00:00,56.83059490867828,
2021-12-16 10:30:00,46.488832086609534,
2021-12-16 12:00:00,29.124697883886938,
2021-12-16 13:30:00,60.03746194456778,
2021-12-16 15:00:00,37.80055058660275,
2021-12-16 15:30:30,37.80055058660275,
2021-12-16 23:59:59,42.224030060040036,c
2021-12-17 00:00:00,27.695879807235656,
2021-12-17 10:00:00,34.04068007018736,
2021-12-17 10:30:00,80.98316605679855,
2021-12-17 12:00:00,121.18187824096324,
2021-12-17 13:30:00,141.16285744645182,
2021-12-17 15:00:00,130.62304932250157,
2021-12-17 15:30:30,130.62304932250157,
2021-12-17 23:59:59,149.83151112732358,e
2021-12-20 00:00:00,126.16942843044814,
2021-12-20 10:00:00,139.65303431406355,
2021-12-20 10:30:00,133.02761368237717,
2021-12-20 12:00:00,94.11797843345113,
2021-12-20 13:30:00,59.66178693798969,
2021-12-20 15:00:00,73.2800647722434,
2021-12-20 15:30:30,73.2800647722434,
2021-12-20 23:59:59,65.24177720399086,c
2021-12-21 00:00:00,107.23049048308536,
2021-12-21 10:00:00,162.62101688975807,
2021-12-21 10:30:00,183.82541825230288,
2021-12-21 12:00:00,191.41138434130022,
2021-12-21 13:30:00,188.82350548070517,
2021-12-21 15:00:00,186.5668876617652,
2021-12-21 15:30:30,186.5668876617652,
2021-12-21 23:59:59,186.5236172730839,c
2021-12-22 00:00:00,168.70057082467773,
2021-12-22 10:00:00,202.1860706344566,
2021-12-22 10:30:00,201.30770521053105,
2021-12-22 12:00:00,194.5325255662039,
2021-12-22 13:30:00,164.41425186596192,
2021-12-22 15:00:00,153.76695832983316,
2021-12-22 15:30:30,153.76695832983316,
2021-12-22 23:59:59,156.85106710594505,c
2021-12-23 00:00:00,137.50885086208936,
