date,XOP_2022_Q2,meta
2022-05-13 00:00:00,-602.5214326355772,
2022-05-13 10:00:00,-480.7690039544427,
2022-05-13 10:30:00,-449.2258995605548,
2022-05-13 12:00:00,-366.4180892490526,
2022-05-13 13:30:00,-330.5817807304684,
2022-05-13 15:00:00,-308.4717945873863,
2022-05-13 15:30:30,-308.4717945873863,
2022-05-13 23:59:59,-313.176326652585,w
2022-05-16 00:00:00,-285.15492077880845,
2022-05-16 10:00:00,-262.4792699900554,
2022-05-16 10:30:00,-147.9232010323135,
2022-05-16 12:00:00,-105.78940500984663,
2022-05-16 13:30:00,-174.7045733982104,
2022-05-16 15:00:00,-183.44194749744702,
2022-05-16 15:30:30,-183.44194749744702,
2022-05-16 23:59:59,-242.39073063400338,c
2022-05-17 00:00:00,-152.8048799443245,
2022-05-17 10:00:00,-152.91163774855022,
2022-05-17 10:30:00,-200.33846479785143,
2022-05-17 12:00:00,-131.02635166911068,
2022-05-17 13:30:00,-135.52944503914705,
2022-05-17 15:00:00,-130.70856119644714,
2022-05-17 15:30:30,-130.70856119644714,
2022-05-17 23:59:59,-73.9743821291072,c
2022-05-18 00:00:00,-75.95363204848945,
2022-05-18 10:00:00,0.981145144686252,
2022-05-18 10:30:00,24.5445020031475,
2022-05-18 12:00:00,-122.14390556174067,
2022-05-18 13:30:00,-150.39993161955908,
2022-05-18 15:00:00,-233.40842175628086,
2022-05-18 15:30:30,-233.40842175628086,
2022-05-18 23:59:59,-190.59042857822942,c
2022-05-19 00:00:00,-259.1363456445124,
2022-05-19 10:00:00,-271.49347203942807,
2022-05-19 10:30:00,-283.379362445899,
2022-05-19 12:00:00,-162.5666857521387,
2022-05-19 13:30:00,-172.10354344582038,
2022-05-19 15:00:00,-153.71172267096426,
2022-05-19 15:30:30,-153.71172267096426,
2022-05-19 23:59:59,-189.8229204451195,c
2022-05-20 00:00:00,-107.74190838710501,
2022-05-20 10:00:00,-188.74884099987048,
2022-05-20 10:30:00,-178.27086012058908,
2022-05-20 12:00:00,-275.06187652390736,
2022-05-20 13:30:00,-391.0171559958385,
2022-05-20 15:00:00,-296.2076246493102,
2022-05-20 15:30:30,-296.2076246493102,
2022-05-20 23:59:59,-247.53237555458645,w
2022-05-23 00:00:00,-227.6929482697892,
2022-05-23 10:00:00,-303.89402463749593,
2022-05-23 10:30:00,-278.808532542439,
2022-05-23 12:00:00,-237.68596911085388,
2022-05-23 13:30:00,-257.3313405776639,
2022-05-23 15:00:00,-156.01840364051804,
2022-05-23 15:30:30,-156.01840364051804,
2022-05-23 23:59:59,-129.90334751536875,c
2022-05-24 00:00:00,-201.5142013727923,
2022-05-24 10:00:00,-256.59593933899987,
2022-05-24 10:30:00,-263.09297368873104,
2022-05-24 12:00:00,-310.8680512082001,
2022-05-24 13:30:00,-317.98716744323656,
2022-05-24 15:00:00,-335.6907572835812,
2022-05-24 15:30:30,-335.6907572835812,
2022-05-24 23:59:59,-282.06346867573075,c
2022-05-25 00:00:00,-312.3695683167157,
2022-05-25 10:00:00,-239.27115371812351,
2022-05-25 10:30:00,-239.14657805935985,
2022-05-25 12:00:00,-190.77501856732033,
2022-05-25 13:30:00,-216.0601682147685,
2022-05-25 15:00:00,-210.4538377960098,
2022-05-25 15:30:30,-210.4538377960098,
2022-05-25 23:59:59,-173.41390762274023,c
2022-05-26 00:00:00,-157.02819723982202,
2022-05-26 10:00:00,-110.64399193736108,
2022-05-26 10:30:00,-121.43473530723941,
2022-05-26 12:00:00,-104.52124239427485,
2022-05-26 13:30:00,-137.70738964435668,
2022-05-26 15:00:00,-127.56791334675063,
2022-05-26 15:30:30,-127.56791334675063,
2022-05-26 23:59:59,-144.4198893514049,c
2022-05-27 00:00:00,-123.91857679250006,
2022-05-27 10:00:00,-95.18789208773023,
2022-05-27 10:30:00,-77.72611692324699,
2022-05-27 12:00:00,-58.640854702162414,
2022-05-27 13:30:00,-83.35430214339749,
2022-05-27 15:00:00,-41.44939380250662,
2022-05-27 15:30:30,-41.44939380250662,
2022-05-27 23:59:59,-11.69553943404253,w
2022-05-30 00:00:00,-11.69553943404253,
