date,2016_TAX,meta
12/23/2016 0:00,19.92444359,
12/23/2016 10:00,14.25511342,
12/23/2016 10:30,8.338371223,
12/23/2016 12:00,17.14593758,
12/23/2016 13:30,24.74982325,
12/23/2016 15:00,23.65271023,
12/23/2016 15:30,23.65271023,
12/23/2016 23:59,27.17539647,w
12/26/2016 0:00,27.17539647,
12/26/2016 10:00,27.17539647,
12/26/2016 10:30,27.17539647,
12/26/2016 12:00,27.17539647,
12/26/2016 13:30,27.17539647,
12/26/2016 15:00,27.17539647,
12/26/2016 15:30,27.17539647,
12/26/2016 23:59,27.17539647,c
12/27/2016 0:00,31.42058365,
12/27/2016 10:00,11.07167965,
12/27/2016 10:30,9.296892211,
12/27/2016 12:00,9.25173248,
12/27/2016 13:30,13.16290085,
12/27/2016 15:00,9.390248191,
12/27/2016 15:30,9.390248191,
12/27/2016 23:59,11.91541204,c
12/28/2016 0:00,20.47856231,
12/28/2016 10:00,21.24869443,
12/28/2016 10:30,18.80495194,
12/28/2016 12:00,24.2011308,
12/28/2016 13:30,18.40459261,
12/28/2016 15:00,11.05049413,
12/28/2016 15:30,11.05049413,
12/28/2016 23:59,5.430195356,c
12/29/2016 0:00,8.421355673,
12/29/2016 10:00,6.468518538,
12/29/2016 10:30,3.45270847,
12/29/2016 12:00,5.076831739,
12/29/2016 13:30,12.01941225,
12/29/2016 15:00,9.683814668,
12/29/2016 15:30,9.683814668,
12/29/2016 23:59,13.82733119,c
12/30/2016 0:00,11.64518544,
12/30/2016 10:00,6.58632915,
12/30/2016 10:30,14.07574273,
12/30/2016 12:00,6.682414452,
12/30/2016 13:30,10.143315,
12/30/2016 15:00,6.043739381,
12/30/2016 15:30,6.043739381,
12/30/2016 23:59,0,a
1/2/2017 0:00,0,
1/2/2017 10:00,0,
1/2/2017 10:30,0,
1/2/2017 12:00,0,
1/2/2017 13:30,0,
1/2/2017 15:00,0,
1/2/2017 15:30,0,
1/2/2017 23:59,0,c
1/3/2017 0:00,-14.0226339,
1/3/2017 10:00,-32.51161603,
1/3/2017 10:30,-37.69555013,
1/3/2017 12:00,-46.75880666,
1/3/2017 13:30,-59.98988081,
1/3/2017 15:00,-56.82532062,
1/3/2017 15:30,-56.82532062,
1/3/2017 23:59,-56.60140738,c
1/4/2017 0:00,-66.08486872,
1/4/2017 10:00,-75.83580491,
1/4/2017 10:30,-77.49338601,
1/4/2017 12:00,-81.64015641,
1/4/2017 13:30,-82.55636601,
1/4/2017 15:00,-77.98133867,
1/4/2017 15:30,-77.98133867,
