date,INTEL_STY_2022_Q4,meta
2022-11-07 00:00:00,107.2726176485948,
2022-11-07 10:00:00,97.1306818275767,
2022-11-07 10:30:00,99.13145748661856,
2022-11-07 12:00:00,107.78491673204007,
2022-11-07 13:30:00,107.73633057705004,
2022-11-07 15:00:00,100.22940077930329,
2022-11-07 15:30:30,100.22940077930329,
2022-11-07 23:59:59,93.22964501676014,c
2022-11-08 00:00:00,65.01735993402227,
2022-11-08 10:00:00,66.01215674272109,
2022-11-08 10:30:00,69.87832747901541,
2022-11-08 12:00:00,63.996946667203446,
2022-11-08 13:30:00,60.03109827266837,
2022-11-08 15:00:00,68.02397433949854,
2022-11-08 15:30:30,68.02397433949854,
2022-11-08 23:59:59,61.542310983625846,c
2022-11-09 00:00:00,56.42115905264321,
2022-11-09 10:00:00,65.73335054813404,
2022-11-09 10:30:00,71.91811327937918,
2022-11-09 12:00:00,66.6850473718333,
2022-11-09 13:30:00,64.91360708919815,
2022-11-09 15:00:00,67.02891485320501,
2022-11-09 15:30:30,67.02891485320501,
2022-11-09 23:59:59,60.454899474052525,c
2022-11-10 00:00:00,28.605863269336243,
2022-11-10 10:00:00,14.68351769519376,
2022-11-10 10:30:00,14.357891740020381,
2022-11-10 12:00:00,-4.72349659653873,
2022-11-10 13:30:00,-12.17995074602544,
2022-11-10 15:00:00,-24.150547807205413,
2022-11-10 15:30:30,-24.150547807205413,
2022-11-10 23:59:59,-24.963261503571132,c
2022-11-11 00:00:00,-30.18997898981251,
2022-11-11 10:00:00,-57.56228070714662,
2022-11-11 10:30:00,-64.64693725088952,
2022-11-11 12:00:00,-61.76602450886647,
2022-11-11 13:30:00,-69.6642115024413,
2022-11-11 15:00:00,-75.41153522250374,
2022-11-11 15:30:30,-75.41153522250374,u
2022-11-11 23:59:59,-67.93828983266286,w
2022-11-14 00:00:00,-62.878189993760465,
2022-11-14 10:00:00,-52.9183802758077,
2022-11-14 10:30:00,-59.81965918090038,
2022-11-14 12:00:00,-55.44916987106985,
2022-11-14 13:30:00,-51.77091272903615,
2022-11-14 15:00:00,-55.29528617514162,
2022-11-14 15:30:30,-55.29528617514162,
2022-11-14 23:59:59,-58.42974780604306,c
2022-11-15 00:00:00,-82.22556512079117,
2022-11-15 10:00:00,-87.07382150777468,
2022-11-15 10:30:00,-86.81340813612627,
2022-11-15 12:00:00,-79.53894246354554,
2022-11-15 13:30:00,-79.76486102031078,
2022-11-15 15:00:00,-79.39147505715204,
2022-11-15 15:30:30,-79.39147505715204,
2022-11-15 23:59:59,-78.04397314390519,c
2022-11-16 00:00:00,-65.28707279784001,
2022-11-16 10:00:00,-56.746526541083746,
2022-11-16 10:30:00,-56.37638545611156,
2022-11-16 12:00:00,-57.77316388635486,
2022-11-16 13:30:00,-64.32640412281285,
2022-11-16 15:00:00,-62.014188694975296,
2022-11-16 15:30:30,-62.014188694975296,
2022-11-16 23:59:59,-59.90995672291262,c
2022-11-17 00:00:00,-59.14216466096831,
2022-11-17 10:00:00,-46.38716651588654,
2022-11-17 10:30:00,-50.33884470251366,
2022-11-17 12:00:00,-51.27721509481574,
2022-11-17 13:30:00,-45.1644937575822,
2022-11-17 15:00:00,-40.29624223486682,
2022-11-17 15:30:30,-40.29624223486682,
2022-11-17 23:59:59,-37.411258043161276,c
2022-11-18 00:00:00,-26.79148017298681,
2022-11-18 10:00:00,-31.941459484895454,
2022-11-18 10:30:00,-31.945819432849085,
2022-11-18 12:00:00,-21.57507573179153,
2022-11-18 13:30:00,-18.34464853985328,
2022-11-18 15:00:00,-23.313721176285988,
2022-11-18 15:30:30,-23.313721176285988,
2022-11-18 23:59:59,-22.53698832782129,w
2022-11-21 00:00:00,-20.936453555873676,
2022-11-21 10:00:00,-21.44428844798196,
2022-11-21 10:30:00,-16.71858175672672,
2022-11-21 12:00:00,-9.944275664253674,
2022-11-21 13:30:00,-0.2601559694671707,
2022-11-21 15:00:00,-1.4408668752679645,
2022-11-21 15:30:30,-1.4408668752679645,
2022-11-21 23:59:59,0.0,a
2022-11-22 00:00:00,12.326037645697085,
2022-11-22 10:00:00,15.579887298507991,
2022-11-22 10:30:00,8.392671183716924,
2022-11-22 12:00:00,12.209476037331129,
2022-11-22 13:30:00,7.729766665389654,
2022-11-22 15:00:00,8.758014807086639,
2022-11-22 15:30:30,8.758014807086639,s
2022-11-22 23:59:59,5.703200032214884,c
2022-11-23 00:00:00,3.364432860587872,
2022-11-23 10:00:00,3.45151825658629,
2022-11-23 10:30:00,-4.236386198884247,
2022-11-23 12:00:00,5.27678254114138,
2022-11-23 13:30:00,5.898725190428962,
2022-11-23 15:00:00,2.4993558959649746,
2022-11-23 15:30:30,2.4993558959649746,
2022-11-23 23:59:59,2.428675196841432,c
2022-11-24 00:00:00,2.428675196841432,
2022-11-24 10:00:00,2.428675196841432,
2022-11-24 10:30:00,2.428675196841432,
