date,SKYY_2022_Q2,meta
2022-05-20 00:00:00,745.8540332350192,
2022-05-20 10:00:00,761.7806485393819,
2022-05-20 10:30:00,708.4736561174332,
2022-05-20 12:00:00,534.908244610861,
2022-05-20 13:30:00,416.38985687269064,
2022-05-20 15:00:00,481.54729780415164,
2022-05-20 15:30:30,481.54729780415164,
2022-05-20 23:59:59,566.5333873856353,w
2022-05-23 00:00:00,443.64259767815315,
2022-05-23 10:00:00,369.17448847127184,
2022-05-23 10:30:00,315.2596573504326,
2022-05-23 12:00:00,366.56449474116573,
2022-05-23 13:30:00,383.36790439663105,
2022-05-23 15:00:00,375.5453676498587,
2022-05-23 15:30:30,375.5453676498587,
2022-05-23 23:59:59,401.62481949237645,c
2022-05-24 00:00:00,307.4373615469241,
2022-05-24 10:00:00,53.75126736789048,
2022-05-24 10:30:00,98.98758853150298,
2022-05-24 12:00:00,126.19231213227783,
2022-05-24 13:30:00,53.765040939831124,
2022-05-24 15:00:00,-42.587600694194066,
2022-05-24 15:30:30,-42.587600694194066,
2022-05-24 23:59:59,14.64240365542014,c
2022-05-25 00:00:00,-11.129700174711616,
2022-05-25 10:00:00,75.76869540030862,
2022-05-25 10:30:00,148.03834445517896,
2022-05-25 12:00:00,86.08703040465696,
2022-05-25 13:30:00,116.82169188231671,
2022-05-25 15:00:00,140.96780853545852,
2022-05-25 15:30:30,140.96780853545852,
2022-05-25 23:59:59,140.23070558854022,c
2022-05-26 00:00:00,2.1812785175148974,
2022-05-26 10:00:00,103.96942918840693,
2022-05-26 10:30:00,114.91646333089795,
2022-05-26 12:00:00,172.07572764094698,
2022-05-26 13:30:00,234.285355971135,
2022-05-26 15:00:00,216.67002706184633,
2022-05-26 15:30:30,216.67002706184633,
2022-05-26 23:59:59,186.16069679146858,c
2022-05-27 00:00:00,294.85431134729095,
2022-05-27 10:00:00,332.8834412274532,
2022-05-27 10:30:00,375.6361611475196,
2022-05-27 12:00:00,361.2005101121425,
2022-05-27 13:30:00,355.55256161578507,
2022-05-27 15:00:00,374.4444678856081,
2022-05-27 15:30:30,374.4444678856081,
2022-05-27 23:59:59,412.8516847464282,w
2022-05-30 00:00:00,412.8516847464282,
2022-05-30 10:00:00,412.8516847464282,
2022-05-30 10:30:00,412.8516847464282,
2022-05-30 12:00:00,412.8516847464282,
2022-05-30 13:30:00,412.8516847464282,
2022-05-30 15:00:00,412.8516847464282,
2022-05-30 15:30:30,412.8516847464282,
