date,KBE_2022_Q1,meta
2022-02-18 00:00:00,-44.20332914201058,
2022-02-18 10:00:00,-21.632351430959,
2022-02-18 10:30:00,-23.255359372916303,
2022-02-18 12:00:00,0.7697205365842599,
2022-02-18 13:30:00,-1.0444415276298895,
2022-02-18 15:00:00,-6.514062919885399,
2022-02-18 15:30:30,-6.514062919885399,
2022-02-18 23:59:59,-6.441336194547543,w
2022-02-21 00:00:00,-6.441336194547543,
2022-02-21 10:00:00,-6.441336194547543,
2022-02-21 10:30:00,-6.441336194547543,
2022-02-21 12:00:00,-6.441336194547543,
2022-02-21 13:30:00,-6.441336194547543,
2022-02-21 15:00:00,-6.441336194547543,
2022-02-21 15:30:30,-6.441336194547543,
2022-02-21 23:59:59,-6.441336194547543,c
2022-02-22 00:00:00,-18.15550596171552,
2022-02-22 10:00:00,-16.37477573051058,
2022-02-22 10:30:00,-11.758372046334626,
2022-02-22 12:00:00,-15.559238968538358,
2022-02-22 13:30:00,-38.16930782807289,
2022-02-22 15:00:00,-35.6810413207931,
2022-02-22 15:30:30,-35.6810413207931,
2022-02-22 23:59:59,-33.14031002959186,c
2022-02-23 00:00:00,-37.947662461032934,
2022-02-23 10:00:00,-33.445254799572375,
2022-02-23 10:30:00,-36.14525233358937,
2022-02-23 12:00:00,-39.830869854605965,
2022-02-23 13:30:00,-29.23099409582282,
2022-02-23 15:00:00,-29.648275561613282,
2022-02-23 15:30:30,-29.648275561613282,
2022-02-23 23:59:59,-46.13824046599611,c
2022-02-24 00:00:00,-37.52278346255144,
2022-02-24 10:00:00,-15.235416946342083,
2022-02-24 10:30:00,-17.28134664969066,
2022-02-24 12:00:00,5.114962927976904,
2022-02-24 13:30:00,16.348131345959363,
2022-02-24 15:00:00,12.543355260805525,
2022-02-24 15:30:30,12.543355260805525,
2022-02-24 23:59:59,24.666575605248124,c
2022-02-25 00:00:00,25.936526622926262,
2022-02-25 10:00:00,1.5207880495246162,
2022-02-25 10:30:00,4.864802276524018,
2022-02-25 12:00:00,17.168817534028417,
2022-02-25 13:30:00,9.371883415923884,
2022-02-25 15:00:00,-5.907467503189495,
2022-02-25 15:30:30,-5.907467503189495,
2022-02-25 23:59:59,-8.839342121409086,w
2022-02-28 00:00:00,-153.97077421916597,
2022-02-28 10:00:00,-158.34454016683256,
2022-02-28 10:30:00,-161.29041339145408,
2022-02-28 12:00:00,-131.19428499518108,
2022-02-28 13:30:00,-122.52024773803296,
2022-02-28 15:00:00,-118.5484512208644,
2022-02-28 15:30:30,-118.5484512208644,s
2022-02-28 23:59:59,-124.52347982194105,c
2022-03-01 00:00:00,-130.87283193301155,
2022-03-01 10:00:00,-124.83133833497565,
2022-03-01 10:30:00,-129.98841565546238,
2022-03-01 12:00:00,-147.3543849320326,
2022-03-01 13:30:00,-148.52650001044555,
2022-03-01 15:00:00,-152.6736202661665,
2022-03-01 15:30:30,-152.6736202661665,
2022-03-01 23:59:59,-140.76983699632086,c
2022-03-02 00:00:00,-141.93364449326825,
2022-03-02 10:00:00,-150.15459821162398,
2022-03-02 10:30:00,-133.24916755179865,
2022-03-02 12:00:00,-154.54792578899944,
2022-03-02 13:30:00,-149.9401315639969,
2022-03-02 15:00:00,-141.24720117468252,
2022-03-02 15:30:30,-141.24720117468252,
2022-03-02 23:59:59,-144.16915752768253,c
2022-03-03 00:00:00,-86.4299533116434,
2022-03-03 10:00:00,-81.59612081458127,
2022-03-03 10:30:00,-85.07828674018857,
2022-03-03 12:00:00,-100.86634180314572,
2022-03-03 13:30:00,-103.16457629327859,
2022-03-03 15:00:00,-104.79434315259948,
2022-03-03 15:30:30,-104.79434315259948,
2022-03-03 23:59:59,-98.14807401556428,c
2022-03-04 00:00:00,-107.77772866556559,
2022-03-04 10:00:00,-107.27402069386893,
2022-03-04 10:30:00,-116.09995029381936,
2022-03-04 12:00:00,-125.8613270744144,
2022-03-04 13:30:00,-121.60758700620742,
2022-03-04 15:00:00,-127.58906057081035,
2022-03-04 15:30:30,-127.58906057081035,
2022-03-04 23:59:59,-115.38043662684643,w
2022-03-07 00:00:00,-111.19709892882769,
2022-03-07 10:00:00,-115.23877312931027,
2022-03-07 10:30:00,-91.05908685767332,
2022-03-07 12:00:00,-124.96281660763182,
2022-03-07 13:30:00,-120.73441091449997,
2022-03-07 15:00:00,-109.75304697813421,
2022-03-07 15:30:30,-109.75304697813421,
2022-03-07 23:59:59,-94.89086839477824,c
2022-03-08 00:00:00,-71.03470020068028,
2022-03-08 10:00:00,-66.31283213521118,
2022-03-08 10:30:00,-69.67544445641764,
2022-03-08 12:00:00,-84.47403627503277,
2022-03-08 13:30:00,-88.42917729449519,
2022-03-08 15:00:00,-76.67665826636423,
2022-03-08 15:30:30,-76.67665826636423,
2022-03-08 23:59:59,-80.37668492827636,c
2022-03-09 00:00:00,-87.60087428080784,
2022-03-09 10:00:00,-98.14139794539885,
2022-03-09 10:30:00,-81.46754289383459,
2022-03-09 12:00:00,-84.91803302974967,
2022-03-09 13:30:00,-83.06301248909226,
2022-03-09 15:00:00,-74.81666270134318,
2022-03-09 15:30:30,-74.81666270134318,
2022-03-09 23:59:59,-77.80345240229138,c
2022-03-10 00:00:00,-69.14559749700837,
2022-03-10 10:00:00,-70.77348489940947,
2022-03-10 10:30:00,-71.01011622779501,
2022-03-10 12:00:00,-50.671118118067405,
2022-03-10 13:30:00,-49.02241933610092,
2022-03-10 15:00:00,-40.563332200154775,
2022-03-10 15:30:30,-40.563332200154775,
2022-03-10 23:59:59,-42.070182948380165,c
2022-03-11 00:00:00,-50.320031752696636,
2022-03-11 10:00:00,-26.747101660689427,
2022-03-11 10:30:00,-41.16881555285651,
2022-03-11 12:00:00,-24.136088730085003,
2022-03-11 13:30:00,-20.078696542225252,
2022-03-11 15:00:00,3.6100652150354287,
2022-03-11 15:30:30,3.6100652150354287,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,6.11891091542627,
2022-03-14 10:00:00,40.15053534173636,
2022-03-14 10:30:00,29.996075247507495,
2022-03-14 12:00:00,-0.12820069147392565,
2022-03-14 13:30:00,-8.230131184879733,
2022-03-14 15:00:00,4.927777456297801,
2022-03-14 15:30:30,4.927777456297801,
2022-03-14 23:59:59,-2.04996757256029,c
2022-03-15 00:00:00,-7.294824468682349,
2022-03-15 10:00:00,17.66558226900756,
2022-03-15 10:30:00,23.808881371213932,
2022-03-15 12:00:00,9.089376694193723,
2022-03-15 13:30:00,17.96965260831185,
2022-03-15 15:00:00,0.5321116300920624,
2022-03-15 15:30:30,0.5321116300920624,
2022-03-15 23:59:59,-14.598036440464645,c
