date,MVECT_2021_Q3,meta
2021-08-20 00:00:00,-123.48077581949838,
2021-08-20 10:00:00,-139.86294458788666,
2021-08-20 10:30:00,-151.961010777674,
2021-08-20 12:00:00,-146.80444361651985,
2021-08-20 13:30:00,-146.95102260000147,
2021-08-20 15:00:00,-137.9232440391629,
2021-08-20 15:30:30,-137.9232440391629,
2021-08-20 23:59:59,-148.5550873645907,w
2021-08-23 00:00:00,-132.06437391610814,
2021-08-23 10:00:00,-162.29361019313131,
2021-08-23 10:30:00,-159.95864071596412,
2021-08-23 12:00:00,-160.90883455628313,
2021-08-23 13:30:00,-151.5155441701349,
2021-08-23 15:00:00,-151.8566436994921,
2021-08-23 15:30:30,-151.8566436994921,
2021-08-23 23:59:59,-158.59535433847714,c
2021-08-24 00:00:00,-161.02733007529986,
2021-08-24 10:00:00,-127.09856638538088,
2021-08-24 10:30:00,-122.83512784592187,
2021-08-24 12:00:00,-105.98791145028082,
2021-08-24 13:30:00,-106.95338321840944,
2021-08-24 15:00:00,-94.88093518354299,
2021-08-24 15:30:30,-94.88093518354299,
2021-08-24 23:59:59,-96.74127604082531,c
2021-08-25 00:00:00,-59.47294915199137,
2021-08-25 10:00:00,-37.16676902447273,
2021-08-25 10:30:00,-21.621292769748266,
2021-08-25 12:00:00,-33.15702613855194,
2021-08-25 13:30:00,-45.40270067199151,
2021-08-25 15:00:00,-34.2896737371816,
2021-08-25 15:30:30,-34.2896737371816,
2021-08-25 23:59:59,-49.0405847234739,c
2021-08-26 00:00:00,-49.89277524924387,
2021-08-26 10:00:00,-60.360878486308934,
2021-08-26 10:30:00,-74.50550621305547,
2021-08-26 12:00:00,-62.449740363684555,
2021-08-26 13:30:00,-63.05608295618259,
2021-08-26 15:00:00,-55.713245672641506,
2021-08-26 15:30:30,-55.713245672641506,
2021-08-26 23:59:59,-51.03162428226858,c
2021-08-27 00:00:00,-52.87543816035918,
2021-08-27 10:00:00,-72.26285637377094,
2021-08-27 10:30:00,-78.873983442412,
2021-08-27 12:00:00,-74.36411901467238,
2021-08-27 13:30:00,-76.35844264823976,
2021-08-27 15:00:00,-83.01192483356931,
2021-08-27 15:30:30,-83.01192483356931,
2021-08-27 23:59:59,-80.43123196646513,w
2021-08-30 00:00:00,-90.83222123415248,
2021-08-30 10:00:00,-113.7646605538726,
2021-08-30 10:30:00,-102.72838799198462,
2021-08-30 12:00:00,-93.19013446333616,
2021-08-30 13:30:00,-91.78666176324407,
2021-08-30 15:00:00,-96.94758881917159,
2021-08-30 15:30:30,-96.94758881917159,
2021-08-30 23:59:59,-91.99457545890004,c
2021-08-31 00:00:00,-51.39713570960271,
2021-08-31 10:00:00,-51.26338036767447,
2021-08-31 10:30:00,-50.89212404278874,
2021-08-31 12:00:00,-56.86492083007067,
2021-08-31 13:30:00,-50.55028463389749,
2021-08-31 15:00:00,-60.43934808702869,
2021-08-31 15:30:30,-60.43934808702869,s
2021-08-31 23:59:59,-51.794920599129455,c
2021-09-01 00:00:00,-40.15837287424358,
2021-09-01 10:00:00,-37.57264968539005,
2021-09-01 10:30:00,-30.600702261306992,
2021-09-01 12:00:00,-29.3561259765429,
2021-09-01 13:30:00,-28.58921587485179,
2021-09-01 15:00:00,-28.89747458173963,
2021-09-01 15:30:30,-28.89747458173963,
2021-09-01 23:59:59,-24.07910012294974,c
2021-09-02 00:00:00,-30.63451473458656,
2021-09-02 10:00:00,-28.786043649899057,
2021-09-02 10:30:00,-32.96154850849234,
2021-09-02 12:00:00,-28.39512625668135,
2021-09-02 13:30:00,-31.0343738901812,
2021-09-02 15:00:00,-31.293119046353695,
2021-09-02 15:30:30,-31.293119046353695,
2021-09-02 23:59:59,-32.90242001646982,c
2021-09-03 00:00:00,-23.487573854812354,
2021-09-03 10:00:00,-40.767669479495794,
2021-09-03 10:30:00,-44.91842468476477,
2021-09-03 12:00:00,-26.28734038362677,
2021-09-03 13:30:00,-24.333702759243238,
2021-09-03 15:00:00,-27.91827773385785,
2021-09-03 15:30:30,-27.91827773385785,
2021-09-03 23:59:59,-30.082175738097817,w
2021-09-06 00:00:00,-30.082175738097817,
2021-09-06 10:00:00,-30.082175738097817,
2021-09-06 10:30:00,-30.082175738097817,
2021-09-06 12:00:00,-30.082175738097817,
2021-09-06 13:30:00,-30.082175738097817,
2021-09-06 15:00:00,-30.082175738097817,
2021-09-06 15:30:30,-30.082175738097817,
2021-09-06 23:59:59,-30.082175738097817,c
2021-09-07 00:00:00,-20.958220514939967,
2021-09-07 10:00:00,4.520506356570536,
2021-09-07 10:30:00,9.515013766801644,
2021-09-07 12:00:00,7.681978723997759,
2021-09-07 13:30:00,6.1884908477907175,
2021-09-07 15:00:00,8.123702695394513,
2021-09-07 15:30:30,8.123702695394513,
2021-09-07 23:59:59,9.056058468597257,c
2021-09-08 00:00:00,-4.315526842077929,
2021-09-08 10:00:00,-26.798337974574224,
2021-09-08 10:30:00,-26.488557355246485,
2021-09-08 12:00:00,-37.47871831424061,
2021-09-08 13:30:00,-24.20062558643474,
2021-09-08 15:00:00,-24.506396254802553,
2021-09-08 15:30:30,-24.506396254802553,
2021-09-08 23:59:59,-27.499599813720124,c
2021-09-09 00:00:00,-18.351025276924588,
2021-09-09 10:00:00,-36.740306635844945,
2021-09-09 10:30:00,-30.539656867538838,
2021-09-09 12:00:00,-23.990611750695734,
2021-09-09 13:30:00,-19.892251757309623,
2021-09-09 15:00:00,-20.48612464516225,
2021-09-09 15:30:30,-20.48612464516225,
2021-09-09 23:59:59,-17.019989571861856,c
2021-09-10 00:00:00,-20.60747978830659,
2021-09-10 10:00:00,4.087078806917134,
2021-09-10 10:30:00,-0.678173348396399,
2021-09-10 12:00:00,7.6663403764044915,
2021-09-10 13:30:00,4.901339614242488,
2021-09-10 15:00:00,1.8314994575202945,
2021-09-10 15:30:30,1.8314994575202945,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,16.12927170414764,
2021-09-13 10:00:00,58.03228043597289,
2021-09-13 10:30:00,57.59309290576118,
2021-09-13 12:00:00,68.76393132368787,
2021-09-13 13:30:00,77.58365718869777,
2021-09-13 15:00:00,66.27039738987446,
2021-09-13 15:30:30,66.27039738987446,
2021-09-13 23:59:59,50.027966743005436,c
2021-09-14 00:00:00,41.0573655085052,
2021-09-14 10:00:00,40.1624087344826,
2021-09-14 10:30:00,49.75308638495869,
2021-09-14 12:00:00,34.19487309824672,
2021-09-14 13:30:00,32.8344371946896,
2021-09-14 15:00:00,26.947295789701002,
2021-09-14 15:30:30,26.947295789701002,
2021-09-14 23:59:59,36.803460387949144,c
2021-09-15 00:00:00,12.522923953396912,
2021-09-15 10:00:00,9.426711877595153,
2021-09-15 10:30:00,23.60429109397171,
2021-09-15 12:00:00,13.688614091395607,
2021-09-15 13:30:00,9.776718239212641,
2021-09-15 15:00:00,20.194057928717257,
2021-09-15 15:30:30,20.194057928717257,
2021-09-15 23:59:59,20.87741224059198,c
2021-09-16 00:00:00,15.210955704944809,
2021-09-16 10:00:00,24.350584463645077,
2021-09-16 10:30:00,23.267568325924685,
2021-09-16 12:00:00,14.652549427206509,
2021-09-16 13:30:00,13.344924662365543,
2021-09-16 15:00:00,10.905286436029883,
2021-09-16 15:30:30,10.905286436029883,
2021-09-16 23:59:59,11.337886492289385,c
2021-09-17 00:00:00,20.075093358185654,
2021-09-17 10:00:00,26.239346281266307,
2021-09-17 10:30:00,29.898519696392214,
2021-09-17 12:00:00,7.658627751253789,
2021-09-17 13:30:00,26.00187394644763,
2021-09-17 15:00:00,19.059404469075275,
2021-09-17 15:30:30,19.059404469075275,
2021-09-17 23:59:59,16.196801519810833,e
2021-09-20 00:00:00,-4.761982390515868,
2021-09-20 10:00:00,8.489358994421536,
2021-09-20 10:30:00,9.1811100177556,
2021-09-20 12:00:00,13.00688353387568,
2021-09-20 13:30:00,7.489340569477463,
2021-09-20 15:00:00,5.202828037194763,
2021-09-20 15:30:30,5.202828037194763,
2021-09-20 23:59:59,8.366257250568651,c
2021-09-21 00:00:00,14.854575375891386,
2021-09-21 10:00:00,18.81877693455067,
2021-09-21 10:30:00,25.240823713736177,
2021-09-21 12:00:00,14.491450623469518,
2021-09-21 13:30:00,15.404600137260786,
2021-09-21 15:00:00,12.493655216331945,
2021-09-21 15:30:30,12.493655216331945,
2021-09-21 23:59:59,10.337853416305734,c
2021-09-22 00:00:00,16.457494814571646,
2021-09-22 10:00:00,9.980306840032995,
2021-09-22 10:30:00,21.721128685065878,
2021-09-22 12:00:00,27.436328612971124,
2021-09-22 13:30:00,32.777291630577224,
2021-09-22 15:00:00,36.16793926885032,
2021-09-22 15:30:30,36.16793926885032,
2021-09-22 23:59:59,22.02966191870337,c
2021-09-23 00:00:00,27.82777656589576,
2021-09-23 10:00:00,33.65692273077559,
2021-09-23 10:30:00,33.84514833032915,
2021-09-23 12:00:00,20.71638406138777,
2021-09-23 13:30:00,14.942917092986818,
2021-09-23 15:00:00,16.007836186445275,
2021-09-23 15:30:30,16.007836186445275,
2021-09-23 23:59:59,18.193134984406583,c
2021-09-24 00:00:00,17.690374595691537,
2021-09-24 10:00:00,23.771634398727542,
2021-09-24 10:30:00,25.156055104287134,
2021-09-24 12:00:00,23.5494284516044,
2021-09-24 13:30:00,10.91743604567364,
2021-09-24 15:00:00,9.350424171386521,
2021-09-24 15:30:30,9.350424171386521,
2021-09-24 23:59:59,23.17176632560097,w
2021-09-27 00:00:00,50.13958743808314,
2021-09-27 10:00:00,62.88113712579741,
2021-09-27 10:30:00,42.95897480268559,
2021-09-27 12:00:00,46.615907452900274,
2021-09-27 13:30:00,43.02798800747041,
2021-09-27 15:00:00,35.1573710008704,
2021-09-27 15:30:30,35.1573710008704,
2021-09-27 23:59:59,21.742088406031257,c
2021-09-28 00:00:00,15.089437505900719,
2021-09-28 10:00:00,6.623312787715804,
2021-09-28 10:30:00,12.840077437385844,
2021-09-28 12:00:00,21.640737912253826,
2021-09-28 13:30:00,13.284797693474161,
2021-09-28 15:00:00,19.661886994611677,
2021-09-28 15:30:30,19.661886994611677,
2021-09-28 23:59:59,19.980464842392735,c
2021-09-29 00:00:00,25.584419843400724,
2021-09-29 10:00:00,26.703328575075034,
2021-09-29 10:30:00,24.23160519512669,
2021-09-29 12:00:00,16.222819318583674,
2021-09-29 13:30:00,4.319685366504018,
2021-09-29 15:00:00,14.74204482334676,
2021-09-29 15:30:30,14.74204482334676,
2021-09-29 23:59:59,18.577142421809185,c
2021-09-30 00:00:00,41.23716846630009,
2021-09-30 10:00:00,23.364021593240864,
2021-09-30 10:30:00,14.162392617718865,
2021-09-30 12:00:00,-10.909043045283397,
2021-09-30 13:30:00,-4.918508033088301,
2021-09-30 15:00:00,-4.804228528638532,
2021-09-30 15:30:30,-4.804228528638532,
2021-09-30 23:59:59,-16.880839856034527,c
2021-10-01 00:00:00,2.146398651276627,
2021-10-01 10:00:00,-27.289912803413472,
2021-10-01 10:30:00,-26.200896479607422,
2021-10-01 12:00:00,-24.488147423851615,
2021-10-01 13:30:00,-25.885594998307056,
2021-10-01 15:00:00,-17.155250698985355,
2021-10-01 15:30:30,-17.155250698985355,
2021-10-01 23:59:59,-11.357158260230108,w
