date,US_MISC_2022_Q3,meta
2022-08-19 00:00:00,-97.84015158675305,
2022-08-19 10:00:00,-105.53119924011202,
2022-08-19 10:30:00,-106.4499551606632,
2022-08-19 12:00:00,-100.8210628385894,
2022-08-19 13:30:00,-102.84760182228865,
2022-08-19 15:00:00,-109.46338034770253,
2022-08-19 15:30:30,-109.46338034770253,
2022-08-19 23:59:59,-106.82840465007729,w
2022-08-22 00:00:00,-103.69557083357796,
2022-08-22 10:00:00,-114.51812879037362,
2022-08-22 10:30:00,-120.91077953302505,
2022-08-22 12:00:00,-104.99531692311695,
2022-08-22 13:30:00,-120.92471572954332,
2022-08-22 15:00:00,-109.90373507658427,
2022-08-22 15:30:30,-109.90373507658427,
2022-08-22 23:59:59,-106.48724756361969,c
2022-08-23 00:00:00,-91.83932597545646,
2022-08-23 10:00:00,-94.96670242748047,
2022-08-23 10:30:00,-97.93033528452071,
2022-08-23 12:00:00,-98.79611052581527,
2022-08-23 13:30:00,-103.52241657651888,
2022-08-23 15:00:00,-106.09635135106407,
2022-08-23 15:30:30,-106.09635135106407,
2022-08-23 23:59:59,-98.63991866248392,c
2022-08-24 00:00:00,-96.98897716297972,
2022-08-24 10:00:00,-89.43242329965528,
2022-08-24 10:30:00,-88.34304391612363,
2022-08-24 12:00:00,-80.34536006064923,
2022-08-24 13:30:00,-83.05289608192811,
2022-08-24 15:00:00,-79.51984032576405,
2022-08-24 15:30:30,-79.51984032576405,
2022-08-24 23:59:59,-77.38265036426424,c
2022-08-25 00:00:00,-47.13975909937142,
2022-08-25 10:00:00,-65.89924163099573,
2022-08-25 10:30:00,-53.287318219704616,
2022-08-25 12:00:00,-48.49605167503995,
2022-08-25 13:30:00,-38.74111106428978,
2022-08-25 15:00:00,-47.56070772126117,
2022-08-25 15:30:30,-47.56070772126117,
2022-08-25 23:59:59,-50.33029385376125,c
2022-08-26 00:00:00,-33.77642812433089,
2022-08-26 10:00:00,-29.07317019270579,
2022-08-26 10:30:00,-21.120699474948253,
2022-08-26 12:00:00,-30.54935490607761,
2022-08-26 13:30:00,-23.75656732596451,
2022-08-26 15:00:00,-30.105838232852705,
2022-08-26 15:30:30,-30.105838232852705,
2022-08-26 23:59:59,-24.018948880956543,w
2022-08-29 00:00:00,-32.28670152488252,
2022-08-29 10:00:00,-26.98531779413719,
2022-08-29 10:30:00,-31.604932374435805,
2022-08-29 12:00:00,-34.03719501738527,
2022-08-29 13:30:00,-32.28152724191756,
2022-08-29 15:00:00,-34.03012585475176,
2022-08-29 15:30:30,-34.03012585475176,
2022-08-29 23:59:59,-35.91921988525968,c
2022-08-30 00:00:00,-47.99724312303522,
2022-08-30 10:00:00,-51.22957937750766,
2022-08-30 10:30:00,-49.82012054777448,
2022-08-30 12:00:00,-48.07191502863924,
2022-08-30 13:30:00,-48.20180181285218,
2022-08-30 15:00:00,-44.384670373446454,
2022-08-30 15:30:30,-44.384670373446454,
2022-08-30 23:59:59,-38.75784208884738,c
2022-08-31 00:00:00,-36.85001274032811,
2022-08-31 10:00:00,-34.42639773741911,
2022-08-31 10:30:00,-26.6828185092981,
2022-08-31 12:00:00,-34.17835458989936,
2022-08-31 13:30:00,-27.750648079207338,
2022-08-31 15:00:00,-31.370689925735235,
2022-08-31 15:30:30,-31.370689925735235,m
2022-08-31 23:59:59,-23.3233224925454,c
2022-09-01 00:00:00,-50.60262194270251,
2022-09-01 10:00:00,-68.34131479879682,
2022-09-01 10:30:00,-65.4252381215586,
2022-09-01 12:00:00,-60.090166643418456,
2022-09-01 13:30:00,-59.239538062271095,
2022-09-01 15:00:00,-58.72238762524398,
2022-09-01 15:30:30,-58.72238762524398,
2022-09-01 23:59:59,-58.59995319990958,c
2022-09-02 00:00:00,-47.50994413487365,
2022-09-02 10:00:00,-61.83904266733322,
2022-09-02 10:30:00,-52.919166589288864,
2022-09-02 12:00:00,-57.4536854571262,
2022-09-02 13:30:00,-55.80296528367103,
2022-09-02 15:00:00,-54.978306258065004,
