date,US_MISC_2022_Q3,meta
2022-09-02 15:30:30,-54.978306258065004,
2022-09-02 23:59:59,-53.77106979446563,w
2022-09-05 00:00:00,-53.77106979446563,
2022-09-05 10:00:00,-53.77106979446563,
2022-09-05 10:30:00,-53.77106979446563,
2022-09-05 12:00:00,-53.77106979446563,
2022-09-05 13:30:00,-53.77106979446563,
2022-09-05 15:00:00,-53.77106979446563,
2022-09-05 15:30:30,-53.77106979446563,
2022-09-05 23:59:59,-53.77106979446563,c
2022-09-06 00:00:00,-39.370399726875974,
2022-09-06 10:00:00,-19.99905766484693,
2022-09-06 10:30:00,-22.163590051762355,
2022-09-06 12:00:00,-17.937216787782063,
2022-09-06 13:30:00,-19.23537831492348,
2022-09-06 15:00:00,-15.051007124010539,
2022-09-06 15:30:30,-15.051007124010539,
2022-09-06 23:59:59,-24.778451088080544,c
2022-09-07 00:00:00,-27.789350506359256,
2022-09-07 10:00:00,-37.72984352076105,
2022-09-07 10:30:00,-29.42905085479856,
2022-09-07 12:00:00,-26.0175886914314,
2022-09-07 13:30:00,-30.34674106993492,
2022-09-07 15:00:00,-34.16248964143813,
2022-09-07 15:30:30,-34.16248964143813,
2022-09-07 23:59:59,-37.8056946852962,c
2022-09-08 00:00:00,-28.52331871389805,
2022-09-08 10:00:00,-14.436970140345124,
2022-09-08 10:30:00,-12.718703751716191,
2022-09-08 12:00:00,-12.913710752425516,
2022-09-08 13:30:00,-0.5954028300260461,
2022-09-08 15:00:00,-7.510527172040042,
2022-09-08 15:30:30,-7.510527172040042,
2022-09-08 23:59:59,-10.009640048820756,c
2022-09-09 00:00:00,1.156459517791859,
2022-09-09 10:00:00,1.1324227639677247,
2022-09-09 10:30:00,-8.020187668999483,
2022-09-09 12:00:00,-1.0782077013323033,
2022-09-09 13:30:00,4.411725206415667,
2022-09-09 15:00:00,2.5377028256872904,
2022-09-09 15:30:30,2.5377028256872904,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,2.908573085889202,
2022-09-12 10:00:00,14.934284105715847,
2022-09-12 10:30:00,13.924821788482632,
2022-09-12 12:00:00,9.563100973636779,
2022-09-12 13:30:00,10.686842565317647,
2022-09-12 15:00:00,10.50411949914212,
2022-09-12 15:30:30,10.50411949914212,
2022-09-12 23:59:59,17.54719271773729,c
2022-09-13 00:00:00,4.237189847459092,
2022-09-13 10:00:00,6.753092412180251,
2022-09-13 10:30:00,15.148270021244798,
2022-09-13 12:00:00,11.55236037562537,
2022-09-13 13:30:00,14.30583789129696,
2022-09-13 15:00:00,17.745246432708143,
2022-09-13 15:30:30,17.745246432708143,
2022-09-13 23:59:59,18.79433378819988,c
2022-09-14 00:00:00,29.851815676793137,
2022-09-14 10:00:00,56.68025164279095,
2022-09-14 10:30:00,49.91609739350872,
2022-09-14 12:00:00,55.951561056607375,
2022-09-14 13:30:00,52.928300533816525,
2022-09-14 15:00:00,59.70529104529743,
2022-09-14 15:30:30,59.70529104529743,
2022-09-14 23:59:59,59.33123114986586,c
2022-09-15 00:00:00,48.274233773806486,
2022-09-15 10:00:00,74.90873638354799,
2022-09-15 10:30:00,67.18121188364361,
2022-09-15 12:00:00,63.85979781986316,
2022-09-15 13:30:00,64.45378339824924,
2022-09-15 15:00:00,62.863707798783366,
2022-09-15 15:30:30,62.863707798783366,
2022-09-15 23:59:59,51.37523428391734,c
2022-09-16 00:00:00,45.01886791639987,
2022-09-16 10:00:00,48.11570055789082,
2022-09-16 10:30:00,26.74539484346184,
2022-09-16 12:00:00,31.121505359936464,
2022-09-16 13:30:00,39.63319512751809,
2022-09-16 15:00:00,40.123396832487856,
2022-09-16 15:30:30,40.123396832487856,
2022-09-16 23:59:59,32.564448104039684,e
2022-09-19 00:00:00,18.183010347743505,
2022-09-19 10:00:00,13.28247871779621,
2022-09-19 10:30:00,15.87184488759766,
2022-09-19 12:00:00,5.123863343707569,
2022-09-19 13:30:00,-2.6696541435960626,
2022-09-19 15:00:00,4.795612321125361,
2022-09-19 15:30:30,4.795612321125361,
2022-09-19 23:59:59,-0.25644294012670343,c
2022-09-20 00:00:00,-2.707331473873637,
2022-09-20 10:00:00,-10.185114563619436,
2022-09-20 10:30:00,-9.406357822674977,
2022-09-20 12:00:00,-14.985322246600617,
2022-09-20 13:30:00,-17.12238480755684,
2022-09-20 15:00:00,-20.33154974590002,
2022-09-20 15:30:30,-20.33154974590002,
2022-09-20 23:59:59,-26.444421066843688,c
2022-09-21 00:00:00,-20.73477886151244,
2022-09-21 10:00:00,-31.406329391338943,
2022-09-21 10:30:00,-24.65227916617158,
2022-09-21 12:00:00,-24.442145985420154,
2022-09-21 13:30:00,-29.80492890327332,
2022-09-21 15:00:00,-24.540101743213256,
2022-09-21 15:30:30,-24.540101743213256,
2022-09-21 23:59:59,-37.067109018255564,c
2022-09-22 00:00:00,-26.332368839226717,
2022-09-22 10:00:00,-44.69171143378992,
2022-09-22 10:30:00,-47.6248772369222,
2022-09-22 12:00:00,-44.31928018261323,
2022-09-22 13:30:00,-48.28916331465456,
2022-09-22 15:00:00,-49.25291367273343,
2022-09-22 15:30:30,-49.25291367273343,
2022-09-22 23:59:59,-54.62223737438518,c
2022-09-23 00:00:00,-64.9507681285184,
2022-09-23 10:00:00,-69.91788365778552,
2022-09-23 10:30:00,-66.01468745581684,
2022-09-23 12:00:00,-68.29537646717506,
2022-09-23 13:30:00,-68.0980089311675,
2022-09-23 15:00:00,-71.8357982506692,
2022-09-23 15:30:30,-71.8357982506692,
2022-09-23 23:59:59,-63.199840313301934,w
2022-09-26 00:00:00,-63.9978848763829,
2022-09-26 10:00:00,-74.37337761614765,
2022-09-26 10:30:00,-74.65451111335767,
2022-09-26 12:00:00,-73.02589174702177,
2022-09-26 13:30:00,-74.25725492284744,
2022-09-26 15:00:00,-72.84498942965496,
2022-09-26 15:30:30,-72.84498942965496,
2022-09-26 23:59:59,-74.92194718641372,c
2022-09-27 00:00:00,-64.20186730444715,
2022-09-27 10:00:00,-70.8960929050831,
2022-09-27 10:30:00,-67.52845579791807,
2022-09-27 12:00:00,-72.67492071385345,
2022-09-27 13:30:00,-73.52859833154054,
2022-09-27 15:00:00,-74.76223926221223,
2022-09-27 15:30:30,-74.76223926221223,
2022-09-27 23:59:59,-75.32948109216738,c
2022-09-28 00:00:00,-53.35666130201554,
2022-09-28 10:00:00,-43.7163365826068,
2022-09-28 10:30:00,-47.01550360840622,
2022-09-28 12:00:00,-56.625975823433805,
2022-09-28 13:30:00,-61.143570917051306,
2022-09-28 15:00:00,-61.851459588477155,
2022-09-28 15:30:30,-61.851459588477155,
2022-09-28 23:59:59,-56.38047994754095,c
2022-09-29 00:00:00,-51.98186288238088,
2022-09-29 10:00:00,-58.95203033247719,
2022-09-29 10:30:00,-60.57132823588876,
2022-09-29 12:00:00,-41.439463789046954,
2022-09-29 13:30:00,-46.5135685863238,
2022-09-29 15:00:00,-50.00224479080174,
2022-09-29 15:30:30,-50.00224479080174,
2022-09-29 23:59:59,-55.45268097484194,c
2022-09-30 00:00:00,-52.469795874581735,
2022-09-30 10:00:00,-55.49165452389417,
2022-09-30 10:30:00,-46.31228040535177,
2022-09-30 12:00:00,-36.455190285751996,
2022-09-30 13:30:00,-37.66039617886179,
2022-09-30 15:00:00,-39.85355202557872,
2022-09-30 15:30:30,-39.85355202557872,
2022-09-30 23:59:59,-35.032440829849975,w
