date,EU_ICLN_2022_Q2,meta
2022-03-11 00:00:00,86.06165467668393,
2022-03-11 03:30:00,38.9623306611868,
2022-03-11 04:00:00,79.42549819628607,
2022-03-11 06:00:00,135.95300118372916,
2022-03-11 08:00:00,137.64910687996507,
2022-03-11 10:30:00,100.25177165431205,
2022-03-11 11:00:00,104.5303052245522,
2022-03-11 23:59:59,107.37825932621308,w
2022-03-14 00:00:00,104.86843808322874,
2022-03-14 03:30:00,104.86843808322874,
2022-03-14 04:00:00,104.86843808322874,
2022-03-14 06:00:00,191.76708371243512,
2022-03-14 08:00:00,181.70185951365875,
2022-03-14 10:30:00,153.93532976183587,
2022-03-14 11:00:00,160.18385407070673,
2022-03-14 23:59:59,184.8507607951426,c
2022-03-15 00:00:00,164.18099919001907,
2022-03-15 03:30:00,164.18099919001907,
2022-03-15 04:00:00,164.2726525176206,
2022-03-15 06:00:00,193.62544607976452,
2022-03-15 08:00:00,159.3637358549547,
2022-03-15 10:30:00,188.66417263107837,
2022-03-15 11:00:00,190.03522081737333,
2022-03-15 23:59:59,195.33308634050104,c
2022-03-16 00:00:00,230.76146837444685,
2022-03-16 03:30:00,230.76146837444685,
2022-03-16 04:00:00,230.78551794880036,
2022-03-16 06:00:00,279.6942029936404,
2022-03-16 08:00:00,304.52798676494535,
2022-03-16 10:30:00,336.74139696443854,
2022-03-16 11:00:00,385.70423171605216,
2022-03-16 23:59:59,382.7509437915962,c
2022-03-17 00:00:00,378.0538138181025,
2022-03-17 03:30:00,378.0538138181025,
2022-03-17 04:00:00,378.0538138181025,
2022-03-17 06:00:00,336.07959686737877,
2022-03-17 08:00:00,359.8426227734392,
2022-03-17 10:30:00,316.2544410695102,
2022-03-17 11:00:00,314.19686524002304,
2022-03-17 23:59:59,301.9696261385286,c
2022-03-18 00:00:00,304.2342339645477,
2022-03-18 03:30:00,304.2342339645477,
2022-03-18 04:00:00,304.2342339645477,
2022-03-18 06:00:00,315.211253268933,
2022-03-18 08:00:00,314.94078857279715,
2022-03-18 10:30:00,318.53543361278,
2022-03-18 11:00:00,322.3607229871152,
2022-03-18 23:59:59,294.5597628751518,w
2022-03-21 00:00:00,316.3149433108292,
2022-03-21 03:30:00,316.3149433108292,
2022-03-21 04:00:00,316.408631019249,
2022-03-21 06:00:00,326.64636826056244,
2022-03-21 08:00:00,321.10901443188345,
2022-03-21 10:30:00,307.978361621997,
2022-03-21 11:00:00,328.52288409095104,
2022-03-21 23:59:59,325.8964066371034,c
2022-03-22 00:00:00,305.77387413121915,
2022-03-22 03:30:00,305.77387413121915,
2022-03-22 04:00:00,305.77026083587316,
2022-03-22 06:00:00,365.64750952466125,
2022-03-22 08:00:00,359.84293295193356,
2022-03-22 10:30:00,349.71722225369945,
2022-03-22 11:00:00,344.9030558683503,
2022-03-22 23:59:59,327.9349018094365,c
2022-03-23 00:00:00,325.0802224199979,
2022-03-23 03:30:00,325.0802224199979,
2022-03-23 04:00:00,325.18436344390557,
2022-03-23 06:00:00,382.22497378146477,
2022-03-23 08:00:00,389.34529196399967,
2022-03-23 10:30:00,428.38451951779416,
2022-03-23 11:00:00,412.4518157808884,
2022-03-23 23:59:59,407.9611863299026,c
2022-03-24 00:00:00,379.49774483819374,
2022-03-24 03:30:00,379.49774483819374,
2022-03-24 04:00:00,379.4902613635645,
2022-03-24 06:00:00,384.8288031963882,
2022-03-24 08:00:00,386.1042187534631,
2022-03-24 10:30:00,393.50958057751245,
2022-03-24 11:00:00,409.40793858963025,
2022-03-24 23:59:59,413.21617026431727,c
2022-03-25 00:00:00,413.2940470195747,
2022-03-25 03:30:00,413.2940470195747,
2022-03-25 04:00:00,413.2940470195747,
2022-03-25 06:00:00,387.1824069122231,
2022-03-25 08:00:00,388.178538921102,
2022-03-25 10:30:00,397.124461837265,
2022-03-25 11:00:00,414.3262779748063,
2022-03-25 23:59:59,400.39181088248847,w
2022-03-28 00:00:00,409.02874537184243,
2022-03-28 03:30:00,414.1449207771541,
2022-03-28 04:00:00,422.57152666050456,
2022-03-28 06:00:00,436.00930552486716,
2022-03-28 08:00:00,434.42773479501943,
2022-03-28 10:30:00,395.11680690769913,
2022-03-28 11:00:00,387.8538803886627,
2022-03-28 23:59:59,367.7501541791248,c
2022-03-29 00:00:00,374.0639353360839,
2022-03-29 03:30:00,369.82751253611764,
2022-03-29 04:00:00,373.9984369980664,
2022-03-29 06:00:00,414.9410647547734,
2022-03-29 08:00:00,460.6450440391243,
2022-03-29 10:30:00,417.234828186856,
2022-03-29 11:00:00,418.51747822745256,
2022-03-29 23:59:59,430.1117366631886,c
2022-03-30 00:00:00,412.1224174605718,
2022-03-30 03:30:00,375.67596523518955,
2022-03-30 04:00:00,384.46390041698737,
2022-03-30 06:00:00,342.92856956526134,
2022-03-30 08:00:00,340.4216849843349,
2022-03-30 10:30:00,301.37022375382867,
2022-03-30 11:00:00,303.62398945324117,
2022-03-30 23:59:59,300.18828939758396,c
2022-03-31 00:00:00,294.92785356260765,
2022-03-31 03:30:00,305.7328818653052,
2022-03-31 04:00:00,298.6907261474189,
2022-03-31 06:00:00,260.9130968099439,
2022-03-31 08:00:00,246.6816385767113,
2022-03-31 10:30:00,210.82121256598566,
2022-03-31 11:00:00,227.44653942783202,
2022-03-31 23:59:59,211.17812352361307,c
2022-04-01 00:00:00,176.94578422960285,
2022-04-01 03:30:00,222.62613790236537,
2022-04-01 04:00:00,210.79847877058273,
2022-04-01 06:00:00,215.39587102837731,
2022-04-01 08:00:00,215.93011908712947,
2022-04-01 10:30:00,250.15271362360204,
2022-04-01 11:00:00,222.287256593768,
2022-04-01 23:59:59,225.18053262604667,w
