date,EU_SMI_2022_Q1,meta
2022-02-11 00:00:00,193.51949906047554,
2022-02-11 03:30:00,193.51949906047554,
2022-02-11 04:00:00,193.51949906047554,
2022-02-11 06:00:00,193.51949906047554,
2022-02-11 08:00:00,193.51949906047554,
2022-02-11 10:30:00,193.51949906047554,
2022-02-11 11:00:00,193.51949906047554,
2022-02-11 23:59:59,193.51949906047554,w
2022-02-14 00:00:00,193.51949906047554,
2022-02-14 03:30:00,186.61489607292972,
2022-02-14 04:00:00,194.8801887041268,
2022-02-14 06:00:00,192.53028041449878,
2022-02-14 08:00:00,206.14598485723124,
2022-02-14 10:30:00,220.11873380033038,
2022-02-14 11:00:00,229.08664470664394,
2022-02-14 23:59:59,229.9121302884503,c
2022-02-15 00:00:00,215.83960268848185,
2022-02-15 03:30:00,221.76264315422222,
2022-02-15 04:00:00,214.15846225442024,
2022-02-15 06:00:00,251.07295704438076,
2022-02-15 08:00:00,259.4909580419168,
2022-02-15 10:30:00,251.07782996974953,
2022-02-15 11:00:00,259.41011735000296,
2022-02-15 23:59:59,263.0914338796113,c
2022-02-16 00:00:00,269.41223071670385,
2022-02-16 03:30:00,293.56563959318225,
2022-02-16 04:00:00,299.40747726511324,
2022-02-16 06:00:00,293.7007270705275,
2022-02-16 08:00:00,286.25151276435884,
2022-02-16 10:30:00,258.2862060280752,
2022-02-16 11:00:00,263.0716371588672,
2022-02-16 23:59:59,261.20105433658324,c
2022-02-17 00:00:00,301.5099870154237,
2022-02-17 03:30:00,300.4136096844596,
2022-02-17 04:00:00,290.65513632320574,
2022-02-17 06:00:00,291.7994019734175,
2022-02-17 08:00:00,282.96393999874783,
2022-02-17 10:30:00,266.6799539693951,
2022-02-17 11:00:00,270.0639857511138,
2022-02-17 23:59:59,265.555308446973,c
2022-02-18 00:00:00,248.92144210251413,
2022-02-18 03:30:00,216.72468508071702,
2022-02-18 04:00:00,218.4757363397599,
2022-02-18 06:00:00,214.61714811252375,
2022-02-18 08:00:00,183.7292936342939,
2022-02-18 10:30:00,194.80944248593775,
2022-02-18 11:00:00,190.13709927117813,
2022-02-18 23:59:59,197.21018730576037,w
2022-02-21 00:00:00,221.70895446252348,
2022-02-21 03:30:00,210.76771434032386,
2022-02-21 04:00:00,189.19244384650202,
2022-02-21 06:00:00,171.04250046701813,
2022-02-21 08:00:00,144.73000256229875,
2022-02-21 10:30:00,178.41711387843694,
2022-02-21 11:00:00,176.4040439700332,
2022-02-21 23:59:59,179.30963626837615,c
2022-02-22 00:00:00,132.5640930622077,
2022-02-22 03:30:00,180.75092988086809,
2022-02-22 04:00:00,183.94600068288497,
2022-02-22 06:00:00,218.56389313183575,
2022-02-22 08:00:00,206.15354827756533,
2022-02-22 10:30:00,203.8755585755494,
2022-02-22 11:00:00,183.54210667051328,
2022-02-22 23:59:59,179.36250730762083,c
2022-02-23 00:00:00,227.36774568081333,
2022-02-23 03:30:00,227.35196739901244,
2022-02-23 04:00:00,240.40901773011515,
2022-02-23 06:00:00,222.5835401273056,
2022-02-23 08:00:00,229.5494439007163,
2022-02-23 10:30:00,206.2765159156052,
2022-02-23 11:00:00,203.09979903642787,
2022-02-23 23:59:59,210.74578572092372,c
2022-02-24 00:00:00,175.45521085515605,
2022-02-24 03:30:00,167.35399854300812,
2022-02-24 04:00:00,171.2492476290977,
2022-02-24 06:00:00,119.36419333793089,
2022-02-24 08:00:00,162.49713865349193,
2022-02-24 10:30:00,173.31019991679682,
