date,IBUY_2021_Q2,meta
2021-04-26 00:00:00,37.317803476458494,
2021-04-26 10:00:00,62.57941517228289,
2021-04-26 10:30:00,68.10258642045483,
2021-04-26 12:00:00,107.42247556839209,
2021-04-26 13:30:00,143.5222967464441,
2021-04-26 15:00:00,168.02548805193567,
2021-04-26 15:30:30,168.02548805193567,
2021-04-26 23:59:59,162.55195067421357,c
2021-04-27 00:00:00,171.65817375697736,
2021-04-27 10:00:00,139.11349891627833,
2021-04-27 10:30:00,164.93692256432917,
2021-04-27 12:00:00,179.04663054081811,
2021-04-27 13:30:00,195.23104767091513,
2021-04-27 15:00:00,189.9629588485011,
2021-04-27 15:30:30,189.9629588485011,
2021-04-27 23:59:59,201.4551647463727,c
2021-04-28 00:00:00,191.34840687527367,
2021-04-28 10:00:00,192.52315576557282,
2021-04-28 10:30:00,184.16098042565886,
2021-04-28 12:00:00,144.65804106936253,
2021-04-28 13:30:00,143.89166265112658,
2021-04-28 15:00:00,152.82211533809607,
2021-04-28 15:30:30,152.82211533809607,
2021-04-28 23:59:59,125.41875181776891,c
2021-04-29 00:00:00,73.95100773465276,
2021-04-29 10:00:00,60.22604301963679,
2021-04-29 10:30:00,81.46609635680966,
2021-04-29 12:00:00,59.410444262644546,
2021-04-29 13:30:00,69.61070426762274,
2021-04-29 15:00:00,84.64499462832327,
2021-04-29 15:30:30,84.64499462832327,
2021-04-29 23:59:59,64.86715493258794,c
2021-04-30 00:00:00,43.45095213668469,
2021-04-30 10:00:00,42.05106507157939,
2021-04-30 10:30:00,84.17260689116381,
2021-04-30 12:00:00,65.68055809300665,
2021-04-30 13:30:00,56.564784123008735,
2021-04-30 15:00:00,42.33613551731298,
2021-04-30 15:30:30,42.33613551731298,
2021-04-30 23:59:59,20.347543479086198,w
2021-05-03 00:00:00,6.555057614382918,
2021-05-03 10:00:00,-31.92030789950752,
2021-05-03 10:30:00,-42.75034461714915,
2021-05-03 12:00:00,-76.77802356231518,
2021-05-03 13:30:00,-91.95907789620219,
2021-05-03 15:00:00,-127.51393462299211,
2021-05-03 15:30:30,-127.51393462299211,
2021-05-03 23:59:59,-100.83304263902733,c
2021-05-04 00:00:00,-98.91231878211579,
2021-05-04 10:00:00,-105.03874672829124,
2021-05-04 10:30:00,-77.96346480174338,
2021-05-04 12:00:00,-53.670131268969726,
2021-05-04 13:30:00,-92.41923579379318,
2021-05-04 15:00:00,-69.95854314390203,
2021-05-04 15:30:30,-69.95854314390203,
2021-05-04 23:59:59,-78.2749822130886,c
2021-05-05 00:00:00,-146.07401719141126,
2021-05-05 10:00:00,-157.746559082276,
2021-05-05 10:30:00,-185.6681658402838,
2021-05-05 12:00:00,-209.9933142446505,
2021-05-05 13:30:00,-167.96509332482788,
2021-05-05 15:00:00,-158.47631001026525,
2021-05-05 15:30:30,-158.47631001026525,s
2021-05-05 23:59:59,-149.14700031614075,c
2021-05-06 00:00:00,-117.04827722616574,
2021-05-06 10:00:00,-59.23472314845435,
2021-05-06 10:30:00,-20.888797826532937,
2021-05-06 12:00:00,16.93016778564879,
2021-05-06 13:30:00,8.894556892999162,
2021-05-06 15:00:00,12.216927281415337,
2021-05-06 15:30:30,12.216927281415337,
2021-05-06 23:59:59,27.232113371133778,c
2021-05-07 00:00:00,-30.90276672756511,
2021-05-07 10:00:00,-143.72460621847176,
2021-05-07 10:30:00,-154.92199653828243,
2021-05-07 12:00:00,-162.779848495456,
2021-05-07 13:30:00,-180.55408630901798,
2021-05-07 15:00:00,-153.7544443920758,
2021-05-07 15:30:30,-153.7544443920758,
2021-05-07 23:59:59,-135.74273096746106,w
2021-05-10 00:00:00,-150.19310551005242,
2021-05-10 10:00:00,-144.19641485603233,
2021-05-10 10:30:00,-159.5192010776998,
2021-05-10 12:00:00,-173.3820360089444,
2021-05-10 13:30:00,-127.9853606203742,
2021-05-10 15:00:00,-32.19814530718236,
2021-05-10 15:30:30,-32.19814530718236,
2021-05-10 23:59:59,0.0,a
2021-05-11 00:00:00,35.391960181999934,
2021-05-11 10:00:00,186.08120105166506,
2021-05-11 10:30:00,188.57741042565306,
2021-05-11 12:00:00,189.4423553528702,
2021-05-11 13:30:00,204.0723865187283,
2021-05-11 15:00:00,141.14076056397744,
2021-05-11 15:30:30,141.14076056397744,
2021-05-11 23:59:59,129.0063163865732,c
2021-05-12 00:00:00,143.08110413434144,
2021-05-12 10:00:00,344.8410734938848,
2021-05-12 10:30:00,489.42855757833524,
2021-05-12 12:00:00,497.0769697954297,
2021-05-12 13:30:00,492.2158100867485,
2021-05-12 15:00:00,512.7279438243428,
2021-05-12 15:30:30,512.7279438243428,
2021-05-12 23:59:59,493.676180980809,e
2021-05-13 00:00:00,350.7747164364581,
2021-05-13 10:00:00,270.00496365075867,
2021-05-13 10:30:00,232.45560675620072,
2021-05-13 12:00:00,225.14810469412146,
2021-05-13 13:30:00,228.64084251730128,
2021-05-13 15:00:00,174.31902531298556,
2021-05-13 15:30:30,174.31902531298556,u
2021-05-13 23:59:59,189.73395263674422,c
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
0,189.73395263674422,
2021-05-14 00:00:00,184.6658848343095,
2021-05-14 10:00:00,177.59244311181965,
2021-05-14 10:30:00,173.36655818705083,
2021-05-14 12:00:00,190.0491420900537,
2021-05-14 13:30:00,180.899170818735,
2021-05-14 15:00:00,177.51205633112409,
2021-05-14 15:30:30,177.51205633112409,
2021-05-14 23:59:59,235.32334121665315,w
2021-05-17 00:00:00,249.42810238290213,
2021-05-17 10:00:00,252.47456031546642,
2021-05-17 10:30:00,250.05847758861717,
2021-05-17 12:00:00,239.36313961107055,
2021-05-17 13:30:00,249.54992853995884,
2021-05-17 15:00:00,227.5358550849262,
2021-05-17 15:30:30,227.5358550849262,
2021-05-17 23:59:59,231.88283362521247,c
2021-05-18 00:00:00,226.65033911965224,
2021-05-18 10:00:00,197.56677605269738,
2021-05-18 10:30:00,176.5137069316355,
2021-05-18 12:00:00,210.33891787033406,
2021-05-18 13:30:00,175.5895952417369,
2021-05-18 15:00:00,193.6814905000855,
2021-05-18 15:30:30,193.6814905000855,
2021-05-18 23:59:59,193.14585645051432,c
2021-05-19 00:00:00,232.7624429900609,
2021-05-19 10:00:00,248.08963246062865,
2021-05-19 10:30:00,217.15307495966488,
2021-05-19 12:00:00,203.86552231533096,
2021-05-19 13:30:00,214.46409090716406,
2021-05-19 15:00:00,229.14290952971305,
2021-05-19 15:30:30,229.14290952971305,
2021-05-19 23:59:59,223.1389125975544,c
2021-05-20 00:00:00,161.84556071618408,
2021-05-20 10:00:00,181.68704802516993,
2021-05-20 10:30:00,221.5776386908925,
2021-05-20 12:00:00,193.53400338589063,
2021-05-20 13:30:00,198.08261318286043,
2021-05-20 15:00:00,202.8056773435917,
2021-05-20 15:30:30,202.8056773435917,
2021-05-20 23:59:59,226.00251905007462,c
2021-05-21 00:00:00,220.69250681952497,
2021-05-21 10:00:00,187.4802357677611,
2021-05-21 10:30:00,170.94901479844611,
2021-05-21 12:00:00,194.69327268742745,
2021-05-21 13:30:00,184.5652187562115,
2021-05-21 15:00:00,216.43295398622956,
2021-05-21 15:30:30,216.43295398622956,
2021-05-21 23:59:59,211.75052598619288,w
2021-05-24 00:00:00,208.23480991671818,
2021-05-24 10:00:00,207.4129521300914,
2021-05-24 10:30:00,207.1754819025549,
2021-05-24 12:00:00,207.1441460313307,
2021-05-24 13:30:00,177.267878261394,
2021-05-24 15:00:00,164.3301775511344,
2021-05-24 15:30:30,164.3301775511344,
2021-05-24 23:59:59,193.0874554786069,c
2021-05-25 00:00:00,153.58180360025233,
2021-05-25 10:00:00,123.15682475277424,
2021-05-25 10:30:00,119.57371432713376,
2021-05-25 12:00:00,151.23601562359727,
2021-05-25 13:30:00,173.83417772675216,
2021-05-25 15:00:00,183.099810499456,
2021-05-25 15:30:30,183.099810499456,
2021-05-25 23:59:59,187.2967801659588,c
2021-05-26 00:00:00,185.23810298173066,
2021-05-26 10:00:00,164.2712412468279,
2021-05-26 10:30:00,151.8393184271947,
2021-05-26 12:00:00,127.4862207458466,
2021-05-26 13:30:00,155.32065927324493,
2021-05-26 15:00:00,140.4447831239903,
2021-05-26 15:30:30,140.4447831239903,
2021-05-26 23:59:59,134.06529337552536,c
