date,KWEB_2022_Q2,meta
2022-05-04 00:00:00,52.21436876128513,
2022-05-04 10:00:00,-17.83299686878468,
2022-05-04 10:30:00,-102.24120344481987,
2022-05-04 12:00:00,-70.00367421866491,
2022-05-04 13:30:00,-41.56985745371159,
2022-05-04 15:00:00,8.834260809956325,
2022-05-04 15:30:30,8.834260809956325,
2022-05-04 23:59:59,-3.4361414883620185,c
2022-05-05 00:00:00,-2.1797096086454815,
2022-05-05 10:00:00,-123.04664136580931,
2022-05-05 10:30:00,-85.7684212699817,
2022-05-05 12:00:00,-109.69975225238682,
2022-05-05 13:30:00,-84.66396402494368,
2022-05-05 15:00:00,-95.94069838125439,
2022-05-05 15:30:30,-95.94069838125439,
2022-05-05 23:59:59,-72.65665829223909,c
2022-05-06 00:00:00,-18.855466894175922,
2022-05-06 10:00:00,-127.84793949467198,
2022-05-06 10:30:00,-186.70494792496115,
2022-05-06 12:00:00,-183.45117553861186,
2022-05-06 13:30:00,-152.85326564107487,
2022-05-06 15:00:00,-147.77844441363703,
2022-05-06 15:30:30,-147.77844441363703,
2022-05-06 23:59:59,-142.08912834748668,w
2022-05-09 00:00:00,-71.61524758466598,
2022-05-09 10:00:00,-199.28970723389506,
2022-05-09 10:30:00,-223.95531442419548,
2022-05-09 12:00:00,-206.89026305247398,
2022-05-09 13:30:00,-105.42014592404976,
2022-05-09 15:00:00,-163.28047361836335,
2022-05-09 15:30:30,-163.28047361836335,
2022-05-09 23:59:59,-126.4478797337739,c
2022-05-10 00:00:00,-95.88281947270568,
2022-05-10 10:00:00,-109.31260408552237,
2022-05-10 10:30:00,-15.160415016719977,
2022-05-10 12:00:00,-80.39491285418674,
2022-05-10 13:30:00,-63.985628968070486,
2022-05-10 15:00:00,-49.609436605732654,
2022-05-10 15:30:30,-49.609436605732654,u
2022-05-10 23:59:59,-38.571402146743324,c
2022-05-11 00:00:00,-79.34692289558346,
2022-05-11 10:00:00,-82.91986803880299,
2022-05-11 10:30:00,-80.4825953237539,
2022-05-11 12:00:00,-110.69275557244163,
2022-05-11 13:30:00,-150.63216762241169,
2022-05-11 15:00:00,-116.86397253457145,
2022-05-11 15:30:30,-116.86397253457145,
2022-05-11 23:59:59,-138.93671607536783,c
2022-05-12 00:00:00,-49.879835466832986,
2022-05-12 10:00:00,31.437858616548603,
2022-05-12 10:30:00,87.44642659919195,
2022-05-12 12:00:00,46.24032707685802,
2022-05-12 13:30:00,47.38923043385294,
2022-05-12 15:00:00,21.080439622669495,
2022-05-12 15:30:30,21.080439622669495,
2022-05-12 23:59:59,44.824811585648234,c
2022-05-13 00:00:00,33.888867270106005,
2022-05-13 10:00:00,107.00477549794581,
2022-05-13 10:30:00,93.17979152959178,
2022-05-13 12:00:00,-7.33958813154069,
2022-05-13 13:30:00,-28.211590118224738,
2022-05-13 15:00:00,-56.92369624921882,
2022-05-13 15:30:30,-56.92369624921882,
2022-05-13 23:59:59,-23.812511766213643,w
2022-05-16 00:00:00,-51.567107672270936,
2022-05-16 10:00:00,-88.71358022105828,
2022-05-16 10:30:00,-95.88810812659997,
2022-05-16 12:00:00,-86.75482768073368,
2022-05-16 13:30:00,-65.94259327229861,
2022-05-16 15:00:00,-78.80890320594885,
2022-05-16 15:30:30,-78.80890320594885,
2022-05-16 23:59:59,-63.555728467082915,c
2022-05-17 00:00:00,-9.06125690147007,
2022-05-17 10:00:00,-18.996761256187742,
2022-05-17 10:30:00,-2.693361787812325,
2022-05-17 12:00:00,-58.69819027079846,
2022-05-17 13:30:00,-50.57115541215471,
2022-05-17 15:00:00,-64.18934917917294,
2022-05-17 15:30:30,-64.18934917917294,
2022-05-17 23:59:59,-62.736917962915385,c
2022-05-18 00:00:00,-34.123674889500776,
2022-05-18 10:00:00,-33.44071550800912,
2022-05-18 10:30:00,-36.02145761842908,
2022-05-18 12:00:00,-40.326469241134106,
2022-05-18 13:30:00,-39.52494140676201,
2022-05-18 15:00:00,-29.735964434600174,
2022-05-18 15:30:30,-29.735964434600174,
2022-05-18 23:59:59,-60.32394452063585,c
2022-05-19 00:00:00,13.419675077755993,
2022-05-19 10:00:00,0.5324531370233458,
2022-05-19 10:30:00,-46.28075554252105,
2022-05-19 12:00:00,-59.64976170093219,
2022-05-19 13:30:00,-52.537143047191776,
2022-05-19 15:00:00,-95.39891704971878,
2022-05-19 15:30:30,-95.39891704971878,
2022-05-19 23:59:59,-53.24921434752254,c
2022-05-20 00:00:00,-25.00707974341041,
2022-05-20 10:00:00,-80.2458974492491,
2022-05-20 10:30:00,-108.08001225856268,
2022-05-20 12:00:00,-175.04799832173242,
2022-05-20 13:30:00,-208.09188728141052,
2022-05-20 15:00:00,-203.57787555126066,
2022-05-20 15:30:30,-203.57787555126066,
2022-05-20 23:59:59,-201.52524070901237,w
2022-05-23 00:00:00,-151.10410341738304,
2022-05-23 10:00:00,-114.49892292108501,
2022-05-23 10:30:00,-74.16451194299945,
2022-05-23 12:00:00,-28.562912862882005,
2022-05-23 13:30:00,-1.2354292368281818,
2022-05-23 15:00:00,23.834640533203647,
2022-05-23 15:30:30,23.834640533203647,
2022-05-23 23:59:59,-24.22290478260088,c
2022-05-24 00:00:00,-54.08967080636775,
2022-05-24 10:00:00,-98.23747415091954,
2022-05-24 10:30:00,-79.54128888929829,
2022-05-24 12:00:00,-84.35220846026343,
2022-05-24 13:30:00,-18.203989346407884,
2022-05-24 15:00:00,-63.30650172539852,
2022-05-24 15:30:30,-63.30650172539852,
2022-05-24 23:59:59,-73.68412976840423,c
2022-05-25 00:00:00,-51.67243676476218,
