date,EU_SBX_2022_Q2,meta
2022-04-29 11:00:00,-51.10063703607524,
2022-04-29 23:59:59,-49.184007269153994,w
2022-05-02 00:00:00,-80.15299836624837,
2022-05-02 03:30:00,-59.046395088981846,
2022-05-02 04:00:00,-125.214947470284,
2022-05-02 06:00:00,-78.87348067585843,
2022-05-02 08:00:00,-35.50511171537318,
2022-05-02 10:30:00,-49.29795747666119,
2022-05-02 11:00:00,-48.52019488387858,
2022-05-02 23:59:59,-45.960833487182946,c
2022-05-03 00:00:00,-56.87623407393934,
2022-05-03 03:30:00,-46.17968789245171,
2022-05-03 04:00:00,-27.48505264999701,
2022-05-03 06:00:00,-50.832866747631186,
2022-05-03 08:00:00,-60.12803158094817,
2022-05-03 10:30:00,-57.72434825954766,
2022-05-03 11:00:00,-77.83058785656087,
2022-05-03 23:59:59,-78.46254068234215,c
2022-05-04 00:00:00,-86.39262789993846,
2022-05-04 03:30:00,-94.68383147945703,
2022-05-04 04:00:00,-96.36030073407434,
2022-05-04 06:00:00,-79.9809571816161,
2022-05-04 08:00:00,-89.6918277792336,
2022-05-04 10:30:00,-101.6931362357665,
2022-05-04 11:00:00,-116.26891515639642,
2022-05-04 23:59:59,-118.40353384912783,c
2022-05-05 00:00:00,-116.34290789629071,
2022-05-05 03:30:00,-96.38784268308385,
2022-05-05 04:00:00,-97.73811850959792,
2022-05-05 06:00:00,-106.2531124699882,
2022-05-05 08:00:00,-104.90567132377106,
2022-05-05 10:30:00,-103.16141931191078,
2022-05-05 11:00:00,-108.57290028232364,
2022-05-05 23:59:59,-111.56212436835426,c
2022-05-06 00:00:00,-133.96535405046592,
2022-05-06 03:30:00,-120.38496784928567,
2022-05-06 04:00:00,-132.0821494832222,
2022-05-06 06:00:00,-116.51461206877752,
2022-05-06 08:00:00,-141.35339250513957,
2022-05-06 10:30:00,-131.8263425469489,
2022-05-06 11:00:00,-140.67815309107067,
2022-05-06 23:59:59,-154.5127360073555,w
2022-05-09 00:00:00,-180.1521954472817,
2022-05-09 03:30:00,-154.1982137518922,
2022-05-09 04:00:00,-132.8940868906434,
2022-05-09 06:00:00,-121.46879857095576,
2022-05-09 08:00:00,-128.12553829921154,
2022-05-09 10:30:00,-139.06218232797326,
2022-05-09 11:00:00,-139.47968779200755,
2022-05-09 23:59:59,-127.49283991611395,c
2022-05-10 00:00:00,-163.2245519510446,
2022-05-10 03:30:00,-131.69372990254075,
2022-05-10 04:00:00,-154.14211627372305,
2022-05-10 06:00:00,-91.11191172862637,
2022-05-10 08:00:00,-79.46711813258904,
2022-05-10 10:30:00,-71.39437087061496,
2022-05-10 11:00:00,-82.00524577455222,
2022-05-10 23:59:59,-68.89353913695291,c
2022-05-11 00:00:00,-114.44327119907226,
2022-05-11 03:30:00,-68.49243605435011,
2022-05-11 04:00:00,-74.26824608357555,
2022-05-11 06:00:00,-82.49165285175842,
2022-05-11 08:00:00,-46.73658155943779,
2022-05-11 10:30:00,-46.30682279601332,
2022-05-11 11:00:00,-52.64560042473509,
2022-05-11 23:59:59,-35.104743250888895,c
2022-05-12 00:00:00,-28.370781852827314,
2022-05-12 03:30:00,-11.01907845387133,
2022-05-12 04:00:00,-30.24589826102322,
2022-05-12 06:00:00,-23.151425739307186,
2022-05-12 08:00:00,-16.00424240515507,
2022-05-12 10:30:00,-44.7601011310233,
2022-05-12 11:00:00,-47.5311412048276,
2022-05-12 23:59:59,-49.97494191228197,c
2022-05-13 00:00:00,-54.58600019180816,
2022-05-13 03:30:00,-73.10313698106522,
2022-05-13 04:00:00,-67.50043870999531,
2022-05-13 06:00:00,-70.267410535441,
2022-05-13 08:00:00,-77.93490578451751,
2022-05-13 10:30:00,-94.25898075797909,
2022-05-13 11:00:00,-90.55277039356238,
2022-05-13 23:59:59,-105.76105882523217,w
2022-05-16 00:00:00,-125.38571202487013,
2022-05-16 03:30:00,-107.76344152476823,
2022-05-16 04:00:00,-99.6401293066753,
2022-05-16 06:00:00,-81.31480770445899,
2022-05-16 08:00:00,-73.84739127566793,
2022-05-16 10:30:00,-50.71789495280773,
2022-05-16 11:00:00,-55.54585226976477,
2022-05-16 23:59:59,-47.517982468162124,c
2022-05-17 00:00:00,-31.65515197693201,
2022-05-17 03:30:00,26.70609177747157,
2022-05-17 04:00:00,19.48515705121403,
2022-05-17 06:00:00,-9.996974308685552,
2022-05-17 08:00:00,14.821158466400192,
2022-05-17 10:30:00,31.593800940042172,
2022-05-17 11:00:00,32.11707411702925,
2022-05-17 23:59:59,32.51113831841637,c
2022-05-18 00:00:00,22.543557438538343,
2022-05-18 03:30:00,19.051005686075058,
2022-05-18 04:00:00,37.476906975413,
2022-05-18 06:00:00,59.83862930804479,
2022-05-18 08:00:00,35.44992165633806,
2022-05-18 10:30:00,23.79810435480016,
2022-05-18 11:00:00,37.055361872452664,
2022-05-18 23:59:59,48.966999999857606,c
2022-05-19 00:00:00,24.552623769097664,
2022-05-19 03:30:00,21.19704009322504,
2022-05-19 04:00:00,12.784114510578192,
2022-05-19 06:00:00,9.415007962249717,
2022-05-19 08:00:00,-10.578525319630529,
2022-05-19 10:30:00,-35.058474197806625,
2022-05-19 11:00:00,-35.16790052747579,
2022-05-19 23:59:59,-31.584988965637997,c
2022-05-20 00:00:00,-39.34841477609269,
2022-05-20 03:30:00,-6.825864905178776,
2022-05-20 04:00:00,-40.905299555344705,
2022-05-20 06:00:00,-46.42339956881131,
2022-05-20 08:00:00,-10.978849722303423,
2022-05-20 10:30:00,-0.44520086981908946,
2022-05-20 11:00:00,13.87897360370549,
2022-05-20 23:59:59,0.0,a
2022-05-23 00:00:00,5.029516629769546,
2022-05-23 03:30:00,-10.97123989256464,
2022-05-23 04:00:00,3.6032331661600523,
2022-05-23 06:00:00,11.799304922689089,
2022-05-23 08:00:00,29.084883177084095,
2022-05-23 10:30:00,36.07818065059341,
2022-05-23 11:00:00,35.703295438913,
2022-05-23 23:59:59,49.157402351662896,c
2022-05-24 00:00:00,64.86614909264038,
2022-05-24 03:30:00,81.53981303765558,
2022-05-24 04:00:00,92.34343589221986,
2022-05-24 06:00:00,106.37879547623702,
2022-05-24 08:00:00,135.0480408482917,
2022-05-24 10:30:00,144.16215777266177,
2022-05-24 11:00:00,163.92002727416883,
2022-05-24 23:59:59,157.51069246322538,c
2022-05-25 00:00:00,173.24612784542893,
2022-05-25 03:30:00,198.75056841674967,
2022-05-25 04:00:00,187.2774867911744,
2022-05-25 06:00:00,169.13127668752685,
2022-05-25 08:00:00,149.38579431782028,
2022-05-25 10:30:00,147.2319248792362,
2022-05-25 11:00:00,147.63040002450487,
2022-05-25 23:59:59,149.9601385979169,c
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
0,149.9601385979169,
2022-05-26 00:00:00,150.1376635859703,
2022-05-26 03:30:00,149.09319099508537,
2022-05-26 04:00:00,149.72049964556248,
2022-05-26 06:00:00,149.40597352059768,
2022-05-26 08:00:00,150.48086160728656,
2022-05-26 10:30:00,149.73929773885368,
2022-05-26 11:00:00,149.8403191217397,
2022-05-26 23:59:59,150.9187735334038,c
2022-05-27 00:00:00,152.0438221129388,
2022-05-27 03:30:00,160.86961016256492,
2022-05-27 04:00:00,169.7872419873139,
2022-05-27 06:00:00,148.2018094219539,
2022-05-27 08:00:00,156.4054309910788,
2022-05-27 10:30:00,137.95352131198706,
2022-05-27 11:00:00,127.42292638952559,
2022-05-27 23:59:59,121.07876656689997,w
2022-05-30 00:00:00,137.59457881771993,
2022-05-30 03:30:00,145.79355848878913,
2022-05-30 04:00:00,105.22581172311688,
2022-05-30 06:00:00,113.45561486907015,
2022-05-30 08:00:00,113.07632208869659,
2022-05-30 10:30:00,86.57808774075976,
2022-05-30 11:00:00,87.61935166319809,
2022-05-30 23:59:59,85.45226948840364,c
2022-05-31 00:00:00,75.40251076808615,
2022-05-31 03:30:00,46.08352124271188,
2022-05-31 04:00:00,41.1055885705082,
2022-05-31 06:00:00,48.61010779493792,
2022-05-31 08:00:00,28.408289145116,
2022-05-31 10:30:00,28.518513107579977,
2022-05-31 11:00:00,42.83959856327614,
2022-05-31 23:59:59,85.02399468319733,e
2022-06-01 00:00:00,70.56072502252981,
2022-06-01 03:30:00,85.39012022419634,
2022-06-01 04:00:00,80.98404057769308,
2022-06-01 06:00:00,79.3885839128837,
2022-06-01 08:00:00,95.88811729424727,
2022-06-01 10:30:00,113.83961095846512,
2022-06-01 11:00:00,129.6718483176191,
2022-06-01 23:59:59,121.30111939866315,c
2022-06-02 00:00:00,113.51263991612139,
2022-06-02 03:30:00,150.44335435726674,
2022-06-02 04:00:00,147.42417389746942,
2022-06-02 06:00:00,144.3941333990316,
2022-06-02 08:00:00,174.63452986056097,
2022-06-02 10:30:00,164.1578865893237,
2022-06-02 11:00:00,161.05013849922034,
2022-06-02 23:59:59,155.49717293738166,c
2022-06-03 00:00:00,165.52068908469658,
2022-06-03 03:30:00,155.8515402322181,
2022-06-03 04:00:00,168.28512388820042,
2022-06-03 06:00:00,167.72241486164444,
2022-06-03 08:00:00,156.57556388240926,
2022-06-03 10:30:00,136.8722476890605,
2022-06-03 11:00:00,140.4449186264368,
2022-06-03 23:59:59,141.6574068722441,w
2022-06-06 00:00:00,142.4385168196784,
2022-06-06 03:30:00,144.5360433770296,
2022-06-06 04:00:00,145.65371300247563,
2022-06-06 06:00:00,143.36574784534503,
2022-06-06 08:00:00,144.60281208843458,
2022-06-06 10:30:00,146.1510208774326,
2022-06-06 11:00:00,145.9414207379802,
2022-06-06 23:59:59,148.22583143021012,c
2022-06-07 00:00:00,146.91482928875809,
2022-06-07 03:30:00,150.86177997745403,
2022-06-07 04:00:00,147.2870363048208,
2022-06-07 06:00:00,160.1139086923282,
2022-06-07 08:00:00,199.45867928263397,
2022-06-07 10:30:00,197.61720032803987,
2022-06-07 11:00:00,199.94642745204834,
2022-06-07 23:59:59,205.60463870017634,c
2022-06-08 00:00:00,183.7496114805973,
2022-06-08 03:30:00,183.25964530405474,
2022-06-08 04:00:00,178.91938928671385,
2022-06-08 06:00:00,173.56574765726128,
2022-06-08 08:00:00,163.9217411779053,
2022-06-08 10:30:00,180.45779989113282,
2022-06-08 11:00:00,186.95124345669308,
2022-06-08 23:59:59,182.9035157306031,c
2022-06-09 00:00:00,176.52803363043046,
2022-06-09 03:30:00,195.9145501198081,
2022-06-09 04:00:00,179.47274879895394,
2022-06-09 06:00:00,162.98708633813158,
2022-06-09 08:00:00,158.01682123961922,
2022-06-09 10:30:00,154.29397228983504,
2022-06-09 11:00:00,139.21857472555047,
2022-06-09 23:59:59,154.46181571352201,c
2022-06-10 00:00:00,116.6165090671211,
2022-06-10 03:30:00,138.62480508573896,
2022-06-10 04:00:00,137.96553475676825,
2022-06-10 06:00:00,138.99039190068135,
2022-06-10 08:00:00,137.1390758274316,
2022-06-10 10:30:00,144.87398151921911,
2022-06-10 11:00:00,154.07985954467523,
2022-06-10 23:59:59,164.40989993356084,w
2022-06-13 00:00:00,180.97088580970228,
2022-06-13 03:30:00,156.40639838126907,
2022-06-13 04:00:00,145.75564088714975,
2022-06-13 06:00:00,130.353504244663,
2022-06-13 08:00:00,138.6752243590376,
2022-06-13 10:30:00,105.24648707280072,
2022-06-13 11:00:00,90.11023561843736,
2022-06-13 23:59:59,94.20336577764009,c
2022-06-14 00:00:00,77.26504559013357,
2022-06-14 03:30:00,58.827337278726915,
2022-06-14 04:00:00,49.220711895091725,
2022-06-14 06:00:00,19.801677931993126,
2022-06-14 08:00:00,24.0900950565282,
2022-06-14 10:30:00,23.223852048573065,
2022-06-14 11:00:00,11.21499364694381,
2022-06-14 23:59:59,17.97276428125454,c
2022-06-15 00:00:00,45.52068013901713,
2022-06-15 03:30:00,68.88448711668438,
2022-06-15 04:00:00,67.58215639401591,
2022-06-15 06:00:00,43.607937572836775,
2022-06-15 08:00:00,26.14275088352217,
2022-06-15 10:30:00,38.95267361678985,
2022-06-15 11:00:00,28.828421399796028,
2022-06-15 23:59:59,34.83074409080727,c
2022-06-16 00:00:00,43.41201625019657,
2022-06-16 03:30:00,25.440346522315537,
2022-06-16 04:00:00,19.1917311838408,
2022-06-16 06:00:00,18.668335402033463,
2022-06-16 08:00:00,15.690844992432616,
2022-06-16 10:30:00,-22.866139748164045,
2022-06-16 11:00:00,-14.10435718025856,
2022-06-16 23:59:59,-16.511210523578498,c
2022-06-17 00:00:00,-41.22034482720384,
2022-06-17 03:30:00,-64.49365343166738,
2022-06-17 04:00:00,-50.68357157262786,
2022-06-17 06:00:00,-40.392900369458935,
2022-06-17 08:00:00,-54.16931018688327,
2022-06-17 10:30:00,-41.83937499913177,
2022-06-17 11:00:00,-35.73961591025154,
2022-06-17 23:59:59,-32.03492130546182,w
2022-06-20 00:00:00,-18.584697942920968,
2022-06-20 03:30:00,-15.329084839471449,
2022-06-20 04:00:00,5.975784923586119,
2022-06-20 06:00:00,16.226979347102983,
2022-06-20 08:00:00,-11.59326887688843,
2022-06-20 10:30:00,-17.05147432274721,
2022-06-20 11:00:00,-16.479764529435087,
2022-06-20 23:59:59,-20.66677420123638,c
2022-06-21 00:00:00,-19.661540236682924,
2022-06-21 03:30:00,0.5730040283157507,
2022-06-21 04:00:00,-20.289480399427234,
2022-06-21 06:00:00,-13.577844142539206,
2022-06-21 08:00:00,-17.183074023719783,
2022-06-21 10:30:00,-19.51149130945997,
2022-06-21 11:00:00,-14.04465682485322,
2022-06-21 23:59:59,-1.6978976502511216,c
