date,AS_RBOT_2022_Q2,meta
2022-05-31 20:00:00,48.483056518249214,
2022-05-31 23:00:00,12.03798578778867,
2022-05-31 23:59:59,-2.394155586117904,c
2022-06-01 00:00:00,-5.318491821603175,
2022-06-01 01:00:00,-1.9045447202411196,
2022-06-01 02:30:00,-1.9045447202411196,
2022-06-01 03:00:00,-1.9045447202411196,
2022-06-01 18:30:00,-1.9045447202411196,
2022-06-01 20:00:00,-1.9045447202411196,
2022-06-01 23:00:00,-4.194753160572873,
2022-06-01 23:59:59,2.9904328031017258,c
2022-06-02 00:00:00,-1.1510895361359417,
2022-06-02 01:00:00,0.36578448680654674,
2022-06-02 02:30:00,0.36578448680654674,
2022-06-02 03:00:00,0.36578448680654674,
2022-06-02 18:30:00,0.36578448680654674,
2022-06-02 20:00:00,0.36578448680654674,
2022-06-02 23:00:00,-2.3987275341131635,
2022-06-02 23:59:59,0.7792925757702278,c
2022-06-03 00:00:00,0.7636665310774333,
2022-06-03 01:00:00,1.389816303031921,
2022-06-03 02:30:00,1.389816303031921,
2022-06-03 03:00:00,1.389816303031921,
2022-06-03 18:30:00,1.389816303031921,
2022-06-03 20:00:00,1.389816303031921,
2022-06-03 23:00:00,1.389816303031921,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,11.88163263847548,
2022-06-06 01:00:00,10.49443092747822,
2022-06-06 02:30:00,10.49443092747822,
2022-06-06 03:00:00,10.49443092747822,
2022-06-06 18:30:00,10.49443092747822,
2022-06-06 20:00:00,10.49443092747822,
2022-06-06 23:00:00,-42.3473206620954,
2022-06-06 23:59:59,-41.14791823688961,c
2022-06-07 00:00:00,-36.95016672359179,
2022-06-07 01:00:00,-35.74430835943019,
2022-06-07 02:30:00,-35.74430835943019,
2022-06-07 03:00:00,-35.74430835943019,
2022-06-07 18:30:00,-35.74430835943019,
2022-06-07 20:00:00,-35.74430835943019,
2022-06-07 23:00:00,-55.0103094789244,
2022-06-07 23:59:59,-61.42259143002485,c
2022-06-08 00:00:00,-51.86321832571724,
2022-06-08 01:00:00,-42.87312727631644,
2022-06-08 02:30:00,-42.87312727631644,
2022-06-08 03:00:00,-42.87312727631644,
2022-06-08 18:30:00,-42.87312727631644,
2022-06-08 20:00:00,-42.87312727631644,
2022-06-08 23:00:00,-75.79085049157692,
2022-06-08 23:59:59,-75.81125200765558,c
2022-06-09 00:00:00,-68.59305948253291,
2022-06-09 01:00:00,-69.41663924557656,
2022-06-09 02:30:00,-69.41663924557656,
2022-06-09 03:00:00,-69.41663924557656,
2022-06-09 18:30:00,-69.41663924557656,
2022-06-09 20:00:00,-69.41663924557656,
2022-06-09 23:00:00,-101.14850126068802,
2022-06-09 23:59:59,-92.15735193766477,c
2022-06-10 00:00:00,-106.65227881792447,
2022-06-10 01:00:00,-113.93999908709668,
2022-06-10 02:30:00,-113.93999908709668,
2022-06-10 03:00:00,-113.93999908709668,
2022-06-10 18:30:00,-113.93999908709668,
2022-06-10 20:00:00,-113.93999908709668,
2022-06-10 23:00:00,-113.93999908709668,
2022-06-10 23:59:59,-109.95107797458854,w
2022-06-13 00:00:00,-93.94353545226113,
2022-06-13 01:00:00,-89.12988319079818,
2022-06-13 02:30:00,-89.12988319079818,
2022-06-13 03:00:00,-89.12988319079818,
2022-06-13 18:30:00,-89.12988319079818,
2022-06-13 20:00:00,-89.12988319079818,
2022-06-13 23:00:00,-129.88517305388018,
2022-06-13 23:59:59,-119.771442966682,c
2022-06-14 00:00:00,-135.37316110357114,
2022-06-14 01:00:00,-128.61475400641882,
2022-06-14 02:30:00,-128.61475400641882,
2022-06-14 03:00:00,-128.61475400641882,
2022-06-14 18:30:00,-128.61475400641882,
2022-06-14 20:00:00,-128.61475400641882,
2022-06-14 23:00:00,-100.76811884898746,
2022-06-14 23:59:59,-121.76733659816,c
2022-06-15 00:00:00,-153.24988933261727,
2022-06-15 01:00:00,-160.26101304489976,
2022-06-15 02:30:00,-160.26101304489976,
2022-06-15 03:00:00,-160.26101304489976,
2022-06-15 18:30:00,-160.26101304489976,
2022-06-15 20:00:00,-160.26101304489976,
2022-06-15 23:00:00,-169.64353891894206,
2022-06-15 23:59:59,-167.24489530394845,c
2022-06-16 00:00:00,-152.05929348046482,
2022-06-16 01:00:00,-174.88044489139452,
2022-06-16 02:30:00,-174.88044489139452,
2022-06-16 03:00:00,-174.88044489139452,
2022-06-16 18:30:00,-174.88044489139452,
2022-06-16 20:00:00,-174.88044489139452,
2022-06-16 23:00:00,-177.03362488629978,
2022-06-16 23:59:59,-166.89681684525175,c
2022-06-17 00:00:00,-145.7511205348227,
2022-06-17 01:00:00,-138.29541595199703,
2022-06-17 02:30:00,-138.29541595199703,
2022-06-17 03:00:00,-138.29541595199703,
2022-06-17 18:30:00,-138.29541595199703,
2022-06-17 20:00:00,-138.29541595199703,
2022-06-17 23:00:00,-138.29541595199703,
2022-06-17 23:59:59,-93.58585892561479,e
2022-06-20 00:00:00,-96.78954709777133,
2022-06-20 01:00:00,-122.13825524771153,
2022-06-20 02:30:00,-122.13825524771153,
2022-06-20 03:00:00,-122.13825524771153,
2022-06-20 18:30:00,-122.13825524771153,
2022-06-20 20:00:00,-122.13825524771153,
2022-06-20 23:00:00,-82.38392504195286,
2022-06-20 23:59:59,-90.55631171048049,c
2022-06-21 00:00:00,-99.89951268150742,
2022-06-21 01:00:00,-113.03876977879082,
2022-06-21 02:30:00,-113.03876977879082,
2022-06-21 03:00:00,-113.03876977879082,
2022-06-21 18:30:00,-113.03876977879082,
2022-06-21 20:00:00,-113.03876977879082,
2022-06-21 23:00:00,-180.88980851785664,
2022-06-21 23:59:59,-169.54563603139542,c
2022-06-22 00:00:00,-160.33955401572115,
2022-06-22 01:00:00,-165.4346171559897,
2022-06-22 02:30:00,-165.4346171559897,
2022-06-22 03:00:00,-165.4346171559897,
2022-06-22 18:30:00,-165.4346171559897,
2022-06-22 20:00:00,-165.4346171559897,
2022-06-22 23:00:00,-183.90843095203167,
2022-06-22 23:59:59,-197.5689628683507,c
2022-06-23 00:00:00,-177.47875652916804,
2022-06-23 01:00:00,-176.0462231196995,
2022-06-23 02:30:00,-176.0462231196995,
2022-06-23 03:00:00,-176.0462231196995,
2022-06-23 18:30:00,-176.0462231196995,
2022-06-23 20:00:00,-176.0462231196995,
2022-06-23 23:00:00,-182.14284106962896,
2022-06-23 23:59:59,-189.52597261307926,c
2022-06-24 00:00:00,-167.79330539362758,
2022-06-24 01:00:00,-138.2123893306417,
2022-06-24 02:30:00,-138.2123893306417,
2022-06-24 03:00:00,-138.2123893306417,
2022-06-24 18:30:00,-138.2123893306417,
2022-06-24 20:00:00,-138.2123893306417,
2022-06-24 23:00:00,-138.2123893306417,
2022-06-24 23:59:59,-145.71020161485728,w
2022-06-27 00:00:00,-130.71331905457743,
2022-06-27 01:00:00,-133.4975129604939,
2022-06-27 02:30:00,-133.4975129604939,
2022-06-27 03:00:00,-133.4975129604939,
2022-06-27 18:30:00,-133.4975129604939,
2022-06-27 20:00:00,-133.4975129604939,
2022-06-27 23:00:00,-140.84011555148209,
2022-06-27 23:59:59,-146.12066427732873,c
2022-06-28 00:00:00,-145.25188474163815,
2022-06-28 01:00:00,-138.30214254909157,
2022-06-28 02:30:00,-138.30214254909157,
2022-06-28 03:00:00,-138.30214254909157,
2022-06-28 18:30:00,-138.30214254909157,
2022-06-28 20:00:00,-138.30214254909157,
2022-06-28 23:00:00,-69.45147496746665,
2022-06-28 23:59:59,-76.5473852297788,c
2022-06-29 00:00:00,-78.57405352724112,
2022-06-29 01:00:00,-84.48769675105058,
2022-06-29 02:30:00,-84.48769675105058,
2022-06-29 03:00:00,-84.48769675105058,
2022-06-29 18:30:00,-84.48769675105058,
2022-06-29 20:00:00,-84.48769675105058,
2022-06-29 23:00:00,-43.079878081155016,
2022-06-29 23:59:59,-48.2051253716981,c
2022-06-30 00:00:00,-43.003245908980716,
2022-06-30 01:00:00,-69.1861188952131,
2022-06-30 02:30:00,-69.1861188952131,
2022-06-30 03:00:00,-69.1861188952131,
2022-06-30 18:30:00,-69.1861188952131,
2022-06-30 20:00:00,-69.1861188952131,
2022-06-30 23:00:00,-38.99056727977728,
2022-06-30 23:59:59,-12.394538003864795,c
2022-07-01 00:00:00,-22.31225582034847,
2022-07-01 01:00:00,-4.947549571831928,
2022-07-01 02:30:00,-4.947549571831928,
2022-07-01 03:00:00,-4.947549571831928,
2022-07-01 18:30:00,-4.947549571831928,
2022-07-01 20:00:00,-4.947549571831928,
2022-07-01 23:00:00,-4.947549571831928,
2022-07-01 23:59:59,3.051395598803879,w
