date,EU_AEX_2022_Q1,meta
2022-02-01 00:00:00,-595.8851606647892,
2022-02-01 03:30:00,-573.772406630732,
2022-02-01 04:00:00,-574.0829319147357,
2022-02-01 06:00:00,-613.8975501627699,
2022-02-01 08:00:00,-610.466859486594,
2022-02-01 10:30:00,-620.6650001198739,
2022-02-01 11:00:00,-617.393475141828,
2022-02-01 23:59:59,-593.7004618218107,c
2022-02-02 00:00:00,-514.951731766563,
2022-02-02 03:30:00,-611.1416257251177,
2022-02-02 04:00:00,-627.7995975637767,
2022-02-02 06:00:00,-611.1243872588495,
2022-02-02 08:00:00,-596.0877826670458,
2022-02-02 10:30:00,-622.1191479660343,
2022-02-02 11:00:00,-612.3122297606851,
2022-02-02 23:59:59,-625.0616780606181,c
2022-02-03 00:00:00,-547.2196504124581,
2022-02-03 03:30:00,-587.5893584591295,
2022-02-03 04:00:00,-580.0965840287752,
2022-02-03 06:00:00,-579.4433303359662,
2022-02-03 08:00:00,-605.524244512664,
2022-02-03 10:30:00,-612.4018611280844,
2022-02-03 11:00:00,-633.5449355006299,
2022-02-03 23:59:59,-617.0509654077457,c
2022-02-04 00:00:00,-644.3028592493972,
2022-02-04 03:30:00,-615.0176577897944,
2022-02-04 04:00:00,-593.1217553996933,
2022-02-04 06:00:00,-573.1901478995709,
2022-02-04 08:00:00,-579.9521807501781,
2022-02-04 10:30:00,-532.2927631181118,
2022-02-04 11:00:00,-570.0344574289524,
2022-02-04 23:59:59,-580.4684021548924,w
2022-02-07 00:00:00,-537.5075253513244,
2022-02-07 03:30:00,-592.5535322418457,
2022-02-07 04:00:00,-587.7590009750214,
2022-02-07 06:00:00,-586.8167762000226,
2022-02-07 08:00:00,-587.764387732809,
2022-02-07 10:30:00,-559.2388784241281,
2022-02-07 11:00:00,-571.8813779341426,
2022-02-07 23:59:59,-578.5601350182995,c
2022-02-08 00:00:00,-607.2526150134488,
2022-02-08 03:30:00,-576.3952771739562,
2022-02-08 04:00:00,-601.7622141433976,
2022-02-08 06:00:00,-627.4779143503432,
2022-02-08 08:00:00,-658.7013385103289,
2022-02-08 10:30:00,-708.1631701711556,
2022-02-08 11:00:00,-724.2658699908586,
2022-02-08 23:59:59,-714.9768004183703,c
2022-02-09 00:00:00,-731.5397364971743,
2022-02-09 03:30:00,-734.3207931173364,
2022-02-09 04:00:00,-729.1607542778341,
2022-02-09 06:00:00,-714.1152318648359,
2022-02-09 08:00:00,-740.3378806041684,
2022-02-09 10:30:00,-703.2074972259309,
2022-02-09 11:00:00,-682.3937267132908,
2022-02-09 23:59:59,-675.3917323673245,c
2022-02-10 00:00:00,-650.1130612110012,
2022-02-10 03:30:00,-643.9023684732852,
2022-02-10 04:00:00,-640.0159420978233,
2022-02-10 06:00:00,-636.2050368525466,
2022-02-10 08:00:00,-637.2299835696837,
2022-02-10 10:30:00,-642.520706414975,
2022-02-10 11:00:00,-644.0104818341872,
2022-02-10 23:59:59,-651.415771800774,c
2022-02-11 00:00:00,-694.6267670748222,
2022-02-11 03:30:00,-680.2395627679754,
2022-02-11 04:00:00,-693.0813751490156,
2022-02-11 06:00:00,-671.6319219634447,
2022-02-11 08:00:00,-679.8983745243393,
2022-02-11 10:30:00,-688.1459267143335,
2022-02-11 11:00:00,-689.1952865872429,
2022-02-11 23:59:59,-695.3762822007941,w
2022-02-14 00:00:00,-714.2883011975091,
2022-02-14 03:30:00,-716.9238383364482,
2022-02-14 04:00:00,-703.5105113576385,
2022-02-14 06:00:00,-669.656602397307,
2022-02-14 08:00:00,-696.3711632534604,
2022-02-14 10:30:00,-662.2730433623445,
2022-02-14 11:00:00,-658.6495923853977,
2022-02-14 23:59:59,-661.8617174392389,c
2022-02-15 00:00:00,-687.8684556352086,
2022-02-15 03:30:00,-699.9225906801893,
2022-02-15 04:00:00,-660.5799739137689,
2022-02-15 06:00:00,-668.2315468583535,
2022-02-15 08:00:00,-704.9945263828153,
2022-02-15 10:30:00,-725.6259570020043,
2022-02-15 11:00:00,-720.5588647290151,
2022-02-15 23:59:59,-692.8997541019371,c
2022-02-16 00:00:00,-657.5489480295298,
2022-02-16 03:30:00,-682.9489024019665,
2022-02-16 04:00:00,-672.8367221414138,
2022-02-16 06:00:00,-661.7282984296778,
2022-02-16 08:00:00,-669.79296256861,
2022-02-16 10:30:00,-683.6636883205236,
2022-02-16 11:00:00,-677.7620278275483,
2022-02-16 23:59:59,-684.7834203649136,c
2022-02-17 00:00:00,-631.3898567083726,
2022-02-17 03:30:00,-653.3007953178835,
2022-02-17 04:00:00,-620.0002943446664,
2022-02-17 06:00:00,-612.6019575115015,
2022-02-17 08:00:00,-604.5704186063434,
2022-02-17 10:30:00,-617.3359866197696,
2022-02-17 11:00:00,-607.237575461057,
2022-02-17 23:59:59,-603.092910673834,c
2022-02-18 00:00:00,-601.618603546987,
2022-02-18 03:30:00,-581.1929184549879,
2022-02-18 04:00:00,-582.7593736238368,
2022-02-18 06:00:00,-573.255228476613,
2022-02-18 08:00:00,-559.6190156442207,
2022-02-18 10:30:00,-591.0974517865685,
2022-02-18 11:00:00,-597.0491390130263,
2022-02-18 23:59:59,-594.8142796783357,w
2022-02-21 00:00:00,-572.9641973494254,
2022-02-21 03:30:00,-586.5881848673938,
2022-02-21 04:00:00,-615.783464636851,
2022-02-21 06:00:00,-622.314928177,
2022-02-21 08:00:00,-631.003099093559,
2022-02-21 10:30:00,-596.4822482704388,
2022-02-21 11:00:00,-597.6795714197873,
2022-02-21 23:59:59,-609.6077471181812,c
2022-02-22 00:00:00,-601.5959862099147,
2022-02-22 03:30:00,-566.2114405934662,
2022-02-22 04:00:00,-549.1943035156917,
2022-02-22 06:00:00,-524.5209214716341,
2022-02-22 08:00:00,-533.903691958908,
2022-02-22 10:30:00,-502.93717567033303,
2022-02-22 11:00:00,-532.6533031065146,
2022-02-22 23:59:59,-526.6445468079054,c
2022-02-23 00:00:00,-550.5040816906487,
2022-02-23 03:30:00,-512.1330215046528,
2022-02-23 04:00:00,-529.5116974558068,
2022-02-23 06:00:00,-539.6209797094536,
2022-02-23 08:00:00,-509.7086393185375,
2022-02-23 10:30:00,-485.77636537919926,
2022-02-23 11:00:00,-491.8036309495729,
2022-02-23 23:59:59,-500.50836350841223,c
2022-02-24 00:00:00,-500.9229742583922,
2022-02-24 03:30:00,-529.7472950978067,
2022-02-24 04:00:00,-507.1701359600531,
2022-02-24 06:00:00,-423.8831069995035,
2022-02-24 08:00:00,-357.03305639872104,
2022-02-24 10:30:00,-352.7050297400901,
2022-02-24 11:00:00,-339.25637667780796,
2022-02-24 23:59:59,-341.4730321141242,c
2022-02-25 00:00:00,-285.28204787598173,
2022-02-25 03:30:00,-285.6153684721253,
2022-02-25 04:00:00,-251.51440535566064,
2022-02-25 06:00:00,-233.3485761530455,
2022-02-25 08:00:00,-232.20478252176937,
2022-02-25 10:30:00,-283.18554137164483,
2022-02-25 11:00:00,-275.94028457097755,
2022-02-25 23:59:59,-274.66037133783,w
2022-02-28 00:00:00,-255.9404556054291,
2022-02-28 03:30:00,-327.5236435816021,
2022-02-28 04:00:00,-330.3800219853039,
2022-02-28 06:00:00,-306.3421348859356,
2022-02-28 08:00:00,-325.4257988263826,
2022-02-28 10:30:00,-323.87481187419434,
2022-02-28 11:00:00,-294.96596594019394,
2022-02-28 23:59:59,-262.80892119035957,c
2022-03-01 00:00:00,-299.3385146696083,
2022-03-01 03:30:00,-277.90373429680153,
2022-03-01 04:00:00,-278.1256906108486,
2022-03-01 06:00:00,-274.08288205005283,
2022-03-01 08:00:00,-248.50846296736253,
2022-03-01 10:30:00,-230.66453384642867,
2022-03-01 11:00:00,-259.54783740337143,
2022-03-01 23:59:59,-285.9993150159656,c
2022-03-02 00:00:00,-260.30349357340776,
2022-03-02 03:30:00,-179.57288120008758,
2022-03-02 04:00:00,-176.2015626227645,
2022-03-02 06:00:00,-154.02640023958392,
2022-03-02 08:00:00,-162.23803069722769,
2022-03-02 10:30:00,-189.17632156082914,
2022-03-02 11:00:00,-207.9290271875595,
2022-03-02 23:59:59,-181.32494900633486,c
2022-03-03 00:00:00,-185.8838361815126,
2022-03-03 03:30:00,-162.0781005607367,
2022-03-03 04:00:00,-150.5404911153289,
2022-03-03 06:00:00,-194.09747819885186,
2022-03-03 08:00:00,-210.7048369180553,
2022-03-03 10:30:00,-200.55343990931536,
2022-03-03 11:00:00,-224.2262498504849,
2022-03-03 23:59:59,-242.91766971267552,c
2022-03-04 00:00:00,-246.25725760311016,
2022-03-04 03:30:00,-235.52926718841047,
2022-03-04 04:00:00,-249.74067999493906,
2022-03-04 06:00:00,-245.68268626724847,
2022-03-04 08:00:00,-258.8210437508353,
2022-03-04 10:30:00,-238.1975011382319,
2022-03-04 11:00:00,-259.1403415798301,
2022-03-04 23:59:59,-320.35573599381945,w
2022-03-07 00:00:00,-239.71802471862102,
2022-03-07 03:30:00,-90.38432592446206,
2022-03-07 04:00:00,-57.173784006222746,
2022-03-07 06:00:00,15.72801650171129,
2022-03-07 08:00:00,58.05946850648296,
2022-03-07 10:30:00,23.52803993919662,
2022-03-07 11:00:00,-8.68100631196212,
2022-03-07 23:59:59,-21.476288968912723,c
2022-03-08 00:00:00,-60.64496458160904,
2022-03-08 03:30:00,-8.448194372688741,
2022-03-08 04:00:00,-17.864642453876904,
2022-03-08 06:00:00,-39.8460442160477,
2022-03-08 08:00:00,-23.969668366158363,
2022-03-08 10:30:00,26.57518309351987,
2022-03-08 11:00:00,60.74339081325031,
2022-03-08 23:59:59,0.0,a
2022-03-09 00:00:00,24.08315348788716,
2022-03-09 03:30:00,-39.893326729464015,
2022-03-09 04:00:00,-30.19593131839619,
2022-03-09 06:00:00,-46.17989915106624,
2022-03-09 08:00:00,-56.512245562322455,
2022-03-09 10:30:00,-137.52590578212858,
2022-03-09 11:00:00,-123.97514258475167,
2022-03-09 23:59:59,-113.11874307148672,c
2022-03-10 00:00:00,-131.56076920946526,
2022-03-10 03:30:00,-106.61742915749423,
2022-03-10 04:00:00,-155.0208316176748,
2022-03-10 06:00:00,-127.51703341385306,
2022-03-10 08:00:00,-157.18332320179658,
2022-03-10 10:30:00,-116.85810485294817,
2022-03-10 11:00:00,-124.363004161469,
2022-03-10 23:59:59,-91.89544509082538,c
2022-03-11 00:00:00,-113.39604598740567,
2022-03-11 03:30:00,-53.01016491624278,
2022-03-11 04:00:00,-65.33449464053174,
2022-03-11 06:00:00,-86.94279942680977,
2022-03-11 08:00:00,-84.4656476078057,
2022-03-11 10:30:00,-133.30276193849025,
2022-03-11 11:00:00,-141.50681470538674,
2022-03-11 23:59:59,-147.38138928070404,w
2022-03-14 00:00:00,-138.35032005367745,
2022-03-14 03:30:00,-138.35032005367745,
2022-03-14 04:00:00,-138.35032005367745,
2022-03-14 06:00:00,-167.46356867661618,
2022-03-14 08:00:00,-167.8713460009424,
2022-03-14 10:30:00,-239.74377274368211,
2022-03-14 11:00:00,-274.61630088782977,
2022-03-14 23:59:59,-279.874602788801,c
2022-03-15 00:00:00,-290.1017468222231,
2022-03-15 03:30:00,-290.1017468222231,
2022-03-15 04:00:00,-290.1017468222231,
2022-03-15 06:00:00,-284.07943467284787,
2022-03-15 08:00:00,-264.28709656203984,
2022-03-15 10:30:00,-279.03758455758526,
2022-03-15 11:00:00,-275.6646739136812,
2022-03-15 23:59:59,-232.88052868136722,c
2022-03-16 00:00:00,-316.475107402937,
2022-03-16 03:30:00,-316.475107402937,
2022-03-16 04:00:00,-316.475107402937,
2022-03-16 06:00:00,-291.99300723729533,
2022-03-16 08:00:00,-256.09338919784443,
2022-03-16 10:30:00,-294.75173810371064,
2022-03-16 11:00:00,-270.03380630487777,
2022-03-16 23:59:59,-275.7877225814294,c
2022-03-17 00:00:00,-233.16846591367437,
2022-03-17 03:30:00,-233.16846591367437,
2022-03-17 04:00:00,-233.16846591367437,
2022-03-17 06:00:00,-209.9006146248748,
2022-03-17 08:00:00,-170.93173618286525,
2022-03-17 10:30:00,-197.35110486690178,
2022-03-17 11:00:00,-201.27951912348738,
2022-03-17 23:59:59,-198.25211830503412,c
2022-03-18 00:00:00,-162.53612402221157,
2022-03-18 03:30:00,-162.53612402221157,
2022-03-18 04:00:00,-162.53612402221157,
2022-03-18 06:00:00,-148.01011094273176,
2022-03-18 08:00:00,-134.19794192448137,
2022-03-18 10:30:00,-127.65447382177695,
2022-03-18 11:00:00,-120.43829132952575,
2022-03-18 23:59:59,-110.8588492433286,e
2022-03-21 00:00:00,-84.14457376616603,
2022-03-21 03:30:00,-84.14457376616603,
2022-03-21 04:00:00,-84.14457376616603,
2022-03-21 06:00:00,-52.074650626317556,
2022-03-21 08:00:00,-31.31033665830841,
2022-03-21 10:30:00,-11.730463388876101,
2022-03-21 11:00:00,-12.906651012272496,
2022-03-21 23:59:59,1.106847735580577,c
2022-03-22 00:00:00,8.808211713436904,
2022-03-22 03:30:00,8.808211713436904,
2022-03-22 04:00:00,8.808211713436904,
2022-03-22 06:00:00,50.32991013285845,
2022-03-22 08:00:00,57.78891122273238,
2022-03-22 10:30:00,28.782772961477935,
2022-03-22 11:00:00,28.12232893289143,
2022-03-22 23:59:59,2.2776583685453686,c
2022-03-23 00:00:00,15.448994085061177,
2022-03-23 03:30:00,15.448994085061177,
2022-03-23 04:00:00,15.448994085061177,
2022-03-23 06:00:00,72.3758738812682,
2022-03-23 08:00:00,43.43229518521028,
2022-03-23 10:30:00,34.504275833066075,
2022-03-23 11:00:00,62.17576041836012,
2022-03-23 23:59:59,80.55778071889026,c
2022-03-24 00:00:00,71.73583816396238,
2022-03-24 03:30:00,71.73583816396238,
2022-03-24 04:00:00,71.73583816396238,
2022-03-24 06:00:00,68.70683385272997,
2022-03-24 08:00:00,73.35140571575809,
2022-03-24 10:30:00,47.61978473212103,
2022-03-24 11:00:00,62.247432727875385,
2022-03-24 23:59:59,95.15548097255551,c
2022-03-25 00:00:00,117.01128928251988,
2022-03-25 03:30:00,117.01128928251988,
2022-03-25 04:00:00,117.01128928251988,
2022-03-25 06:00:00,107.52841156863123,
2022-03-25 08:00:00,117.67313658084325,
2022-03-25 10:30:00,96.72589342742349,
2022-03-25 11:00:00,114.9803622466063,
2022-03-25 23:59:59,130.39144439173452,w
2022-03-28 00:00:00,78.7848757510891,
2022-03-28 03:30:00,103.4765945962661,
2022-03-28 04:00:00,120.84882030775739,
2022-03-28 06:00:00,103.9388780095802,
2022-03-28 08:00:00,82.13644367474656,
2022-03-28 10:30:00,111.38705477764375,
2022-03-28 11:00:00,111.25336207003406,
2022-03-28 23:59:59,124.06762246984108,c
2022-03-29 00:00:00,114.98496829339057,
2022-03-29 03:30:00,84.24352148298665,
2022-03-29 04:00:00,98.53305564603005,
2022-03-29 06:00:00,108.81943572933451,
2022-03-29 08:00:00,70.5878013127844,
2022-03-29 10:30:00,-21.138059359365784,
2022-03-29 11:00:00,-52.58817175617433,
2022-03-29 23:59:59,-39.2387011227256,c
2022-03-30 00:00:00,-4.39782262133234,
2022-03-30 03:30:00,-1.515390946323821,
2022-03-30 04:00:00,17.825725391756006,
2022-03-30 06:00:00,17.829955046653378,
2022-03-30 08:00:00,25.209915584022543,
2022-03-30 10:30:00,68.32655391067573,
2022-03-30 11:00:00,40.083152288815384,
2022-03-30 23:59:59,18.666285960518913,c
2022-03-31 00:00:00,-25.31450105588238,
2022-03-31 03:30:00,-29.973560904149004,
2022-03-31 04:00:00,-6.644991288520311,
2022-03-31 06:00:00,0.502917317798808,
2022-03-31 08:00:00,9.74984723933182,
2022-03-31 10:30:00,68.68893314171092,
2022-03-31 11:00:00,60.31174564908575,
2022-03-31 23:59:59,35.72654419233735,c
2022-04-01 00:00:00,-27.503589126789656,
2022-04-01 03:30:00,-20.890987073799874,
2022-04-01 04:00:00,-27.50492820439911,
2022-04-01 06:00:00,-4.802901700603457,
2022-04-01 08:00:00,-17.964670455571166,
2022-04-01 10:30:00,-6.095559277913712,
2022-04-01 11:00:00,0.5475969224322248,
2022-04-01 23:59:59,-9.416663995708936,w
2022-04-04 00:00:00,-33.241008474064074,
2022-04-04 03:30:00,-41.34646796291152,
2022-04-04 04:00:00,-43.91852232888821,
2022-04-04 06:00:00,-37.831394642895255,
