date,SPGP_2022_Q2,meta
2022-06-02 00:00:00,327.5115247927133,
2022-06-02 10:00:00,356.16826029217634,
2022-06-02 10:30:00,351.00321016375733,
2022-06-02 12:00:00,353.5536153758399,
2022-06-02 13:30:00,364.2251940388909,
2022-06-02 15:00:00,342.0393507923379,
2022-06-02 15:30:30,342.0393507923379,
2022-06-02 23:59:59,348.36892554081345,c
2022-06-03 00:00:00,349.8287295161338,
2022-06-03 10:00:00,341.0187667822635,
2022-06-03 10:30:00,327.85948488673347,
2022-06-03 12:00:00,329.61060194616414,
2022-06-03 13:30:00,325.11798370679753,
2022-06-03 15:00:00,322.1418783162833,
2022-06-03 15:30:30,322.1418783162833,s
2022-06-03 23:59:59,321.76222040837735,w
2022-06-06 00:00:00,330.94567519230026,
2022-06-06 10:00:00,332.7024476386407,
2022-06-06 10:30:00,340.7829423914002,
2022-06-06 12:00:00,339.9167699352632,
2022-06-06 13:30:00,349.69335147497935,
2022-06-06 15:00:00,340.439090747968,
2022-06-06 15:30:30,340.439090747968,
2022-06-06 23:59:59,341.03765015768414,c
2022-06-07 00:00:00,314.7263552293626,
2022-06-07 10:00:00,314.0477115387262,
2022-06-07 10:30:00,324.3283276900357,
2022-06-07 12:00:00,309.8837918781569,
2022-06-07 13:30:00,312.03852129182457,
2022-06-07 15:00:00,303.7717028899477,
2022-06-07 15:30:30,303.7717028899477,u
2022-06-07 23:59:59,308.07317276518813,c
2022-06-08 00:00:00,300.1129885876638,
2022-06-08 10:00:00,311.31684140111867,
2022-06-08 10:30:00,302.0464097581429,
2022-06-08 12:00:00,295.2142371617685,
2022-06-08 13:30:00,275.5789876983299,
2022-06-08 15:00:00,286.59429938717767,
2022-06-08 15:30:30,286.59429938717767,
2022-06-08 23:59:59,290.29069709030097,c
2022-06-09 00:00:00,283.38912976214493,
2022-06-09 10:00:00,270.24215860214093,
2022-06-09 10:30:00,282.2041714785656,
2022-06-09 12:00:00,268.5082390281915,
2022-06-09 13:30:00,258.25455873132535,
2022-06-09 15:00:00,250.56969472298584,
2022-06-09 15:30:30,250.56969472298584,
2022-06-09 23:59:59,250.5315373374952,c
2022-06-10 00:00:00,218.63484766945095,
2022-06-10 10:00:00,230.9783041491669,
2022-06-10 10:30:00,202.93021420464441,
2022-06-10 12:00:00,168.96654688445574,
2022-06-10 13:30:00,162.74863286863427,
2022-06-10 15:00:00,158.56565482672866,
2022-06-10 15:30:30,158.56565482672866,
2022-06-10 23:59:59,155.52937252433645,w
2022-06-13 00:00:00,124.33105241811704,
2022-06-13 10:00:00,99.9514245171894,
2022-06-13 10:30:00,80.12023224862662,
2022-06-13 12:00:00,90.65034804736605,
2022-06-13 13:30:00,88.90465057413391,
2022-06-13 15:00:00,80.58120900201334,
2022-06-13 15:30:30,80.58120900201334,
2022-06-13 23:59:59,74.16331944743244,c
2022-06-14 00:00:00,95.13673547545493,
2022-06-14 10:00:00,119.42684633049367,
2022-06-14 10:30:00,106.84430319966671,
2022-06-14 12:00:00,131.8003414719674,
2022-06-14 13:30:00,111.35608200514623,
2022-06-14 15:00:00,100.48316905034473,
2022-06-14 15:30:30,100.48316905034473,
2022-06-14 23:59:59,93.02372238414108,c
2022-06-15 00:00:00,100.17536018406389,
2022-06-15 10:00:00,106.99082820885657,
2022-06-15 10:30:00,111.27208824055293,
2022-06-15 12:00:00,120.86215011211318,
2022-06-15 13:30:00,114.96684608696096,
2022-06-15 15:00:00,93.37832659726985,
2022-06-15 15:30:30,93.37832659726985,
2022-06-15 23:59:59,97.91244049312338,c
2022-06-16 00:00:00,59.673991574908904,
2022-06-16 10:00:00,26.5158050695386,
2022-06-16 10:30:00,30.310125651972342,
2022-06-16 12:00:00,13.8069494659823,
2022-06-16 13:30:00,13.00953009788627,
2022-06-16 15:00:00,2.103950681552874,
2022-06-16 15:30:30,2.103950681552874,
2022-06-16 23:59:59,0.0,a
2022-06-17 00:00:00,19.51588223500937,
2022-06-17 10:00:00,11.001924872974811,
2022-06-17 10:30:00,-8.826044775579518,
2022-06-17 12:00:00,-10.845711959741934,
2022-06-17 13:30:00,-15.331181030621778,
2022-06-17 15:00:00,-7.414961017219653,
2022-06-17 15:30:30,-7.414961017219653,
2022-06-17 23:59:59,-12.822534566552775,e
2022-06-20 00:00:00,-12.822534566552775,
2022-06-20 10:00:00,-12.822534566552775,
2022-06-20 10:30:00,-12.822534566552775,
2022-06-20 12:00:00,-12.822534566552775,
2022-06-20 13:30:00,-12.822534566552775,
2022-06-20 15:00:00,-12.822534566552775,
2022-06-20 15:30:30,-12.822534566552775,
2022-06-20 23:59:59,-12.822534566552775,c
2022-06-21 00:00:00,15.267476064549413,
2022-06-21 10:00:00,-8.88954767694355,
2022-06-21 10:30:00,6.429694175014632,
2022-06-21 12:00:00,-33.604274006189044,
2022-06-21 13:30:00,-27.109474276299963,
2022-06-21 15:00:00,-27.98265641221998,
2022-06-21 15:30:30,-27.98265641221998,
2022-06-21 23:59:59,-25.771310722638844,c
2022-06-22 00:00:00,-57.41775528734517,
2022-06-22 10:00:00,-67.05067015113092,
2022-06-22 10:30:00,-50.026982152878716,
2022-06-22 12:00:00,-80.75143257360033,
2022-06-22 13:30:00,-73.49045112925462,
2022-06-22 15:00:00,-68.3469267507814,
2022-06-22 15:30:30,-68.3469267507814,
2022-06-22 23:59:59,-72.97136120448938,c
2022-06-23 00:00:00,-78.7477004392235,
2022-06-23 10:00:00,-105.56774611076416,
2022-06-23 10:30:00,-109.34394807342436,
2022-06-23 12:00:00,-112.58927243554574,
2022-06-23 13:30:00,-127.12879576132762,
2022-06-23 15:00:00,-130.60945310754903,
2022-06-23 15:30:30,-130.60945310754903,
2022-06-23 23:59:59,-120.11652632281216,c
2022-06-24 00:00:00,-118.48482627836096,
2022-06-24 10:00:00,-66.98809548923761,
2022-06-24 10:30:00,-59.462570227394124,
2022-06-24 12:00:00,-49.747339391532634,
2022-06-24 13:30:00,-63.80682299657049,
2022-06-24 15:00:00,-70.13638743552504,
2022-06-24 15:30:30,-70.13638743552504,
2022-06-24 23:59:59,-74.94949101306584,w
2022-06-27 00:00:00,-51.57736445054236,
2022-06-27 10:00:00,-68.97179147679007,
2022-06-27 10:30:00,-84.63457319767046,
2022-06-27 12:00:00,-72.73159931130873,
2022-06-27 13:30:00,-75.41128148173034,
2022-06-27 15:00:00,-83.75428516949289,
2022-06-27 15:30:30,-83.75428516949289,
2022-06-27 23:59:59,-83.12809220976983,c
2022-06-28 00:00:00,-73.7822245828476,
2022-06-28 10:00:00,-54.09089468142854,
2022-06-28 10:30:00,-63.3115119992775,
2022-06-28 12:00:00,-94.10740352436387,
2022-06-28 13:30:00,-77.80579483548395,
2022-06-28 15:00:00,-78.96767682156799,
2022-06-28 15:30:30,-78.96767682156799,
2022-06-28 23:59:59,-70.63527430294793,c
2022-06-29 00:00:00,-81.26891589563523,
2022-06-29 10:00:00,-97.74113665818037,
2022-06-29 10:30:00,-98.7360706190929,
2022-06-29 12:00:00,-116.57857181685971,
2022-06-29 13:30:00,-121.47880400114563,
2022-06-29 15:00:00,-117.2627220350192,
2022-06-29 15:30:30,-117.2627220350192,
2022-06-29 23:59:59,-120.21292473661386,c
2022-06-30 00:00:00,-137.25065413947357,
2022-06-30 10:00:00,-174.08863540245977,
2022-06-30 10:30:00,-160.89135861315742,
2022-06-30 12:00:00,-141.95401642435388,
2022-06-30 13:30:00,-148.77868153234192,
2022-06-30 15:00:00,-163.0831785351682,
2022-06-30 15:30:30,-163.0831785351682,
2022-06-30 23:59:59,-164.14691194430918,c
2022-07-01 00:00:00,-174.63487462438036,
2022-07-01 10:00:00,-136.85693353081007,
2022-07-01 10:30:00,-154.91488512625017,
2022-07-01 12:00:00,-158.58530993433732,
2022-07-01 13:30:00,-158.2440696351773,
2022-07-01 15:00:00,-164.74467553289804,
2022-07-01 15:30:30,-164.74467553289804,
2022-07-01 23:59:59,-167.58177030596983,w
