date,AS_TW50_2022_Q4,meta
2022-12-27 01:00:00,286.90880912459284,
2022-12-27 02:30:00,286.90880912459284,
2022-12-27 03:00:00,286.90880912459284,
2022-12-27 18:30:00,286.90880912459284,
2022-12-27 20:00:00,286.90880912459284,
2022-12-27 23:00:00,374.7419153550561,
2022-12-27 23:59:59,414.19107962474743,c
2022-12-28 00:00:00,404.73746345621487,
2022-12-28 01:00:00,404.73746345621487,
2022-12-28 02:30:00,404.73746345621487,
2022-12-28 03:00:00,404.73746345621487,
2022-12-28 18:30:00,404.73746345621487,
2022-12-28 20:00:00,404.73746345621487,
2022-12-28 23:00:00,426.54739522853083,
2022-12-28 23:59:59,441.79200116854383,c
2022-12-29 00:00:00,433.3874073009498,
2022-12-29 01:00:00,433.3874073009498,
2022-12-29 02:30:00,433.3874073009498,
2022-12-29 03:00:00,433.3874073009498,
2022-12-29 18:30:00,433.3874073009498,
2022-12-29 20:00:00,433.3874073009498,
2022-12-29 23:00:00,456.28440988414013,
2022-12-29 23:59:59,469.5915692222769,c
2022-12-30 00:00:00,460.57374287873836,
2022-12-30 01:00:00,460.57374287873836,
2022-12-30 02:30:00,460.57374287873836,
2022-12-30 03:00:00,460.57374287873836,
2022-12-30 18:30:00,460.57374287873836,
2022-12-30 20:00:00,460.57374287873836,
2022-12-30 23:00:00,460.57374287873836,
2022-12-30 23:59:59,484.27655670458876,w
