date,AS_TW50_2022_Q4,meta
2022-11-18 00:00:00,-282.1459889142052,
2022-11-18 01:00:00,-282.1459889142052,
2022-11-18 02:30:00,-282.1459889142052,
2022-11-18 03:00:00,-282.1459889142052,
2022-11-18 18:30:00,-282.1459889142052,
2022-11-18 20:00:00,-282.1459889142052,
2022-11-18 23:00:00,-282.1459889142052,
2022-11-18 23:59:59,-296.68485899845996,w
2022-11-21 00:00:00,-356.9331753843394,
2022-11-21 01:00:00,-356.9331753843394,
2022-11-21 02:30:00,-356.9331753843394,
2022-11-21 03:00:00,-356.9331753843394,
2022-11-21 18:30:00,-356.9331753843394,
2022-11-21 20:00:00,-356.9331753843394,
2022-11-21 23:00:00,-235.43531294423826,
2022-11-21 23:59:59,-202.5872198466315,c
2022-11-22 00:00:00,-207.58833698140018,
2022-11-22 01:00:00,-207.58833698140018,
2022-11-22 02:30:00,-207.58833698140018,
2022-11-22 03:00:00,-207.58833698140018,
2022-11-22 18:30:00,-207.58833698140018,
2022-11-22 20:00:00,-207.58833698140018,
2022-11-22 23:00:00,-271.84567373660747,
2022-11-22 23:59:59,-255.95109679493692,c
2022-11-23 00:00:00,-285.6208557306376,
2022-11-23 01:00:00,-285.6208557306376,
2022-11-23 02:30:00,-285.6208557306376,
2022-11-23 03:00:00,-285.6208557306376,
2022-11-23 18:30:00,-285.6208557306376,
2022-11-23 20:00:00,-285.6208557306376,
2022-11-23 23:00:00,-199.78693225563336,
2022-11-23 23:59:59,-187.69026651309332,c
2022-11-24 00:00:00,-189.77846225487258,
2022-11-24 01:00:00,-189.77846225487258,
2022-11-24 02:30:00,-189.77846225487258,
2022-11-24 03:00:00,-189.77846225487258,
2022-11-24 18:30:00,-189.77846225487258,
2022-11-24 20:00:00,-189.77846225487258,
2022-11-24 23:00:00,-92.01333599243901,
2022-11-24 23:59:59,-86.4834210635151,c
2022-11-25 00:00:00,-110.80228400610508,
2022-11-25 01:00:00,-110.80228400610508,
2022-11-25 02:30:00,-110.80228400610508,
2022-11-25 03:00:00,-110.80228400610508,
2022-11-25 18:30:00,-110.80228400610508,
2022-11-25 20:00:00,-110.80228400610508,
2022-11-25 23:00:00,-110.80228400610508,
2022-11-25 23:59:59,-106.19765633879342,w
2022-11-28 00:00:00,-11.015850212570058,
2022-11-28 01:00:00,-11.015850212570058,
2022-11-28 02:30:00,-11.015850212570058,
2022-11-28 03:00:00,-11.015850212570058,
2022-11-28 18:30:00,-11.015850212570058,
2022-11-28 20:00:00,-11.015850212570058,
2022-11-28 23:00:00,30.766897586138953,
2022-11-28 23:59:59,10.317552773330533,c
2022-11-29 00:00:00,5.436102682815033,
2022-11-29 01:00:00,5.436102682815033,
2022-11-29 02:30:00,5.436102682815033,
2022-11-29 03:00:00,5.436102682815033,
2022-11-29 18:30:00,5.436102682815033,
2022-11-29 20:00:00,5.436102682815033,
2022-11-29 23:00:00,24.50689599878774,
2022-11-29 23:59:59,31.497871644397378,c
2022-11-30 00:00:00,57.70165132420948,
2022-11-30 01:00:00,57.70165132420948,
2022-11-30 02:30:00,57.70165132420948,
2022-11-30 03:00:00,57.70165132420948,
2022-11-30 18:30:00,57.70165132420948,
2022-11-30 20:00:00,57.70165132420948,
2022-11-30 23:00:00,115.06731077407585,
2022-11-30 23:59:59,111.2799561222206,c
2022-12-01 00:00:00,90.0692562103784,
2022-12-01 01:00:00,90.0692562103784,
2022-12-01 02:30:00,90.0692562103784,
2022-12-01 03:00:00,90.0692562103784,
2022-12-01 18:30:00,90.0692562103784,
2022-12-01 20:00:00,90.0692562103784,
2022-12-01 23:00:00,27.37328099477793,
2022-12-01 23:59:59,-12.709343047239088,c
2022-12-02 00:00:00,1.1765614672642641,
2022-12-02 01:00:00,1.1765614672642641,
2022-12-02 02:30:00,1.1765614672642641,
2022-12-02 03:00:00,1.1765614672642641,
2022-12-02 18:30:00,1.1765614672642641,
2022-12-02 20:00:00,1.1765614672642641,
2022-12-02 23:00:00,1.1765614672642641,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,-7.018445805028421,
2022-12-05 01:00:00,-7.018445805028421,
2022-12-05 02:30:00,-7.018445805028421,
2022-12-05 03:00:00,-7.018445805028421,
2022-12-05 18:30:00,-7.018445805028421,
2022-12-05 20:00:00,-7.018445805028421,
2022-12-05 23:00:00,97.66589510220763,
2022-12-05 23:59:59,125.14015104177201,c
2022-12-06 00:00:00,125.07966862792046,
2022-12-06 01:00:00,125.07966862792046,
2022-12-06 02:30:00,125.07966862792046,
2022-12-06 03:00:00,125.07966862792046,
2022-12-06 18:30:00,125.07966862792046,
2022-12-06 20:00:00,125.07966862792046,
2022-12-06 23:00:00,158.11549877239338,
2022-12-06 23:59:59,157.70173865295192,c
2022-12-07 00:00:00,187.5649618077215,
2022-12-07 01:00:00,187.5649618077215,
2022-12-07 02:30:00,187.5649618077215,
2022-12-07 03:00:00,187.5649618077215,
2022-12-07 18:30:00,187.5649618077215,
2022-12-07 20:00:00,187.5649618077215,
2022-12-07 23:00:00,218.70042408955442,
2022-12-07 23:59:59,241.4092023602774,c
2022-12-08 00:00:00,222.6622120873484,
2022-12-08 01:00:00,222.6622120873484,
2022-12-08 02:30:00,222.6622120873484,
2022-12-08 03:00:00,222.6622120873484,
2022-12-08 18:30:00,222.6622120873484,
2022-12-08 20:00:00,222.6622120873484,
2022-12-08 23:00:00,259.94564034289033,
2022-12-08 23:59:59,289.0821354547986,c
2022-12-09 00:00:00,268.04674693301854,
2022-12-09 01:00:00,268.04674693301854,
2022-12-09 02:30:00,268.04674693301854,
2022-12-09 03:00:00,268.04674693301854,
2022-12-09 18:30:00,268.04674693301854,
2022-12-09 20:00:00,268.04674693301854,
2022-12-09 23:00:00,268.04674693301854,
2022-12-09 23:59:59,290.95557363940577,w
2022-12-12 00:00:00,309.9245359485959,
2022-12-12 01:00:00,309.9245359485959,
2022-12-12 02:30:00,309.9245359485959,
2022-12-12 03:00:00,309.9245359485959,
2022-12-12 18:30:00,309.9245359485959,
2022-12-12 20:00:00,309.9245359485959,
2022-12-12 23:00:00,341.41971379180075,
2022-12-12 23:59:59,362.16927983599317,c
2022-12-13 00:00:00,328.9144968565648,
2022-12-13 01:00:00,328.9144968565648,
2022-12-13 02:30:00,328.9144968565648,
2022-12-13 03:00:00,328.9144968565648,
2022-12-13 18:30:00,328.9144968565648,
2022-12-13 20:00:00,328.9144968565648,
2022-12-13 23:00:00,358.58511537722757,
2022-12-13 23:59:59,358.69621835924136,c
2022-12-14 00:00:00,338.97279084811487,
2022-12-14 01:00:00,338.97279084811487,
2022-12-14 02:30:00,338.97279084811487,
2022-12-14 03:00:00,338.97279084811487,
2022-12-14 18:30:00,338.97279084811487,
2022-12-14 20:00:00,338.97279084811487,
2022-12-14 23:00:00,428.9531707469391,
2022-12-14 23:59:59,447.1084751098614,c
2022-12-15 00:00:00,417.15082104676526,
2022-12-15 01:00:00,417.15082104676526,
2022-12-15 02:30:00,417.15082104676526,
2022-12-15 03:00:00,417.15082104676526,
2022-12-15 18:30:00,417.15082104676526,
2022-12-15 20:00:00,417.15082104676526,
2022-12-15 23:00:00,504.11170991453025,
2022-12-15 23:59:59,459.3051663399335,c
2022-12-16 00:00:00,466.5356878283857,
2022-12-16 01:00:00,466.5356878283857,
2022-12-16 02:30:00,466.5356878283857,
2022-12-16 03:00:00,466.5356878283857,
2022-12-16 18:30:00,466.5356878283857,
2022-12-16 20:00:00,466.5356878283857,
2022-12-16 23:00:00,466.5356878283857,
2022-12-16 23:59:59,462.14176038167705,e
2022-12-19 00:00:00,297.99290021492163,
2022-12-19 01:00:00,297.99290021492163,
2022-12-19 02:30:00,297.99290021492163,
2022-12-19 03:00:00,297.99290021492163,
2022-12-19 18:30:00,297.99290021492163,
2022-12-19 20:00:00,297.99290021492163,
2022-12-19 23:00:00,287.0200246727302,
2022-12-19 23:59:59,316.9795008610681,c
2022-12-20 00:00:00,296.23618240299584,
2022-12-20 01:00:00,296.23618240299584,
2022-12-20 02:30:00,296.23618240299584,
2022-12-20 03:00:00,296.23618240299584,
2022-12-20 18:30:00,296.23618240299584,
2022-12-20 20:00:00,296.23618240299584,
2022-12-20 23:00:00,440.1737362138732,
2022-12-20 23:59:59,422.0186424114679,c
2022-12-21 00:00:00,412.9594200963461,
2022-12-21 01:00:00,412.9594200963461,
2022-12-21 02:30:00,412.9594200963461,
2022-12-21 03:00:00,412.9594200963461,
2022-12-21 18:30:00,412.9594200963461,
2022-12-21 20:00:00,412.9594200963461,
2022-12-21 23:00:00,337.69334111222815,
2022-12-21 23:59:59,308.31933211653916,c
2022-12-22 00:00:00,310.0000459694876,
2022-12-22 01:00:00,310.0000459694876,
2022-12-22 02:30:00,310.0000459694876,
2022-12-22 03:00:00,310.0000459694876,
2022-12-22 18:30:00,310.0000459694876,
2022-12-22 20:00:00,310.0000459694876,
2022-12-22 23:00:00,341.3055566572792,
2022-12-22 23:59:59,319.32247996632293,c
2022-12-23 00:00:00,292.3526603949665,
2022-12-23 01:00:00,292.3526603949665,
2022-12-23 02:30:00,292.3526603949665,
2022-12-23 03:00:00,292.3526603949665,
2022-12-23 18:30:00,292.3526603949665,
2022-12-23 20:00:00,292.3526603949665,
2022-12-23 23:00:00,292.3526603949665,
2022-12-23 23:59:59,292.0973953789014,w
2022-12-26 00:00:00,272.57460398029366,
2022-12-26 01:00:00,272.57460398029366,
2022-12-26 02:30:00,272.57460398029366,
2022-12-26 03:00:00,272.57460398029366,
2022-12-26 18:30:00,272.57460398029366,
2022-12-26 20:00:00,272.57460398029366,
2022-12-26 23:00:00,303.7774622817493,
2022-12-26 23:59:59,277.49362015821623,c
2022-12-27 00:00:00,286.90880912459284,
