date,SML_HEDGED_2022_Q3,meta
2022-07-29 00:00:00,55.58199488521768,
2022-07-29 10:00:00,55.58568890644938,
2022-07-29 10:30:00,83.39768961548862,
2022-07-29 12:00:00,59.58121270483889,
2022-07-29 13:30:00,64.2539040944539,
2022-07-29 15:00:00,84.05937141480581,
2022-07-29 15:30:30,84.05937141480581,
2022-07-29 23:59:59,85.20812531416323,w
2022-08-01 00:00:00,74.33947368954432,
2022-08-01 10:00:00,56.23119504591614,
2022-08-01 10:30:00,53.792088843139936,
2022-08-01 12:00:00,80.4371750790915,
2022-08-01 13:30:00,80.43686618390166,
2022-08-01 15:00:00,92.64034289239271,
2022-08-01 15:30:30,92.64034289239271,
2022-08-01 23:59:59,75.47156670265667,c
2022-08-02 00:00:00,61.86780565338677,
2022-08-02 10:00:00,66.63857666194463,
2022-08-02 10:30:00,76.69871614313433,
2022-08-02 12:00:00,87.53742633819229,
2022-08-02 13:30:00,87.96817223394146,
2022-08-02 15:00:00,79.34733910471505,
2022-08-02 15:30:30,79.34733910471505,
2022-08-02 23:59:59,71.07326311497127,c
2022-08-03 00:00:00,92.64443353624256,
2022-08-03 10:00:00,79.85298268943416,
2022-08-03 10:30:00,72.30153950989097,
2022-08-03 12:00:00,69.91525086850424,
2022-08-03 13:30:00,78.36298051701897,
2022-08-03 15:00:00,70.06606223693097,
2022-08-03 15:30:30,70.06606223693097,
2022-08-03 23:59:59,67.02325099861173,c
2022-08-04 00:00:00,72.58635777533618,
2022-08-04 10:00:00,74.10213499172141,
2022-08-04 10:30:00,60.84073434892434,
2022-08-04 12:00:00,64.51450123614677,
2022-08-04 13:30:00,64.959156671453,
2022-08-04 15:00:00,62.8930705832654,
2022-08-04 15:30:30,62.8930705832654,
2022-08-04 23:59:59,62.28304932918809,c
2022-08-05 00:00:00,30.301088575631184,
2022-08-05 10:00:00,73.1002391238585,
2022-08-05 10:30:00,87.15861824646345,
2022-08-05 12:00:00,74.12541174497755,
2022-08-05 13:30:00,95.40364750199387,
2022-08-05 15:00:00,88.78727489688117,
2022-08-05 15:30:30,88.78727489688117,
2022-08-05 23:59:59,100.78979971202443,w
2022-08-08 00:00:00,108.44088928900828,
2022-08-08 10:00:00,112.18898076453206,
2022-08-08 10:30:00,114.99225048556991,
2022-08-08 12:00:00,109.86872559160247,
2022-08-08 13:30:00,98.58909641983291,
2022-08-08 15:00:00,105.662020719044,
2022-08-08 15:30:30,105.662020719044,
2022-08-08 23:59:59,108.64043681261091,c
2022-08-09 00:00:00,103.86042360993679,
2022-08-09 10:00:00,103.49681630670648,
2022-08-09 10:30:00,108.78470288035169,
2022-08-09 12:00:00,107.89330278606167,
2022-08-09 13:30:00,104.11155372167377,
2022-08-09 15:00:00,104.53013359693023,
2022-08-09 15:30:30,104.53013359693023,
2022-08-09 23:59:59,112.05051439437057,c
2022-08-10 00:00:00,178.81344224824306,
2022-08-10 10:00:00,195.947459481818,
2022-08-10 10:30:00,192.53761507344916,
2022-08-10 12:00:00,211.62876497994694,
2022-08-10 13:30:00,211.10683265744774,
2022-08-10 15:00:00,218.18190697081536,
2022-08-10 15:30:30,218.18190697081536,
2022-08-10 23:59:59,226.11154191755577,c
2022-08-11 00:00:00,259.1272011732244,
2022-08-11 10:00:00,251.50112306692245,
2022-08-11 10:30:00,259.4956188752917,
2022-08-11 12:00:00,241.02893412305184,
2022-08-11 13:30:00,248.0972589703806,
2022-08-11 15:00:00,241.58718204471506,
