date,CAD_TSX_2021_Q4,meta
2021-11-19 00:00:00,500.9381493504127,
2021-11-19 10:00:00,466.1817504696512,
2021-11-19 10:30:00,453.6333705084037,
2021-11-19 12:00:00,447.41362936295104,
2021-11-19 13:30:00,414.4862740333094,
2021-11-19 15:00:00,413.28231205962584,
2021-11-19 15:30:30,413.28231205962584,
2021-11-19 23:59:59,405.14885377051564,w
2021-11-22 00:00:00,369.05793369840626,
2021-11-22 10:00:00,389.09858275811825,
2021-11-22 10:30:00,386.30840291890445,
2021-11-22 12:00:00,360.9341835323346,
2021-11-22 13:30:00,360.6403374691747,
2021-11-22 15:00:00,368.98274714291756,
2021-11-22 15:30:30,368.98274714291756,u
2021-11-22 23:59:59,359.74299700488814,c
2021-11-23 00:00:00,400.05652513423956,
2021-11-23 10:00:00,441.6497434298403,
2021-11-23 10:30:00,403.3097429179188,
2021-11-23 12:00:00,380.54625064500306,
2021-11-23 13:30:00,391.2517708912235,
2021-11-23 15:00:00,375.0165501072993,
2021-11-23 15:30:30,375.0165501072993,
2021-11-23 23:59:59,381.19393970145893,c
2021-11-24 00:00:00,359.59328728473747,
2021-11-24 10:00:00,381.24949734668985,
2021-11-24 10:30:00,379.93484408474364,
2021-11-24 12:00:00,373.437653824044,
2021-11-24 13:30:00,386.98091183593874,
2021-11-24 15:00:00,388.422616145283,
2021-11-24 15:30:30,388.422616145283,
2021-11-24 23:59:59,387.6097572545875,c
2021-11-25 00:00:00,424.8503027314366,
2021-11-25 10:00:00,457.8062450657844,
2021-11-25 10:30:00,439.9538237012878,
2021-11-25 12:00:00,461.8921652821109,
2021-11-25 13:30:00,462.1318938356951,
2021-11-25 15:00:00,468.279569589479,
2021-11-25 15:30:30,468.279569589479,
2021-11-25 23:59:59,475.92995895132253,c
2021-11-26 00:00:00,248.78995867134267,
2021-11-26 10:00:00,314.5059997632659,
2021-11-26 10:30:00,263.5672014719946,
2021-11-26 12:00:00,249.5603076399609,
2021-11-26 13:30:00,311.2919107281509,
2021-11-26 15:00:00,328.3754995404538,
2021-11-26 15:30:30,328.3754995404538,
2021-11-26 23:59:59,323.5777775100735,w
2021-11-29 00:00:00,430.07281914402984,
2021-11-29 10:00:00,410.1457466034756,
2021-11-29 10:30:00,381.2411856424592,
2021-11-29 12:00:00,384.5894939249956,
2021-11-29 13:30:00,406.8675120120538,
2021-11-29 15:00:00,395.2322430163533,
2021-11-29 15:30:30,395.2322430163533,
2021-11-29 23:59:59,378.8388065690483,c
2021-11-30 00:00:00,329.81697965067815,
2021-11-30 10:00:00,318.32090245186464,
2021-11-30 10:30:00,316.52545746927876,
2021-11-30 12:00:00,191.6082760228628,
2021-11-30 13:30:00,176.46387118734515,
2021-11-30 15:00:00,239.40146788094012,
2021-11-30 15:30:30,239.40146788094012,s
2021-11-30 23:59:59,283.1303768582609,c
2021-12-01 00:00:00,300.470027992561,
2021-12-01 10:00:00,284.6435195740314,
2021-12-01 10:30:00,299.17723456028466,
2021-12-01 12:00:00,259.0871322058895,
2021-12-01 13:30:00,190.88148208142707,
2021-12-01 15:00:00,147.92331892052584,
2021-12-01 15:30:30,147.92331892052584,
2021-12-01 23:59:59,135.37667840294534,c
2021-12-02 00:00:00,66.85831797757282,
2021-12-02 10:00:00,104.91454101358977,
2021-12-02 10:30:00,51.39584341263276,
2021-12-02 12:00:00,62.89440646856974,
2021-12-02 13:30:00,19.132042947163427,
2021-12-02 15:00:00,53.440445547706986,
2021-12-02 15:30:30,53.440445547706986,
2021-12-02 23:59:59,70.67592878945288,c
2021-12-03 00:00:00,121.84221980157827,
2021-12-03 10:00:00,91.07032160249446,
2021-12-03 10:30:00,101.51306117271974,
2021-12-03 12:00:00,-21.39424190890395,
2021-12-03 13:30:00,-2.0955564656524075,
2021-12-03 15:00:00,-29.63552159111282,
2021-12-03 15:30:30,-29.63552159111282,
2021-12-03 23:59:59,0.0,a
2021-12-06 00:00:00,-7.7187109425326526,
2021-12-06 10:00:00,-36.149759174686096,
2021-12-06 10:30:00,29.234466348445267,
2021-12-06 12:00:00,18.444924286616242,
2021-12-06 13:30:00,41.94305364141087,
