date,EU_FPXI_2021_Q4,meta
2021-11-30 00:00:00,-561.3122323869313,
2021-11-30 03:30:00,-532.5297601327302,
2021-11-30 04:00:00,-522.8799190128586,
2021-11-30 06:00:00,-513.4510009293213,
2021-11-30 08:00:00,-429.4496392994888,
2021-11-30 10:30:00,-370.3179628556104,
2021-11-30 11:00:00,-362.11585042452816,
2021-11-30 23:59:59,-287.3747300282391,c
2021-12-01 00:00:00,-332.22782833321776,
2021-12-01 03:30:00,-309.8920683690251,
2021-12-01 04:00:00,-223.78403697100975,
2021-12-01 06:00:00,-201.3788140884128,
2021-12-01 08:00:00,-244.16362167384068,
2021-12-01 10:30:00,-203.88815456437806,
2021-12-01 11:00:00,-214.8856065038442,
2021-12-01 23:59:59,-220.82348370935165,c
2021-12-02 00:00:00,-230.57592245569435,
2021-12-02 03:30:00,-205.90542165687407,
2021-12-02 04:00:00,-203.68994004819365,
2021-12-02 06:00:00,-165.67073976628353,
2021-12-02 08:00:00,-180.0811682857675,
2021-12-02 10:30:00,-167.1183598095747,
2021-12-02 11:00:00,-150.56617925240607,
2021-12-02 23:59:59,-172.36347651242863,c
2021-12-03 00:00:00,-165.28074672435787,
2021-12-03 03:30:00,-141.65834260379938,
2021-12-03 04:00:00,-166.77448993491817,
2021-12-03 06:00:00,-144.78818231655987,
2021-12-03 08:00:00,-144.1658100313898,
2021-12-03 10:30:00,-156.3257566191205,
2021-12-03 11:00:00,-166.61391237981184,
2021-12-03 23:59:59,-158.89136586265863,w
2021-12-06 00:00:00,-152.6760486772414,
2021-12-06 03:30:00,-137.40100793892952,
2021-12-06 04:00:00,-124.92774613259257,
2021-12-06 06:00:00,-155.82069884513658,
2021-12-06 08:00:00,-109.10901835389245,
2021-12-06 10:30:00,-115.79116378968206,
2021-12-06 11:00:00,-127.50141684739651,
2021-12-06 23:59:59,-153.4704275603267,c
2021-12-07 00:00:00,-153.4704275603267,
2021-12-07 03:30:00,-162.34867869547315,
2021-12-07 04:00:00,-167.77573633948464,
2021-12-07 06:00:00,-145.52955590431998,
2021-12-07 08:00:00,-129.45264595000003,
2021-12-07 10:30:00,-161.27828186210354,
2021-12-07 11:00:00,-156.15071003604658,
2021-12-07 23:59:59,-151.53054229338318,c
2021-12-08 00:00:00,-27.884853505034698,
2021-12-08 03:30:00,-57.793313223116456,
2021-12-08 04:00:00,-50.226502151361274,
2021-12-08 06:00:00,-76.46965316472097,
2021-12-08 08:00:00,-51.49549326205988,
2021-12-08 10:30:00,-74.13385074393318,
2021-12-08 11:00:00,-83.9201564348325,
2021-12-08 23:59:59,-86.56424725424722,c
2021-12-09 00:00:00,7.792482103594921,
2021-12-09 03:30:00,-12.877321683573427,
2021-12-09 04:00:00,-18.143131187171093,
2021-12-09 06:00:00,4.365098452717575,
2021-12-09 08:00:00,-2.4214243382962195,
2021-12-09 10:30:00,-82.34794902154158,
2021-12-09 11:00:00,-88.87518711767984,
2021-12-09 23:59:59,-82.92987338913576,c
2021-12-10 00:00:00,-67.2683562232487,
2021-12-10 03:30:00,-45.677111965831045,
2021-12-10 04:00:00,-73.4418052216406,
2021-12-10 06:00:00,-44.81564605033827,
2021-12-10 08:00:00,-56.58386031798182,
2021-12-10 10:30:00,-43.38814271429419,
2021-12-10 11:00:00,-55.035122960855006,
2021-12-10 23:59:59,-43.256431784381675,w
2021-12-13 00:00:00,8.112581586378838,
2021-12-13 03:30:00,7.382462244206181,
2021-12-13 04:00:00,23.00094407335746,
2021-12-13 06:00:00,78.94402458367585,
2021-12-13 08:00:00,74.55759494483209,
2021-12-13 10:30:00,76.65470023774151,
2021-12-13 11:00:00,64.59582907902086,
2021-12-13 23:59:59,78.2692591722057,c
2021-12-14 00:00:00,52.35604171456953,
2021-12-14 03:30:00,24.279629609826316,
2021-12-14 04:00:00,13.357382710752518,
2021-12-14 06:00:00,27.311209944359234,
2021-12-14 08:00:00,36.09757588397679,
2021-12-14 10:30:00,2.4933958626402273,
2021-12-14 11:00:00,1.3762942055727763,
2021-12-14 23:59:59,0.0,a
2021-12-15 00:00:00,-17.759294316017076,
2021-12-15 03:30:00,-19.956058868736363,
2021-12-15 04:00:00,-21.212790598659467,
2021-12-15 06:00:00,-18.00808626172966,
2021-12-15 08:00:00,-5.9052356092229275,
2021-12-15 10:30:00,-32.64137409853538,
2021-12-15 11:00:00,-20.778659219605288,
2021-12-15 23:59:59,-18.683427807192402,c
2021-12-16 00:00:00,34.35698203583934,
2021-12-16 03:30:00,-2.072846816638503,
2021-12-16 04:00:00,24.13230980772005,
2021-12-16 06:00:00,41.409915315665785,
2021-12-16 08:00:00,32.3375054407652,
2021-12-16 10:30:00,67.39102728294165,
2021-12-16 11:00:00,66.27939664073574,
2021-12-16 23:59:59,52.64956435454087,c
2021-12-17 00:00:00,58.09277029076111,
2021-12-17 03:30:00,89.09225317639084,
2021-12-17 04:00:00,63.82466189879506,
2021-12-17 06:00:00,31.457855845147606,
2021-12-17 08:00:00,56.98545807215123,
2021-12-17 10:30:00,18.891232672604474,
2021-12-17 11:00:00,17.864914526076063,
2021-12-17 23:59:59,28.989726473199426,e
2021-12-20 00:00:00,-14.641228846549438,
2021-12-20 03:30:00,-95.72572832558353,
2021-12-20 04:00:00,-72.90998938015946,
2021-12-20 06:00:00,-8.797453597641379,
2021-12-20 08:00:00,-16.32529809925427,
2021-12-20 10:30:00,-60.27419411826577,
2021-12-20 11:00:00,-64.32849150339234,
2021-12-20 23:59:59,-49.85598670626723,c
2021-12-21 00:00:00,-68.06637005234097,
2021-12-21 03:30:00,-30.42028581445402,
2021-12-21 04:00:00,-15.810277576221779,
2021-12-21 06:00:00,-46.220418268378126,
2021-12-21 08:00:00,-29.662905274235072,
2021-12-21 10:30:00,-15.144339149926964,
2021-12-21 11:00:00,-32.045856018259656,
2021-12-21 23:59:59,-26.350377022796692,c
2021-12-22 00:00:00,-22.238462523582257,
2021-12-22 03:30:00,-41.48736854323124,
2021-12-22 04:00:00,-51.63205805751522,
2021-12-22 06:00:00,-50.88880592752321,
2021-12-22 08:00:00,-54.99444526439447,
2021-12-22 10:30:00,-23.187265748542814,
2021-12-22 11:00:00,-16.217310515885856,
2021-12-22 23:59:59,-30.22694399599277,c
2021-12-23 00:00:00,10.198152463999122,
2021-12-23 03:30:00,-2.6987602268304727,
2021-12-23 04:00:00,-9.545756292252463,
2021-12-23 06:00:00,-25.934068872404623,
2021-12-23 08:00:00,-18.637453402388473,
2021-12-23 10:30:00,-8.434300814180915,
2021-12-23 11:00:00,-9.325690071336794,
2021-12-23 23:59:59,-6.520870573198863,c
2021-12-24 00:00:00,-26.61195565416756,
2021-12-24 03:30:00,-28.65425331839242,
2021-12-24 04:00:00,-38.153798158263726,
2021-12-24 06:00:00,-27.779222637889234,
2021-12-24 08:00:00,-27.779222637889234,
2021-12-24 10:30:00,-27.779222637889234,
2021-12-24 11:00:00,-27.779222637889234,
2021-12-24 23:59:59,-21.08070695895185,w
2021-12-27 00:00:00,-1.0763853861049029,
2021-12-27 03:30:00,5.63463194640326,
2021-12-27 04:00:00,25.706630047538056,
2021-12-27 06:00:00,41.67478053928926,
2021-12-27 08:00:00,34.03394983139742,
2021-12-27 10:30:00,64.96973728187413,
2021-12-27 11:00:00,64.07005779972451,
2021-12-27 23:59:59,55.83417638061974,c
2021-12-28 00:00:00,63.59023087474907,
2021-12-28 03:30:00,79.58410470325043,
2021-12-28 04:00:00,56.008309853485116,
2021-12-28 06:00:00,25.684390363433977,
2021-12-28 08:00:00,40.67559509280363,
2021-12-28 10:30:00,30.017403528139766,
2021-12-28 11:00:00,41.619756884687376,
2021-12-28 23:59:59,31.172967706754207,c
2021-12-29 00:00:00,24.615691646921732,
2021-12-29 03:30:00,15.222239384637305,
2021-12-29 04:00:00,28.962058551762766,
2021-12-29 06:00:00,91.43857009408703,
2021-12-29 08:00:00,116.4466175279581,
2021-12-29 10:30:00,111.5181397589763,
2021-12-29 11:00:00,109.17148632968656,
2021-12-29 23:59:59,92.44506759363912,c
2021-12-30 00:00:00,72.00192990837377,
2021-12-30 03:30:00,60.16356846619465,
2021-12-30 04:00:00,74.62106281593879,
2021-12-30 06:00:00,73.69356003530766,
2021-12-30 08:00:00,92.31276077260281,
2021-12-30 10:30:00,65.48832845444849,
2021-12-30 11:00:00,69.04282227378599,
2021-12-30 23:59:59,69.83488651226389,c
2021-12-31 00:00:00,55.26382595168161,
2021-12-31 03:30:00,77.93849798501924,
2021-12-31 04:00:00,79.54588135186668,
2021-12-31 06:00:00,79.62392431208036,
2021-12-31 08:00:00,79.62392431208036,
2021-12-31 10:30:00,79.62392431208036,
2021-12-31 11:00:00,79.62392431208036,
2021-12-31 23:59:59,88.13706824758037,w
